device_key,arm,budget_type,budget,calibration_sessions,calibration_records,q_raw,requested_delta,accepted_delta,threshold,status
processed/iotsim-building-monitor-2.csv,Q-R500,RECORD,500,222,489,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-building-monitor-2.csv,Q-R1000,RECORD,1000,381,842,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-building-monitor-3.csv,Z,SESSION,0,0,0,0.065159872174263,0.0,0.0,0.065159872174263,ZERO_SHOT_BASELINE
processed/iotsim-building-monitor-3.csv,Q-S64,SESSION,64,64,141,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-building-monitor-3.csv,Q-S128,SESSION,128,128,282,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-building-monitor-3.csv,Q-S256,SESSION,256,0,0,0.065159872174263,0.0,0.0,0.065159872174263,INSUFFICIENT_SESSION_BUDGET_ZERO_SHOT
processed/iotsim-building-monitor-3.csv,Q-R100,RECORD,100,43,99,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-building-monitor-3.csv,Q-R500,RECORD,500,209,457,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-building-monitor-3.csv,Q-R1000,RECORD,1000,209,457,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-3.csv,Z,SESSION,0,0,0,0.065159872174263,0.0,0.0,0.065159872174263,ZERO_SHOT_BASELINE
processed/iotsim-combined-cycle-tls-3.csv,Q-S64,SESSION,64,64,132,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-3.csv,Q-S128,SESSION,128,0,0,0.065159872174263,0.0,0.0,0.065159872174263,INSUFFICIENT_SESSION_BUDGET_ZERO_SHOT
processed/iotsim-combined-cycle-tls-3.csv,Q-S256,SESSION,256,0,0,0.065159872174263,0.0,0.0,0.065159872174263,INSUFFICIENT_SESSION_BUDGET_ZERO_SHOT
processed/iotsim-combined-cycle-tls-3.csv,Q-R100,RECORD,100,49,100,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-3.csv,Q-R500,RECORD,500,65,134,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-3.csv,Q-R1000,RECORD,1000,65,134,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-4.csv,Z,SESSION,0,0,0,0.065159872174263,0.0,0.0,0.065159872174263,ZERO_SHOT_BASELINE
processed/iotsim-combined-cycle-tls-4.csv,Q-S64,SESSION,64,64,120,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-4.csv,Q-S128,SESSION,128,0,0,0.065159872174263,0.0,0.0,0.065159872174263,INSUFFICIENT_SESSION_BUDGET_ZERO_SHOT
processed/iotsim-combined-cycle-tls-4.csv,Q-S256,SESSION,256,0,0,0.065159872174263,0.0,0.0,0.065159872174263,INSUFFICIENT_SESSION_BUDGET_ZERO_SHOT
processed/iotsim-combined-cycle-tls-4.csv,Q-R100,RECORD,100,53,99,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-4.csv,Q-R500,RECORD,500,71,134,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-4.csv,Q-R1000,RECORD,1000,71,134,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-5.csv,Z,SESSION,0,0,0,0.065159872174263,0.0,0.0,0.065159872174263,ZERO_SHOT_BASELINE
processed/iotsim-combined-cycle-tls-5.csv,Q-S64,SESSION,64,64,128,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-5.csv,Q-S128,SESSION,128,0,0,0.065159872174263,0.0,0.0,0.065159872174263,INSUFFICIENT_SESSION_BUDGET_ZERO_SHOT
processed/iotsim-combined-cycle-tls-5.csv,Q-S256,SESSION,256,0,0,0.065159872174263,0.0,0.0,0.065159872174263,INSUFFICIENT_SESSION_BUDGET_ZERO_SHOT
processed/iotsim-combined-cycle-tls-5.csv,Q-R100,RECORD,100,49,100,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-5.csv,Q-R500,RECORD,500,66,133,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
processed/iotsim-combined-cycle-tls-5.csv,Q-R1000,RECORD,1000,66,133,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
