dataset,holdout,method,method_version,seed_group,ood_target,ood_target_label,n_seeds,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,attack_high_detection_mean,attack_high_detection_std,attack_high_detection_min,attack_high_detection_max,final_ood_high_alarm_mean,final_ood_high_alarm_std,final_ood_high_alarm_min,final_ood_high_alarm_max,feasible_rate,threshold_mean,threshold_min,threshold_max,feature_dim,selected_feature_count,train_time_mean,inference_time_mean,support_provenance_clean_rate,threshold_provenance_clean_rate
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.012,1.2pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9265454545454546,0.0,0.9265454545454546,0.9265454545454546,0.019,0.0,0.019,0.019,0.0,-3.697176596162664,-3.6971765961626635,-3.6971765961626635,32,32,0.23949805999982346,0.012892620000093303,1.0,1.0
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.012,1.2pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9265454545454546,0.0,0.9265454545454546,0.9265454545454546,0.019,0.0,0.019,0.019,0.0,-3.697176596162664,-3.6971765961626635,-3.6971765961626635,32,32,0.26612314000012705,0.01137964000008651,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.015,1.5pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9323636363636364,0.0,0.9323636363636364,0.9323636363636364,0.0041,0.0,0.0041,0.0041,1.0,-2.9362243777465555,-2.9362243777465555,-2.9362243777465555,100,0,1.2423985999999787,0.02542437999982212,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.015,1.5pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9323636363636364,0.0,0.9323636363636364,0.9323636363636364,0.0041,0.0,0.0041,0.0041,1.0,-2.9362243777465555,-2.9362243777465555,-2.9362243777465555,100,0,1.4323482799996783,0.030271019999781858,1.0,1.0
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.015,1.5pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9280000000000002,0.0,0.928,0.928,0.0222,0.0,0.0222,0.0222,0.0,-3.882553548140707,-3.882553548140707,-3.882553548140707,32,32,0.23949805999982346,0.012892620000093303,1.0,1.0
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.015,1.5pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9280000000000002,0.0,0.928,0.928,0.0222,0.0,0.0222,0.0222,0.0,-3.882553548140707,-3.882553548140707,-3.882553548140707,32,32,0.26612314000012705,0.01137964000008651,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.02,2.0pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9338181818181818,0.0,0.9338181818181818,0.9338181818181818,0.0051,0.0,0.0051,0.0051,1.0,-3.2059518376041694,-3.20595183760417,-3.20595183760417,100,0,1.2423985999999787,0.02542437999982212,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.02,2.0pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9338181818181818,0.0,0.9338181818181818,0.9338181818181818,0.0051,0.0,0.0051,0.0051,1.0,-3.2059518376041694,-3.20595183760417,-3.20595183760417,100,0,1.4323482799996783,0.030271019999781858,1.0,1.0
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.02,2.0pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9294545454545455,0.0,0.9294545454545454,0.9294545454545454,0.028699999999999996,0.0,0.0287,0.0287,0.0,-4.187793147940497,-4.187793147940497,-4.187793147940497,32,32,0.23949805999982346,0.012892620000093303,1.0,1.0
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.02,2.0pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9294545454545455,0.0,0.9294545454545454,0.9294545454545454,0.028699999999999996,0.0,0.0287,0.0287,0.0,-4.187793147940497,-4.187793147940497,-4.187793147940497,32,32,0.26612314000012705,0.01137964000008651,1.0,1.0
