dimension,bin,source_group,rows,sessions,p2_hard_rate,m7_hard_rate,p2_score_q25,p2_score_median,p2_score_q75
target_ordinal_so_far,1,processed/iotsim-hydraulic-system-2.csv,149,149,0.053691275167785234,0.0,4.030859847292678e-12,2.062525936707971e-07,7.633245218130469e-07
target_ordinal_so_far,2-4,processed/iotsim-hydraulic-system-2.csv,3,1,1.0,0.0,0.9591482281684875,0.9591482281684875,0.9591482281684875
target_ordinal_so_far,5-16,processed/iotsim-hydraulic-system-2.csv,12,1,1.0,0.0,0.9591482281684875,0.9591482281684875,0.9591482281684875
target_ordinal_so_far,17-64,processed/iotsim-hydraulic-system-2.csv,48,1,1.0,0.0,0.9591482281684875,0.9591482281684875,0.9591482281684875
target_ordinal_so_far,65+,processed/iotsim-hydraulic-system-2.csv,391,1,1.0,0.0,0.9591482281684875,0.9591482281684875,0.9591482281684875
elapsed_seconds_so_far,0-1s,processed/iotsim-hydraulic-system-12.csv,148,147,0.05405405405405406,0.0,3.3453357813940936e-12,4.982001478026632e-10,7.51600680359843e-07
elapsed_seconds_so_far,"(1,10]s",processed/iotsim-hydraulic-system-12.csv,0,0,,,,,
elapsed_seconds_so_far,"(10,60]s",processed/iotsim-hydraulic-system-12.csv,1,1,1.0,0.0,0.9578490257263184,0.9578490257263184,0.9578490257263184
elapsed_seconds_so_far,"(60,300]s",processed/iotsim-hydraulic-system-12.csv,15,1,1.0,0.0,0.9578490257263184,0.9578490257263184,0.9578490257263184
elapsed_seconds_so_far,"(300,1800]s",processed/iotsim-hydraulic-system-12.csv,93,1,1.0,0.0,0.9578490257263184,0.9578490257263184,0.9578490257263184
elapsed_seconds_so_far,>1800s,processed/iotsim-hydraulic-system-12.csv,344,1,1.0,0.0,0.9578490257263184,0.9578490257263184,0.9578490257263184
elapsed_seconds_so_far,0-1s,processed/iotsim-hydraulic-system-13.csv,150,149,0.04,0.0,2.607766324928817e-12,1.0337539690929988e-07,7.51600680359843e-07
elapsed_seconds_so_far,"(1,10]s",processed/iotsim-hydraulic-system-13.csv,0,0,,,,,
elapsed_seconds_so_far,"(10,60]s",processed/iotsim-hydraulic-system-13.csv,1,1,1.0,0.0,0.9761788845062256,0.9761788845062256,0.9761788845062256
elapsed_seconds_so_far,"(60,300]s",processed/iotsim-hydraulic-system-13.csv,15,1,1.0,0.0,0.9761788845062256,0.9761788845062256,0.9761788845062256
elapsed_seconds_so_far,"(300,1800]s",processed/iotsim-hydraulic-system-13.csv,94,1,1.0,0.0,0.9761788845062256,0.9761788845062256,0.9761788845062256
elapsed_seconds_so_far,>1800s,processed/iotsim-hydraulic-system-13.csv,337,1,1.0,0.0,0.9761788845062256,0.9761788845062256,0.9761788845062256
elapsed_seconds_so_far,0-1s,processed/iotsim-hydraulic-system-14.csv,150,149,0.04666666666666667,0.0,2.466321092665924e-12,4.982001478026632e-10,7.51600680359843e-07
elapsed_seconds_so_far,"(1,10]s",processed/iotsim-hydraulic-system-14.csv,0,0,,,,,
elapsed_seconds_so_far,"(10,60]s",processed/iotsim-hydraulic-system-14.csv,4,1,1.0,0.0,0.9729325771331788,0.9729325771331788,0.9729325771331788
elapsed_seconds_so_far,"(60,300]s",processed/iotsim-hydraulic-system-14.csv,15,1,1.0,0.0,0.9729325771331788,0.9729325771331788,0.9729325771331788
elapsed_seconds_so_far,"(300,1800]s",processed/iotsim-hydraulic-system-14.csv,89,1,1.0,0.0,0.9729325771331788,0.9729325771331788,0.9729325771331788
elapsed_seconds_so_far,>1800s,processed/iotsim-hydraulic-system-14.csv,340,1,1.0,0.0,0.9729325771331788,0.9729325771331788,0.9729325771331788
elapsed_seconds_so_far,0-1s,processed/iotsim-hydraulic-system-15.csv,149,148,0.040268456375838924,0.0,2.3517043347409668e-12,3.3844366198465536e-10,7.51600680359843e-07
elapsed_seconds_so_far,"(1,10]s",processed/iotsim-hydraulic-system-15.csv,0,0,,,,,
elapsed_seconds_so_far,"(10,60]s",processed/iotsim-hydraulic-system-15.csv,2,1,1.0,0.0,0.973518133163452,0.973518133163452,0.973518133163452
elapsed_seconds_so_far,"(60,300]s",processed/iotsim-hydraulic-system-15.csv,15,1,1.0,0.0,0.973518133163452,0.973518133163452,0.973518133163452
elapsed_seconds_so_far,"(300,1800]s",processed/iotsim-hydraulic-system-15.csv,92,1,1.0,0.0,0.973518133163452,0.973518133163452,0.973518133163452
elapsed_seconds_so_far,>1800s,processed/iotsim-hydraulic-system-15.csv,343,1,1.0,0.0,0.973518133163452,0.973518133163452,0.973518133163452
elapsed_seconds_so_far,0-1s,processed/iotsim-hydraulic-system-2.csv,150,149,0.06,0.0,4.06839752858934e-12,4.7892663701532e-07,7.633245218130469e-07
elapsed_seconds_so_far,"(1,10]s",processed/iotsim-hydraulic-system-2.csv,0,0,,,,,
elapsed_seconds_so_far,"(10,60]s",processed/iotsim-hydraulic-system-2.csv,2,1,1.0,0.0,0.9591482281684875,0.9591482281684875,0.9591482281684875
elapsed_seconds_so_far,"(60,300]s",processed/iotsim-hydraulic-system-2.csv,18,1,1.0,0.0,0.9591482281684875,0.9591482281684875,0.9591482281684875
elapsed_seconds_so_far,"(300,1800]s",processed/iotsim-hydraulic-system-2.csv,91,1,1.0,0.0,0.9591482281684875,0.9591482281684875,0.9591482281684875
elapsed_seconds_so_far,>1800s,processed/iotsim-hydraulic-system-2.csv,342,1,1.0,0.0,0.9591482281684875,0.9591482281684875,0.9591482281684875
capture_event_position_not_session_packet_count,0-72,processed/iotsim-hydraulic-system-12.csv,0,0,,,,,
capture_event_position_not_session_packet_count,73-256,processed/iotsim-hydraulic-system-12.csv,11,3,0.8181818181818182,0.0,0.9578490257263184,0.9578490257263184,0.9578490257263184
capture_event_position_not_session_packet_count,257-1024,processed/iotsim-hydraulic-system-12.csv,110,28,0.7545454545454545,0.0,0.9578490257263184,0.9578490257263184,0.9578490257263184
capture_event_position_not_session_packet_count,1025+,processed/iotsim-hydraulic-system-12.csv,480,118,0.76875,0.0,0.9578490257263184,0.9578490257263184,0.9578490257263184
capture_event_position_not_session_packet_count,0-72,processed/iotsim-hydraulic-system-13.csv,0,0,,,,,
capture_event_position_not_session_packet_count,73-256,processed/iotsim-hydraulic-system-13.csv,12,3,0.8333333333333334,0.0,0.9761788845062256,0.9761788845062256,0.9761788845062256
capture_event_position_not_session_packet_count,257-1024,processed/iotsim-hydraulic-system-13.csv,116,29,0.7672413793103449,0.0,0.9761788845062256,0.9761788845062256,0.9761788845062256
capture_event_position_not_session_packet_count,1025+,processed/iotsim-hydraulic-system-13.csv,469,119,0.7547974413646056,0.0,0.065159872174263,0.9761788845062256,0.9761788845062256
capture_event_position_not_session_packet_count,0-72,processed/iotsim-hydraulic-system-14.csv,0,0,,,,,
capture_event_position_not_session_packet_count,73-256,processed/iotsim-hydraulic-system-14.csv,13,4,0.7692307692307693,0.0,0.9729325771331788,0.9729325771331788,0.9729325771331788
capture_event_position_not_session_packet_count,257-1024,processed/iotsim-hydraulic-system-14.csv,116,28,0.7844827586206896,0.0,0.9729325771331788,0.9729325771331788,0.9729325771331788
capture_event_position_not_session_packet_count,1025+,processed/iotsim-hydraulic-system-14.csv,469,119,0.7547974413646056,0.0,0.065159872174263,0.9729325771331788,0.9729325771331788
capture_event_position_not_session_packet_count,0-72,processed/iotsim-hydraulic-system-15.csv,0,0,,,,,
capture_event_position_not_session_packet_count,73-256,processed/iotsim-hydraulic-system-15.csv,12,3,0.8333333333333334,0.0,0.973518133163452,0.973518133163452,0.973518133163452
capture_event_position_not_session_packet_count,257-1024,processed/iotsim-hydraulic-system-15.csv,113,28,0.7699115044247787,0.0,0.973518133163452,0.973518133163452,0.973518133163452
capture_event_position_not_session_packet_count,1025+,processed/iotsim-hydraulic-system-15.csv,476,119,0.7584033613445378,0.0,0.973518133163452,0.973518133163452,0.973518133163452
capture_event_position_not_session_packet_count,0-72,processed/iotsim-hydraulic-system-2.csv,0,0,,,,,
capture_event_position_not_session_packet_count,73-256,processed/iotsim-hydraulic-system-2.csv,12,3,0.8333333333333334,0.0,0.9591482281684875,0.9591482281684875,0.9591482281684875
capture_event_position_not_session_packet_count,257-1024,processed/iotsim-hydraulic-system-2.csv,112,28,0.7767857142857143,0.0,0.9591482281684875,0.9591482281684875,0.9591482281684875
capture_event_position_not_session_packet_count,1025+,processed/iotsim-hydraulic-system-2.csv,479,120,0.7620041753653445,0.0,0.9591482281684875,0.9591482281684875,0.9591482281684875
