source_path,file_type,contains_timestamp,contains_packet_order,contains_bin_id,contains_row_id,contains_split_label,contains_support_id,contains_eval_id,contains_attack_family,contains_capture_id,usable_for_temporal_split,usable_for_leakage_audit,notes
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/method_comparison_by_seed.csv,csv,no,no,no,no,no,yes,no,no,no,no,yes,metadata fields detected
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/method_comparison_summary.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/method_comparison_summary_official_1pct.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/preflight_locked_validation_check.md,md,no,no,yes,no,yes,no,no,no,no,partial,yes,bin/split metadata only; raw timestamp or packet-order missing
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/protocol.md,md,no,no,yes,no,yes,no,no,no,no,partial,yes,bin/split metadata only; raw timestamp or packet-order missing
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/recommended_next_action.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/risk_register.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/run_issue23_locked_validation.py,py,no,no,yes,yes,yes,yes,yes,no,no,no,partial,code-level evidence only
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/scaler_provenance.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/selected_feature_provenance.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/summary.md,md,no,no,yes,no,yes,no,no,no,no,partial,yes,bin/split metadata only; raw timestamp or packet-order missing
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/support_id_provenance.csv,csv,no,no,no,yes,no,yes,no,no,no,no,yes,metadata fields detected
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/threshold_provenance.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/v2top64_vs_v1_locked.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue23_locked_validation_for_enhanced_v2_top64_2026-05-18/v2top64_vs_v2top32_locked.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/ablation_component_summary.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/baseline_candidate_definitions.csv,csv,no,no,no,no,no,yes,no,no,no,no,yes,metadata fields detected
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/baseline_candidate_definitions.md,md,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/baseline_complexity_summary.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/baseline_failure_analysis.md,md,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/baseline_hyperparameter_selection_report.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/baseline_hyperparameter_validation_rows.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/baseline_method_comparison_by_seed.csv,csv,no,no,no,no,no,yes,no,no,no,no,yes,metadata fields detected
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/baseline_method_comparison_summary.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/baseline_search_space.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/baseline_selected_configs.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/claim_boundary.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/config.json,json,no,no,yes,no,no,no,no,no,no,partial,yes,bin/split metadata only; raw timestamp or packet-order missing
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/consistency_primary_holdout_chrono.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/doc_update_patch_suggestion.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/fairness_audit_report.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/locked_asset_report.csv,csv,no,no,yes,no,no,no,no,no,no,partial,yes,bin/split metadata only; raw timestamp or packet-order missing
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/locked_bins_baseline_by_seed.csv,csv,no,no,no,no,no,yes,no,no,no,no,yes,metadata fields detected
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/locked_bins_baseline_summary.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/low_fpr_metrics_baseline_summary.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/manifest.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/missing_input_report.md,md,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/preflight_strong_baseline_execution_check.md,md,no,no,yes,no,yes,no,no,no,no,partial,yes,bin/split metadata only; raw timestamp or packet-order missing
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/protocol.md,md,no,no,yes,no,yes,no,no,no,no,partial,yes,bin/split metadata only; raw timestamp or packet-order missing
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/recommended_next_action.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/risk_register.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/run_issue25c_strong_baselines.py,py,no,no,yes,yes,yes,yes,yes,no,no,no,partial,code-level evidence only
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/summary.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/support_provenance.csv,csv,no,no,no,yes,no,yes,no,no,no,no,yes,metadata fields detected
runs/issue25c_strong_baseline_pack_execution_for_enhanced_lowguard_top64_2026-05-18/threshold_provenance.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/blocking_asset_gap.md,md,yes,no,no,no,yes,no,no,no,no,yes,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/claim_boundary.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/claim_update_after_issue26a.md,md,no,no,yes,no,yes,no,no,no,no,partial,yes,bin/split metadata only; raw timestamp or packet-order missing
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/command.txt,txt,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/data_scale_temporal_inventory.csv,csv,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/doc_update_patch_suggestion.md,md,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/generate_issue26a_outputs.py,py,yes,no,yes,no,yes,no,yes,no,no,no,partial,code-level evidence only
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/issue26b_execution_plan.md,md,yes,no,no,no,yes,no,no,no,no,yes,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/leakage_audit_report.md,md,no,no,yes,no,yes,no,no,no,no,partial,yes,bin/split metadata only; raw timestamp or packet-order missing
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/manifest.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/minimal_temporal_validation_not_run_reason.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/minimal_temporal_validation_protocol.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/minimal_temporal_validation_provenance.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/minimal_temporal_validation_result.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/missing_input_report.md,md,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/preflight_issue26a_check.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/recommended_next_action.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/reviewer_defense_temporal_validation.md,md,no,no,yes,no,yes,no,no,no,no,partial,yes,bin/split metadata only; raw timestamp or packet-order missing
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/risk_register.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/run_spec.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/slurm_need_assessment.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/summary.md,md,yes,no,yes,no,yes,no,no,no,no,yes,yes,metadata fields detected
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/temporal_candidate_matrix.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/issue26a_within_dataset_temporal_validation_for_enhanced_lowguard_top64_2026-05-22/temporal_existing_result_table.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
repo/ood/frontend100_crosscapture_calib_stability_report.py,py,no,no,no,no,yes,no,yes,no,yes,no,partial,code-level evidence only
repo/ood/frontend100_crosscapture_stability_report.py,py,no,no,no,no,yes,no,no,no,yes,no,partial,code-level evidence only
repo/ood/frontend100_locked_candidate_multiseed.py,py,no,no,no,no,yes,no,yes,no,no,no,partial,code-level evidence only
repo/ood/frontend100_threshold_baseline.py,py,no,no,no,no,yes,no,yes,no,yes,no,partial,code-level evidence only
repo/ood/frontend100_threshold_tradeoff_constrained.py,py,no,no,no,no,yes,no,yes,yes,no,no,partial,code-level evidence only
repo/ood/prepare_frontend100_crosscapture_sources.py,py,no,no,no,no,no,no,no,no,yes,no,partial,code-level evidence only
repo/ood/prepare_frontend_f2_crosscapture_sources.py,py,no,no,no,no,no,no,no,no,yes,no,partial,code-level evidence only
repo/ood/second_environment_botiot_split_gate.py,py,no,no,no,no,yes,no,no,no,no,no,partial,code-level evidence only
repo/ood/second_environment_toniot_threshold_sensitivity.py,py,no,no,no,no,no,no,no,no,no,no,no,code-level evidence only; no target metadata fields detected in header/head
runs/chinese_term_consistency_pass_2026-05-08/manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/chinese_term_consistency_pass_2026-05-08/restore_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/collapse_sanity_audit_2026-04-25/score_distribution_threshold_audit.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e4_second_environment_feasibility_inventory_2026-05-08/protocol_compatibility_matrix.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5_consolidated_paper_asset_pack_2026-05-08/e5_asset_manifest.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5_label_budget_purity_feasibility_inventory_2026-05-08/reusable_asset_table.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5_merge_to_main_draft_2026-05-08/e5_added_assets_manifest.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5a_label_budget_sensitivity_2026-05-08/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/e5a_label_budget_sensitivity_2026-05-08/manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5a_label_budget_sensitivity_2026-05-08/selected_support_ids_full.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5a_label_budget_sensitivity_2026-05-08/support_provenance_validation.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5a_label_budget_sensitivity_2026-05-08/threshold_provenance.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5b_positive_purity_stress_test_2026-05-08/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/e5b_positive_purity_stress_test_2026-05-08/contaminated_ood_support_ids.csv,csv,no,no,no,yes,no,no,no,no,no,no,yes,metadata fields detected
runs/e5b_positive_purity_stress_test_2026-05-08/e5b_contamination_provenance_validation.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5b_positive_purity_stress_test_2026-05-08/final_positive_support_ids.csv,csv,no,no,no,yes,no,no,no,no,no,no,yes,metadata fields detected
runs/e5b_positive_purity_stress_test_2026-05-08/manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5b_positive_purity_stress_test_2026-05-08/original_attack_support_ids.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5b_positive_purity_stress_test_2026-05-08/retained_attack_support_ids.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/e5b_positive_purity_stress_test_2026-05-08/threshold_provenance.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/fewshot_deployment_benchmark_2026-05-03/benchmark_config.json,json,no,no,no,no,yes,no,yes,no,no,no,yes,metadata fields detected
runs/fewshot_deployment_benchmark_2026-05-03/manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/fewshot_e1_e2_e3_summary_2026-05-03/paper_asset_manifest.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/fewshot_protocol_audit_2026-04-30/protocol_audit_summary.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/fewshot_protocol_audit_2026-04-30/support_id_provenance/selected_support_ids_full.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/fewshot_protocol_audit_2026-04-30/support_id_provenance/support_id_provenance_summary.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/fewshot_protocol_audit_2026-04-30/support_id_provenance/support_id_provenance_summary.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/fewshot_protocol_audit_2026-04-30/support_id_provenance/support_id_provenance_validation.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/fewshot_protocol_audit_2026-04-30/support_split_audit.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/fewshot_protocol_audit_2026-04-30/threshold_provenance.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/fewshot_seed_stability_pack_2026-04-30/manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/fewshot_table_figure_asset_pack_2026-05-04/asset_manifest.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/figure_path_numbering_normalization_2026-05-08/figure_copy_manifest.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_additional_ood_setting_smoketest_2026-04-09_b/additional_ood_setting_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_additional_ood_setting_smoketest_2026-04-09_b/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_additional_ood_setting_smoketest_2026-04-09_c/additional_ood_setting_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_additional_ood_setting_smoketest_2026-04-09_c/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_conditional_gate_multiseed_2026-04-08/conditional_gate_multiseed_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_conditional_gate_multiseed_2026-04-08/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_constrained_rule_multiseed_2026-04-03/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_constrained_rule_multiseed_2026-04-03/constrained_rule_seed_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_covariance_regularized_v1_2026-04-07/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v1_2026-04-07/covariance_regularized_v1_config_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v1_2026-04-07/covariance_regularized_v1_covreg_vm0p2_vx1p5_lv0p1_lc0p01_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v1_2026-04-07/covariance_regularized_v1_covreg_vm0p2_vx1p5_lv0p5_lc0p05_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v1_2026-04-07/covariance_regularized_v1_covreg_vm0p2_vx2p0_lv0p1_lc0p01_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v1_2026-04-07/covariance_regularized_v1_covreg_vm0p2_vx2p0_lv0p5_lc0p05_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v1_smoketest_2026-04-07/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_covariance_regularized_v1_smoketest_2026-04-07/smoke_covreg_vm0p2_vx1p5_lv0p1_lc0p01_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v2_2026-04-07/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v2_2026-04-07/covariance_regularized_v2_config_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v2_2026-04-07/covariance_regularized_v2_covregv2_as0p05_lt0p1_ln0p5_lf0p01_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v2_2026-04-07/covariance_regularized_v2_covregv2_as0p05_lt0p5_ln0p5_lf0p01_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v2_2026-04-07/covariance_regularized_v2_covregv2_as0p1_lt0p1_ln0p5_lf0p01_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v2_2026-04-07/covariance_regularized_v2_covregv2_as0p1_lt0p5_ln0p5_lf0p01_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_covariance_regularized_v2_smoketest_2026-04-07/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_covariance_regularized_v2_smoketest_2026-04-07/smoke_covregv2_as0p05_lt0p1_ln0p5_lf0p01_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_deep_svdd_baseline_2026-04-09/bundle_extracted/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/bundle_extracted/deep_svdd_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/bundle_extracted/manifests/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/bundle_extracted/manifests/deep_svdd_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/bundle_extracted/manifests/run_spec.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/bundle_extracted/run_spec.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/deep_svdd_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/inputs/multiseed_locked_candidate_results.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/run_spec.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/upload_bundle/runs/frontend100_deep_svdd_baseline_2026-04-09/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_deep_svdd_baseline_2026-04-09/upload_bundle/runs/frontend100_deep_svdd_baseline_2026-04-09/inputs/multiseed_locked_candidate_results.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/upload_bundle/runs/frontend100_deep_svdd_baseline_2026-04-09/run_spec.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_2026-04-09/upload_bundle/runs/frontend100_deep_svdd_baseline_2026-04-09/upload_manifest.txt,txt,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
