route,epoch,loss,ce,supcon,rex,held_value
H2_c1_supcon_proto,16,0.5391292186344371,0.02874992974102497,5.103792807635139,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,17,0.5372962776352378,0.026802313021000695,5.104939516852884,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,18,0.5353071374051711,0.02505863074432401,5.102484983556411,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,19,0.5340939655023462,0.023449295145623824,5.1064466588637405,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,20,0.5324370755868799,0.021983139545601958,5.104539226083195,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,21,0.5311869417919832,0.020645682316492584,5.105412427116843,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,22,0.5297935009002686,0.01939838083789629,5.103951033423929,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,23,0.5286856609232286,0.018301876864450818,5.103837742524989,0.0,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,0,0.8512864358284894,0.1309109610669753,5.388588877285228,0.7260663015089556,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,1,0.6880407999543583,0.11744419792119194,5.216644399306354,0.19572855113009985,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,2,0.6489362611490137,0.10838815306915957,5.17245480593513,0.09321044713878483,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,3,0.7026162883814644,0.1012486127369544,5.1532361647661995,0.3441762172112837,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,4,0.6665700288379893,0.09548674085560967,5.140032824348001,0.22832002150971675,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,5,0.620310085661271,0.0904423103613012,5.130428987390855,0.0672993905703633,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,6,0.6145801298758563,0.08664805617402582,5.124062145457549,0.0621034023578806,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,7,0.6319216384607202,0.08361750008428798,5.119452897240134,0.14543531520115827,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,8,0.6062065888853634,0.08081704115166384,5.11409580006319,0.055919856604305096,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,9,0.6268616178456474,0.07828321220243678,5.111501890070298,0.14971286223975339,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,10,0.6206659253905801,0.07577954364173553,5.1114433793460625,0.1349680602318532,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,11,0.6245336111854104,0.07319367326357785,5.109544361338896,0.16154198309339016,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,12,0.6081357983981862,0.0704737377955633,5.109241373398724,0.10695166961116176,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,13,0.602670273360084,0.06812406616175876,5.10869373994715,0.09470724033128457,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,14,0.6012284475214341,0.06586257368326187,5.109152288997874,0.09780250992566032,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,15,0.5875013716080609,0.06376024116488065,5.107018274419448,0.05215718940063893,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,16,0.5784287873436423,0.06173815490568385,5.106432073256549,0.02418960477306802,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,17,0.5900265329024371,0.059848251369069606,5.10741937861723,0.07774524858370355,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,18,0.57375467524809,0.058020946953226536,5.104734841515036,0.021040962674305774,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,19,0.5868001860730788,0.056274852112812156,5.108343096340404,0.07876406185417129,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,20,0.5834226117414587,0.05441358093829716,5.106311489554012,0.07351146834908458,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,21,0.57551509141922,0.05260478223071379,5.107230915742762,0.04874882413594819,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,22,0.5779040105202619,0.05088265590807971,5.105693172006046,0.06580810889778042,iotsim-hydraulic-system
H3_c1_supcon_rex_proto,23,0.5732883986304788,0.04927659429171506,5.105480979470646,0.053854758255243614,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,0,0.8512864358284894,0.1309109610669753,5.388588877285228,0.7260663015089556,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,1,0.6880407999543583,0.11744419792119194,5.216644399306354,0.19572855113009985,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,2,0.6489362611490137,0.10838815306915957,5.17245480593513,0.09321044713878483,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,3,0.7026162883814644,0.1012486127369544,5.1532361647661995,0.3441762172112837,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,4,0.6665700288379893,0.09548674085560967,5.140032824348001,0.22832002150971675,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,5,0.620310085661271,0.0904423103613012,5.130428987390855,0.0672993905703633,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,6,0.6145801298758563,0.08664805617402582,5.124062145457549,0.0621034023578806,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,7,0.6319216384607202,0.08361750008428798,5.119452897240134,0.14543531520115827,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,8,0.6062065888853634,0.08081704115166384,5.11409580006319,0.055919856604305096,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,9,0.6268616178456474,0.07828321220243678,5.111501890070298,0.14971286223975339,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,10,0.6206659253905801,0.07577954364173553,5.1114433793460625,0.1349680602318532,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,11,0.6245336111854104,0.07319367326357785,5.109544361338896,0.16154198309339016,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,12,0.6081357983981862,0.0704737377955633,5.109241373398724,0.10695166961116176,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,13,0.602670273360084,0.06812406616175876,5.10869373994715,0.09470724033128457,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,14,0.6012284475214341,0.06586257368326187,5.109152288997874,0.09780250992566032,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,15,0.5875013716080609,0.06376024116488065,5.107018274419448,0.05215718940063893,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,16,0.5784287873436423,0.06173815490568385,5.106432073256549,0.02418960477306802,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,17,0.5900265329024371,0.059848251369069606,5.10741937861723,0.07774524858370355,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,18,0.57375467524809,0.058020946953226536,5.104734841515036,0.021040962674305774,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,19,0.5868001860730788,0.056274852112812156,5.108343096340404,0.07876406185417129,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,20,0.5834226117414587,0.05441358093829716,5.106311489554012,0.07351146834908458,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,21,0.57551509141922,0.05260478223071379,5.107230915742762,0.04874882413594819,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,22,0.5779040105202619,0.05088265590807971,5.105693172006046,0.06580810889778042,iotsim-hydraulic-system
H4_c1_supcon_rex_proto_selective_budget,23,0.5732883986304788,0.04927659429171506,5.105480979470646,0.053854758255243614,iotsim-hydraulic-system
H1_c1_mlp_ce,0,0.10531526803970337,0.10531526803970337,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,1,0.08788686369856198,0.08788686369856198,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,2,0.07964440704219872,0.07964440704219872,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,3,0.07350141410198477,0.07350141410198477,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,4,0.06733180975748433,0.06733180975748433,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,5,0.061606866824958056,0.061606866824958056,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,6,0.056924253702163696,0.056924253702163696,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,7,0.051884524524211884,0.051884524524211884,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,8,0.047513732893599406,0.047513732893599406,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,9,0.04371577211552196,0.04371577211552196,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,10,0.04034928811921014,0.04034928811921014,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,11,0.03690900363855892,0.03690900363855892,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,12,0.034041966829035014,0.034041966829035014,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,13,0.03153700919614898,0.03153700919614898,0.0,0.0,domotic-monitor
