candidate,job_index,weighting,role,role_kind,phase,rows,candidate_hard_alarm_rate,candidate_veto_rate,candidate_review_rate,candidate_high_risk_rate,temporal_attack_score_mean,temporal_ood_risk_mean,source_group,device
C0_baseline_issue27ckc,1,medium_mass_ratio_recalibrated,future_query,attack,,88575,0.8152413209144792,0.0,0.0,0.0,0.8151005550114849,0.18489944498851507,processed/iotsim-combined-cycle-1.csv,combined-cycle
C0_baseline_issue27ckc,1,medium_mass_ratio_recalibrated,future_query,attack,,24154,0.02521321520245094,0.0,0.0,0.0,0.025237350839714495,0.9747626491602855,processed/iotsim-combined-cycle-10.csv,combined-cycle
C0_baseline_issue27ckc,1,medium_mass_ratio_recalibrated,future_query,attack,,91812,0.5959896309850564,0.0,0.0,0.0,0.5958946292024929,0.40410537079750714,processed/iotsim-domotic-monitor-1.csv,domotic-monitor
C0_baseline_issue27ckc,1,medium_mass_ratio_recalibrated,future_query,attack,,24108,0.9998755599800896,0.0,0.0,0.0,0.9996962556122151,0.0003037443877848138,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum
C0_baseline_issue27ckc,1,medium_mass_ratio_recalibrated,sealed_final_ood,benign_ood,,54950,0.9977070063694268,0.0,0.0,0.0,0.9975281546409305,0.002471845359069458,processed/iotsim-ip-camera-museum-2.csv,iotsim-ip-camera-museum-2
C0_baseline_issue27ckc,1,medium_mass_ratio_recalibrated,sealed_final_ood,benign_ood,,99950,0.9964282141070535,0.0,0.0,0.0,0.9962496292992049,0.00375037070079491,processed/iotsim-ip-camera-street-2.csv,iotsim-ip-camera-street-2
C0_baseline_issue27ckc,1,medium_mass_ratio_recalibrated,sealed_final_attack,attack,,110104,0.7906615563467267,0.0,0.0,0.0,0.7905259209460614,0.20947407905393853,processed/iotsim-ip-camera-street-1.csv,ip-camera-street
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,22418,0.0,0.0,0.0,0.0,2.9398358920778944e-05,0.9910124606561102,processed/iotsim-cooler-motor-6.csv,iotsim-cooler-motor-6
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,22425,0.0,0.0,0.0,0.0,2.9398358920778944e-05,0.9910124606561102,processed/iotsim-cooler-motor-7.csv,iotsim-cooler-motor-7
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,5011,0.0,0.0,0.0,0.0,2.9398358920778947e-05,0.9910124606561103,processed/iotsim-cooler-motor-8.csv,iotsim-cooler-motor-8
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,1643,0.0,0.0,0.0,0.0,2.9398358920778944e-05,0.9910124606561103,processed/iotsim-cooler-motor-9.csv,iotsim-cooler-motor-9
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2446,0.0012264922322158627,0.0,0.0,0.0008176614881439084,0.0012556345870062256,0.9906111362148816,processed/iotsim-hydraulic-system-12.csv,iotsim-hydraulic-system-12
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2431,0.0016454134101192926,0.0,0.0,0.0016454134101192926,0.0016744683240363712,0.9910124606561102,processed/iotsim-hydraulic-system-13.csv,iotsim-hydraulic-system-13
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2431,0.0,0.0,0.0,0.0,2.9398358920778957e-05,0.9910124606561102,processed/iotsim-hydraulic-system-14.csv,iotsim-hydraulic-system-14
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2446,0.0,0.0,0.0,0.0,2.9398358920778954e-05,0.9910124606561102,processed/iotsim-hydraulic-system-15.csv,iotsim-hydraulic-system-15
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2451,0.0,0.0,0.0,0.0,2.9398358920778947e-05,0.9910124606561104,processed/iotsim-hydraulic-system-2.csv,iotsim-hydraulic-system-2
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,support_val,attack,select,23,0.8695652173913043,0.0,0.0,0.0,0.8694131125319651,0.1372114672665604,processed/iotsim-city-power-1.csv,city-power
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,support_val,attack,select,6,0.0,0.0,0.0,0.0,2.939835892077895e-05,0.9910124606561103,processed/iotsim-combined-cycle-10.csv,combined-cycle
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,support_val,attack,select,40,0.725,0.0,0.0,0.15,0.7248780700506966,0.42646754184032876,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,ood_stress,benign_ood,fit,149950,0.0011003667889296432,0.0,0.0,0.0002400800266755585,0.0011295354697199466,0.9901679691173393,processed/iotsim-stream-consumer-1.csv,iotsim-stream-consumer-1
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,ood_stress,benign_ood,select,79950,0.0010881801125703565,0.0,0.0,0.00023764853033145716,0.0011173513370697856,0.9901775451881839,processed/iotsim-stream-consumer-2.csv,iotsim-stream-consumer-2
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,same_file_query,attack,,57930,0.3614534783359227,0.0,0.0,0.0,0.36140743097983885,0.6361066193259598,processed/iotsim-city-power-1.csv,city-power
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,same_file_query,attack,,2486,0.004827031375703942,0.0,0.0,0.0008045052292839903,0.004855422194635989,0.9870636801834687,processed/iotsim-combined-cycle-10.csv,combined-cycle
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,same_file_query,attack,,65263,0.46969952346658905,0.0,0.0,0.05975820909244135,0.46963088205411674,0.588493888900707,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,future_query,attack,,24109,0.014766269857729478,0.0,0.0,0.01124061553776598,0.014792586072324256,0.9875512337290607,processed/iotsim-air-quality-1.csv,air-quality
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,future_query,attack,,101282,0.4548982050117494,0.0,0.0,0.019381528800774078,0.4548326530592513,0.5633877008614435,processed/iotsim-building-monitor-1.csv,building-monitor
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,future_query,attack,,24105,0.015722879070732214,0.0,0.0,0.01248703588467123,0.015748995613528598,0.9878357237591379,processed/iotsim-city-power-1.csv,city-power
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,future_query,attack,,88575,0.636330793113181,0.0,0.0,0.037008185153824445,0.6362273709722496,0.40254590073817764,processed/iotsim-combined-cycle-1.csv,combined-cycle
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,future_query,attack,,24154,0.03568767077916701,0.00012420303055394553,0.00012420303055394553,0.01188208992299412,0.03583379720274109,0.9675220262958218,processed/iotsim-combined-cycle-10.csv,combined-cycle
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,future_query,attack,,91812,0.5143554219492006,3.267546725918181e-05,3.267546725918181e-05,0.00602317779810918,0.5143101282159973,0.49184808576981914,processed/iotsim-domotic-monitor-1.csv,domotic-monitor
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,future_query,attack,,24108,0.7611581217852995,0.0,0.0,0.24680603948896632,0.7610286445982053,0.4860291547626958,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,sealed_final_ood,benign_ood,,54950,0.0027661510464058233,0.0,0.0,7.279344858962693e-05,0.0027949720302119195,0.988368554226259,processed/iotsim-ip-camera-museum-2.csv,iotsim-ip-camera-museum-2
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,sealed_final_ood,benign_ood,,99950,0.0033716858429214606,0.0,0.0,0.00042021010505252627,0.003400380434236071,0.9881151752428297,processed/iotsim-ip-camera-street-2.csv,iotsim-ip-camera-street-2
V1_hard_ood_risk_existing_controller,1,medium_mass_ratio_recalibrated,sealed_final_attack,attack,,110104,0.44109205841749616,0.0,0.0,0.02899985468284531,0.44102938820404247,0.5863859259618741,processed/iotsim-ip-camera-street-1.csv,ip-camera-street
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,22418,0.0,0.0,0.0,0.0,2.9398358920778944e-05,0.9910124606561102,processed/iotsim-cooler-motor-6.csv,iotsim-cooler-motor-6
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,22425,0.0,0.0,0.0,0.0,2.9398358920778944e-05,0.9910124606561102,processed/iotsim-cooler-motor-7.csv,iotsim-cooler-motor-7
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,5011,0.0,0.0,0.0,0.0,2.9398358920778947e-05,0.9910124606561103,processed/iotsim-cooler-motor-8.csv,iotsim-cooler-motor-8
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,1643,0.0,0.0,0.0,0.0,2.9398358920778944e-05,0.9910124606561103,processed/iotsim-cooler-motor-9.csv,iotsim-cooler-motor-9
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2446,0.0004088307440719542,0.0008176614881439084,0.0008176614881439084,0.0008176614881439084,0.0012556345870062256,0.9906111362148816,processed/iotsim-hydraulic-system-12.csv,iotsim-hydraulic-system-12
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2431,0.0,0.0016454134101192926,0.0016454134101192926,0.0016454134101192926,0.0016744683240363712,0.9910124606561102,processed/iotsim-hydraulic-system-13.csv,iotsim-hydraulic-system-13
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2431,0.0,0.0,0.0,0.0,2.9398358920778957e-05,0.9910124606561102,processed/iotsim-hydraulic-system-14.csv,iotsim-hydraulic-system-14
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2446,0.0,0.0,0.0,0.0,2.9398358920778954e-05,0.9910124606561102,processed/iotsim-hydraulic-system-15.csv,iotsim-hydraulic-system-15
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2451,0.0,0.0,0.0,0.0,2.9398358920778947e-05,0.9910124606561104,processed/iotsim-hydraulic-system-2.csv,iotsim-hydraulic-system-2
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,support_val,attack,select,23,0.8695652173913043,0.0,0.0,0.0,0.8694131125319651,0.1372114672665604,processed/iotsim-city-power-1.csv,city-power
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,support_val,attack,select,6,0.0,0.0,0.0,0.0,2.939835892077895e-05,0.9910124606561103,processed/iotsim-combined-cycle-10.csv,combined-cycle
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,support_val,attack,select,40,0.575,0.15,0.15,0.15,0.7248780700506966,0.42646754184032876,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,ood_stress,benign_ood,fit,149950,0.0008602867622540847,0.0002400800266755585,0.0002400800266755585,0.0002400800266755585,0.0011295354697199466,0.9901679691173393,processed/iotsim-stream-consumer-1.csv,iotsim-stream-consumer-1
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,ood_stress,benign_ood,select,79950,0.0008505315822388993,0.00023764853033145716,0.00023764853033145716,0.00023764853033145716,0.0011173513370697856,0.9901775451881839,processed/iotsim-stream-consumer-2.csv,iotsim-stream-consumer-2
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,same_file_query,attack,,57930,0.3614534783359227,0.0,0.0,0.0,0.36140743097983885,0.6361066193259598,processed/iotsim-city-power-1.csv,city-power
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,same_file_query,attack,,2486,0.004022526146419952,0.0008045052292839903,0.0008045052292839903,0.0008045052292839903,0.004855422194635989,0.9870636801834687,processed/iotsim-combined-cycle-10.csv,combined-cycle
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,same_file_query,attack,,65263,0.40994131437414766,0.05975820909244135,0.05975820909244135,0.05975820909244135,0.46963088205411674,0.588493888900707,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,24109,0.0035256543199634993,0.01124061553776598,0.01124061553776598,0.01124061553776598,0.014792586072324256,0.9875512337290607,processed/iotsim-air-quality-1.csv,air-quality
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,101282,0.4355166762109753,0.019381528800774078,0.019381528800774078,0.019381528800774078,0.4548326530592513,0.5633877008614435,processed/iotsim-building-monitor-1.csv,building-monitor
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,24105,0.003235843186060983,0.01248703588467123,0.01248703588467123,0.01248703588467123,0.015748995613528598,0.9878357237591379,processed/iotsim-city-power-1.csv,city-power
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,88575,0.5993226079593564,0.037008185153824445,0.037008185153824445,0.037008185153824445,0.6362273709722496,0.40254590073817764,processed/iotsim-combined-cycle-1.csv,combined-cycle
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,24154,0.023929783886726837,0.01188208992299412,0.01188208992299412,0.01188208992299412,0.03583379720274109,0.9675220262958218,processed/iotsim-combined-cycle-10.csv,combined-cycle
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,91812,0.5083649196183505,0.00602317779810918,0.00602317779810918,0.00602317779810918,0.5143101282159973,0.49184808576981914,processed/iotsim-domotic-monitor-1.csv,domotic-monitor
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,24108,0.5143520822963331,0.24680603948896632,0.24680603948896632,0.24680603948896632,0.7610286445982053,0.4860291547626958,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,sealed_final_ood,benign_ood,,54950,0.0026933575978161967,7.279344858962693e-05,7.279344858962693e-05,7.279344858962693e-05,0.0027949720302119195,0.988368554226259,processed/iotsim-ip-camera-museum-2.csv,iotsim-ip-camera-museum-2
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,sealed_final_ood,benign_ood,,99950,0.0029514757378689346,0.00042021010505252627,0.00042021010505252627,0.00042021010505252627,0.003400380434236071,0.9881151752428297,processed/iotsim-ip-camera-street-2.csv,iotsim-ip-camera-street-2
V2_hard_ood_conservative_veto,1,medium_mass_ratio_recalibrated,sealed_final_attack,attack,,110104,0.4120922037346509,0.02899985468284531,0.02899985468284531,0.02899985468284531,0.44102938820404247,0.5863859259618741,processed/iotsim-ip-camera-street-1.csv,ip-camera-street
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,22418,0.0,0.0,0.0,0.0,2.9398358920778944e-05,0.9910124606561102,processed/iotsim-cooler-motor-6.csv,iotsim-cooler-motor-6
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,22425,0.0,0.0,0.0,0.0,2.9398358920778944e-05,0.9910124606561102,processed/iotsim-cooler-motor-7.csv,iotsim-cooler-motor-7
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,5011,0.0,0.0,0.0,0.0,2.9398358920778947e-05,0.9910124606561103,processed/iotsim-cooler-motor-8.csv,iotsim-cooler-motor-8
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,1643,0.0,0.0,0.0,0.0,2.9398358920778944e-05,0.9910124606561103,processed/iotsim-cooler-motor-9.csv,iotsim-cooler-motor-9
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2446,0.0012264922322158627,0.0,0.0,0.0008176614881439084,0.0012556345870062256,0.9906111362148816,processed/iotsim-hydraulic-system-12.csv,iotsim-hydraulic-system-12
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2431,0.0016454134101192926,0.0,0.0,0.0016454134101192926,0.0016744683240363712,0.9910124606561102,processed/iotsim-hydraulic-system-13.csv,iotsim-hydraulic-system-13
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2431,0.0,0.0,0.0,0.0,2.9398358920778957e-05,0.9910124606561102,processed/iotsim-hydraulic-system-14.csv,iotsim-hydraulic-system-14
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2446,0.0,0.0,0.0,0.0,2.9398358920778954e-05,0.9910124606561102,processed/iotsim-hydraulic-system-15.csv,iotsim-hydraulic-system-15
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,ood_val,benign_ood,select,2451,0.0,0.0,0.0,0.0,2.9398358920778947e-05,0.9910124606561104,processed/iotsim-hydraulic-system-2.csv,iotsim-hydraulic-system-2
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,support_val,attack,select,23,0.8695652173913043,0.0,0.0,0.0,0.8694131125319651,0.1372114672665604,processed/iotsim-city-power-1.csv,city-power
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,support_val,attack,select,6,0.0,0.0,0.0,0.0,2.939835892077895e-05,0.9910124606561103,processed/iotsim-combined-cycle-10.csv,combined-cycle
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,support_val,attack,select,40,0.675,0.05,0.05,0.15,0.7248780700506966,0.42646754184032876,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,ood_stress,benign_ood,fit,149950,0.0011003667889296432,0.0,0.0,0.0002400800266755585,0.0011295354697199466,0.9901679691173393,processed/iotsim-stream-consumer-1.csv,iotsim-stream-consumer-1
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,ood_stress,benign_ood,select,79950,0.0010881801125703565,0.0,0.0,0.00023764853033145716,0.0011173513370697856,0.9901775451881839,processed/iotsim-stream-consumer-2.csv,iotsim-stream-consumer-2
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,same_file_query,attack,,57930,0.3614534783359227,0.0,0.0,0.0,0.36140743097983885,0.6361066193259598,processed/iotsim-city-power-1.csv,city-power
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,same_file_query,attack,,2486,0.004022526146419952,0.0008045052292839903,0.0008045052292839903,0.0008045052292839903,0.004855422194635989,0.9870636801834687,processed/iotsim-combined-cycle-10.csv,combined-cycle
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,same_file_query,attack,,65263,0.46248257052234804,0.007216952944240994,0.007216952944240994,0.05975820909244135,0.46963088205411674,0.588493888900707,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,24109,0.006512090920403169,0.00825417893732631,0.00825417893732631,0.01124061553776598,0.014792586072324256,0.9875512337290607,processed/iotsim-air-quality-1.csv,air-quality
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,101282,0.4462885803992812,0.008609624612468158,0.008609624612468158,0.019381528800774078,0.4548326530592513,0.5633877008614435,processed/iotsim-building-monitor-1.csv,building-monitor
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,24105,0.007010993569798797,0.008711885500933417,0.008711885500933417,0.01248703588467123,0.015748995613528598,0.9878357237591379,processed/iotsim-city-power-1.csv,city-power
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,88575,0.6263957098504093,0.009935083262771663,0.009935083262771663,0.037008185153824445,0.6362273709722496,0.40254590073817764,processed/iotsim-combined-cycle-1.csv,combined-cycle
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,24154,0.028194087935745633,0.007617785873975325,0.007617785873975325,0.01188208992299412,0.03583379720274109,0.9675220262958218,processed/iotsim-combined-cycle-10.csv,combined-cycle
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,91812,0.5124711366705877,0.0019169607458719993,0.0019169607458719993,0.00602317779810918,0.5143101282159973,0.49184808576981914,processed/iotsim-domotic-monitor-1.csv,domotic-monitor
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,future_query,attack,,24108,0.6047370167579227,0.1564211050273768,0.1564211050273768,0.24680603948896632,0.7610286445982053,0.4860291547626958,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,sealed_final_ood,benign_ood,,54950,0.0027661510464058233,0.0,0.0,7.279344858962693e-05,0.0027949720302119195,0.988368554226259,processed/iotsim-ip-camera-museum-2.csv,iotsim-ip-camera-museum-2
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,sealed_final_ood,benign_ood,,99950,0.00336168084042021,1.0005002501250626e-05,1.0005002501250626e-05,0.00042021010505252627,0.003400380434236071,0.9881151752428297,processed/iotsim-ip-camera-street-2.csv,iotsim-ip-camera-street-2
V3_hard_ood_attack_preserving_veto,1,medium_mass_ratio_recalibrated,sealed_final_attack,attack,,110104,0.42728692872193563,0.013805129695560562,0.013805129695560562,0.02899985468284531,0.44102938820404247,0.5863859259618741,processed/iotsim-ip-camera-street-1.csv,ip-camera-street
V4_baseline_attack_hard_ood_risk_veto,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,22418,0.0,0.0,0.0,0.0,2.9398358920778944e-05,0.9999706016410793,processed/iotsim-cooler-motor-6.csv,iotsim-cooler-motor-6
V4_baseline_attack_hard_ood_risk_veto,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,22425,0.0,0.0,0.0,0.0,2.9398358920778944e-05,0.9999706016410793,processed/iotsim-cooler-motor-7.csv,iotsim-cooler-motor-7
V4_baseline_attack_hard_ood_risk_veto,1,medium_mass_ratio_recalibrated,id_calib,benign_id,select,5011,0.0,0.0,0.0,0.0,2.9398358920778947e-05,0.9999706016410793,processed/iotsim-cooler-motor-8.csv,iotsim-cooler-motor-8
