dataset,holdout,method,method_group,seed_group,ood_target,ood_target_label,n_seeds,roc_auc_mean,pr_auc_mean,attack_high_detection_mean,attack_high_detection_std,attack_high_detection_min,attack_high_detection_max,final_ood_high_alarm_mean,final_ood_high_alarm_max,feasible_rate,threshold_mean,support_size,feature_dim,selected_topk,hard_negative_count,train_time_mean,inference_time_mean,provenance_clean_rate,diagnostic_only
harder_holdout,chrono_late_train_early_eval,M4b_source_rich_top32_random64_fixed_guard,support_budget_random_baseline,heldout_47_51,0.008,0.8pct,5,0.9367034559252773,0.9110987940381674,0.7733800350262697,0.02120202692627644,0.7548161120840631,0.804436660828955,0.0036999999999999997,0.009,1.0,-1.7746284722199597,64,32,32,0,0.1263043600018136,0.0069472000002861025,1.0,True
harder_holdout,chrono_late_train_early_eval,M4b_source_rich_top32_random64_fixed_guard,support_budget_random_baseline,main_42_46,0.008,0.8pct,5,0.9662459077641564,0.9530415051489,0.8363689433741973,0.05363336986525216,0.7632807939287799,0.8905429071803853,0.00194,0.0042,1.0,-2.248193889461247,64,32,32,0,0.12868215999915264,0.0069322199968155475,1.0,True
harder_holdout,chrono_late_train_early_eval,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,heldout_47_51,0.008,0.8pct,5,0.972716783420899,0.943102629218194,0.6339754816112084,0.0,0.6339754816112084,0.6339754816112084,0.0009,0.0009,1.0,5.816763697446694,32,16,16,0,0.05934709999710321,0.0040377400000579655,1.0,True
harder_holdout,chrono_late_train_early_eval,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,main_42_46,0.008,0.8pct,5,0.972716783420899,0.943102629218194,0.6339754816112084,0.0,0.6339754816112084,0.6339754816112084,0.0009,0.0009,1.0,5.816763697446694,32,16,16,0,0.06088214000337757,0.0034798200038494544,1.0,True
harder_holdout,chrono_late_train_early_eval,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,heldout_47_51,0.008,0.8pct,5,0.9551145942790426,0.9382830615319122,0.8137769994162289,0.0,0.8137769994162288,0.8137769994162288,0.0036,0.0036,1.0,-1.8733460041020304,32,48,48,0,0.28329950000334064,0.01036924000363797,1.0,True
harder_holdout,chrono_late_train_early_eval,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,main_42_46,0.008,0.8pct,5,0.9551145942790426,0.9382830615319122,0.8137769994162289,0.0,0.8137769994162288,0.8137769994162288,0.0036,0.0036,1.0,-1.8733460041020304,32,48,48,0,0.29714277999592015,0.01080979999678675,1.0,True
harder_holdout,chrono_late_train_early_eval,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,heldout_47_51,0.008,0.8pct,5,0.9932267950963223,0.9883133894403848,0.9445417396380618,0.0,0.9445417396380619,0.9445417396380619,0.0079,0.0079,1.0,-2.59569568542781,32,64,64,0,0.4652088199974969,0.015112640001461841,1.0,True
harder_holdout,chrono_late_train_early_eval,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,main_42_46,0.008,0.8pct,5,0.9932267950963223,0.9883133894403848,0.9445417396380618,0.0,0.9445417396380619,0.9445417396380619,0.0079,0.0079,1.0,-2.59569568542781,32,64,64,0,0.48217595999594776,0.014798500001779758,1.0,True
harder_holdout,chrono_late_train_early_eval,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,heldout_47_51,0.008,0.8pct,5,0.9827206946876824,0.9698962832179585,0.7875072971395213,0.0,0.7875072971395213,0.7875072971395213,0.0091,0.0091,1.0,-0.876411126319659,32,32,32,100,0.15563486000173726,0.0067436200013617055,1.0,True
harder_holdout,chrono_late_train_early_eval,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,main_42_46,0.008,0.8pct,5,0.9827206946876824,0.9698962832179585,0.7875072971395213,0.0,0.7875072971395213,0.7875072971395213,0.0091,0.0091,1.0,-0.876411126319659,32,32,32,100,0.15776977999776137,0.006763139998656698,1.0,True
harder_holdout,chrono_late_train_early_eval,M0_V1_original100_kcenter32_fixed_guard,baseline,heldout_47_51,0.01,1.0pct,5,0.705273963806188,0.7560938824515404,0.6798015178050204,0.0,0.6798015178050204,0.6798015178050204,0.0018,0.0018,1.0,-3.203347693811287,32,100,0,0,0.8514251200016588,0.01954966000339482,1.0,False
harder_holdout,chrono_late_train_early_eval,M0_V1_original100_kcenter32_fixed_guard,baseline,main_42_46,0.01,1.0pct,5,0.705273963806188,0.7560938824515404,0.6798015178050204,0.0,0.6798015178050204,0.6798015178050204,0.0018,0.0018,1.0,-3.203347693811287,32,100,0,0,0.8406338400032837,0.02169574000290595,1.0,False
harder_holdout,chrono_late_train_early_eval,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,heldout_47_51,0.01,1.0pct,5,0.9806204028021016,0.9612652574285201,0.7314652656158785,0.0,0.7314652656158785,0.7314652656158785,0.0097,0.0097,1.0,-0.46364417869220853,32,32,32,0,0.17953415999945718,0.007165599998552352,1.0,False
harder_holdout,chrono_late_train_early_eval,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,main_42_46,0.01,1.0pct,5,0.9806204028021016,0.9612652574285201,0.7314652656158785,0.0,0.7314652656158785,0.7314652656158785,0.0097,0.0097,1.0,-0.46364417869220853,32,32,32,0,0.17414336000219918,0.006767599997692742,1.0,False
harder_holdout,chrono_late_train_early_eval,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,heldout_47_51,0.01,1.0pct,5,0.9806608289550496,0.9604997135703297,0.7530647985989493,0.0,0.7530647985989493,0.7530647985989493,0.0093,0.0093,1.0,-0.6124147940701428,64,32,32,0,0.16359631999803242,0.006638540001586079,1.0,False
harder_holdout,chrono_late_train_early_eval,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,main_42_46,0.01,1.0pct,5,0.9806608289550496,0.9604997135703297,0.7530647985989493,0.0,0.7530647985989493,0.7530647985989493,0.0093,0.0093,1.0,-0.6124147940701428,64,32,32,0,0.168521339999279,0.006978499999968335,1.0,False
harder_holdout,chrono_late_train_early_eval,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,heldout_47_51,0.01,1.0pct,5,0.9785687974314069,0.9631775539122135,0.8561004086398132,0.0,0.8561004086398132,0.8561004086398132,0.0089,0.0089,1.0,-0.7461500496769689,128,32,32,0,0.14594980000110808,0.006826900003943592,1.0,False
harder_holdout,chrono_late_train_early_eval,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,main_42_46,0.01,1.0pct,5,0.9785687974314069,0.9631775539122135,0.8561004086398132,0.0,0.8561004086398132,0.8561004086398132,0.0089,0.0089,1.0,-0.7461500496769689,128,32,32,0,0.1460268399998313,0.007674160003080033,1.0,False
harder_holdout,chrono_late_train_early_eval,M4b_source_rich_top32_random64_fixed_guard,support_budget_random_baseline,main_42_46,0.01,1.0pct,5,0.9662459077641564,0.9530415051489,0.8431406888499708,0.05253518825917921,0.7644483362521891,0.8922942206654991,0.0032799999999999995,0.0048,1.0,-2.5689488062633776,64,32,32,0,0.12868215999915264,0.0069322199968155475,1.0,False
harder_holdout,chrono_late_train_early_eval,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,heldout_47_51,0.01,1.0pct,5,0.972716783420899,0.943102629218194,0.6637478108581436,0.0,0.6637478108581436,0.6637478108581436,0.0031,0.0031,1.0,4.9014033985759395,32,16,16,0,0.05934709999710321,0.0040377400000579655,1.0,False
harder_holdout,chrono_late_train_early_eval,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,main_42_46,0.01,1.0pct,5,0.972716783420899,0.943102629218194,0.6637478108581436,0.0,0.6637478108581436,0.6637478108581436,0.0031,0.0031,1.0,4.9014033985759395,32,16,16,0,0.06088214000337757,0.0034798200038494544,1.0,False
harder_holdout,chrono_late_train_early_eval,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,heldout_47_51,0.01,1.0pct,5,0.9551145942790426,0.9382830615319122,0.8248686514886165,0.0,0.8248686514886164,0.8248686514886164,0.0066,0.0066,1.0,-2.278290357151126,32,48,48,0,0.28329950000334064,0.01036924000363797,1.0,False
harder_holdout,chrono_late_train_early_eval,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,main_42_46,0.01,1.0pct,5,0.9551145942790426,0.9382830615319122,0.8248686514886165,0.0,0.8248686514886164,0.8248686514886164,0.0066,0.0066,1.0,-2.278290357151126,32,48,48,0,0.29714277999592015,0.01080979999678675,1.0,False
harder_holdout,chrono_late_train_early_eval,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,heldout_47_51,0.01,1.0pct,5,0.9932267950963223,0.9883133894403848,0.9500875656742556,0.0,0.9500875656742557,0.9500875656742557,0.0089,0.0089,1.0,-2.8655547549506384,32,64,64,0,0.4652088199974969,0.015112640001461841,1.0,False
harder_holdout,chrono_late_train_early_eval,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,main_42_46,0.01,1.0pct,5,0.9932267950963223,0.9883133894403848,0.9500875656742556,0.0,0.9500875656742557,0.9500875656742557,0.0089,0.0089,1.0,-2.8655547549506384,32,64,64,0,0.48217595999594776,0.014798500001779758,1.0,False
harder_holdout,chrono_late_train_early_eval,M0_V1_original100_kcenter32_fixed_guard,baseline,heldout_47_51,0.012,1.2pct,5,0.705273963806188,0.7560938824515404,0.6806771745475774,0.0,0.6806771745475774,0.6806771745475774,0.0018,0.0018,1.0,-3.3448033829201806,32,100,0,0,0.8514251200016588,0.01954966000339482,1.0,True
harder_holdout,chrono_late_train_early_eval,M0_V1_original100_kcenter32_fixed_guard,baseline,main_42_46,0.012,1.2pct,5,0.705273963806188,0.7560938824515404,0.6806771745475774,0.0,0.6806771745475774,0.6806771745475774,0.0018,0.0018,1.0,-3.3448033829201806,32,100,0,0,0.8406338400032837,0.02169574000290595,1.0,True
harder_holdout,chrono_late_train_early_eval,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,heldout_47_51,0.012,1.2pct,5,0.9806608289550496,0.9604997135703297,0.7530647985989493,0.0,0.7530647985989493,0.7530647985989493,0.01,0.01,1.0,-0.6124201129262253,64,32,32,0,0.16359631999803242,0.006638540001586079,1.0,True
harder_holdout,chrono_late_train_early_eval,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,main_42_46,0.012,1.2pct,5,0.9806608289550496,0.9604997135703297,0.7530647985989493,0.0,0.7530647985989493,0.7530647985989493,0.01,0.01,1.0,-0.6124201129262253,64,32,32,0,0.168521339999279,0.006978499999968335,1.0,True
harder_holdout,chrono_late_train_early_eval,M4b_source_rich_top32_random64_fixed_guard,support_budget_random_baseline,main_42_46,0.012,1.2pct,5,0.9662459077641564,0.9530415051489,0.849737302977233,0.05273904794523849,0.7644483362521891,0.8943374197314653,0.0041,0.0053,1.0,-2.890189164593626,64,32,32,0,0.12868215999915264,0.0069322199968155475,1.0,True
harder_holdout,chrono_late_train_early_eval,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,heldout_47_51,0.012,1.2pct,5,0.972716783420899,0.943102629218194,0.7589025102159953,0.0,0.7589025102159953,0.7589025102159953,0.0063,0.0063,1.0,2.8015363869697465,32,16,16,0,0.05934709999710321,0.0040377400000579655,1.0,True
harder_holdout,chrono_late_train_early_eval,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,main_42_46,0.012,1.2pct,5,0.972716783420899,0.943102629218194,0.7589025102159953,0.0,0.7589025102159953,0.7589025102159953,0.0063,0.0063,1.0,2.8015363869697465,32,16,16,0,0.06088214000337757,0.0034798200038494544,1.0,True
harder_holdout,chrono_late_train_early_eval,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,heldout_47_51,0.012,1.2pct,5,0.9932267950963223,0.9883133894403848,0.9532983070636311,0.0,0.9532983070636311,0.9532983070636311,0.0097,0.0097,1.0,-3.051783236139572,32,64,64,0,0.4652088199974969,0.015112640001461841,1.0,True
harder_holdout,chrono_late_train_early_eval,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,main_42_46,0.012,1.2pct,5,0.9932267950963223,0.9883133894403848,0.9532983070636311,0.0,0.9532983070636311,0.9532983070636311,0.0097,0.0097,1.0,-3.051783236139572,32,64,64,0,0.48217595999594776,0.014798500001779758,1.0,True
harder_holdout,chrono_late_train_early_eval,M0_V1_original100_kcenter32_fixed_guard,baseline,heldout_47_51,0.015,1.5pct,5,0.705273963806188,0.7560938824515404,0.6809690601284296,0.0,0.6809690601284296,0.6809690601284296,0.0019,0.0019,1.0,-3.4369717597355867,32,100,0,0,0.8514251200016588,0.01954966000339482,1.0,True
harder_holdout,chrono_late_train_early_eval,M0_V1_original100_kcenter32_fixed_guard,baseline,main_42_46,0.015,1.5pct,5,0.705273963806188,0.7560938824515404,0.6809690601284296,0.0,0.6809690601284296,0.6809690601284296,0.0019,0.0019,1.0,-3.4369717597355867,32,100,0,0,0.8406338400032837,0.02169574000290595,1.0,True
harder_holdout,chrono_late_train_early_eval,M4b_source_rich_top32_random64_fixed_guard,support_budget_random_baseline,main_42_46,0.015,1.5pct,5,0.9662459077641564,0.9530415051489,0.8567425569176882,0.0539942567601114,0.7661996497373029,0.8963806187974314,0.00588,0.0086,1.0,-3.2513132748310234,64,32,32,0,0.12868215999915264,0.0069322199968155475,1.0,True
harder_holdout,chrono_late_train_early_eval,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,heldout_47_51,0.015,1.5pct,5,0.972716783420899,0.943102629218194,0.7860478692352598,0.0,0.7860478692352598,0.7860478692352598,0.006900000000000001,0.0069,1.0,1.6072330584455465,32,16,16,0,0.05934709999710321,0.0040377400000579655,1.0,True
harder_holdout,chrono_late_train_early_eval,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,main_42_46,0.015,1.5pct,5,0.972716783420899,0.943102629218194,0.7860478692352598,0.0,0.7860478692352598,0.7860478692352598,0.006900000000000001,0.0069,1.0,1.6072330584455465,32,16,16,0,0.06088214000337757,0.0034798200038494544,1.0,True
harder_holdout,chrono_late_train_early_eval,M0_V1_original100_kcenter32_fixed_guard,baseline,heldout_47_51,0.02,2.0pct,5,0.705273963806188,0.7560938824515404,0.6827203736135435,0.0,0.6827203736135435,0.6827203736135435,0.0028,0.0028,1.0,-3.6444497027958134,32,100,0,0,0.8514251200016588,0.01954966000339482,1.0,True
harder_holdout,chrono_late_train_early_eval,M0_V1_original100_kcenter32_fixed_guard,baseline,main_42_46,0.02,2.0pct,5,0.705273963806188,0.7560938824515404,0.6827203736135435,0.0,0.6827203736135435,0.6827203736135435,0.0028,0.0028,1.0,-3.6444497027958134,32,100,0,0,0.8406338400032837,0.02169574000290595,1.0,True
harder_holdout,chrono_late_train_early_eval,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,heldout_47_51,0.02,2.0pct,5,0.972716783420899,0.943102629218194,0.8169877408056042,0.0,0.8169877408056042,0.8169877408056042,0.007400000000000001,0.0074,1.0,0.8804371018983728,32,16,16,0,0.05934709999710321,0.0040377400000579655,1.0,True
harder_holdout,chrono_late_train_early_eval,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,main_42_46,0.02,2.0pct,5,0.972716783420899,0.943102629218194,0.8169877408056042,0.0,0.8169877408056042,0.8169877408056042,0.007400000000000001,0.0074,1.0,0.8804371018983728,32,16,16,0,0.06088214000337757,0.0034798200038494544,1.0,True
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,heldout_47_51,0.005,0.5pct,5,0.39120140949554894,0.40456989791595277,0.32047477744807124,0.0,0.32047477744807124,0.32047477744807124,0.001,0.001,1.0,-2.581646605551015,32,100,0,0,0.703109100004076,0.01953423999948427,1.0,True
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,main_42_46,0.005,0.5pct,5,0.39120140949554894,0.40456989791595277,0.32047477744807124,0.0,0.32047477744807124,0.32047477744807124,0.001,0.001,1.0,-2.581646605551015,32,100,0,0,0.7249197599972831,0.019263499998487532,1.0,True
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,heldout_47_51,0.005,0.5pct,5,0.9406764094955488,0.8874848250315692,0.7974777448071216,0.0,0.7974777448071216,0.7974777448071216,0.0051,0.0051,1.0,-1.4566658383604079,32,32,32,0,0.15916862000303808,0.006890940002631396,1.0,True
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,main_42_46,0.005,0.5pct,5,0.9406764094955488,0.8874848250315692,0.7974777448071216,0.0,0.7974777448071216,0.7974777448071216,0.0051,0.0051,1.0,-1.4566658383604079,32,32,32,0,0.16700718000065534,0.007176060002529993,1.0,True
harder_holdout,holdout_bin_2,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,heldout_47_51,0.005,0.5pct,5,0.9290508160237391,0.8916492572661125,0.7388724035608308,0.0,0.7388724035608308,0.7388724035608308,0.0002,0.0002,1.0,2.8609935419509043,64,32,32,0,0.15559595999948214,0.006030899999313988,1.0,True
harder_holdout,holdout_bin_2,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,main_42_46,0.005,0.5pct,5,0.9290508160237391,0.8916492572661125,0.7388724035608308,0.0,0.7388724035608308,0.7388724035608308,0.0002,0.0002,1.0,2.8609935419509043,64,32,32,0,0.16115330000175163,0.007122080001863651,1.0,True
harder_holdout,holdout_bin_2,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,heldout_47_51,0.005,0.5pct,5,0.9637350890207713,0.9126209880128183,0.8553412462908012,0.0,0.8553412462908012,0.8553412462908012,0.0008,0.0008,1.0,2.6604507779918807,128,32,32,0,0.17008533999905923,0.007209860000875779,1.0,True
harder_holdout,holdout_bin_2,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,main_42_46,0.005,0.5pct,5,0.9637350890207713,0.9126209880128183,0.8553412462908012,0.0,0.8553412462908012,0.8553412462908012,0.0008,0.0008,1.0,2.6604507779918807,128,32,32,0,0.17220428000146057,0.0072606200032169,1.0,True
harder_holdout,holdout_bin_2,M4b_source_rich_top32_random64_fixed_guard,support_budget_random_baseline,heldout_47_51,0.005,0.5pct,5,0.9536110237388724,0.9255308361532185,0.8293768545994066,0.058855997791904105,0.728486646884273,0.8746290801186943,0.0006000000000000001,0.0018,1.0,-0.32821862683722397,64,32,32,0,0.14938931999495253,0.007053999998606742,1.0,True
