variant,exact_attack_label,requested_prototypes,effective_prototypes,shell_scheme,core_radius,near_radius,uncertain_radius
V0_frozen512_single_medoid,Mirai C&C Communication,1,1,tight,2.089673518147241,2.3070602205945927,2.321802327649997
V0_frozen512_single_medoid,Mirai C&C Communication,1,1,medium,2.2173437650156886,2.321802327649997,2.330909690768851
V0_frozen512_single_medoid,Mirai C&C Communication,1,1,wide,2.325322587027939,2.330909690768851,2.333250953288852
V0_frozen512_single_medoid,Mirai GRE Flooding,1,1,tight,1.9198199819181152,2.1643171361633637,2.1699652543544232
V0_frozen512_single_medoid,Mirai GRE Flooding,1,1,medium,2.164388126715786,2.1699652543544232,2.1866611443745096
V0_frozen512_single_medoid,Mirai GRE Flooding,1,1,wide,2.170358991963224,2.1866611443745096,2.1911430853692453
V0_frozen512_single_medoid,Mirai TCP Flooding,1,1,tight,2.1365261370814177,2.4403622226428796,2.4600650110596063
V0_frozen512_single_medoid,Mirai TCP Flooding,1,1,medium,2.4403622226428796,2.4600650110596063,2.461468592915005
V0_frozen512_single_medoid,Mirai TCP Flooding,1,1,wide,2.460633920655233,2.461468592915005,2.479676125335459
V0_frozen512_single_medoid,Mirai UDP Flooding,1,1,tight,1.311417273687686,1.6129674189777097,1.6407467126087412
V0_frozen512_single_medoid,Mirai UDP Flooding,1,1,medium,1.5582222548938487,1.6407467126087412,1.7092137069950815
V0_frozen512_single_medoid,Mirai UDP Flooding,1,1,wide,1.632672387536477,1.7092137069950815,1.720989283164031
V1_frozen512_two_medoid,File Download,1,1,tight,1.4168409223667935,1.5871917707218495,1.9150656864708446
V1_frozen512_two_medoid,File Download,1,1,medium,1.682701779676025,1.9150656864708446,2.0991793735561064
V1_frozen512_two_medoid,File Download,1,1,wide,1.9616015294002005,2.0991793735561064,2.1718130583727167
V1_frozen512_two_medoid,Ingress Tool Transfer,2,2,tight,1.970719546488381,2.142001923156668,2.3650400349583984
V1_frozen512_two_medoid,Ingress Tool Transfer,2,2,medium,2.155173404860662,2.3650400349583984,2.4501205300081477
V1_frozen512_two_medoid,Ingress Tool Transfer,2,2,wide,2.3861612876077305,2.4501205300081477,2.4775708667695144
V1_frozen512_two_medoid,Merlin C&C Communication,2,1,tight,2.300937176372791,2.4668165839230074,2.544765805002504
V1_frozen512_two_medoid,Merlin C&C Communication,2,1,medium,2.4699738205851016,2.544765805002504,2.6324230842159855
V1_frozen512_two_medoid,Merlin C&C Communication,2,1,wide,2.549370214063168,2.6324230842159855,2.6363510572258404
V1_frozen512_two_medoid,Merlin ICMP Flooding,2,2,tight,1.1831168028223111,1.3210538287447395,1.6066465727272181
V1_frozen512_two_medoid,Merlin ICMP Flooding,2,2,medium,1.3225819905720528,1.6066465727272181,1.669115014233629
V1_frozen512_two_medoid,Merlin ICMP Flooding,2,2,wide,1.5973424841485437,1.669115014233629,1.778520939060168
V1_frozen512_two_medoid,Merlin TCP Flooding,2,1,tight,2.258028143222262,2.4224773955719634,2.505473443470095
V1_frozen512_two_medoid,Merlin TCP Flooding,2,1,medium,2.4541293832518694,2.505473443470095,2.6177356925053985
V1_frozen512_two_medoid,Merlin TCP Flooding,2,1,wide,2.574767034280897,2.6177356925053985,2.7326571758694937
V1_frozen512_two_medoid,Merlin UDP Flooding,2,2,tight,2.0127282452632356,2.0862531564528597,2.175237540765547
V1_frozen512_two_medoid,Merlin UDP Flooding,2,2,medium,2.108074351072392,2.175237540765547,2.2060048189948778
V1_frozen512_two_medoid,Merlin UDP Flooding,2,2,wide,2.179165443800956,2.2060048189948778,2.2081050160605153
V1_frozen512_two_medoid,Mirai C&C Communication,1,1,tight,2.089673518147241,2.3070602205945927,2.321802327649997
V1_frozen512_two_medoid,Mirai C&C Communication,1,1,medium,2.2173437650156886,2.321802327649997,2.330909690768851
V1_frozen512_two_medoid,Mirai C&C Communication,1,1,wide,2.325322587027939,2.330909690768851,2.333250953288852
V1_frozen512_two_medoid,Mirai GRE Flooding,2,2,tight,1.8252322503608114,1.8364064271280838,1.953596092478147
V1_frozen512_two_medoid,Mirai GRE Flooding,2,2,medium,1.8364064271280838,1.953596092478147,2.0153996976030775
V1_frozen512_two_medoid,Mirai GRE Flooding,2,2,wide,1.921551474676769,2.0153996976030775,2.040552609631284
V1_frozen512_two_medoid,Mirai TCP Flooding,2,2,tight,2.031843018784258,2.1762066227322485,2.2548372274206123
V1_frozen512_two_medoid,Mirai TCP Flooding,2,2,medium,2.176173779660611,2.2548372274206123,2.287026007815103
V1_frozen512_two_medoid,Mirai TCP Flooding,2,2,wide,2.2665960548238115,2.287026007815103,2.318513477058973
V1_frozen512_two_medoid,Mirai UDP Flooding,2,2,tight,1.1571600743260246,1.2964561912914108,1.3302871191609411
V1_frozen512_two_medoid,Mirai UDP Flooding,2,2,medium,1.2964561912914108,1.3302871191609411,1.361931975529989
V1_frozen512_two_medoid,Mirai UDP Flooding,2,2,wide,1.3208548360888783,1.361931975529989,1.3778257530198383
V2_frozen512_adaptive_three_medoid,File Download,1,1,tight,1.4168409223667935,1.5871917707218495,1.9150656864708446
V2_frozen512_adaptive_three_medoid,File Download,1,1,medium,1.682701779676025,1.9150656864708446,2.0991793735561064
V2_frozen512_adaptive_three_medoid,File Download,1,1,wide,1.9616015294002005,2.0991793735561064,2.1718130583727167
V2_frozen512_adaptive_three_medoid,Ingress Tool Transfer,2,2,tight,1.970719546488381,2.142001923156668,2.3650400349583984
V2_frozen512_adaptive_three_medoid,Ingress Tool Transfer,2,2,medium,2.155173404860662,2.3650400349583984,2.4501205300081477
V2_frozen512_adaptive_three_medoid,Ingress Tool Transfer,2,2,wide,2.3861612876077305,2.4501205300081477,2.4775708667695144
V2_frozen512_adaptive_three_medoid,Merlin C&C Communication,3,1,tight,2.300937176372791,2.4668165839230074,2.544765805002504
V2_frozen512_adaptive_three_medoid,Merlin C&C Communication,3,1,medium,2.4699738205851016,2.544765805002504,2.6324230842159855
V2_frozen512_adaptive_three_medoid,Merlin C&C Communication,3,1,wide,2.549370214063168,2.6324230842159855,2.6363510572258404
V2_frozen512_adaptive_three_medoid,Merlin ICMP Flooding,3,2,tight,1.1831168028223111,1.3210538287447395,1.6066465727272181
V2_frozen512_adaptive_three_medoid,Merlin ICMP Flooding,3,2,medium,1.3225819905720528,1.6066465727272181,1.669115014233629
V2_frozen512_adaptive_three_medoid,Merlin ICMP Flooding,3,2,wide,1.5973424841485437,1.669115014233629,1.778520939060168
V2_frozen512_adaptive_three_medoid,Merlin TCP Flooding,3,1,tight,2.258028143222262,2.4224773955719634,2.505473443470095
V2_frozen512_adaptive_three_medoid,Merlin TCP Flooding,3,1,medium,2.4541293832518694,2.505473443470095,2.6177356925053985
V2_frozen512_adaptive_three_medoid,Merlin TCP Flooding,3,1,wide,2.574767034280897,2.6177356925053985,2.7326571758694937
V2_frozen512_adaptive_three_medoid,Merlin UDP Flooding,3,2,tight,2.0127282452632356,2.0862531564528597,2.175237540765547
V2_frozen512_adaptive_three_medoid,Merlin UDP Flooding,3,2,medium,2.108074351072392,2.175237540765547,2.2060048189948778
V2_frozen512_adaptive_three_medoid,Merlin UDP Flooding,3,2,wide,2.179165443800956,2.2060048189948778,2.2081050160605153
V2_frozen512_adaptive_three_medoid,Mirai C&C Communication,1,1,tight,2.089673518147241,2.3070602205945927,2.321802327649997
V2_frozen512_adaptive_three_medoid,Mirai C&C Communication,1,1,medium,2.2173437650156886,2.321802327649997,2.330909690768851
V2_frozen512_adaptive_three_medoid,Mirai C&C Communication,1,1,wide,2.325322587027939,2.330909690768851,2.333250953288852
V2_frozen512_adaptive_three_medoid,Mirai GRE Flooding,3,2,tight,1.8252322503608114,1.8364064271280838,1.953596092478147
V2_frozen512_adaptive_three_medoid,Mirai GRE Flooding,3,2,medium,1.8364064271280838,1.953596092478147,2.0153996976030775
V2_frozen512_adaptive_three_medoid,Mirai GRE Flooding,3,2,wide,1.921551474676769,2.0153996976030775,2.040552609631284
V2_frozen512_adaptive_three_medoid,Mirai TCP Flooding,3,2,tight,2.031843018784258,2.1762066227322485,2.2548372274206123
V2_frozen512_adaptive_three_medoid,Mirai TCP Flooding,3,2,medium,2.176173779660611,2.2548372274206123,2.287026007815103
V2_frozen512_adaptive_three_medoid,Mirai TCP Flooding,3,2,wide,2.2665960548238115,2.287026007815103,2.318513477058973
V2_frozen512_adaptive_three_medoid,Mirai UDP Flooding,3,2,tight,1.1571600743260246,1.2964561912914108,1.3302871191609411
V2_frozen512_adaptive_three_medoid,Mirai UDP Flooding,3,2,medium,1.2964561912914108,1.3302871191609411,1.361931975529989
V2_frozen512_adaptive_three_medoid,Mirai UDP Flooding,3,2,wide,1.3208548360888783,1.361931975529989,1.3778257530198383
