seed,scorer_kind,weighting_policy,subspace_name,region_policy,prototype_budget,region_max,top_k,inner_radius_q,outer_radius_q,attack_outer_norm,benign_core_norm,conflict_slack,review_budget,role,region_id,source_family,top1_route_rate,hard_alarm_rate_with_top1_region,rows
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r5,heavy,0.0,0.0,1500
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r6,medium,0.0,0.0,1500
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r7,medium,0.0,0.0,1500
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.0,0.0,2850
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r1,heavy,1.0,0.0,2850
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r2,heavy,0.0,0.0,2850
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r3,heavy,0.0,0.0,2850
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r4,heavy,0.0,0.0,2850
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r5,heavy,0.0,0.0,2850
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r6,medium,0.0,0.0,2850
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r7,medium,0.0,0.0,2850
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.12,0.12,25
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r1,heavy,0.84,0.8,25
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r2,heavy,0.0,0.0,25
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r3,heavy,0.0,0.0,25
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r4,heavy,0.0,0.0,25
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r5,heavy,0.0,0.0,25
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r6,medium,0.0,0.0,25
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r7,medium,0.04,0.04,25
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.0,0.0,8
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r1,heavy,0.75,0.75,8
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r2,heavy,0.25,0.25,8
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r3,heavy,0.0,0.0,8
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r4,heavy,0.0,0.0,8
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r5,heavy,0.0,0.0,8
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r6,medium,0.0,0.0,8
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r7,medium,0.0,0.0,8
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.07142857142857142,0.07142857142857142,28
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r1,heavy,0.9285714285714286,0.6071428571428571,28
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r2,heavy,0.0,0.0,28
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r3,heavy,0.0,0.0,28
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r4,heavy,0.0,0.0,28
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r5,heavy,0.0,0.0,28
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r6,medium,0.0,0.0,28
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r7,medium,0.0,0.0,28
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.0,0.0,32
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r1,heavy,1.0,0.96875,32
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r2,heavy,0.0,0.0,32
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r3,heavy,0.0,0.0,32
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r4,heavy,0.0,0.0,32
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r5,heavy,0.0,0.0,32
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r6,medium,0.0,0.0,32
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r7,medium,0.0,0.0,32
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.068,0.06755555555555555,2250
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r1,heavy,0.9297777777777778,0.8777777777777778,2250
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r2,heavy,0.0,0.0,2250
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r3,heavy,0.0,0.0,2250
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r4,heavy,0.0,0.0,2250
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r5,heavy,0.0,0.0,2250
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r6,medium,0.0,0.0,2250
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r7,medium,0.0022222222222222222,0.0022222222222222222,2250
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.0365,0.0365,4000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r1,heavy,0.95875,0.874,4000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r2,heavy,0.00125,0.00125,4000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r3,heavy,0.0,0.0,4000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r4,heavy,0.0,0.0,4000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r5,heavy,0.0035,0.0035,4000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r6,medium,0.0,0.0,4000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r7,medium,0.0,0.0,4000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.0,0.0,3000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r1,heavy,1.0,0.0006666666666666666,3000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r2,heavy,0.0,0.0,3000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r3,heavy,0.0,0.0,3000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r4,heavy,0.0,0.0,3000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r5,heavy,0.0,0.0,3000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r6,medium,0.0,0.0,3000
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r7,medium,0.0,0.0,3000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r0,medium,0.04666666666666667,0.0,600
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r1,heavy,0.0,0.0,600
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r2,heavy,0.0,0.0,600
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r3,heavy,0.0,0.0,600
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r4,heavy,0.0,0.0,600
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r5,heavy,0.0,0.0,600
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r6,medium,0.9533333333333334,0.0,600
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r7,heavy,0.0,0.0,600
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r0,medium,0.0,0.0,1500
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r1,heavy,0.0,0.0,1500
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r2,heavy,0.0,0.0,1500
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r3,heavy,0.0,0.0,1500
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r4,heavy,0.0,0.0,1500
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r5,heavy,0.0,0.0,1500
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r6,medium,1.0,0.0,1500
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r7,heavy,0.0,0.0,1500
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r0,medium,0.16210526315789472,0.0,2850
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r1,heavy,0.0,0.0,2850
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r2,heavy,0.0,0.0,2850
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r3,heavy,0.0,0.0,2850
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r4,heavy,0.0,0.0,2850
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r5,heavy,0.0,0.0,2850
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r6,medium,0.8378947368421052,0.0,2850
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r7,heavy,0.0,0.0,2850
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r0,medium,0.1875,0.0,16
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r1,heavy,0.0,0.0,16
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r2,heavy,0.0,0.0,16
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r3,heavy,0.0,0.0,16
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r4,heavy,0.0,0.0,16
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r5,heavy,0.0,0.0,16
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r6,medium,0.8125,0.75,16
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r7,heavy,0.0,0.0,16
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r0,medium,0.0,0.0,8
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r1,heavy,0.0,0.0,8
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r2,heavy,0.25,0.25,8
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r3,heavy,0.0,0.0,8
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r4,heavy,0.0,0.0,8
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r5,heavy,0.0,0.0,8
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r6,medium,0.625,0.625,8
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r7,heavy,0.125,0.125,8
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r0,medium,0.07575757575757576,0.0,66
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r1,heavy,0.0,0.0,66
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r2,heavy,0.0,0.0,66
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r3,heavy,0.0,0.0,66
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r4,heavy,0.0,0.0,66
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r5,heavy,0.0,0.0,66
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r6,medium,0.9242424242424242,0.803030303030303,66
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r7,heavy,0.0,0.0,66
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r0,medium,0.0,0.0,35
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r1,heavy,0.0,0.0,35
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r2,heavy,0.0,0.0,35
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r3,heavy,0.0,0.0,35
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r4,heavy,0.0,0.0,35
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r5,heavy,0.0,0.0,35
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r6,medium,1.0,0.9142857142857143,35
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r7,heavy,0.0,0.0,35
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r0,medium,0.5617777777777778,0.1622222222222222,2250
