evaluation_role,dataset,holdout,seed,seed_group,alpha,selected_by_validation,threshold,roc_auc,pr_auc,pauc_fpr_1pct,tpr_at_fpr_1pct,attack_high_detection,final_ood_high_alarm,attack_eval_size,final_ood_eval_size,feasible_final_1pct,final_metrics_report_only
consistency,harder_holdout,chrono_late_train_early_eval,44,main_42_46,0.7,False,1.9276733398870007,0.7809399007589024,0.8204062455485951,0.852685787372355,0.7478108581436077,0.7314652656158785,0.0033,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,44,main_42_46,0.8,False,1.8812939921596128,0.826466082895505,0.8489578186554025,0.8686324207141956,0.7799182720373613,0.7600700525394045,0.005,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,44,main_42_46,0.9,False,1.8753794666464276,0.9338622883829538,0.9321972079177374,0.9030558513525009,0.8669001751313485,0.8374197314652656,0.0065,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,45,main_42_46,0.5,True,2.074290030850686,0.7413222708698189,0.7863313268107066,0.8330267801353528,0.7157034442498541,0.7078225335668418,0.0018,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,45,main_42_46,0.6,False,1.9856355139259563,0.7578261821366024,0.8006141750731209,0.8413447858087871,0.7285464098073555,0.7177466433158202,0.0028,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,45,main_42_46,0.7,False,1.9276733398870007,0.7809399007589024,0.8204062455485951,0.852685787372355,0.7478108581436077,0.7314652656158785,0.0033,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,45,main_42_46,0.8,False,1.8812939921596128,0.826466082895505,0.8489578186554025,0.8686324207141956,0.7799182720373613,0.7600700525394045,0.005,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,45,main_42_46,0.9,False,1.8753794666464276,0.9338622883829538,0.9321972079177374,0.9030558513525009,0.8669001751313485,0.8374197314652656,0.0065,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,46,main_42_46,0.5,True,2.074290030850686,0.7413222708698189,0.7863313268107066,0.8330267801353528,0.7157034442498541,0.7078225335668418,0.0018,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,46,main_42_46,0.6,False,1.9856355139259563,0.7578261821366024,0.8006141750731209,0.8413447858087871,0.7285464098073555,0.7177466433158202,0.0028,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,46,main_42_46,0.7,False,1.9276733398870007,0.7809399007589024,0.8204062455485951,0.852685787372355,0.7478108581436077,0.7314652656158785,0.0033,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,46,main_42_46,0.8,False,1.8812939921596128,0.826466082895505,0.8489578186554025,0.8686324207141956,0.7799182720373613,0.7600700525394045,0.005,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,46,main_42_46,0.9,False,1.8753794666464276,0.9338622883829538,0.9321972079177374,0.9030558513525009,0.8669001751313485,0.8374197314652656,0.0065,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,47,heldout_47_51,0.5,True,2.074290030850686,0.7413222708698189,0.7863313268107066,0.8330267801353528,0.7157034442498541,0.7078225335668418,0.0018,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,47,heldout_47_51,0.6,False,1.9856355139259563,0.7578261821366024,0.8006141750731209,0.8413447858087871,0.7285464098073555,0.7177466433158202,0.0028,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,47,heldout_47_51,0.7,False,1.9276733398870007,0.7809399007589024,0.8204062455485951,0.852685787372355,0.7478108581436077,0.7314652656158785,0.0033,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,47,heldout_47_51,0.8,False,1.8812939921596128,0.826466082895505,0.8489578186554025,0.8686324207141956,0.7799182720373613,0.7600700525394045,0.005,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,47,heldout_47_51,0.9,False,1.8753794666464276,0.9338622883829538,0.9321972079177374,0.9030558513525009,0.8669001751313485,0.8374197314652656,0.0065,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,48,heldout_47_51,0.5,True,2.074290030850686,0.7413222708698189,0.7863313268107066,0.8330267801353528,0.7157034442498541,0.7078225335668418,0.0018,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,48,heldout_47_51,0.6,False,1.9856355139259563,0.7578261821366024,0.8006141750731209,0.8413447858087871,0.7285464098073555,0.7177466433158202,0.0028,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,48,heldout_47_51,0.7,False,1.9276733398870007,0.7809399007589024,0.8204062455485951,0.852685787372355,0.7478108581436077,0.7314652656158785,0.0033,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,48,heldout_47_51,0.8,False,1.8812939921596128,0.826466082895505,0.8489578186554025,0.8686324207141956,0.7799182720373613,0.7600700525394045,0.005,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,48,heldout_47_51,0.9,False,1.8753794666464276,0.9338622883829538,0.9321972079177374,0.9030558513525009,0.8669001751313485,0.8374197314652656,0.0065,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,49,heldout_47_51,0.5,True,2.074290030850686,0.7413222708698189,0.7863313268107066,0.8330267801353528,0.7157034442498541,0.7078225335668418,0.0018,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,49,heldout_47_51,0.6,False,1.9856355139259563,0.7578261821366024,0.8006141750731209,0.8413447858087871,0.7285464098073555,0.7177466433158202,0.0028,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,49,heldout_47_51,0.7,False,1.9276733398870007,0.7809399007589024,0.8204062455485951,0.852685787372355,0.7478108581436077,0.7314652656158785,0.0033,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,49,heldout_47_51,0.8,False,1.8812939921596128,0.826466082895505,0.8489578186554025,0.8686324207141956,0.7799182720373613,0.7600700525394045,0.005,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,49,heldout_47_51,0.9,False,1.8753794666464276,0.9338622883829538,0.9321972079177374,0.9030558513525009,0.8669001751313485,0.8374197314652656,0.0065,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,50,heldout_47_51,0.5,True,2.074290030850686,0.7413222708698189,0.7863313268107066,0.8330267801353528,0.7157034442498541,0.7078225335668418,0.0018,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,50,heldout_47_51,0.6,False,1.9856355139259563,0.7578261821366024,0.8006141750731209,0.8413447858087871,0.7285464098073555,0.7177466433158202,0.0028,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,50,heldout_47_51,0.7,False,1.9276733398870007,0.7809399007589024,0.8204062455485951,0.852685787372355,0.7478108581436077,0.7314652656158785,0.0033,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,50,heldout_47_51,0.8,False,1.8812939921596128,0.826466082895505,0.8489578186554025,0.8686324207141956,0.7799182720373613,0.7600700525394045,0.005,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,50,heldout_47_51,0.9,False,1.8753794666464276,0.9338622883829538,0.9321972079177374,0.9030558513525009,0.8669001751313485,0.8374197314652656,0.0065,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,51,heldout_47_51,0.5,True,2.074290030850686,0.7413222708698189,0.7863313268107066,0.8330267801353528,0.7157034442498541,0.7078225335668418,0.0018,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,51,heldout_47_51,0.6,False,1.9856355139259563,0.7578261821366024,0.8006141750731209,0.8413447858087871,0.7285464098073555,0.7177466433158202,0.0028,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,51,heldout_47_51,0.7,False,1.9276733398870007,0.7809399007589024,0.8204062455485951,0.852685787372355,0.7478108581436077,0.7314652656158785,0.0033,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,51,heldout_47_51,0.8,False,1.8812939921596128,0.826466082895505,0.8489578186554025,0.8686324207141956,0.7799182720373613,0.7600700525394045,0.005,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,51,heldout_47_51,0.9,False,1.8753794666464276,0.9338622883829538,0.9321972079177374,0.9030558513525009,0.8669001751313485,0.8374197314652656,0.0065,3426,10000,True,True
consistency,harder_holdout,holdout_bin_2,42,main_42_46,0.5,True,2.014691844707574,0.5274047477744808,0.5203155145120674,0.7118530337145669,0.44584569732937684,0.4250741839762611,0.0009,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,42,main_42_46,0.6,False,1.9932232365518725,0.588343768545994,0.5824908493405067,0.7409488093285418,0.5096439169139466,0.4710682492581602,0.0008,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,42,main_42_46,0.7,False,1.9593785251875648,0.6998745548961425,0.6693873337122543,0.7808590429894279,0.594213649851632,0.5586053412462908,0.0017,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,42,main_42_46,0.8,False,1.9707741912010555,0.813486350148368,0.7982226763140364,0.8540588700177445,0.7462908011869436,0.6965875370919882,0.0025,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,42,main_42_46,0.9,False,1.9981623537546858,0.9119129080118695,0.8831295012050331,0.9084144759405335,0.8405044510385756,0.827893175074184,0.0034,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,43,main_42_46,0.5,True,2.014691844707574,0.5274047477744808,0.5203155145120674,0.7118530337145669,0.44584569732937684,0.4250741839762611,0.0009,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,43,main_42_46,0.6,False,1.9932232365518725,0.588343768545994,0.5824908493405067,0.7409488093285418,0.5096439169139466,0.4710682492581602,0.0008,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,43,main_42_46,0.7,False,1.9593785251875648,0.6998745548961425,0.6693873337122543,0.7808590429894279,0.594213649851632,0.5586053412462908,0.0017,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,43,main_42_46,0.8,False,1.9707741912010555,0.813486350148368,0.7982226763140364,0.8540588700177445,0.7462908011869436,0.6965875370919882,0.0025,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,43,main_42_46,0.9,False,1.9981623537546858,0.9119129080118695,0.8831295012050331,0.9084144759405335,0.8405044510385756,0.827893175074184,0.0034,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,44,main_42_46,0.5,False,2.014691844707574,0.5274047477744808,0.5203155145120674,0.7118530337145669,0.44584569732937684,0.4250741839762611,0.0009,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,44,main_42_46,0.6,True,1.9932232365518725,0.588343768545994,0.5824908493405067,0.7409488093285418,0.5096439169139466,0.4710682492581602,0.0008,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,44,main_42_46,0.7,False,1.9593785251875648,0.6998745548961425,0.6693873337122543,0.7808590429894279,0.594213649851632,0.5586053412462908,0.0017,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,44,main_42_46,0.8,False,1.9707741912010555,0.813486350148368,0.7982226763140364,0.8540588700177445,0.7462908011869436,0.6965875370919882,0.0025,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,44,main_42_46,0.9,False,1.9981623537546858,0.9119129080118695,0.8831295012050331,0.9084144759405335,0.8405044510385756,0.827893175074184,0.0034,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,45,main_42_46,0.5,True,2.014691844707574,0.5274047477744808,0.5203155145120674,0.7118530337145669,0.44584569732937684,0.4250741839762611,0.0009,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,45,main_42_46,0.6,False,1.9932232365518725,0.588343768545994,0.5824908493405067,0.7409488093285418,0.5096439169139466,0.4710682492581602,0.0008,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,45,main_42_46,0.7,False,1.9593785251875648,0.6998745548961425,0.6693873337122543,0.7808590429894279,0.594213649851632,0.5586053412462908,0.0017,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,45,main_42_46,0.8,False,1.9707741912010555,0.813486350148368,0.7982226763140364,0.8540588700177445,0.7462908011869436,0.6965875370919882,0.0025,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,45,main_42_46,0.9,False,1.9981623537546858,0.9119129080118695,0.8831295012050331,0.9084144759405335,0.8405044510385756,0.827893175074184,0.0034,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,46,main_42_46,0.5,True,2.014691844707574,0.5274047477744808,0.5203155145120674,0.7118530337145669,0.44584569732937684,0.4250741839762611,0.0009,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,46,main_42_46,0.6,False,1.9932232365518725,0.588343768545994,0.5824908493405067,0.7409488093285418,0.5096439169139466,0.4710682492581602,0.0008,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,46,main_42_46,0.7,False,1.9593785251875648,0.6998745548961425,0.6693873337122543,0.7808590429894279,0.594213649851632,0.5586053412462908,0.0017,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,46,main_42_46,0.8,False,1.9707741912010555,0.813486350148368,0.7982226763140364,0.8540588700177445,0.7462908011869436,0.6965875370919882,0.0025,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,46,main_42_46,0.9,False,1.9981623537546858,0.9119129080118695,0.8831295012050331,0.9084144759405335,0.8405044510385756,0.827893175074184,0.0034,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,47,heldout_47_51,0.5,True,2.014691844707574,0.5274047477744808,0.5203155145120674,0.7118530337145669,0.44584569732937684,0.4250741839762611,0.0009,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,47,heldout_47_51,0.6,False,1.9932232365518725,0.588343768545994,0.5824908493405067,0.7409488093285418,0.5096439169139466,0.4710682492581602,0.0008,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,47,heldout_47_51,0.7,False,1.9593785251875648,0.6998745548961425,0.6693873337122543,0.7808590429894279,0.594213649851632,0.5586053412462908,0.0017,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,47,heldout_47_51,0.8,False,1.9707741912010555,0.813486350148368,0.7982226763140364,0.8540588700177445,0.7462908011869436,0.6965875370919882,0.0025,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,47,heldout_47_51,0.9,False,1.9981623537546858,0.9119129080118695,0.8831295012050331,0.9084144759405335,0.8405044510385756,0.827893175074184,0.0034,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,48,heldout_47_51,0.5,True,2.014691844707574,0.5274047477744808,0.5203155145120674,0.7118530337145669,0.44584569732937684,0.4250741839762611,0.0009,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,48,heldout_47_51,0.6,False,1.9932232365518725,0.588343768545994,0.5824908493405067,0.7409488093285418,0.5096439169139466,0.4710682492581602,0.0008,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,48,heldout_47_51,0.7,False,1.9593785251875648,0.6998745548961425,0.6693873337122543,0.7808590429894279,0.594213649851632,0.5586053412462908,0.0017,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,48,heldout_47_51,0.8,False,1.9707741912010555,0.813486350148368,0.7982226763140364,0.8540588700177445,0.7462908011869436,0.6965875370919882,0.0025,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,48,heldout_47_51,0.9,False,1.9981623537546858,0.9119129080118695,0.8831295012050331,0.9084144759405335,0.8405044510385756,0.827893175074184,0.0034,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,49,heldout_47_51,0.5,True,2.014691844707574,0.5274047477744808,0.5203155145120674,0.7118530337145669,0.44584569732937684,0.4250741839762611,0.0009,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,49,heldout_47_51,0.6,False,1.9932232365518725,0.588343768545994,0.5824908493405067,0.7409488093285418,0.5096439169139466,0.4710682492581602,0.0008,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,49,heldout_47_51,0.7,False,1.9593785251875648,0.6998745548961425,0.6693873337122543,0.7808590429894279,0.594213649851632,0.5586053412462908,0.0017,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,49,heldout_47_51,0.8,False,1.9707741912010555,0.813486350148368,0.7982226763140364,0.8540588700177445,0.7462908011869436,0.6965875370919882,0.0025,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,49,heldout_47_51,0.9,False,1.9981623537546858,0.9119129080118695,0.8831295012050331,0.9084144759405335,0.8405044510385756,0.827893175074184,0.0034,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,50,heldout_47_51,0.5,False,2.014691844707574,0.5274047477744808,0.5203155145120674,0.7118530337145669,0.44584569732937684,0.4250741839762611,0.0009,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,50,heldout_47_51,0.6,True,1.9932232365518725,0.588343768545994,0.5824908493405067,0.7409488093285418,0.5096439169139466,0.4710682492581602,0.0008,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,50,heldout_47_51,0.7,False,1.9593785251875648,0.6998745548961425,0.6693873337122543,0.7808590429894279,0.594213649851632,0.5586053412462908,0.0017,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,50,heldout_47_51,0.8,False,1.9707741912010555,0.813486350148368,0.7982226763140364,0.8540588700177445,0.7462908011869436,0.6965875370919882,0.0025,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,50,heldout_47_51,0.9,False,1.9981623537546858,0.9119129080118695,0.8831295012050331,0.9084144759405335,0.8405044510385756,0.827893175074184,0.0034,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,51,heldout_47_51,0.5,False,2.014691844707574,0.5274047477744808,0.5203155145120674,0.7118530337145669,0.44584569732937684,0.4250741839762611,0.0009,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,51,heldout_47_51,0.6,False,1.9932232365518725,0.588343768545994,0.5824908493405067,0.7409488093285418,0.5096439169139466,0.4710682492581602,0.0008,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,51,heldout_47_51,0.7,False,1.9593785251875648,0.6998745548961425,0.6693873337122543,0.7808590429894279,0.594213649851632,0.5586053412462908,0.0017,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,51,heldout_47_51,0.8,True,1.9707741912010555,0.813486350148368,0.7982226763140364,0.8540588700177445,0.7462908011869436,0.6965875370919882,0.0025,1348,10000,True,True
consistency,harder_holdout,holdout_bin_2,51,heldout_47_51,0.9,False,1.9981623537546858,0.9119129080118695,0.8831295012050331,0.9084144759405335,0.8405044510385756,0.827893175074184,0.0034,1348,10000,True,True
