holdout,support_method,seed_group,split,n_rows,ood_target,target_label,margin_mean,margin_std,margin_min,margin_max,margin_q01,margin_q05,margin_q10,margin_q25,margin_q50,margin_q75,margin_q90,margin_q95,margin_q99
chrono_late_train_early_eval,kcenter_32shot,main_42_46,final_ood_eval,50000,0.01,1pct,-5.876630326684606,8.116309798839811,-210.86329533812065,43.75470994133995,-22.717046038872898,-10.824955688171606,-7.5241102712539805,-6.035205624974392,-4.896888149159456,-4.072658109614139,-3.1342105374520215,-2.581064100060929,-1.5690461617657496
chrono_late_train_early_eval,kcenter_32shot,main_42_46,final_ood_eval,50000,0.02,2pct,-5.435528317700079,8.116309798839811,-210.42219332913612,44.19581195032447,-22.27594402988837,-10.383853679187078,-7.083008262269453,-5.594103615989864,-4.455786140174928,-3.631556100629612,-2.6931085284674943,-2.1399620910764017,-1.1279441527812224
chrono_late_train_early_eval,random_32shot_baseline,heldout_47_51,attack_eval,17130,0.005,0.5pct,2.415998929401116,24.714810373836546,-88.30250958724972,47.245086864968975,-77.07017879327913,-57.915106340722936,-36.46283932068515,-2.9825226405602385,11.628072558986894,17.48667900562413,22.104043694141716,25.55432015573262,32.71126700327628
chrono_late_train_early_eval,random_32shot_baseline,heldout_47_51,attack_eval,17130,0.01,1pct,2.8507960610421548,24.705068025383525,-87.74832880157213,47.713519628639276,-76.6047649760366,-57.480884637130124,-35.970615932536454,-2.5867017736939557,12.046714995807118,17.94118706853154,22.548889918542123,25.982474210254548,33.09851270675014
chrono_late_train_early_eval,random_32shot_baseline,heldout_47_51,attack_eval,17130,0.02,2pct,3.1155911657049264,24.690539638217174,-87.42307284647534,47.921919458020255,-76.29587322864,-57.145928496869544,-35.71717875054932,-2.387710316091508,12.324025540286977,18.21922509648641,22.774788040344397,26.197943650093663,33.26042124385414
chrono_late_train_early_eval,random_32shot_baseline,heldout_47_51,final_ood_eval,50000,0.005,0.5pct,-5.576118712295258,10.131692591266656,-581.4230184006636,46.293345125946914,-22.582247344656967,-10.42905494310138,-7.699264850469988,-5.662476152594952,-4.546908793819831,-3.587413628838423,-3.0093512854765283,-2.569812107168595,-1.8105783782529068
chrono_late_train_early_eval,random_32shot_baseline,heldout_47_51,final_ood_eval,50000,0.01,1pct,-5.141321580654218,10.13257994674335,-581.070052717981,46.847525911624494,-22.139643851220086,-10.027941652526856,-7.284362327110036,-5.232349922867179,-4.0933752499273055,-3.1593740704662614,-2.595604461736948,-2.1466087806944354,-1.3949527444905057
chrono_late_train_early_eval,random_32shot_baseline,heldout_47_51,final_ood_eval,50000,0.02,2pct,-4.876526475991446,10.124466036121348,-580.6898601038166,47.1727818667213,-21.83360316364624,-9.718609848066803,-6.95830794912494,-4.929575415602601,-3.814070470393659,-2.946426462325406,-2.373558279449232,-1.9169455608341617,-1.1651503824099276
chrono_late_train_early_eval,random_32shot_baseline,main_42_46,attack_eval,17130,0.005,0.5pct,-3.104076208264774,31.228381310935376,-106.4785460233525,32.69635079172362,-90.73390745405555,-72.81051721261917,-57.585689035343286,-14.70962399128938,12.045433341419075,17.595507964771453,20.349722251064705,22.42040608070441,25.96662985851295
chrono_late_train_early_eval,random_32shot_baseline,main_42_46,attack_eval,17130,0.01,1pct,-2.4231287638631116,31.228387310538633,-105.8366236266475,33.373679931626256,-90.06045042154174,-72.13019766357715,-56.909594378514136,-14.043821056467221,12.72612874365712,18.27750690746521,21.03166619621861,23.103692541855803,26.672424982431007
chrono_late_train_early_eval,random_32shot_baseline,main_42_46,attack_eval,17130,0.02,2pct,-2.192212135633061,31.22810534883193,-105.60938777290298,33.65227290389865,-89.8189245428064,-71.89456241242702,-56.6755293677535,-13.820258329722941,12.953347907872008,18.513012962535058,21.26698466377919,23.32442248600849,26.89064213998104
chrono_late_train_early_eval,random_32shot_baseline,main_42_46,final_ood_eval,50000,0.005,0.5pct,-6.755574540788825,8.713201696647552,-359.2709171281956,41.979355744803144,-23.576568093712044,-11.843197072020402,-9.300106708433738,-6.92735381704837,-5.643003861847176,-4.72252763699167,-3.7459767474041943,-3.18139029949824,-2.245646169956898
chrono_late_train_early_eval,random_32shot_baseline,main_42_46,final_ood_eval,50000,0.01,1pct,-6.074627096387163,8.71244476034925,-358.5406882412434,42.665693121520555,-22.906932064589803,-11.16506224142255,-8.617380889262629,-6.242069612229303,-4.964165537710207,-4.04340644161303,-3.0643954137259115,-2.5063509318847923,-1.5606890677994985
chrono_late_train_early_eval,random_32shot_baseline,main_42_46,final_ood_eval,50000,0.02,2pct,-5.843710468157113,8.71349171663203,-358.37147402127107,42.9186141823869,-22.678522670557015,-10.9421550221763,-8.395326101186221,-6.016056235109049,-4.73220066263315,-3.8073039083375586,-2.828204076676022,-2.2705025162315122,-1.329836418523737
holdout_bin_2,kcenter_32shot,heldout_47_51,attack_eval,6740,0.005,0.5pct,-25.844105316298638,31.76095815893693,-103.63080765905185,21.189217126525463,-99.84642986797904,-75.99248418951832,-71.02744103196412,-52.36406438594234,-19.054650332281774,3.837804891189203,10.945576095940517,12.682737126350602,15.130623401226014
holdout_bin_2,kcenter_32shot,heldout_47_51,attack_eval,6740,0.01,1pct,-25.299380536304913,31.76095815893693,-103.08608287905813,21.73394190651919,-99.30170508798531,-75.4477594095246,-70.48271625197039,-51.81933960594861,-18.509925552288045,4.382529671182929,11.490300875934242,13.227461906344328,15.67534818121974
holdout_bin_2,kcenter_32shot,heldout_47_51,attack_eval,6740,0.02,2pct,-24.872851547978033,31.76095815893693,-102.65955389073126,22.160470894846064,-98.87517609965845,-75.02123042119773,-70.05618726364352,-51.392810617621734,-18.083396563961173,4.809058659509802,11.916829864261116,13.653990894671201,16.101877169546615
holdout_bin_2,kcenter_32shot,heldout_47_51,final_ood_eval,50000,0.005,0.5pct,-7.531836977395546,11.077049432135226,-348.83087024344763,26.540069366189663,-23.98644428313384,-12.37910139213913,-10.278649261372177,-7.780576728397101,-6.331171020857917,-5.20800938437462,-4.150383651883202,-3.4494788693400054,-2.321692258243816
holdout_bin_2,kcenter_32shot,heldout_47_51,final_ood_eval,50000,0.01,1pct,-6.987112197401821,11.077049432135226,-348.2861454634539,27.084794146183388,-23.441719503140114,-11.834376612145405,-9.733924481378452,-7.235851948403374,-5.786446240864191,-4.663284604380895,-3.6056588718894766,-2.9047540893462798,-1.7769674782500904
holdout_bin_2,kcenter_32shot,heldout_47_51,final_ood_eval,50000,0.02,2pct,-6.560583209074946,11.077049432135226,-347.85961647512704,27.511323134510263,-23.015190514813238,-11.407847623818531,-9.307395493051578,-6.809322960076502,-5.3599172525373175,-4.236755616054021,-3.179129883562603,-2.4782251010194063,-1.350438489923217
holdout_bin_2,kcenter_32shot,main_42_46,attack_eval,6740,0.005,0.5pct,-25.844105316298638,31.76095815893693,-103.63080765905185,21.189217126525463,-99.84642986797904,-75.99248418951832,-71.02744103196412,-52.36406438594234,-19.054650332281774,3.837804891189203,10.945576095940517,12.682737126350602,15.130623401226014
holdout_bin_2,kcenter_32shot,main_42_46,attack_eval,6740,0.01,1pct,-25.299380536304913,31.76095815893693,-103.08608287905813,21.73394190651919,-99.30170508798531,-75.4477594095246,-70.48271625197039,-51.81933960594861,-18.509925552288045,4.382529671182929,11.490300875934242,13.227461906344328,15.67534818121974
holdout_bin_2,kcenter_32shot,main_42_46,attack_eval,6740,0.02,2pct,-24.872851547978033,31.76095815893693,-102.65955389073126,22.160470894846064,-98.87517609965845,-75.02123042119773,-70.05618726364352,-51.392810617621734,-18.083396563961173,4.809058659509802,11.916829864261116,13.653990894671201,16.101877169546615
holdout_bin_2,kcenter_32shot,main_42_46,final_ood_eval,50000,0.005,0.5pct,-7.531836977395546,11.077049432135226,-348.83087024344763,26.540069366189663,-23.98644428313384,-12.37910139213913,-10.278649261372177,-7.780576728397101,-6.331171020857917,-5.20800938437462,-4.150383651883202,-3.4494788693400054,-2.321692258243816
holdout_bin_2,kcenter_32shot,main_42_46,final_ood_eval,50000,0.01,1pct,-6.987112197401821,11.077049432135226,-348.2861454634539,27.084794146183388,-23.441719503140114,-11.834376612145405,-9.733924481378452,-7.235851948403374,-5.786446240864191,-4.663284604380895,-3.6056588718894766,-2.9047540893462798,-1.7769674782500904
holdout_bin_2,kcenter_32shot,main_42_46,final_ood_eval,50000,0.02,2pct,-6.560583209074946,11.077049432135226,-347.85961647512704,27.511323134510263,-23.015190514813238,-11.407847623818531,-9.307395493051578,-6.809322960076502,-5.3599172525373175,-4.236755616054021,-3.179129883562603,-2.4782251010194063,-1.350438489923217
holdout_bin_2,random_32shot_baseline,heldout_47_51,attack_eval,6740,0.005,0.5pct,-31.42113718763347,29.53436953385798,-98.94918846261064,14.256724741532409,-86.24550069960112,-76.55114136931968,-69.95253816814036,-58.32572379368295,-29.977871081347054,-2.4801067385746505,6.180418791965172,8.152243220352192,10.389876971090395
holdout_bin_2,random_32shot_baseline,heldout_47_51,attack_eval,6740,0.01,1pct,-30.83868261497833,29.53305600097108,-98.3192676051053,14.791123096478334,-85.61295936203713,-75.99304178127686,-69.3557041694079,-57.74438842426104,-29.430480206199164,-1.8831347841810455,6.774893175629739,8.759779712264283,10.973943420622632
holdout_bin_2,random_32shot_baseline,heldout_47_51,attack_eval,6740,0.02,2pct,-30.567917376438157,29.528710226612848,-98.0166551995301,15.05529942160424,-85.34336599078101,-75.69664079866983,-69.08452068896226,-57.48456101426755,-29.158732938164277,-1.6494501422714223,7.039142671788758,9.012301481347462,11.22491096522423
holdout_bin_2,random_32shot_baseline,heldout_47_51,final_ood_eval,50000,0.005,0.5pct,-6.124120044822418,7.672579870801905,-262.1426196482094,46.192070208542134,-20.30893497527904,-10.389705667246684,-7.9354726121234656,-6.302074821614735,-5.2387003860037336,-4.3722858787566325,-3.5634978782365487,-3.0268068232296237,-2.0898680654539903
holdout_bin_2,random_32shot_baseline,heldout_47_51,final_ood_eval,50000,0.01,1pct,-5.54166547216728,7.671108993467025,-261.58042551322376,46.82199106604748,-19.726618975846456,-9.792810982067138,-7.343263225283491,-5.7039534768603275,-4.661016722876248,-3.794223335841294,-2.9862494962954282,-2.4435485115480384,-1.515619135737902
holdout_bin_2,random_32shot_baseline,heldout_47_51,final_ood_eval,50000,0.02,2pct,-5.270900233627104,7.671328442112936,-261.2461776349005,47.124603471622656,-19.43415219015424,-9.542743285442896,-7.080115000017907,-5.438958011166354,-4.3881043462836455,-3.5232990627066676,-2.7127297198689773,-2.178579187063942,-1.2396787312264654
holdout_bin_2,random_32shot_baseline,main_42_46,attack_eval,6740,0.005,0.5pct,-20.48466941668482,27.216252723671257,-91.97357974384815,21.464601940176436,-76.70583974175254,-68.3255042148406,-63.24957713051882,-44.55268702018866,-14.52217895202366,3.798503916566434,10.19571496140134,13.016505848591128,17.373966861068194
holdout_bin_2,random_32shot_baseline,main_42_46,attack_eval,6740,0.01,1pct,-19.9905538486572,27.175821597667465,-91.3233025471415,21.79081660611749,-76.19256171650636,-67.7458852853369,-62.69007679392827,-44.041083056316616,-14.041362686966401,4.347978477792632,10.724404136643088,13.418974009932269,17.709239976863525
holdout_bin_2,random_32shot_baseline,main_42_46,attack_eval,6740,0.02,2pct,-19.711951409048048,27.196496531733327,-91.11739926323844,22.17615731932152,-75.94063157693564,-67.50249973578826,-62.438146654357546,-43.75381464347494,-13.790830542234431,4.593242817270212,10.980112825666637,13.729245285840609,18.07754493287554
holdout_bin_2,random_32shot_baseline,main_42_46,final_ood_eval,50000,0.005,0.5pct,-5.553378853649862,4.800028545252521,-151.99680788302112,77.48638600913003,-19.69792928459774,-9.498588814474955,-7.609936467645022,-6.063028091201941,-4.935392867683863,-3.9470614752947712,-3.1960675284852025,-2.747953386689107,-1.9691234076977593
holdout_bin_2,random_32shot_baseline,main_42_46,final_ood_eval,50000,0.01,1pct,-5.0592632856222455,4.786211353362194,-151.34653068631445,77.81260067507108,-19.198047306208526,-8.927601123632055,-7.054563593897362,-5.521217619939861,-4.439969502277545,-3.500512633892832,-2.7503253368081757,-2.302602453914182,-1.507982042060221
holdout_bin_2,random_32shot_baseline,main_42_46,final_ood_eval,50000,0.02,2pct,-4.780660846013096,4.792081418973766,-151.1406274024114,78.19794138827511,-18.937833838990304,-8.693670530594115,-6.803633526654182,-5.26531100932019,-4.157590844186863,-3.204382575306954,-2.4537813867056424,-2.0063431437718107,-1.2146259909315638
