holdout,support_method,seed,split,n_rows,label,score_min,score_max
chrono_late_train_early_eval,kcenter_32shot,48,final_ood_eval,10000,ood_benign,-214.06664303193193,40.55136224752866
chrono_late_train_early_eval,kcenter_32shot,48,id_calibration,5000,id_benign,-12.50620045240239,-1.5497799482822536
chrono_late_train_early_eval,kcenter_32shot,48,ood_validation,2000,ood_benign,-26.714183167223588,-3.311433902221472
chrono_late_train_early_eval,kcenter_32shot,49,attack_eval,3426,attack,-108.98485567646642,29.914098919372428
chrono_late_train_early_eval,kcenter_32shot,49,attack_train_support,32,attack_support,4.216927432875698,32.19557902168414
chrono_late_train_early_eval,kcenter_32shot,49,final_ood_eval,10000,ood_benign,-214.06664303193193,40.55136224752866
chrono_late_train_early_eval,kcenter_32shot,49,id_calibration,5000,id_benign,-12.50620045240239,-1.5497799482822536
chrono_late_train_early_eval,kcenter_32shot,49,ood_validation,2000,ood_benign,-26.714183167223588,-3.311433902221472
chrono_late_train_early_eval,kcenter_32shot,50,attack_eval,3426,attack,-108.98485567646642,29.914098919372428
chrono_late_train_early_eval,kcenter_32shot,50,attack_train_support,32,attack_support,4.216927432875698,32.19557902168414
chrono_late_train_early_eval,kcenter_32shot,50,final_ood_eval,10000,ood_benign,-214.06664303193193,40.55136224752866
chrono_late_train_early_eval,kcenter_32shot,50,id_calibration,5000,id_benign,-12.50620045240239,-1.5497799482822536
chrono_late_train_early_eval,kcenter_32shot,50,ood_validation,2000,ood_benign,-26.714183167223588,-3.311433902221472
chrono_late_train_early_eval,kcenter_32shot,51,attack_eval,3426,attack,-108.98485567646642,29.914098919372428
chrono_late_train_early_eval,kcenter_32shot,51,attack_train_support,32,attack_support,4.216927432875698,32.19557902168414
chrono_late_train_early_eval,kcenter_32shot,51,final_ood_eval,10000,ood_benign,-214.06664303193193,40.55136224752866
chrono_late_train_early_eval,kcenter_32shot,51,id_calibration,5000,id_benign,-12.50620045240239,-1.5497799482822536
chrono_late_train_early_eval,kcenter_32shot,51,ood_validation,2000,ood_benign,-26.714183167223588,-3.311433902221472
chrono_late_train_early_eval,random_32shot_baseline,42,attack_eval,3426,attack,-109.10294482083754,27.773413909486496
chrono_late_train_early_eval,random_32shot_baseline,42,attack_train_support,32,attack_support,3.9871735979358114,25.926257677690092
chrono_late_train_early_eval,random_32shot_baseline,42,final_ood_eval,10000,ood_benign,-205.5480863200369,39.33274276144488
chrono_late_train_early_eval,random_32shot_baseline,42,id_calibration,5000,id_benign,-12.863070933202746,-1.625695195243348
chrono_late_train_early_eval,random_32shot_baseline,42,ood_validation,2000,ood_benign,-28.634180481922154,-3.4423820171985433
chrono_late_train_early_eval,random_32shot_baseline,43,attack_eval,3426,attack,-109.28931319368081,23.28547923227287
chrono_late_train_early_eval,random_32shot_baseline,43,attack_train_support,32,attack_support,4.43353501339797,19.131626775689703
chrono_late_train_early_eval,random_32shot_baseline,43,final_ood_eval,10000,ood_benign,-180.74517478714714,34.15531387295964
chrono_late_train_early_eval,random_32shot_baseline,43,id_calibration,5000,id_benign,-10.216893677372052,-1.8883669620262529
chrono_late_train_early_eval,random_32shot_baseline,43,ood_validation,2000,ood_benign,-30.181658092558905,-3.6650525804782976
chrono_late_train_early_eval,random_32shot_baseline,44,attack_eval,3426,attack,-108.47616887896173,25.80598233728742
chrono_late_train_early_eval,random_32shot_baseline,44,attack_train_support,32,attack_support,4.7945423831076095,24.614882430935342
chrono_late_train_early_eval,random_32shot_baseline,44,final_ood_eval,10000,ood_benign,-179.62300833674104,32.02466109058561
chrono_late_train_early_eval,random_32shot_baseline,44,id_calibration,5000,id_benign,-10.610958472744478,-2.024412679202909
chrono_late_train_early_eval,random_32shot_baseline,44,ood_validation,2000,ood_benign,-26.711190010183287,-3.5282209231527624
chrono_late_train_early_eval,random_32shot_baseline,45,attack_eval,3426,attack,-107.19267157683173,26.563487838361212
chrono_late_train_early_eval,random_32shot_baseline,45,attack_train_support,32,attack_support,4.720117136758388,20.642020895808116
chrono_late_train_early_eval,random_32shot_baseline,45,final_ood_eval,10000,ood_benign,-361.9448204205118,33.94180122117899
chrono_late_train_early_eval,random_32shot_baseline,45,id_calibration,5000,id_benign,-10.250048986393228,-1.899296386603071
chrono_late_train_early_eval,random_32shot_baseline,45,ood_validation,2000,ood_benign,-31.983921693424925,-3.5495424522903294
chrono_late_train_early_eval,random_32shot_baseline,46,attack_eval,3426,attack,-103.11395390241161,29.89137463617566
chrono_late_train_early_eval,random_32shot_baseline,46,attack_train_support,32,attack_support,4.7548812916836045,31.326221519846346
chrono_late_train_early_eval,random_32shot_baseline,46,final_ood_eval,10000,ood_benign,-224.82190332084176,34.90986575349373
chrono_late_train_early_eval,random_32shot_baseline,46,id_calibration,5000,id_benign,-11.1675761648104,-1.7942437799754485
chrono_late_train_early_eval,random_32shot_baseline,46,ood_validation,2000,ood_benign,-31.310700246061973,-3.682297101664524
chrono_late_train_early_eval,random_32shot_baseline,47,attack_eval,3426,attack,-89.71684855298281,33.2565321121078
chrono_late_train_early_eval,random_32shot_baseline,47,attack_train_support,32,attack_support,4.476872784190743,31.90861958805168
chrono_late_train_early_eval,random_32shot_baseline,47,final_ood_eval,10000,ood_benign,-584.6300674473894,17.3381066781345
chrono_late_train_early_eval,random_32shot_baseline,47,id_calibration,5000,id_benign,-9.595898955304234,-1.5094278166293558
chrono_late_train_early_eval,random_32shot_baseline,47,ood_validation,2000,ood_benign,-37.62970132929072,1.7009080400667447
chrono_late_train_early_eval,random_32shot_baseline,48,attack_eval,3426,attack,-91.18418682031124,26.88990444725572
chrono_late_train_early_eval,random_32shot_baseline,48,attack_train_support,32,attack_support,3.8795042285454517,22.390731433883843
chrono_late_train_early_eval,random_32shot_baseline,48,final_ood_eval,10000,ood_benign,-184.89978777049112,43.41166789288539
chrono_late_train_early_eval,random_32shot_baseline,48,id_calibration,5000,id_benign,-13.026422381354754,-1.6103088646067967
chrono_late_train_early_eval,random_32shot_baseline,48,ood_validation,2000,ood_benign,-27.26665846869763,-3.1243000763926734
chrono_late_train_early_eval,random_32shot_baseline,49,attack_eval,3426,attack,-64.4608417160334,38.576770681378406
chrono_late_train_early_eval,random_32shot_baseline,49,attack_train_support,32,attack_support,5.913500885061313,28.980679751987086
chrono_late_train_early_eval,random_32shot_baseline,49,final_ood_eval,10000,ood_benign,-56.937061322572816,-3.283669593646324
chrono_late_train_early_eval,random_32shot_baseline,49,id_calibration,5000,id_benign,-10.184954090280755,-3.5707030406569773
chrono_late_train_early_eval,random_32shot_baseline,49,ood_validation,2000,ood_benign,-40.16327752556297,-4.02725390859127
chrono_late_train_early_eval,random_32shot_baseline,50,attack_eval,3426,attack,-49.205875753206925,43.3065697251087
chrono_late_train_early_eval,random_32shot_baseline,50,attack_train_support,32,attack_support,5.918377684696026,42.38905926008215
chrono_late_train_early_eval,random_32shot_baseline,50,final_ood_eval,10000,ood_benign,-203.98679867620916,-1.8390369596868865
chrono_late_train_early_eval,random_32shot_baseline,50,id_calibration,5000,id_benign,-10.039421520905872,-1.3430994985322648
chrono_late_train_early_eval,random_32shot_baseline,50,ood_validation,2000,ood_benign,-39.12533149071463,-3.438161447173769
chrono_late_train_early_eval,random_32shot_baseline,51,attack_eval,3426,attack,-86.06009945112571,22.861732750912125
chrono_late_train_early_eval,random_32shot_baseline,51,attack_train_support,32,attack_support,4.398818828567455,20.5158003187476
chrono_late_train_early_eval,random_32shot_baseline,51,final_ood_eval,10000,ood_benign,-147.2112582489253,37.80512639743077
chrono_late_train_early_eval,random_32shot_baseline,51,id_calibration,5000,id_benign,-13.172926033709102,-2.1315325033028323
chrono_late_train_early_eval,random_32shot_baseline,51,ood_validation,2000,ood_benign,-23.654042798361516,-3.0959531518621723
holdout_bin_2,kcenter_32shot,42,attack_eval,1348,attack,-106.21245426460287,18.60757052097445
holdout_bin_2,kcenter_32shot,42,attack_train_support,32,attack_support,4.719265195697023,28.06934024550074
holdout_bin_2,kcenter_32shot,42,final_ood_eval,10000,ood_benign,-351.4125168489987,23.958422760638648
holdout_bin_2,kcenter_32shot,42,id_calibration,5000,id_benign,-9.644266546341438,-1.7973346547048301
holdout_bin_2,kcenter_32shot,42,ood_validation,2000,ood_benign,-31.90218954236578,-3.349142413268911
holdout_bin_2,kcenter_32shot,43,attack_eval,1348,attack,-106.21245426460287,18.60757052097445
holdout_bin_2,kcenter_32shot,43,attack_train_support,32,attack_support,4.719265195697023,28.06934024550074
holdout_bin_2,kcenter_32shot,43,final_ood_eval,10000,ood_benign,-351.4125168489987,23.958422760638648
holdout_bin_2,kcenter_32shot,43,id_calibration,5000,id_benign,-9.644266546341438,-1.7973346547048301
holdout_bin_2,kcenter_32shot,43,ood_validation,2000,ood_benign,-31.90218954236578,-3.349142413268911
holdout_bin_2,kcenter_32shot,44,attack_eval,1348,attack,-106.21245426460287,18.60757052097445
holdout_bin_2,kcenter_32shot,44,attack_train_support,32,attack_support,4.719265195697023,28.06934024550074
holdout_bin_2,kcenter_32shot,44,final_ood_eval,10000,ood_benign,-351.4125168489987,23.958422760638648
holdout_bin_2,kcenter_32shot,44,id_calibration,5000,id_benign,-9.644266546341438,-1.7973346547048301
holdout_bin_2,kcenter_32shot,44,ood_validation,2000,ood_benign,-31.90218954236578,-3.349142413268911
holdout_bin_2,kcenter_32shot,45,attack_eval,1348,attack,-106.21245426460287,18.60757052097445
holdout_bin_2,kcenter_32shot,45,attack_train_support,32,attack_support,4.719265195697023,28.06934024550074
holdout_bin_2,kcenter_32shot,45,final_ood_eval,10000,ood_benign,-351.4125168489987,23.958422760638648
holdout_bin_2,kcenter_32shot,45,id_calibration,5000,id_benign,-9.644266546341438,-1.7973346547048301
holdout_bin_2,kcenter_32shot,45,ood_validation,2000,ood_benign,-31.90218954236578,-3.349142413268911
holdout_bin_2,kcenter_32shot,46,attack_eval,1348,attack,-106.21245426460287,18.60757052097445
holdout_bin_2,kcenter_32shot,46,attack_train_support,32,attack_support,4.719265195697023,28.06934024550074
holdout_bin_2,kcenter_32shot,46,final_ood_eval,10000,ood_benign,-351.4125168489987,23.958422760638648
holdout_bin_2,kcenter_32shot,46,id_calibration,5000,id_benign,-9.644266546341438,-1.7973346547048301
holdout_bin_2,kcenter_32shot,46,ood_validation,2000,ood_benign,-31.90218954236578,-3.349142413268911
holdout_bin_2,kcenter_32shot,47,attack_eval,1348,attack,-106.21245426460287,18.60757052097445
holdout_bin_2,kcenter_32shot,47,attack_train_support,32,attack_support,4.719265195697023,28.06934024550074
holdout_bin_2,kcenter_32shot,47,final_ood_eval,10000,ood_benign,-351.4125168489987,23.958422760638648
holdout_bin_2,kcenter_32shot,47,id_calibration,5000,id_benign,-9.644266546341438,-1.7973346547048301
holdout_bin_2,kcenter_32shot,47,ood_validation,2000,ood_benign,-31.90218954236578,-3.349142413268911
holdout_bin_2,kcenter_32shot,48,attack_eval,1348,attack,-106.21245426460287,18.60757052097445
holdout_bin_2,kcenter_32shot,48,attack_train_support,32,attack_support,4.719265195697023,28.06934024550074
holdout_bin_2,kcenter_32shot,48,final_ood_eval,10000,ood_benign,-351.4125168489987,23.958422760638648
holdout_bin_2,kcenter_32shot,48,id_calibration,5000,id_benign,-9.644266546341438,-1.7973346547048301
holdout_bin_2,kcenter_32shot,48,ood_validation,2000,ood_benign,-31.90218954236578,-3.349142413268911
holdout_bin_2,kcenter_32shot,49,attack_eval,1348,attack,-106.21245426460287,18.60757052097445
holdout_bin_2,kcenter_32shot,49,attack_train_support,32,attack_support,4.719265195697023,28.06934024550074
holdout_bin_2,kcenter_32shot,49,final_ood_eval,10000,ood_benign,-351.4125168489987,23.958422760638648
holdout_bin_2,kcenter_32shot,49,id_calibration,5000,id_benign,-9.644266546341438,-1.7973346547048301
holdout_bin_2,kcenter_32shot,49,ood_validation,2000,ood_benign,-31.90218954236578,-3.349142413268911
holdout_bin_2,kcenter_32shot,50,attack_eval,1348,attack,-106.21245426460287,18.60757052097445
holdout_bin_2,kcenter_32shot,50,attack_train_support,32,attack_support,4.719265195697023,28.06934024550074
holdout_bin_2,kcenter_32shot,50,final_ood_eval,10000,ood_benign,-351.4125168489987,23.958422760638648
holdout_bin_2,kcenter_32shot,50,id_calibration,5000,id_benign,-9.644266546341438,-1.7973346547048301
holdout_bin_2,kcenter_32shot,50,ood_validation,2000,ood_benign,-31.90218954236578,-3.349142413268911
holdout_bin_2,kcenter_32shot,51,attack_eval,1348,attack,-106.21245426460287,18.60757052097445
holdout_bin_2,kcenter_32shot,51,attack_train_support,32,attack_support,4.719265195697023,28.06934024550074
holdout_bin_2,kcenter_32shot,51,final_ood_eval,10000,ood_benign,-351.4125168489987,23.958422760638648
holdout_bin_2,kcenter_32shot,51,id_calibration,5000,id_benign,-9.644266546341438,-1.7973346547048301
holdout_bin_2,kcenter_32shot,51,ood_validation,2000,ood_benign,-31.90218954236578,-3.349142413268911
holdout_bin_2,random_32shot_baseline,42,attack_eval,1348,attack,-58.980834605973186,16.89545199568145
holdout_bin_2,random_32shot_baseline,42,attack_train_support,32,attack_support,5.686700202229595,28.090995984726394
holdout_bin_2,random_32shot_baseline,42,final_ood_eval,10000,ood_benign,-90.39623367007823,2.22412447755641
holdout_bin_2,random_32shot_baseline,42,id_calibration,5000,id_benign,-9.766901123374765,-2.6779005416144956
holdout_bin_2,random_32shot_baseline,42,ood_validation,2000,ood_benign,-35.43798062463675,-5.0312413400869564
holdout_bin_2,random_32shot_baseline,43,attack_eval,1348,attack,-60.18564418316054,17.770683577263444
holdout_bin_2,random_32shot_baseline,43,attack_train_support,32,attack_support,6.163980603797082,30.259422836678645
holdout_bin_2,random_32shot_baseline,43,final_ood_eval,10000,ood_benign,-71.50731249771636,73.79246764621703
holdout_bin_2,random_32shot_baseline,43,id_calibration,5000,id_benign,-10.459605833920762,-2.687197655216387
holdout_bin_2,random_32shot_baseline,43,ood_validation,2000,ood_benign,-37.528644326381624,-4.464015248057342
holdout_bin_2,random_32shot_baseline,44,attack_eval,1348,attack,-81.3166206275445,11.098626252285383
holdout_bin_2,random_32shot_baseline,44,attack_train_support,32,attack_support,4.0969117010424565,20.051233640369936
holdout_bin_2,random_32shot_baseline,44,final_ood_eval,10000,ood_benign,-139.45939607634105,33.839698425557316
holdout_bin_2,random_32shot_baseline,44,id_calibration,5000,id_benign,-11.34946750763925,-1.9521935028755744
holdout_bin_2,random_32shot_baseline,44,ood_validation,2000,ood_benign,-23.069186484157484,-3.5563582183443607
holdout_bin_2,random_32shot_baseline,45,attack_eval,1348,attack,-94.80510855053399,11.567107889424575
holdout_bin_2,random_32shot_baseline,45,attack_train_support,32,attack_support,4.33330058867355,23.78539499564244
holdout_bin_2,random_32shot_baseline,45,final_ood_eval,10000,ood_benign,-154.82833668970696,39.353043868235254
holdout_bin_2,random_32shot_baseline,45,id_calibration,5000,id_benign,-10.586210522361348,-2.038564059213739
holdout_bin_2,random_32shot_baseline,45,ood_validation,2000,ood_benign,-28.4182520692341,-3.5963654544551007
holdout_bin_2,random_32shot_baseline,46,attack_eval,1348,attack,-85.95233207783667,9.74972842230995
holdout_bin_2,random_32shot_baseline,46,attack_train_support,32,attack_support,4.16090634935169,19.584943073335005
holdout_bin_2,random_32shot_baseline,46,final_ood_eval,10000,ood_benign,-139.38829706845686,30.328020529981252
holdout_bin_2,random_32shot_baseline,46,id_calibration,5000,id_benign,-11.474137663081157,-2.023909607157787
holdout_bin_2,random_32shot_baseline,46,ood_validation,2000,ood_benign,-22.700756934652233,-3.7199401388662654
holdout_bin_2,random_32shot_baseline,47,attack_eval,1348,attack,-79.91961433262111,11.19562999990588
holdout_bin_2,random_32shot_baseline,47,attack_train_support,32,attack_support,4.153186579151228,19.23438621121193
holdout_bin_2,random_32shot_baseline,47,final_ood_eval,10000,ood_benign,-210.85754922199578,24.605464130861275
holdout_bin_2,random_32shot_baseline,47,id_calibration,5000,id_benign,-10.735905410123078,-1.9823327198983822
holdout_bin_2,random_32shot_baseline,47,ood_validation,2000,ood_benign,-24.06086825852961,-3.579187401339704
holdout_bin_2,random_32shot_baseline,48,attack_eval,1348,attack,-101.62268666341309,9.391058032548921
holdout_bin_2,random_32shot_baseline,48,attack_train_support,32,attack_support,3.822506845271695,20.976376878413895
holdout_bin_2,random_32shot_baseline,48,final_ood_eval,10000,ood_benign,-221.84079908535813,43.51857200773968
holdout_bin_2,random_32shot_baseline,48,id_calibration,5000,id_benign,-13.617770499426856,-1.604529537250695
holdout_bin_2,random_32shot_baseline,48,ood_validation,2000,ood_benign,-29.950155351472617,-3.233843896235136
holdout_bin_2,random_32shot_baseline,49,attack_eval,1348,attack,-89.44381736001772,9.235778471795358
holdout_bin_2,random_32shot_baseline,49,attack_train_support,32,attack_support,3.7987262993854056,19.232395398720932
holdout_bin_2,random_32shot_baseline,49,final_ood_eval,10000,ood_benign,-264.98246509783235,37.191873411762295
holdout_bin_2,random_32shot_baseline,49,id_calibration,5000,id_benign,-13.096164685905972,-1.607269225439115
holdout_bin_2,random_32shot_baseline,49,ood_validation,2000,ood_benign,-26.386989597715598,-3.1284696495410795
holdout_bin_2,random_32shot_baseline,50,attack_eval,1348,attack,-88.77683672088808,9.468577480650678
holdout_bin_2,random_32shot_baseline,50,attack_train_support,32,attack_support,4.313566974459935,19.357629284481632
holdout_bin_2,random_32shot_baseline,50,final_ood_eval,10000,ood_benign,-171.57718844733515,23.312233006396575
holdout_bin_2,random_32shot_baseline,50,id_calibration,5000,id_benign,-10.153032781048879,-1.929965206757335
holdout_bin_2,random_32shot_baseline,50,ood_validation,2000,ood_benign,-24.89873356012064,-3.7662626962117356
holdout_bin_2,random_32shot_baseline,51,attack_eval,1348,attack,-93.253827509944,10.41797694630868
holdout_bin_2,random_32shot_baseline,51,attack_train_support,32,attack_support,4.201088431433938,18.65046808220522
holdout_bin_2,random_32shot_baseline,51,final_ood_eval,10000,ood_benign,-154.29469299196393,31.533231112557342
holdout_bin_2,random_32shot_baseline,51,id_calibration,5000,id_benign,-10.706872294220549,-1.9666751921291734
holdout_bin_2,random_32shot_baseline,51,ood_validation,2000,ood_benign,-24.025823435226844,-3.773990872572355
