holdout,support_method,seed,attack_detection_reproduced_1pct,attack_detection_issue17,ood_alarm_reproduced_1pct,ood_alarm_issue17,threshold_reproduced_1pct,threshold_issue17,attack_detection_abs_delta,ood_alarm_abs_delta,threshold_abs_delta
chrono_late_train_early_eval,random_32shot_baseline,47,0.7203736135434909,0.7203736135434909,0.001,0.001,-3.560014729408409,-3.560014729408409,0.0,0.0,0.0
chrono_late_train_early_eval,random_32shot_baseline,48,0.6868067717454758,0.6868067717454758,0.0018,0.0018,-3.435858018739106,-3.435858018739106,0.0,0.0,0.0
chrono_late_train_early_eval,random_32shot_baseline,49,0.7848803269118505,0.7848803269118505,0.0015,0.0015,-4.555388448570464,-4.555388448570464,0.0,0.0,0.0
chrono_late_train_early_eval,random_32shot_baseline,50,0.7831290134267367,0.7831290134267367,0.0008,0.0008,-4.40694990353057,-4.40694990353057,0.0,0.0,0.0
chrono_late_train_early_eval,random_32shot_baseline,51,0.6938120256859311,0.6938120256859311,0.0024,0.0024,-3.726960167489133,-3.726960167489133,0.0,0.0,0.0
holdout_bin_2,kcenter_32shot,42,0.3264094955489614,0.3264094955489614,0.0011,0.0011,-3.126371385544741,-3.126371385544741,0.0,0.0,0.0
holdout_bin_2,kcenter_32shot,43,0.3264094955489614,0.3264094955489614,0.0011,0.0011,-3.126371385544741,-3.126371385544741,0.0,0.0,0.0
holdout_bin_2,kcenter_32shot,44,0.3264094955489614,0.3264094955489614,0.0011,0.0011,-3.126371385544741,-3.126371385544741,0.0,0.0,0.0
holdout_bin_2,kcenter_32shot,45,0.3264094955489614,0.3264094955489614,0.0011,0.0011,-3.126371385544741,-3.126371385544741,0.0,0.0,0.0
holdout_bin_2,kcenter_32shot,46,0.3264094955489614,0.3264094955489614,0.0011,0.0011,-3.126371385544741,-3.126371385544741,0.0,0.0,0.0
holdout_bin_2,kcenter_32shot,47,0.3264094955489614,0.3264094955489614,0.0011,0.0011,-3.126371385544741,-3.126371385544741,0.0,0.0,0.0
holdout_bin_2,kcenter_32shot,48,0.3264094955489614,0.3264094955489614,0.0011,0.0011,-3.126371385544741,-3.126371385544741,0.0,0.0,0.0
holdout_bin_2,kcenter_32shot,49,0.3264094955489614,0.3264094955489614,0.0011,0.0011,-3.126371385544741,-3.126371385544741,0.0,0.0,0.0
holdout_bin_2,kcenter_32shot,50,0.3264094955489614,0.3264094955489614,0.0011,0.0011,-3.126371385544741,-3.126371385544741,0.0,0.0,0.0
holdout_bin_2,kcenter_32shot,51,0.3264094955489614,0.3264094955489614,0.0011,0.0011,-3.126371385544741,-3.126371385544741,0.0,0.0,0.0
holdout_bin_2,random_32shot_baseline,42,0.4124629080118694,0.4124629080118694,0.0006,0.0006,-4.493964740794713,-4.493964740794713,0.0,0.0,0.0
holdout_bin_2,random_32shot_baseline,43,0.45252225519287836,0.4525222551928783,0.003,0.003,-4.020133028854047,-4.020133028854047,5.551115123125783e-17,0.0,0.0
holdout_bin_2,random_32shot_baseline,44,0.2596439169139466,0.2596439169139466,0.0014,0.0014,-3.559022389761504,-3.559022389761504,0.0,0.0,0.0
holdout_bin_2,random_32shot_baseline,45,0.23293768545994065,0.2329376854599406,0.0014,0.0014,-3.481806003392498,-3.481806003392498,5.551115123125783e-17,0.0,0.0
holdout_bin_2,random_32shot_baseline,46,0.24851632047477745,0.2485163204747774,0.0013,0.0013,-3.5973359498042603,-3.5973359498042603,5.551115123125783e-17,0.0,0.0
holdout_bin_2,random_32shot_baseline,47,0.23516320474777447,0.2351632047477744,0.0014,0.0014,-3.595493096572455,-3.595493096572455,5.551115123125783e-17,0.0,0.0
holdout_bin_2,random_32shot_baseline,48,0.19955489614243324,0.1995548961424332,0.0018,0.0018,-3.303419058307803,-3.303419058307803,2.7755575615628914e-17,0.0,0.0
holdout_bin_2,random_32shot_baseline,49,0.2032640949554896,0.2032640949554896,0.0017,0.0017,-3.402039584608567,-3.402039584608567,0.0,0.0,0.0
holdout_bin_2,random_32shot_baseline,50,0.22774480712166173,0.2277448071216617,0.0012,0.0012,-3.565606192773382,-3.565606192773382,2.7755575615628914e-17,0.0,0.0
holdout_bin_2,random_32shot_baseline,51,0.24777448071216618,0.2477744807121661,0.0013,0.0013,-3.5180060297341864,-3.5180060297341864,8.326672684688674e-17,0.0,0.0
