feature_set,target_field,train_roles,eval_role,eval_phase,rows,classes_train,accuracy,balanced_accuracy
F1_device_family_robust_tail,device_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,ood_val,select,12205,5,1.0,1.0
F1_device_family_robust_tail,device_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,ood_stress,select,79950,5,1.0,1.0
F1_device_family_robust_tail,device_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,sealed_final_ood,all,154900,5,0.0,0.0
F1_device_family_robust_tail,source_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,id_calib,select,51497,5,0.9999611627861817,0.9999611627861817
F1_device_family_robust_tail,source_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,ood_val,select,12205,5,1.0,1.0
F1_device_family_robust_tail,source_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,ood_stress,select,79950,5,1.0,1.0
F1_device_family_robust_tail,source_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,sealed_final_ood,all,154900,5,0.0,0.0
F1_device_family_robust_only,device_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,id_calib,select,51497,5,0.9999611627861817,0.9999611627861817
F1_device_family_robust_only,device_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,ood_val,select,12205,5,1.0,1.0
F1_device_family_robust_only,device_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,ood_stress,select,79950,5,1.0,1.0
F1_device_family_robust_only,device_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,sealed_final_ood,all,154900,5,0.0,0.0
F1_device_family_robust_only,source_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,id_calib,select,51497,5,0.9999611627861817,0.9999611627861817
F1_device_family_robust_only,source_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,ood_val,select,12205,5,1.0,1.0
F1_device_family_robust_only,source_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,ood_stress,select,79950,5,1.0,1.0
F1_device_family_robust_only,source_family,id_calib:fit:20000|ood_val:fit:11295|ood_stress:fit:20000,sealed_final_ood,all,154900,5,0.0,0.0
