candidate,feature_set,split,seed,role,phase,role_kind,rows,attack_threshold,raw_alarm_rate,conflict_review_rate,hard_alarm_rate,attack_score_mean,conflict_score_mean,group_fallback_rate
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,main,42,ood_stress,select,hard_ood,79950,0.0004827615004065783,0.009993746091307067,0.009993746091307067,0.0,0.0001579768864733607,0.9995926106235554,nan
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,main,42,support_val,select,attack,69,0.0004827615004065783,1.0,0.0,1.0,0.9996261695974155,0.00013020468709978487,nan
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,main,42,same_file_query,select,attack,67749,0.0004827615004065783,1.0,0.00028044694386633015,0.9997195530561337,0.9988554034015714,0.0007120393821217622,nan
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,main,42,future_query,select,attack,228649,0.0004827615004065783,1.0,0.00039361641642867454,0.9996063835835713,0.9984929199475834,0.0012464451402998964,nan
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,main,42,sealed_final_ood,all,benign_ood_report,154900,0.0004827615004065783,0.22823111684958036,0.20081342801807617,0.027417688831504198,0.02942272955895374,0.9622844034205331,nan
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,main,42,sealed_final_attack,all,attack_report,110104,0.0004827615004065783,0.9999455060669912,9.082322168131948e-06,0.999936423744823,0.9988083561231318,0.0009444080165651075,nan
CKL_F0_raw115_seed43,F0_raw115,main,43,id_calib,select,benign_id,51497,0.01305690315020079,0.0009515117385478765,0.0009515117385478765,0.0,0.0003350345939201706,0.9991881490838916,nan
CKL_F0_raw115_seed43,F0_raw115,main,43,ood_val,select,benign_ood,12205,0.01305690315020079,0.009832036050798854,0.009832036050798854,0.0,0.001087812501249367,0.9509616002039889,nan
CKL_F0_raw115_seed43,F0_raw115,main,43,ood_stress,select,hard_ood,79950,0.01305690315020079,0.004840525328330207,0.004677923702313946,0.00016260162601626016,0.0006249461898334523,0.9984376215415626,nan
CKL_F0_raw115_seed43,F0_raw115,main,43,support_val,select,attack,69,0.01305690315020079,1.0,0.014492753623188406,0.9855072463768116,0.9771406692718105,0.022047560036528975,nan
CKL_F0_raw115_seed43,F0_raw115,main,43,same_file_query,select,attack,67749,0.01305690315020079,1.0,0.0026125846875968647,0.9973874153124032,0.9859859600889311,0.009817143117671272,nan
CKL_F0_raw115_seed43,F0_raw115,main,43,future_query,select,attack,228649,0.01305690315020079,0.9990815616949997,0.09750315986512077,0.901578401829879,0.8591894560403663,0.1020551412392693,nan
CKL_F0_raw115_seed43,F0_raw115,main,43,sealed_final_ood,all,benign_ood_report,154900,0.01305690315020079,0.10806326662362814,0.10466107165913492,0.0034021949644932213,0.009858789260189705,0.9889435739323074,nan
CKL_F0_raw115_seed43,F0_raw115,main,43,sealed_final_attack,all,attack_report,110104,0.01305690315020079,0.9984741698757539,0.003133401148005522,0.9953407687277483,0.9820572504721065,0.01258973048897711,nan
CKL_F1_global_robust_tail_seed43,F1_global_robust_tail,main,43,id_calib,select,benign_id,51497,0.00908398803927146,0.0013010466629124026,0.0013010466629124026,0.0,0.00029467037433593483,0.9992012265386051,nan
CKL_F1_global_robust_tail_seed43,F1_global_robust_tail,main,43,ood_val,select,benign_ood,12205,0.00908398803927146,0.009668168783285538,0.009668168783285538,0.0,0.0009953317933418982,0.9513932193235234,nan
CKL_F1_global_robust_tail_seed43,F1_global_robust_tail,main,43,ood_stress,select,hard_ood,79950,0.00908398803927146,0.0037398373983739837,0.0035146966854283927,0.000225140712945591,0.0006436396997954383,0.9984845197252827,nan
CKL_F1_global_robust_tail_seed43,F1_global_robust_tail,main,43,support_val,select,attack,69,0.00908398803927146,1.0,0.028985507246376812,0.9710144927536232,0.9716147951599444,0.027650785928325348,nan
CKL_F1_global_robust_tail_seed43,F1_global_robust_tail,main,43,same_file_query,select,attack,67749,0.00908398803927146,1.0,0.003188238940796174,0.9968117610592038,0.9910556378447894,0.006289071747894015,nan
CKL_F1_global_robust_tail_seed43,F1_global_robust_tail,main,43,future_query,select,attack,228649,0.00908398803927146,0.9994882986586427,0.01568342743681363,0.9838048712218291,0.8998947234418219,0.07300915734909419,nan
CKL_F1_global_robust_tail_seed43,F1_global_robust_tail,main,43,sealed_final_ood,all,benign_ood_report,154900,0.00908398803927146,0.2576178179470626,0.24715300193673337,0.010464816010329244,0.019215923466932155,0.978751422766721,nan
CKL_F1_global_robust_tail_seed43,F1_global_robust_tail,main,43,sealed_final_attack,all,attack_report,110104,0.00908398803927146,0.9986830632856208,0.005376734723534113,0.9933063285620868,0.9787900400246033,0.013403155585642076,nan
CKL_F1_global_robust_only_seed43,F1_global_robust_only,main,43,id_calib,select,benign_id,51497,0.05141908034245779,0.0034565120298269804,0.003320581781462998,0.00013593024836398236,0.0014124516018379303,0.9975040285209984,nan
CKL_F1_global_robust_only_seed43,F1_global_robust_only,main,43,ood_val,select,benign_ood,12205,0.05141908034245779,0.00991396968455551,0.00958623514952888,0.0003277345350266284,0.002809104403936895,0.9441174992774269,nan
CKL_F1_global_robust_only_seed43,F1_global_robust_only,main,43,ood_stress,select,hard_ood,79950,0.05141908034245779,0.0013383364602876798,0.001200750469043152,0.00013758599124452783,0.0006526401007026602,0.998596808251153,nan
CKL_F1_global_robust_only_seed43,F1_global_robust_only,main,43,support_val,select,attack,69,0.05141908034245779,1.0,0.014492753623188406,0.9855072463768116,0.9758705748271598,0.017046179874041327,nan
CKL_F1_global_robust_only_seed43,F1_global_robust_only,main,43,same_file_query,select,attack,67749,0.05141908034245779,0.9992324609957343,0.0017417231250645767,0.9974907378706697,0.9859633938673291,0.009700450101108718,nan
CKL_F1_global_robust_only_seed43,F1_global_robust_only,main,43,future_query,select,attack,228649,0.05141908034245779,0.9423089538987706,0.1443653809988235,0.7979435728999471,0.8053031940852883,0.17926070862380047,nan
CKL_F1_global_robust_only_seed43,F1_global_robust_only,main,43,sealed_final_ood,all,benign_ood_report,154900,0.05141908034245779,0.04635894125242092,0.03848934796642996,0.007869593285990961,0.01672734132126505,0.9809640692969033,nan
CKL_F1_global_robust_only_seed43,F1_global_robust_only,main,43,sealed_final_attack,all,attack_report,110104,0.05141908034245779,0.9976930901692945,0.006212308363002252,0.9914807818062922,0.9782793681622546,0.015540172536154946,nan
CKL_F1_device_family_robust_tail_seed43,F1_device_family_robust_tail,main,43,id_calib,select,benign_id,51497,0.0004429799429713675,0.002932209643280191,0.002932209643280191,0.0,0.00012088837573873286,0.9996370309915588,0.0
CKL_F1_device_family_robust_tail_seed43,F1_device_family_robust_tail,main,43,ood_val,select,benign_ood,12205,0.0004429799429713675,0.0001638672675133142,0.0001638672675133142,0.0,0.00011594466787796411,0.9996473706556763,0.0
CKL_F1_device_family_robust_tail_seed43,F1_device_family_robust_tail,main,43,ood_stress,select,hard_ood,79950,0.0004429799429713675,0.009981238273921202,0.009981238273921202,0.0,0.0001740355425619482,0.999566164815191,0.0
CKL_F1_device_family_robust_tail_seed43,F1_device_family_robust_tail,main,43,support_val,select,attack,69,0.0004429799429713675,1.0,0.0,1.0,0.9996474869572479,0.00012080017934054833,1.0
CKL_F1_device_family_robust_tail_seed43,F1_device_family_robust_tail,main,43,same_file_query,select,attack,67749,0.0004429799429713675,1.0,0.000664216445999203,0.9993357835540008,0.9988046319006827,0.0007512649916921092,1.0
CKL_F1_device_family_robust_tail_seed43,F1_device_family_robust_tail,main,43,future_query,select,attack,228649,0.0004429799429713675,1.0,0.00038049586921438537,0.9996195041307856,0.9990759493961661,0.0006588433082793999,1.0
CKL_F1_device_family_robust_tail_seed43,F1_device_family_robust_tail,main,43,sealed_final_ood,all,benign_ood_report,154900,0.0004429799429713675,0.21656552614590058,0.18857327307940608,0.027992253066494513,0.030090417395209294,0.9612695242837231,1.0
CKL_F1_device_family_robust_tail_seed43,F1_device_family_robust_tail,main,43,sealed_final_attack,all,attack_report,110104,0.0004429799429713675,0.9999455060669912,0.0,0.9999455060669912,0.9982478275926913,0.001503650640988243,1.0
CKL_F1_device_family_robust_only_seed43,F1_device_family_robust_only,main,43,id_calib,select,benign_id,51497,0.00046604934477709897,0.0026215119327339456,0.0026215119327339456,0.0,0.00012091742732155486,0.9996370855232527,nan
CKL_F1_device_family_robust_only_seed43,F1_device_family_robust_only,main,43,ood_val,select,benign_ood,12205,0.00046604934477709897,0.0001638672675133142,0.0001638672675133142,0.0,0.00011614975950526814,0.9996469292639515,nan
CKL_F1_device_family_robust_only_seed43,F1_device_family_robust_only,main,43,ood_stress,select,hard_ood,79950,0.00046604934477709897,0.010006253908692933,0.010006253908692933,0.0,0.00018102424538002346,0.9995565664592304,nan
CKL_F1_device_family_robust_only_seed43,F1_device_family_robust_only,main,43,support_val,select,attack,69,0.00046604934477709897,1.0,0.0,1.0,0.9996475426436161,0.00012055965016263091,nan
CKL_F1_device_family_robust_only_seed43,F1_device_family_robust_only,main,43,same_file_query,select,attack,67749,0.00046604934477709897,1.0,0.0008561011970656394,0.9991438988029344,0.9987463676309842,0.0008476030491221366,nan
CKL_F1_device_family_robust_only_seed43,F1_device_family_robust_only,main,43,future_query,select,attack,228649,0.00046604934477709897,1.0,0.00038049586921438537,0.9996195041307856,0.9990687716662278,0.0006648652629078823,nan
CKL_F1_device_family_robust_only_seed43,F1_device_family_robust_only,main,43,sealed_final_ood,all,benign_ood_report,154900,0.00046604934477709897,0.21047127178825048,0.18282117495158168,0.02765009683666882,0.03061908377827657,0.9598142917684159,nan
CKL_F1_device_family_robust_only_seed43,F1_device_family_robust_only,main,43,sealed_final_attack,all,attack_report,110104,0.00046604934477709897,0.9999455060669912,7.265857734505559e-05,0.9998728474896461,0.9987422009486675,0.0010082024375241124,nan
CKL_F0_raw115_seed44,F0_raw115,main,44,id_calib,select,benign_id,51497,0.01336644857623776,0.0011262792007301395,0.0011262792007301395,0.0,0.00036678026556225007,0.9991485147771627,nan
CKL_F0_raw115_seed44,F0_raw115,main,44,ood_val,select,benign_ood,12205,0.01336644857623776,0.009995903318312167,0.009995903318312167,0.0,0.0011408803946090045,0.9504988173835955,nan
CKL_F0_raw115_seed44,F0_raw115,main,44,ood_stress,select,hard_ood,79950,0.01336644857623776,0.004427767354596623,0.004277673545966229,0.000150093808630394,0.0005991855133472104,0.9984640062103365,nan
CKL_F0_raw115_seed44,F0_raw115,main,44,support_val,select,attack,69,0.01336644857623776,1.0,0.014492753623188406,0.9855072463768116,0.9810775614461015,0.018106282767253977,nan
CKL_F0_raw115_seed44,F0_raw115,main,44,same_file_query,select,attack,67749,0.01336644857623776,1.0,0.002228815185463992,0.997771184814536,0.9848472620839098,0.011096384498680391,nan
CKL_F0_raw115_seed44,F0_raw115,main,44,future_query,select,attack,228649,0.01336644857623776,0.9991121763051665,0.0162082493253852,0.9829039269797812,0.8800494612657426,0.09091043363366344,nan
CKL_F0_raw115_seed44,F0_raw115,main,44,sealed_final_ood,all,benign_ood_report,154900,0.01336644857623776,0.09717882504841834,0.09509360877985797,0.0020852162685603614,0.008878411234574387,0.9898813510336176,nan
CKL_F0_raw115_seed44,F0_raw115,main,44,sealed_final_attack,all,attack_report,110104,0.01336644857623776,0.9985014168422582,0.003505776356898932,0.9949956404853593,0.9817416268132397,0.012701728998158274,nan
CKL_F1_global_robust_tail_seed44,F1_global_robust_tail,main,44,id_calib,select,benign_id,51497,0.010611926377617856,0.0013398838767306833,0.0013398838767306833,0.0,0.0003177972690144197,0.9991883878354654,nan
CKL_F1_global_robust_tail_seed44,F1_global_robust_tail,main,44,ood_val,select,benign_ood,12205,0.010611926377617856,0.010077836952068825,0.010077836952068825,0.0,0.0010329827703130883,0.9510773831867526,nan
CKL_F1_global_robust_tail_seed44,F1_global_robust_tail,main,44,ood_stress,select,hard_ood,79950,0.010611926377617856,0.0022764227642276423,0.0020762976860537836,0.00020012507817385866,0.000580787676019487,0.9985101199499142,nan
CKL_F1_global_robust_tail_seed44,F1_global_robust_tail,main,44,support_val,select,attack,69,0.010611926377617856,1.0,0.014492753623188406,0.9855072463768116,0.9794408673844377,0.01991617272031385,nan
CKL_F1_global_robust_tail_seed44,F1_global_robust_tail,main,44,same_file_query,select,attack,67749,0.010611926377617856,1.0,0.00253878286026362,0.9974612171397363,0.9895423619352903,0.007143779667603095,nan
CKL_F1_global_robust_tail_seed44,F1_global_robust_tail,main,44,future_query,select,attack,228649,0.010611926377617856,0.9995539013947141,0.06712909306404138,0.9324248083306728,0.874160994837872,0.10465899552405529,nan
CKL_F1_global_robust_tail_seed44,F1_global_robust_tail,main,44,sealed_final_ood,all,benign_ood_report,154900,0.010611926377617856,0.1454615881213686,0.13963847643641059,0.005823111684958037,0.010543801055331661,0.9873279843121882,nan
CKL_F1_global_robust_tail_seed44,F1_global_robust_tail,main,44,sealed_final_attack,all,attack_report,110104,0.010611926377617856,0.9987103102521253,0.005140594347162682,0.9935697159049626,0.9846214427016141,0.010218838053206692,nan
CKL_F1_global_robust_only_seed44,F1_global_robust_only,main,44,id_calib,select,benign_id,51497,0.055400812900838474,0.002136046760005437,0.0021166281530962967,1.9418606909140338e-05,0.0013786798355353482,0.9976006308085074,nan
CKL_F1_global_robust_only_seed44,F1_global_robust_only,main,44,ood_val,select,benign_ood,12205,0.055400812900838474,0.010077836952068825,0.009668168783285538,0.00040966816878328555,0.0029534307921815187,0.9434471515606141,nan
CKL_F1_global_robust_only_seed44,F1_global_robust_only,main,44,ood_stress,select,hard_ood,79950,0.055400812900838474,0.001050656660412758,0.0008755472170106316,0.00017510944340212633,0.0007223679609776095,0.9984707050070102,nan
CKL_F1_global_robust_only_seed44,F1_global_robust_only,main,44,support_val,select,attack,69,0.055400812900838474,1.0,0.014492753623188406,0.9855072463768116,0.9780124104100555,0.01571978939726832,nan
CKL_F1_global_robust_only_seed44,F1_global_robust_only,main,44,same_file_query,select,attack,67749,0.055400812900838474,0.9998966774417335,0.010140371075587832,0.9897563063661456,0.9798021232752409,0.016005867320573033,nan
CKL_F1_global_robust_only_seed44,F1_global_robust_only,main,44,future_query,select,attack,228649,0.055400812900838474,0.9239270672515515,0.1348529842684639,0.7890740829830876,0.7955103167735098,0.18885676988153405,nan
CKL_F1_global_robust_only_seed44,F1_global_robust_only,main,44,sealed_final_ood,all,benign_ood_report,154900,0.055400812900838474,0.03736604260813428,0.03106520335700452,0.006300839251129761,0.014668295993482105,0.9833924809730047,nan
CKL_F1_global_robust_only_seed44,F1_global_robust_only,main,44,sealed_final_attack,all,attack_report,110104,0.055400812900838474,0.9974024558599143,0.006076073530480273,0.991326382329434,0.9782107888235414,0.015367353733961394,nan
CKL_F1_device_family_robust_tail_seed44,F1_device_family_robust_tail,main,44,id_calib,select,benign_id,51497,0.0005462245850274131,0.0009709303454570169,0.0009709303454570169,0.0,0.00012155552001607326,0.9996327917503859,0.0
CKL_F1_device_family_robust_tail_seed44,F1_device_family_robust_tail,main,44,ood_val,select,benign_ood,12205,0.0005462245850274131,8.19336337566571e-05,8.19336337566571e-05,0.0,0.00011630574953699962,0.9996468730967688,0.0
CKL_F1_device_family_robust_tail_seed44,F1_device_family_robust_tail,main,44,ood_stress,select,hard_ood,79950,0.0005462245850274131,0.009993746091307067,0.009943714821763603,5.0031269543464665e-05,0.00020733624571569545,0.9994853744321752,0.0
CKL_F1_device_family_robust_tail_seed44,F1_device_family_robust_tail,main,44,support_val,select,attack,69,0.0005462245850274131,1.0,0.0,1.0,0.9996463059574892,0.00012288683624384885,1.0
CKL_F1_device_family_robust_tail_seed44,F1_device_family_robust_tail,main,44,same_file_query,select,attack,67749,0.0005462245850274131,1.0,0.000649456080532554,0.9993505439194674,0.99651970902333,0.0014784561733174996,1.0
CKL_F1_device_family_robust_tail_seed44,F1_device_family_robust_tail,main,44,future_query,select,attack,228649,0.0005462245850274131,0.9999912529685238,0.0004198575108572528,0.9995713954576666,0.9986081383753965,0.0011191150619936539,1.0
CKL_F1_device_family_robust_tail_seed44,F1_device_family_robust_tail,main,44,sealed_final_ood,all,benign_ood_report,154900,0.0005462245850274131,0.19202065848934796,0.1656358941252421,0.026384764364105875,0.027984854112665422,0.9642982696882313,1.0
CKL_F1_device_family_robust_tail_seed44,F1_device_family_robust_tail,main,44,sealed_final_attack,all,attack_report,110104,0.0005462245850274131,0.9999455060669912,3.6329288672527794e-05,0.9999091767783187,0.9981220491502807,0.0016233715411132037,1.0
CKL_F1_device_family_robust_only_seed44,F1_device_family_robust_only,main,44,id_calib,select,benign_id,51497,0.00054832777696099,0.0009709303454570169,0.0009709303454570169,0.0,0.00012121242692800038,0.9996340460434324,nan
CKL_F1_device_family_robust_only_seed44,F1_device_family_robust_only,main,44,ood_val,select,benign_ood,12205,0.00054832777696099,8.19336337566571e-05,8.19336337566571e-05,0.0,0.00011648873610098957,0.9996464023492846,nan
CKL_F1_device_family_robust_only_seed44,F1_device_family_robust_only,main,44,ood_stress,select,hard_ood,79950,0.00054832777696099,0.00975609756097561,0.009706066291432145,5.0031269543464665e-05,0.00020554481167430944,0.9994872216592984,nan
CKL_F1_device_family_robust_only_seed44,F1_device_family_robust_only,main,44,support_val,select,attack,69,0.00054832777696099,1.0,0.0,1.0,0.9996477110044634,0.00012122442772187603,nan
CKL_F1_device_family_robust_only_seed44,F1_device_family_robust_only,main,44,same_file_query,select,attack,67749,0.00054832777696099,1.0,0.0,1.0,0.997526426681225,0.0010901684533959034,nan
CKL_F1_device_family_robust_only_seed44,F1_device_family_robust_only,main,44,future_query,select,attack,228649,0.00054832777696099,1.0,0.0004242310265953492,0.9995757689734046,0.9986300333477739,0.0010930942057767851,nan
CKL_F1_device_family_robust_only_seed44,F1_device_family_robust_only,main,44,sealed_final_ood,all,benign_ood_report,154900,0.00054832777696099,0.19742414460942542,0.17136862491930277,0.02605551969012266,0.027814477591830186,0.9643258653506213,nan
CKL_F1_device_family_robust_only_seed44,F1_device_family_robust_only,main,44,sealed_final_attack,all,attack_report,110104,0.00054832777696099,0.9999455060669912,9.082322168131948e-06,0.999936423744823,0.9988050093601002,0.0009409227666535041,nan
CKL_F0_raw115_seed45,F0_raw115,main,45,id_calib,select,benign_id,51497,0.014257910094306644,0.0008350000970930346,0.0008350000970930346,0.0,0.00031922888447246967,0.9991955437333864,nan
CKL_F0_raw115_seed45,F0_raw115,main,45,ood_val,select,benign_ood,12205,0.014257910094306644,0.00958623514952888,0.00958623514952888,0.0,0.0010820635889974303,0.9498377661204264,nan
CKL_F0_raw115_seed45,F0_raw115,main,45,ood_stress,select,hard_ood,79950,0.014257910094306644,0.003977485928705441,0.0038148843026891807,0.00016260162601626016,0.000611680740078383,0.9984930318281326,nan
CKL_F0_raw115_seed45,F0_raw115,main,45,support_val,select,attack,69,0.014257910094306644,1.0,0.028985507246376812,0.9710144927536232,0.974332233562146,0.024626638151569367,nan
CKL_F0_raw115_seed45,F0_raw115,main,45,same_file_query,select,attack,67749,0.014257910094306644,1.0,0.0034244047882625575,0.9965755952117374,0.9869371335974004,0.00896016633422854,nan
CKL_F0_raw115_seed45,F0_raw115,main,45,future_query,select,attack,228649,0.014257910094306644,0.9990422000533569,0.010802583873098067,0.9882396161802588,0.8983840841861227,0.0693966619883784,nan
CKL_F0_raw115_seed45,F0_raw115,main,45,sealed_final_ood,all,benign_ood_report,154900,0.014257910094306644,0.04029696578437702,0.03848289218850871,0.0018140735958683022,0.0060621956454711455,0.9930187130736491,nan
CKL_F0_raw115_seed45,F0_raw115,main,45,sealed_final_attack,all,attack_report,110104,0.014257910094306644,0.9984015112984088,0.004686478238756085,0.9937150330596527,0.9805013542885739,0.015279781949220273,nan
CKL_F1_global_robust_tail_seed45,F1_global_robust_tail,main,45,id_calib,select,benign_id,51497,0.009211428204546086,0.0012427908421849816,0.0012427908421849816,0.0,0.0003077924099269543,0.9991830484576005,nan
CKL_F1_global_robust_tail_seed45,F1_global_robust_tail,main,45,ood_val,select,benign_ood,12205,0.009211428204546086,0.00991396968455551,0.00991396968455551,0.0,0.0009519467111271278,0.9504857525940399,nan
CKL_F1_global_robust_tail_seed45,F1_global_robust_tail,main,45,ood_stress,select,hard_ood,79950,0.009211428204546086,0.0033395872420262664,0.0031269543464665416,0.00021263289555972483,0.0006345709594665918,0.9984446195970618,nan
CKL_F1_global_robust_tail_seed45,F1_global_robust_tail,main,45,support_val,select,attack,69,0.009211428204546086,1.0,0.028985507246376812,0.9710144927536232,0.9671623768521305,0.03204892515165226,nan
