candidate,feature_set,split,seed,role,phase,role_kind,rows,attack_threshold,raw_alarm_rate,conflict_review_rate,hard_alarm_rate,attack_score_mean,conflict_score_mean,group_fallback_rate,held_field,held_value
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,support_val,select,,0,0.061766288688528605,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,same_file_query,select,,0,0.061766288688528605,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,future_query,select,,0,0.061766288688528605,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,sealed_final_ood,all,benign_ood_report,99950,0.061766288688528605,0.04063031515757879,0.020210105052526264,0.020420210105052527,0.02195553130859763,0.9747654739736246,nan,device_family,iotsim-ip-camera-street
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,sealed_final_attack,all,,0,0.061766288688528605,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,id_calib,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,ood_val,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,ood_stress,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,support_val,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,same_file_query,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,future_query,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,sealed_final_ood,all,benign_ood_report,99950,0.0005290484553913644,0.3384392196098049,0.30216108054027013,0.03627813906953477,0.03767501785768585,0.9533393805824646,1.0,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,sealed_final_attack,all,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,id_calib,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,ood_val,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,ood_stress,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,support_val,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,same_file_query,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,future_query,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,sealed_final_ood,all,benign_ood_report,99950,0.0004827615004065783,0.3384392196098049,0.30076038019009504,0.037678839419709856,0.0393947686859686,0.950308610981009,nan,device_family,iotsim-ip-camera-street
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,sealed_final_attack,all,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-street
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,id_calib,select,,0,0.010761205956304138,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,ood_val,select,,0,0.010761205956304138,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,ood_stress,select,,0,0.010761205956304138,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,support_val,select,,0,0.010761205956304138,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,same_file_query,select,,0,0.010761205956304138,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,future_query,select,,0,0.010761205956304138,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,sealed_final_ood,all,benign_ood_report,54950,0.010761205956304138,0.021910828025477707,0.019326660600545952,0.002584167424931756,0.0038127760797502836,0.9950386049761598,nan,device_family,iotsim-ip-camera-museum
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,sealed_final_attack,all,,0,0.010761205956304138,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,id_calib,select,,0,0.008016045861305329,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,ood_val,select,,0,0.008016045861305329,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,ood_stress,select,,0,0.008016045861305329,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,support_val,select,,0,0.008016045861305329,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,same_file_query,select,,0,0.008016045861305329,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,future_query,select,,0,0.008016045861305329,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,sealed_final_ood,all,benign_ood_report,54950,0.008016045861305329,0.02684258416742493,0.02416742493175614,0.00267515923566879,0.0054039548978040645,0.9936032038733416,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,sealed_final_attack,all,,0,0.008016045861305329,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,id_calib,select,,0,0.061766288688528605,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,ood_val,select,,0,0.061766288688528605,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,ood_stress,select,,0,0.061766288688528605,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,support_val,select,,0,0.061766288688528605,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,same_file_query,select,,0,0.061766288688528605,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,future_query,select,,0,0.061766288688528605,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,sealed_final_ood,all,benign_ood_report,54950,0.061766288688528605,0.005586897179253867,0.004913557779799818,0.0006733393994540492,0.004904253822170058,0.9938063969206232,nan,device_family,iotsim-ip-camera-museum
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,sealed_final_attack,all,,0,0.061766288688528605,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,id_calib,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,ood_val,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,ood_stress,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,support_val,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,same_file_query,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,future_query,select,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,sealed_final_ood,all,benign_ood_report,54950,0.0005290484553913644,0.027807097361237487,0.018307552320291173,0.009499545040946316,0.010937658368199404,0.9855222604232142,1.0,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,sealed_final_attack,all,,0,0.0005290484553913644,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,id_calib,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,ood_val,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,ood_stress,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,support_val,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,same_file_query,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,future_query,select,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,sealed_final_ood,all,benign_ood_report,54950,0.0004827615004065783,0.027770700636942675,0.019017288444040038,0.008753412192902639,0.011284325359770189,0.9840674872118051,nan,device_family,iotsim-ip-camera-museum
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,sealed_final_attack,all,,0,0.0004827615004065783,nan,nan,nan,nan,nan,nan,device_family,iotsim-ip-camera-museum
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,id_calib,select,,0,0.005925718619987394,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,ood_val,select,,0,0.005925718619987394,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,ood_stress,select,hard_ood,79950,0.005925718619987394,0.9986491557223265,0.0009130706691682301,0.9977360850531583,0.9972175979562128,0.002168469104675403,nan,device_family,iotsim-stream-consumer
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,support_val,select,,0,0.005925718619987394,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,same_file_query,select,,0,0.005925718619987394,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,future_query,select,,0,0.005925718619987394,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,sealed_final_ood,all,,0,0.005925718619987394,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,sealed_final_attack,all,,0,0.005925718619987394,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,id_calib,select,,0,0.005385301749917842,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,ood_val,select,,0,0.005385301749917842,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,ood_stress,select,hard_ood,79950,0.005385301749917842,0.9983864915572233,0.000600375234521576,0.9977861163227016,0.9973738269516068,0.002097974753056528,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,support_val,select,,0,0.005385301749917842,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,same_file_query,select,,0,0.005385301749917842,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,future_query,select,,0,0.005385301749917842,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,sealed_final_ood,all,,0,0.005385301749917842,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,sealed_final_attack,all,,0,0.005385301749917842,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,id_calib,select,,0,0.008822301982651624,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,ood_val,select,,0,0.008822301982651624,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,ood_stress,select,hard_ood,79950,0.008822301982651624,0.9984740462789243,0.000900562851782364,0.9975734834271419,0.9969832547442804,0.0023922947319962255,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,support_val,select,,0,0.008822301982651624,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,same_file_query,select,,0,0.008822301982651624,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,future_query,select,,0,0.008822301982651624,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,sealed_final_ood,all,,0,0.008822301982651624,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,sealed_final_attack,all,,0,0.008822301982651624,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,id_calib,select,,0,0.0003820380783523015,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,ood_val,select,,0,0.0003820380783523015,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,ood_stress,select,hard_ood,79950,0.0003820380783523015,1.0,0.00031269543464665416,0.9996873045653534,0.9993690601871865,0.00044225038377463505,1.0,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,support_val,select,,0,0.0003820380783523015,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,same_file_query,select,,0,0.0003820380783523015,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,future_query,select,,0,0.0003820380783523015,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,sealed_final_ood,all,,0,0.0003820380783523015,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,sealed_final_attack,all,,0,0.0003820380783523015,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,id_calib,select,,0,0.00033645730787905354,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,ood_val,select,,0,0.00033645730787905354,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,ood_stress,select,hard_ood,79950,0.00033645730787905354,1.0,0.000300187617260788,0.9996998123827392,0.999413257474879,0.0003922001423651501,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,support_val,select,,0,0.00033645730787905354,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,same_file_query,select,,0,0.00033645730787905354,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,future_query,select,,0,0.00033645730787905354,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,sealed_final_ood,all,,0,0.00033645730787905354,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,sealed_final_attack,all,,0,0.00033645730787905354,nan,nan,nan,nan,nan,nan,device_family,iotsim-stream-consumer
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,id_calib,select,,0,0.01337261921102279,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,ood_val,select,benign_ood,12205,0.01337261921102279,0.7009422367882016,0.19262597296190087,0.5083162638263007,0.49683502846666255,0.4442171668216287,nan,device_family,iotsim-hydraulic-system
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,ood_stress,select,,0,0.01337261921102279,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,support_val,select,,0,0.01337261921102279,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,same_file_query,select,,0,0.01337261921102279,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,future_query,select,,0,0.01337261921102279,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,sealed_final_ood,all,,0,0.01337261921102279,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F0_raw115_seed42,F0_raw115,leave_device_family,42,sealed_final_attack,all,,0,0.01337261921102279,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,id_calib,select,,0,0.006181181624093964,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,ood_val,select,benign_ood,12205,0.006181181624093964,0.617697664891438,0.13248668578451453,0.4852109791069234,0.4589504039518757,0.48532021486093835,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,ood_stress,select,,0,0.006181181624093964,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,support_val,select,,0,0.006181181624093964,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,same_file_query,select,,0,0.006181181624093964,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,future_query,select,,0,0.006181181624093964,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,sealed_final_ood,all,,0,0.006181181624093964,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_tail_seed42,F1_global_robust_tail,leave_device_family,42,sealed_final_attack,all,,0,0.006181181624093964,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,id_calib,select,,0,0.015268220365043444,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,ood_val,select,benign_ood,12205,0.015268220365043444,0.6223678820155674,0.13527242933224087,0.4870954526833265,0.4523502671985597,0.4738010169976316,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,ood_stress,select,,0,0.015268220365043444,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,support_val,select,,0,0.015268220365043444,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,same_file_query,select,,0,0.015268220365043444,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
