variant,role,true_attack_label,rows,core_rate,core_plus_near_rate,uncertain_rate,out_of_region_rate,nearest_label_match_rate,true_region_core_rate,true_region_core_plus_near_rate,true_region_uncertain_rate,true_region_out_of_region_rate,read_only,evidence_status
B0_frozen512_two_medoid,same_file_time_forward_dev_query_exact,Merlin UDP Flooding,6542,0.0,0.0,0.0,1.0,0.0,0.0,0.11066952002445735,0.2833995719963314,0.6059309079792112,True,reused_development_diagnostic_not_fresh_validation
B0_frozen512_two_medoid,same_file_time_forward_dev_query_exact,Mirai C&C Communication,106,0.9905660377358491,0.9905660377358491,0.0,0.009433962264150943,0.11320754716981132,1.0,1.0,0.0,0.0,True,reused_development_diagnostic_not_fresh_validation
B0_frozen512_two_medoid,same_file_time_forward_dev_query_exact,Mirai GRE Flooding,24000,1.0,1.0,0.0,0.0,0.0,0.0,0.07645833333333334,0.216125,0.7074166666666667,True,reused_development_diagnostic_not_fresh_validation
B0_frozen512_two_medoid,same_file_time_forward_dev_query_exact,Mirai TCP Flooding,24000,0.66275,0.66275,0.00016666666666666666,0.33708333333333335,0.66275,0.7865,0.8852916666666667,0.10670833333333334,0.008,True,reused_development_diagnostic_not_fresh_validation
B0_frozen512_two_medoid,same_file_time_forward_dev_query_exact,Mirai UDP Flooding,24000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,C&C Communication,256,0.80078125,0.91015625,0.015625,0.07421875,0.0,,,,,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,CoAP Amplification,12000,0.0006666666666666666,0.0014166666666666668,0.00016666666666666666,0.9984166666666666,0.0,,,,,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,File Download,2378,0.7548359966358285,0.9966358284272497,0.0,0.00336417157275021,0.9949537426408747,0.7539949537426409,0.9978973927670312,0.001261564339781329,0.0008410428931875525,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Ingress Tool Transfer,7754,0.7420686097498066,0.8818674232654115,0.061645602269796235,0.05648697446479237,0.9420944028888316,0.7464534433840598,0.8884446737167914,0.09478978591694609,0.016765540366262575,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Merlin C&C Communication,19590,0.24170495150587035,0.2992343032159265,0.3366003062787136,0.3641653905053599,0.06967840735068913,0.4775395610005105,0.567687595712098,0.38514548238897395,0.04716692189892802,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Merlin ICMP Flooding,27985,0.0566017509380025,0.9878506342683581,0.012077898874396998,7.146685724495266e-05,0.9986421297123459,0.05535108093621583,0.9867786314096838,0.012042165445774522,0.0011792031445417189,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Merlin TCP Flooding,36000,0.23966666666666667,0.2578888888888889,0.011194444444444444,0.7309166666666667,0.141,0.8430833333333333,0.8845555555555555,0.0901388888888889,0.025305555555555557,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Merlin UDP Flooding,15000,0.0216,0.042,0.023,0.935,0.112,0.021733333333333334,0.0626,0.0478,0.8896,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai C&C Communication,716,0.9539106145251397,0.9818435754189944,0.006983240223463687,0.0111731843575419,0.3226256983240223,0.8296089385474861,0.8952513966480447,0.034916201117318434,0.06983240223463687,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai GRE Flooding,36000,0.8495833333333334,0.9769166666666667,0.01563888888888889,0.0074444444444444445,0.9996111111111111,0.8494722222222222,0.9769444444444444,0.01563888888888889,0.007416666666666667,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai TCP Flooding,36000,0.7248055555555556,0.7448888888888889,0.030805555555555555,0.22430555555555556,0.7668888888888888,0.7405833333333334,0.8458888888888889,0.1530277777777778,0.0010833333333333333,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai UDP Flooding,36000,0.08244444444444445,0.17202777777777778,0.049694444444444444,0.7782777777777777,1.0,0.08244444444444445,0.17202777777777778,0.049694444444444444,0.7782777777777777,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Reporting,224,0.29464285714285715,0.3794642857142857,0.33482142857142855,0.2857142857142857,0.0,,,,,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,TCP Scan,72000,0.34375,0.7811111111111111,0.15511111111111112,0.06377777777777778,0.0,,,,,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Telnet Brute Force,72000,0.155875,0.5724305555555556,0.3091527777777778,0.11841666666666667,0.0,,,,,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,UDP Scan,4242,0.847006129184347,0.9092409240924092,0.060113154172560114,0.030645921735030647,0.0,,,,,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,File Download,105,0.29523809523809524,1.0,0.0,0.0,1.0,0.29523809523809524,1.0,0.0,0.0,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Ingress Tool Transfer,2381,0.8084838303233935,0.9462410751784964,0.029399412011759767,0.024359512809743807,0.9743805123897522,0.8080638387232255,0.9462410751784964,0.052078958420831586,0.0016799664006719867,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin C&C Communication,6827,0.3010106928372638,0.4533470045407939,0.17006005566134466,0.37659293979786146,0.09008349201699135,0.6730628387285778,0.728724183389483,0.26395195547092426,0.007323861139592793,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin ICMP Flooding,13718,0.2572532439131069,0.7436944160956408,0.0,0.25630558390435926,0.9982504738300044,0.25594109928561015,0.7420906837731448,0.0,0.2579093162268552,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin TCP Flooding,24000,0.022916666666666665,0.035458333333333335,0.015791666666666666,0.94875,4.1666666666666665e-05,0.294875,0.5117916666666666,0.270625,0.21758333333333332,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin UDP Flooding,6542,0.0,0.0,0.0001528584530724549,0.9998471415469276,0.0,0.08697645979822684,0.11785386731886273,0.301742586365026,0.5804035463161112,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai C&C Communication,106,0.9905660377358491,0.9905660377358491,0.0,0.009433962264150943,0.8867924528301887,0.9905660377358491,0.9905660377358491,0.009433962264150943,0.0,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai GRE Flooding,24000,0.7154166666666667,1.0,0.0,0.0,1.0,0.7154166666666667,1.0,0.0,0.0,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai TCP Flooding,24000,0.6639166666666667,0.6639166666666667,0.0,0.33608333333333335,0.647375,0.8000416666666667,0.9819166666666667,0.018083333333333333,0.0,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai UDP Flooding,24000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,reused_development_diagnostic_not_fresh_validation
