strategy,variant,seed,score_role,n,min,p50,p90,p95,p99,max,mean,std
reset_at_split_boundary,old_formal_fit32,43,id_calib,600,0.0014663845948532988,0.003333788360833054,0.01588128349796499,0.017676350322381643,0.030694464742008026,0.0407382151201405,0.005965278682135029,0.006150471003684638
reset_at_split_boundary,old_formal_fit32,43,ood_val,1500,0.0014763795572710888,0.009094928469402271,0.021058427925796232,0.030176437426010734,0.053658319253798964,0.07642332651233849,0.012568599205412728,0.01056074765847543
reset_at_split_boundary,old_formal_fit32,43,final_ood_eval,3000,0.00110866508835635,0.006078309224500615,0.01310223730927139,0.014375405068972972,0.029479847050874655,0.32646590780006124,0.007636985424904312,0.013389990650225668
reset_at_split_boundary,old_formal_fit32,43,attack_eval,2250,0.0022301358019084145,0.4355497060905604,0.850995332905945,0.869033338303666,0.972895411561508,0.972895411561508,0.46002000819550054,0.31002058439000457
reset_at_split_boundary,old_formal_fit32,43,support_train,32,0.05991502855339784,0.8327075136880234,0.972895411561508,0.972895411561508,0.972895411561508,0.972895411561508,0.703967838373671,0.30110203216766007
reset_at_split_boundary,old_formal_fit32,43,support_val,0,nan,nan,nan,nan,nan,nan,nan,nan
reset_at_split_boundary,old_formal_fit32,43,new_heldout_attack_eval_probe,6000,0.002673962159854592,0.018684022896862156,0.4544483530428707,0.5790164989924006,0.869033338303666,0.869033338303666,0.10566646101984253,0.20413666398010874
reset_at_split_boundary,old_selection_style_24_8,43,id_calib,600,0.0009573239147353832,0.002717960165543961,0.010382251571665606,0.01471370044587654,0.02498645822652149,0.03863060219009102,0.004800862121646662,0.005126544476761034
reset_at_split_boundary,old_selection_style_24_8,43,ood_val,1500,0.0010751799551727353,0.006428443048166521,0.02168297904949385,0.02168297904949385,0.02168297904949385,0.02549615179579163,0.01082782079273135,0.00683921997751723
reset_at_split_boundary,old_selection_style_24_8,43,final_ood_eval,3000,0.000787128525943111,0.004970153831252206,0.01551927213115761,0.01588424129938992,0.029244613585875802,0.5562882915405993,0.007773112188604881,0.02388853951893636
reset_at_split_boundary,old_selection_style_24_8,43,attack_eval,2250,0.0014066810526137397,0.19909010562655688,0.5289029047637802,0.6026845751829566,0.9088773435549198,0.9655984244465867,0.24776713493029406,0.21984800665234494
reset_at_split_boundary,old_selection_style_24_8,43,support_train,24,0.07542723980256966,0.8749289393881764,0.9569072891663164,0.9582070625572046,0.9609775987759253,0.9617533786574838,0.6992974895456725,0.29238624165295374
reset_at_split_boundary,old_selection_style_24_8,43,support_val,8,0.03215556513103587,0.3372920465978381,0.5703453011706376,0.7233337848400776,0.8457245717756298,0.8763222685095179,0.34155443675641145,0.2475488320998063
reset_at_split_boundary,old_selection_style_24_8,43,new_heldout_attack_eval_probe,6000,0.0020568057700436964,0.009242599328590445,0.1896749494071635,0.3289298562540194,0.5289029047637802,0.5561826133169502,0.050452497661967736,0.11226270793614825
reset_at_split_boundary,old_formal_fit32,44,id_calib,600,0.0014663845948532988,0.003333788360833054,0.01588128349796499,0.017676350322381643,0.030694464742008026,0.0407382151201405,0.005965278682135029,0.006150471003684638
reset_at_split_boundary,old_formal_fit32,44,ood_val,1500,0.0014763795572710888,0.009094928469402271,0.021058427925796232,0.030176437426010734,0.053658319253798964,0.07642332651233849,0.012568599205412728,0.01056074765847543
reset_at_split_boundary,old_formal_fit32,44,final_ood_eval,3000,0.00110866508835635,0.006078309224500615,0.01310223730927139,0.014375405068972972,0.029479847050874655,0.32646590780006124,0.007636985424904312,0.013389990650225668
reset_at_split_boundary,old_formal_fit32,44,attack_eval,2250,0.0022301358019084145,0.4355497060905604,0.850995332905945,0.869033338303666,0.972895411561508,0.972895411561508,0.46002000819550054,0.31002058439000457
reset_at_split_boundary,old_formal_fit32,44,support_train,32,0.05991502855339784,0.8327075136880234,0.972895411561508,0.972895411561508,0.972895411561508,0.972895411561508,0.703967838373671,0.30110203216766007
reset_at_split_boundary,old_formal_fit32,44,support_val,0,nan,nan,nan,nan,nan,nan,nan,nan
reset_at_split_boundary,old_formal_fit32,44,new_heldout_attack_eval_probe,6000,0.002673962159854592,0.018684022896862156,0.4544483530428707,0.5790164989924006,0.869033338303666,0.869033338303666,0.10566646101984253,0.20413666398010874
reset_at_split_boundary,old_selection_style_24_8,44,id_calib,600,0.0008427516462076854,0.001736990715192389,0.006285458672709615,0.00912100617402726,0.032164058154034295,0.06583220272630852,0.003501119904099143,0.006584727456936691
reset_at_split_boundary,old_selection_style_24_8,44,ood_val,1500,0.0009856670224502766,0.0027533696524295434,0.006958719750526372,0.008114311329420809,0.008114311329420809,0.010896928792022404,0.0037261965303851874,0.0021303802404455934
reset_at_split_boundary,old_selection_style_24_8,44,final_ood_eval,3000,0.0007902722346986615,0.0027460086429499223,0.008114311329420809,0.01316629915140102,0.028936982816694747,0.16268765984078853,0.00467194826250777,0.008492031169858982
reset_at_split_boundary,old_selection_style_24_8,44,attack_eval,2250,0.000976582108272789,0.42107857993571196,0.8840083126177581,0.8840083126177581,0.9237852106674451,0.9237852106674451,0.4162294743711033,0.27076838595198416
reset_at_split_boundary,old_selection_style_24_8,44,support_train,24,0.12316391934846345,0.8999101899906569,0.8999101899906569,0.8999101899906569,0.9365219590561317,0.947457942023741,0.7239383055264169,0.2518250068020626
reset_at_split_boundary,old_selection_style_24_8,44,support_val,8,0.001736990715192389,0.2139777972364344,0.8999101899906569,0.8999101899906569,0.8999101899906569,0.8999101899906569,0.39282351322507447,0.39698291906380345
reset_at_split_boundary,old_selection_style_24_8,44,new_heldout_attack_eval_probe,6000,0.002136969286473834,0.027431837815649247,0.3838234642348828,0.4982189463432842,0.5922455252507397,0.5922455252507397,0.08540945582450418,0.14820932103031806
reset_at_split_boundary,old_formal_fit32,45,id_calib,600,0.0014663845948532988,0.003333788360833054,0.01588128349796499,0.017676350322381643,0.030694464742008026,0.0407382151201405,0.005965278682135029,0.006150471003684638
reset_at_split_boundary,old_formal_fit32,45,ood_val,1500,0.0014763795572710888,0.009094928469402271,0.021058427925796232,0.030176437426010734,0.053658319253798964,0.07642332651233849,0.012568599205412728,0.01056074765847543
reset_at_split_boundary,old_formal_fit32,45,final_ood_eval,3000,0.00110866508835635,0.006078309224500615,0.01310223730927139,0.014375405068972972,0.029479847050874655,0.32646590780006124,0.007636985424904312,0.013389990650225668
reset_at_split_boundary,old_formal_fit32,45,attack_eval,2250,0.0022301358019084145,0.4355497060905604,0.850995332905945,0.869033338303666,0.972895411561508,0.972895411561508,0.46002000819550054,0.31002058439000457
reset_at_split_boundary,old_formal_fit32,45,support_train,32,0.05991502855339784,0.8327075136880234,0.972895411561508,0.972895411561508,0.972895411561508,0.972895411561508,0.703967838373671,0.30110203216766007
reset_at_split_boundary,old_formal_fit32,45,support_val,0,nan,nan,nan,nan,nan,nan,nan,nan
reset_at_split_boundary,old_formal_fit32,45,new_heldout_attack_eval_probe,6000,0.002673962159854592,0.018684022896862156,0.4544483530428707,0.5790164989924006,0.869033338303666,0.869033338303666,0.10566646101984253,0.20413666398010874
reset_at_split_boundary,old_selection_style_24_8,45,id_calib,600,0.0015361768048056791,0.003075849388239321,0.011025510488981283,0.014156907263375243,0.020311455189983584,0.043556173063442644,0.005064387730589467,0.004717423386710014
reset_at_split_boundary,old_selection_style_24_8,45,ood_val,1500,0.0008904320099762629,0.004368683624287439,0.00724832222282545,0.009642041230975958,0.02916991545935786,0.033391123940599565,0.005293921175561999,0.0038914747010155956
reset_at_split_boundary,old_selection_style_24_8,45,final_ood_eval,3000,0.000879242334471957,0.004395548224227777,0.011773947501714923,0.01698331082121045,0.03854862248127691,0.19296044311910274,0.006333350711513448,0.009000140412083893
reset_at_split_boundary,old_selection_style_24_8,45,attack_eval,2250,0.0010970097323029318,0.38412868534683325,0.745290960744603,0.8066208504463138,0.9487599601622719,0.9687901447058512,0.41786245417835494,0.257929733241659
reset_at_split_boundary,old_selection_style_24_8,45,support_train,24,0.12210611363427112,0.7634779752484375,0.9503610107351689,0.9524527955452573,0.9630506509325396,0.9661421510526214,0.6767404497493725,0.2681984983721044
reset_at_split_boundary,old_selection_style_24_8,45,support_val,8,0.0028575059372484843,0.5929850465538127,0.9436387557451633,0.9461993579537176,0.948247839720561,0.9487599601622719,0.5093922018615904,0.39780236033288147
reset_at_split_boundary,old_selection_style_24_8,45,new_heldout_attack_eval_probe,6000,0.0012935973295471004,0.029992578465932545,0.35945048281036057,0.6469839067366432,0.745290960744603,0.8066208504463138,0.10152607368828778,0.18212550740696054
reset_at_split_boundary,old_formal_fit32,46,id_calib,600,0.0014663845948532988,0.003333788360833054,0.01588128349796499,0.017676350322381643,0.030694464742008026,0.0407382151201405,0.005965278682135029,0.006150471003684638
reset_at_split_boundary,old_formal_fit32,46,ood_val,1500,0.0014763795572710888,0.009094928469402271,0.021058427925796232,0.030176437426010734,0.053658319253798964,0.07642332651233849,0.012568599205412728,0.01056074765847543
reset_at_split_boundary,old_formal_fit32,46,final_ood_eval,3000,0.00110866508835635,0.006078309224500615,0.01310223730927139,0.014375405068972972,0.029479847050874655,0.32646590780006124,0.007636985424904312,0.013389990650225668
reset_at_split_boundary,old_formal_fit32,46,attack_eval,2250,0.0022301358019084145,0.4355497060905604,0.850995332905945,0.869033338303666,0.972895411561508,0.972895411561508,0.46002000819550054,0.31002058439000457
reset_at_split_boundary,old_formal_fit32,46,support_train,32,0.05991502855339784,0.8327075136880234,0.972895411561508,0.972895411561508,0.972895411561508,0.972895411561508,0.703967838373671,0.30110203216766007
reset_at_split_boundary,old_formal_fit32,46,support_val,0,nan,nan,nan,nan,nan,nan,nan,nan
reset_at_split_boundary,old_formal_fit32,46,new_heldout_attack_eval_probe,6000,0.002673962159854592,0.018684022896862156,0.4544483530428707,0.5790164989924006,0.869033338303666,0.869033338303666,0.10566646101984253,0.20413666398010874
reset_at_split_boundary,old_selection_style_24_8,46,id_calib,600,0.0011780542501744974,0.003618197077075414,0.015833104781260942,0.018149142112196318,0.04153983465648714,0.05663179002480096,0.006322292217334468,0.0072889131237230675
reset_at_split_boundary,old_selection_style_24_8,46,ood_val,1500,0.0011195202399104573,0.007962976748581181,0.014156554370825756,0.014156554370825756,0.036484957286395385,0.036484957286395385,0.009088961730631416,0.005786687399109571
reset_at_split_boundary,old_selection_style_24_8,46,final_ood_eval,3000,0.0008443037753092509,0.005382024483333991,0.012393375230448086,0.018511955309340907,0.03298957608426265,0.22659901739547533,0.007483496872611024,0.010152520180213872
reset_at_split_boundary,old_selection_style_24_8,46,attack_eval,2250,0.0016479056429623332,0.13898819326724138,0.7161139035523747,0.7552470245893482,0.9631432305414571,0.9660314641997015,0.2607439056071772,0.2601203781992405
reset_at_split_boundary,old_selection_style_24_8,46,support_train,24,0.09152093116233428,0.7552470245893482,0.9587159913927733,0.9604102578205946,0.9647498251134459,0.9660314641997015,0.6479493848710639,0.2952492351062062
reset_at_split_boundary,old_selection_style_24_8,46,support_val,8,0.05962109092716459,0.6977547209288844,0.9609414478218352,0.9634864560107684,0.9655224625619149,0.9660314641997015,0.6103453720328303,0.3301864104789993
reset_at_split_boundary,old_selection_style_24_8,46,new_heldout_attack_eval_probe,6000,0.0018936286295325514,0.00944827350925383,0.13898819326724138,0.31195356167142674,0.4446382712622052,0.4446382712622052,0.043336352692515866,0.09345264446087878
train_state_then_eval_online,old_formal_fit32,42,id_calib,600,0.0014613880080966881,0.004678988559294284,0.011803681207554947,0.012490840084399931,0.019290272572271918,0.029244078541831836,0.005974492380193811,0.0042737545246296195
train_state_then_eval_online,old_formal_fit32,42,ood_val,1500,0.0014677526939848085,0.012012781893698709,0.027113085913181015,0.06837049987327168,0.20514392540352983,0.22340224329409922,0.018588316892705428,0.029638781372566512
train_state_then_eval_online,old_formal_fit32,42,final_ood_eval,3000,0.0011171597762466544,0.006444441123213973,0.018883725448071022,0.02471286537787043,0.03488876181278915,0.5640762513979158,0.010556961657587113,0.0229765441386283
train_state_then_eval_online,old_formal_fit32,42,attack_eval,2250,0.002403830101793075,0.4552496509971073,0.9061387353964506,0.9149690780244264,0.9713885386958192,0.9742546778766833,0.45172110005200056,0.2975990077106551
train_state_then_eval_online,old_formal_fit32,42,support_train,32,0.057215558720507556,0.9061387353964506,0.9739680639585969,0.9742546778766833,0.9742546778766833,0.9742546778766833,0.709085170293108,0.30156577255669903
train_state_then_eval_online,old_formal_fit32,42,support_val,0,nan,nan,nan,nan,nan,nan,nan,nan
train_state_then_eval_online,old_formal_fit32,42,new_heldout_attack_eval_probe,6000,0.0031090093189881296,0.007563760701766142,0.25735543278951734,0.6862796112690354,0.7701227791199353,0.7701227791199353,0.08249706915748069,0.19230853522624133
train_state_then_eval_online,old_selection_style_24_8,42,id_calib,600,0.001363693839126723,0.0033593306728870206,0.013587973928111188,0.01417007910988426,0.024276446065099194,0.0986906243658233,0.005656365599068637,0.00683074639059151
train_state_then_eval_online,old_selection_style_24_8,42,ood_val,1500,0.0009344205643393279,0.0205043156241587,0.08604874203045774,0.19403340001808678,0.24528673773608373,0.24528673773608373,0.03446121941190481,0.0519204015540199
train_state_then_eval_online,old_selection_style_24_8,42,final_ood_eval,3000,0.0008322086796371415,0.007092956817449475,0.028280396734451096,0.03404108559454867,0.04949478098872589,0.35171604641740073,0.011593248256655211,0.01705984564279825
train_state_then_eval_online,old_selection_style_24_8,42,attack_eval,2250,0.0022026778710445647,0.3153676238237188,0.6604940346958532,0.7503401789267379,0.9470670207391605,0.9650841398162631,0.33910126095483656,0.21677828882489492
train_state_then_eval_online,old_selection_style_24_8,42,support_train,24,0.13785504546540947,0.7054171068112955,0.9470670207391605,0.9623815719546976,0.965754944929294,0.9659553152877318,0.6536772571662107,0.2917447998293643
train_state_then_eval_online,old_selection_style_24_8,42,support_val,8,0.05854931165652994,0.7054171068112955,0.9200326739416218,0.9335498473403911,0.9443635860594066,0.9470670207391605,0.6607646324080043,0.2844804958752568
train_state_then_eval_online,old_selection_style_24_8,42,new_heldout_attack_eval_probe,6000,0.0017256460771933933,0.001924479061087573,0.3153676238237188,0.3820178383932088,0.521095230845615,0.521095230845615,0.06112982717495682,0.13529799241351928
train_state_then_eval_online,old_formal_fit32,43,id_calib,600,0.0014613880080966881,0.004678988559294284,0.011803681207554947,0.012490840084399931,0.019290272572271918,0.029244078541831836,0.005974492380193811,0.0042737545246296195
train_state_then_eval_online,old_formal_fit32,43,ood_val,1500,0.0014677526939848085,0.012012781893698709,0.027113085913181015,0.06837049987327168,0.20514392540352983,0.22340224329409922,0.018588316892705428,0.029638781372566512
train_state_then_eval_online,old_formal_fit32,43,final_ood_eval,3000,0.0011171597762466544,0.006444441123213973,0.018883725448071022,0.02471286537787043,0.03488876181278915,0.5640762513979158,0.010556961657587113,0.0229765441386283
train_state_then_eval_online,old_formal_fit32,43,attack_eval,2250,0.002403830101793075,0.4552496509971073,0.9061387353964506,0.9149690780244264,0.9713885386958192,0.9742546778766833,0.45172110005200056,0.2975990077106551
train_state_then_eval_online,old_formal_fit32,43,support_train,32,0.057215558720507556,0.9061387353964506,0.9739680639585969,0.9742546778766833,0.9742546778766833,0.9742546778766833,0.709085170293108,0.30156577255669903
train_state_then_eval_online,old_formal_fit32,43,support_val,0,nan,nan,nan,nan,nan,nan,nan,nan
train_state_then_eval_online,old_formal_fit32,43,new_heldout_attack_eval_probe,6000,0.0031090093189881296,0.007563760701766142,0.25735543278951734,0.6862796112690354,0.7701227791199353,0.7701227791199353,0.08249706915748069,0.19230853522624133
train_state_then_eval_online,old_selection_style_24_8,43,id_calib,600,0.0012097522026136326,0.0024502501951120053,0.012846940657069154,0.01338269780154285,0.016554355016640186,0.09006072671968735,0.005415836907619001,0.005946362613873725
train_state_then_eval_online,old_selection_style_24_8,43,ood_val,1500,0.001168082574250063,0.007381764920821698,0.010168585693460295,0.016306254128255687,0.18923697889945254,0.18923697889945254,0.010788016967127213,0.024718854489891626
train_state_then_eval_online,old_selection_style_24_8,43,final_ood_eval,3000,0.0007893256560644451,0.0050660957152336115,0.015345989412876583,0.018096176338979097,0.029595173587516385,0.6887931550838468,0.00849138446060082,0.02931522614932291
train_state_then_eval_online,old_selection_style_24_8,43,attack_eval,2250,0.0015637781207133719,0.06384804483845236,0.32634800659931823,0.6326995702836247,0.8761862388553001,0.9696620549947674,0.1378866709539929,0.18878823900878614
train_state_then_eval_online,old_selection_style_24_8,43,support_train,24,0.09556073381633655,0.8347544604004279,0.9560902598977278,0.9682151707589336,0.9694529452854599,0.9696620549947674,0.6912632109554439,0.28945111725361705
train_state_then_eval_online,old_selection_style_24_8,43,support_val,8,0.02232297920743163,0.2787543449228902,0.44722542316205194,0.5664108023328697,0.661759105669524,0.6855961815036876,0.27448129672731714,0.18790401161469963
train_state_then_eval_online,old_selection_style_24_8,43,new_heldout_attack_eval_probe,6000,0.002165518337978981,0.0023669989740801377,0.0719029995469171,0.13323042876943572,0.22634315919707437,0.2810280241156137,0.019147144633104848,0.04324968303137551
train_state_then_eval_online,old_formal_fit32,44,id_calib,600,0.0014613880080966881,0.004678988559294284,0.011803681207554947,0.012490840084399931,0.019290272572271918,0.029244078541831836,0.005974492380193811,0.0042737545246296195
train_state_then_eval_online,old_formal_fit32,44,ood_val,1500,0.0014677526939848085,0.012012781893698709,0.027113085913181015,0.06837049987327168,0.20514392540352983,0.22340224329409922,0.018588316892705428,0.029638781372566512
train_state_then_eval_online,old_formal_fit32,44,final_ood_eval,3000,0.0011171597762466544,0.006444441123213973,0.018883725448071022,0.02471286537787043,0.03488876181278915,0.5640762513979158,0.010556961657587113,0.0229765441386283
train_state_then_eval_online,old_formal_fit32,44,attack_eval,2250,0.002403830101793075,0.4552496509971073,0.9061387353964506,0.9149690780244264,0.9713885386958192,0.9742546778766833,0.45172110005200056,0.2975990077106551
train_state_then_eval_online,old_formal_fit32,44,support_train,32,0.057215558720507556,0.9061387353964506,0.9739680639585969,0.9742546778766833,0.9742546778766833,0.9742546778766833,0.709085170293108,0.30156577255669903
train_state_then_eval_online,old_formal_fit32,44,support_val,0,nan,nan,nan,nan,nan,nan,nan,nan
train_state_then_eval_online,old_formal_fit32,44,new_heldout_attack_eval_probe,6000,0.0031090093189881296,0.007563760701766142,0.25735543278951734,0.6862796112690354,0.7701227791199353,0.7701227791199353,0.08249706915748069,0.19230853522624133
train_state_then_eval_online,old_selection_style_24_8,44,id_calib,600,0.0010808084086586206,0.003499029711022463,0.011091240498710565,0.014170203223111967,0.033093915477670474,0.039627432753758206,0.005485565529367759,0.005514239761996918
train_state_then_eval_online,old_selection_style_24_8,44,ood_val,1500,0.0008103206620356727,0.003967241019322619,0.041912197620912785,0.052754833320525975,0.09878736920403765,0.09878736920403765,0.011955427375579395,0.020729881718682664
train_state_then_eval_online,old_selection_style_24_8,44,final_ood_eval,3000,0.0008090567880063653,0.004989787437177646,0.017878866653427476,0.055848904035567824,0.11524537567892593,0.22598448597663312,0.010974099184599148,0.02237718010650871
train_state_then_eval_online,old_selection_style_24_8,44,attack_eval,2250,0.0012582607696119028,0.34704114907168077,0.8970599357768295,0.9020832329071526,0.9345371120306115,0.9349166653523491,0.3667731609576378,0.2855924501645875
train_state_then_eval_online,old_selection_style_24_8,44,support_train,24,0.11166703505251625,0.8919112151937205,0.9345371120306115,0.9345371120306115,0.9345371120306115,0.9345371120306115,0.7248467405524225,0.2698825682549487
train_state_then_eval_online,old_selection_style_24_8,44,support_val,8,0.002364792899939474,0.38813103735421206,0.9298142420160317,0.9304328703687941,0.9309277730510039,0.9310514987215565,0.44794440700847993,0.39610359439679366
train_state_then_eval_online,old_selection_style_24_8,44,new_heldout_attack_eval_probe,6000,0.0015009631651789889,0.006918632813685853,0.20178941713861728,0.41804604170529863,0.519568948208529,0.519568948208529,0.05481721713928513,0.13139198310670672
train_state_then_eval_online,old_formal_fit32,45,id_calib,600,0.0014613880080966881,0.004678988559294284,0.011803681207554947,0.012490840084399931,0.019290272572271918,0.029244078541831836,0.005974492380193811,0.0042737545246296195
train_state_then_eval_online,old_formal_fit32,45,ood_val,1500,0.0014677526939848085,0.012012781893698709,0.027113085913181015,0.06837049987327168,0.20514392540352983,0.22340224329409922,0.018588316892705428,0.029638781372566512
train_state_then_eval_online,old_formal_fit32,45,final_ood_eval,3000,0.0011171597762466544,0.006444441123213973,0.018883725448071022,0.02471286537787043,0.03488876181278915,0.5640762513979158,0.010556961657587113,0.0229765441386283
train_state_then_eval_online,old_formal_fit32,45,attack_eval,2250,0.002403830101793075,0.4552496509971073,0.9061387353964506,0.9149690780244264,0.9713885386958192,0.9742546778766833,0.45172110005200056,0.2975990077106551
train_state_then_eval_online,old_formal_fit32,45,support_train,32,0.057215558720507556,0.9061387353964506,0.9739680639585969,0.9742546778766833,0.9742546778766833,0.9742546778766833,0.709085170293108,0.30156577255669903
train_state_then_eval_online,old_formal_fit32,45,support_val,0,nan,nan,nan,nan,nan,nan,nan,nan
train_state_then_eval_online,old_formal_fit32,45,new_heldout_attack_eval_probe,6000,0.0031090093189881296,0.007563760701766142,0.25735543278951734,0.6862796112690354,0.7701227791199353,0.7701227791199353,0.08249706915748069,0.19230853522624133
train_state_then_eval_online,old_selection_style_24_8,45,id_calib,600,0.0010199503251113707,0.0028806344914048374,0.013874098346989956,0.013874098346989956,0.027007305906111896,0.03268983319535936,0.005196596055610269,0.00546795499500376
train_state_then_eval_online,old_selection_style_24_8,45,ood_val,1500,0.000868918726691258,0.005311543687834887,0.028553685820799223,0.06907161492707412,0.16974400407759843,0.19236420853607092,0.014586034513255892,0.026661478507691135
train_state_then_eval_online,old_selection_style_24_8,45,final_ood_eval,3000,0.000868918726691258,0.005449970672275271,0.017181164468052994,0.027219124794153005,0.06010481498809259,0.2329348856518695,0.008226092082764947,0.012162804045584058
train_state_then_eval_online,old_selection_style_24_8,45,attack_eval,2250,0.0011594511629373764,0.34207294879992606,0.8134421815011513,0.8222653117539696,0.9629931597124084,0.9650472894388485,0.40030832323891874,0.24522131766353364
train_state_then_eval_online,old_selection_style_24_8,45,support_train,24,0.055773349473414474,0.8101745662610866,0.94103041402701,0.9457424162724122,0.9590408708205137,0.9629931597124084,0.6721474931111908,0.2780897070266125
train_state_then_eval_online,old_selection_style_24_8,45,support_val,8,0.00344765080163817,0.6164286681435814,0.936372887878549,0.9507100886586988,0.9621798492828185,0.9650472894388485,0.523119311617416,0.37617105914037474
train_state_then_eval_online,old_selection_style_24_8,45,new_heldout_attack_eval_probe,6000,0.001234538934998901,0.0060331346094862695,0.3824833509587688,0.5757540497939232,0.6692679665652003,0.6692679665652003,0.07145427557510542,0.17154827989538649
train_state_then_eval_online,old_formal_fit32,46,id_calib,600,0.0014613880080966881,0.004678988559294284,0.011803681207554947,0.012490840084399931,0.019290272572271918,0.029244078541831836,0.005974492380193811,0.0042737545246296195
train_state_then_eval_online,old_formal_fit32,46,ood_val,1500,0.0014677526939848085,0.012012781893698709,0.027113085913181015,0.06837049987327168,0.20514392540352983,0.22340224329409922,0.018588316892705428,0.029638781372566512
train_state_then_eval_online,old_formal_fit32,46,final_ood_eval,3000,0.0011171597762466544,0.006444441123213973,0.018883725448071022,0.02471286537787043,0.03488876181278915,0.5640762513979158,0.010556961657587113,0.0229765441386283
train_state_then_eval_online,old_formal_fit32,46,attack_eval,2250,0.002403830101793075,0.4552496509971073,0.9061387353964506,0.9149690780244264,0.9713885386958192,0.9742546778766833,0.45172110005200056,0.2975990077106551
train_state_then_eval_online,old_formal_fit32,46,support_train,32,0.057215558720507556,0.9061387353964506,0.9739680639585969,0.9742546778766833,0.9742546778766833,0.9742546778766833,0.709085170293108,0.30156577255669903
train_state_then_eval_online,old_formal_fit32,46,support_val,0,nan,nan,nan,nan,nan,nan,nan,nan
train_state_then_eval_online,old_formal_fit32,46,new_heldout_attack_eval_probe,6000,0.0031090093189881296,0.007563760701766142,0.25735543278951734,0.6862796112690354,0.7701227791199353,0.7701227791199353,0.08249706915748069,0.19230853522624133
train_state_then_eval_online,old_selection_style_24_8,46,id_calib,600,0.0014256313319260061,0.004421205485294351,0.015864033888514248,0.023215618389002,0.03276087704433717,0.059470625585204044,0.00754653430456017,0.0066966094626277825
train_state_then_eval_online,old_selection_style_24_8,46,ood_val,1500,0.0013160591728452972,0.015146499217095526,0.0304535104674742,0.15010954075731156,0.16118712236410107,0.28759583279409445,0.024166981889659482,0.03964941794662907
train_state_then_eval_online,old_selection_style_24_8,46,final_ood_eval,3000,0.0008939289579522692,0.006354495484992199,0.023389300208115787,0.032223276092149984,0.07850528300943986,0.3238150904704025,0.011355577566848372,0.01618483498890382
train_state_then_eval_online,old_selection_style_24_8,46,attack_eval,2250,0.0018801749308002848,0.1427276211467905,0.7956470125126477,0.813011978132951,0.9570431421498539,0.9633964924461323,0.24433165551282127,0.26910344663110053
train_state_then_eval_online,old_selection_style_24_8,46,support_train,24,0.10194920340287134,0.7779309381342685,0.9528854000567842,0.9540080291220558,0.9612473585544413,0.9633964924461323,0.6497311389574508,0.29781852142633797
