strategy,head_name,head_family,variant_name,fit_mode,threshold_rule,threshold_source_roles,support_adaptation,ood_guard,threshold_safety,id_alarm,ood_val_alarm,final_ood_alarm,attack_support_detection,attack_eval_detection,feasible_under_1pct,collapse_flag_attack_eval_lt_0p20,ood_overbudget_flag,final_eval_used_for_selection,attack_eval_used_for_selection,diagnostic_only,formal_benchmark,full_contract_pending,status,reason
reset_at_split_boundary,DeepSADStyle_Lite,deepsad,no_support_ood_guard,id_only,max_id_ood_val_q99,id_benign_train|ood_benign_val,False,True,True,0.0,0.01,0.0003333333333333333,0.0,0.0,True,True,False,False,False,True,False,True,pass,
reset_at_split_boundary,DeepSADStyle_Lite,deepsad,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0,0.021,0.0026666666666666666,1.0,0.7048888888888889,True,False,False,False,False,True,False,True,pass,
reset_at_split_boundary,DevNetStyle_MLP,mlp,raw_support_id_threshold,id_support32,id_q99,id_benign_train,True,False,False,0.01,0.31733333333333336,0.18233333333333332,1.0,0.9448888888888889,False,False,True,False,False,True,False,True,pass,
reset_at_split_boundary,DevNetStyle_MLP,mlp,threshold_guard_only,id_support32,ood_val_q99,ood_benign_val,True,True,True,0.0,0.05433333333333333,0.006,0.0,0.0008888888888888889,True,True,False,False,False,True,False,True,pass,
reset_at_split_boundary,DevNetStyle_MLP,mlp,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0,0.05433333333333333,0.006,0.0,0.0008888888888888889,True,True,False,False,False,True,False,True,pass,
reset_at_split_boundary,DevNetStyle_MLP,,no_support_ood_guard,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_supervised_head_requires_two_classes
reset_at_split_boundary,IsolationForest,isoforest,raw_idonly_id_threshold,id_only,id_q99,id_benign_train,False,False,False,0.01,0.13733333333333334,0.22733333333333333,1.0,0.7817777777777778,False,False,True,False,False,True,False,True,pass,
reset_at_split_boundary,IsolationForest,isoforest,ood_guard_only,id_only,max_id_ood_val_q99,id_benign_train|ood_benign_val,False,True,True,0.002,0.010333333333333333,0.04933333333333333,0.0,0.0,False,True,True,False,False,True,False,True,pass,
reset_at_split_boundary,IsolationForest,,support_adaptation,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_no_support_adaptation_interface
train_state_then_eval_online,LR,lr,raw_support_id_threshold,id_support32,id_q99,id_benign_train,True,False,False,0.01,0.3243333333333333,0.19333333333333333,1.0,0.8186666666666667,False,False,True,False,False,True,False,True,pass,
train_state_then_eval_online,LR,lr,threshold_guard_only,id_support32,ood_val_q99,ood_benign_val,True,True,True,0.0,0.01,0.114,1.0,0.45111111111111113,False,False,True,False,False,True,False,True,pass,
train_state_then_eval_online,LR,lr,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0,0.01,0.114,1.0,0.45111111111111113,False,False,True,False,False,True,False,True,pass,
train_state_then_eval_online,LR,,no_support_ood_guard,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_supervised_head_requires_two_classes
train_state_then_eval_online,HistGB,histgb,raw_support_id_threshold,id_support32,id_q99,id_benign_train,True,False,False,0.034,0.057,0.0,1.0,0.752,True,False,False,False,False,True,False,True,pass,
train_state_then_eval_online,HistGB,histgb,threshold_guard_only,id_support32,ood_val_q99,ood_benign_val,True,True,True,0.0013333333333333333,0.050333333333333334,0.0,1.0,0.7515555555555555,True,False,False,False,False,True,False,True,pass,
train_state_then_eval_online,HistGB,histgb,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0013333333333333333,0.050333333333333334,0.0,1.0,0.7515555555555555,True,False,False,False,False,True,False,True,pass,
train_state_then_eval_online,HistGB,,no_support_ood_guard,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_supervised_head_requires_two_classes
train_state_then_eval_online,DeepSADStyle_Lite,deepsad,raw_support_id_threshold,id_support32,id_q99,id_benign_train,True,False,False,0.01,0.06866666666666667,0.008666666666666666,1.0,0.6986666666666667,True,False,False,False,False,True,False,True,pass,
train_state_then_eval_online,DeepSADStyle_Lite,deepsad,threshold_guard_only,id_support32,ood_val_q99,ood_benign_val,True,True,True,0.0,0.01,0.0,1.0,0.6671111111111111,True,False,False,False,False,True,False,True,pass,
train_state_then_eval_online,DeepSADStyle_Lite,deepsad,no_support_ood_guard,id_only,max_id_ood_val_q99,id_benign_train|ood_benign_val,False,True,True,0.0,0.01,0.0003333333333333333,0.0,0.0,True,True,False,False,False,True,False,True,pass,
train_state_then_eval_online,DeepSADStyle_Lite,deepsad,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0,0.01,0.0,1.0,0.6671111111111111,True,False,False,False,False,True,False,True,pass,
train_state_then_eval_online,DevNetStyle_MLP,mlp,raw_support_id_threshold,id_support32,id_q99,id_benign_train,True,False,False,0.01,0.136,0.06266666666666666,1.0,0.82,False,False,True,False,False,True,False,True,pass,
train_state_then_eval_online,DevNetStyle_MLP,mlp,threshold_guard_only,id_support32,ood_val_q99,ood_benign_val,True,True,True,0.0,0.01,0.0013333333333333333,1.0,0.5742222222222222,True,False,False,False,False,True,False,True,pass,
train_state_then_eval_online,DevNetStyle_MLP,mlp,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0,0.01,0.0013333333333333333,1.0,0.5742222222222222,True,False,False,False,False,True,False,True,pass,
train_state_then_eval_online,DevNetStyle_MLP,,no_support_ood_guard,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_supervised_head_requires_two_classes
train_state_then_eval_online,IsolationForest,isoforest,raw_idonly_id_threshold,id_only,id_q99,id_benign_train,False,False,False,0.01,0.24966666666666668,0.23633333333333334,0.0,0.0,False,True,True,False,False,True,False,True,pass,
train_state_then_eval_online,IsolationForest,isoforest,ood_guard_only,id_only,max_id_ood_val_q99,id_benign_train|ood_benign_val,False,True,True,0.001,0.01,0.04833333333333333,0.0,0.0,False,True,True,False,False,True,False,True,pass,
train_state_then_eval_online,IsolationForest,,support_adaptation,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_no_support_adaptation_interface
