threshold,id_alarm_ratio,ood_alarm_ratio_full,ood_alarm_ratio_eval,attack_detection_all,attack_detection_high_purity,attack_detection_boundary,object_label,score_label,subset,n_seed,relative_inference_cost,raw_q,id_q,policy_name,threshold_source,roc_auc_attack_high_vs_ood_eval
1.1053102039256117,0.003,0.0796,0.08253333333333333,0.6815,0.6034056178140009,0.874325366229761,mean_gate_n1_rawq0p999_idq0p997,mean_gate,202,1,1,0.999,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8627620530733033
1.0,0.01,0.11995,0.11986666666666666,0.8344,0.7988647940619997,0.9514263685427911,mean_gate_n1_rawq0p998_idq0p99,mean_gate,202,1,1,0.998,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.862997128026003
1.0552982187319266,0.005,0.0917,0.09386666666666667,0.7768,0.7259496434289041,0.9244410177332305,mean_gate_n1_rawq0p998_idq0p995,mean_gate,202,1,1,0.998,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.862997128026003
1.1053102039256117,0.003,0.08055,0.08346666666666666,0.7119,0.6440110609809344,0.8912875867386276,mean_gate_n1_rawq0p998_idq0p997,mean_gate,202,1,1,0.998,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.862997128026003
1.0,0.01,0.5462,0.5485333333333333,0.9528,0.947605879784602,0.9707016191210486,mean_gate_n1_rawq0p9995_idq0p99,mean_gate,303,1,1,0.9995,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8965343521078931
1.0592675954986797,0.005,0.33355,0.3374,0.9409,0.9345073497307524,0.9622205088666153,mean_gate_n1_rawq0p9995_idq0p995,mean_gate,303,1,1,0.9995,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8965343521078931
1.1392677429732552,0.003,0.1794,0.18226666666666666,0.9018,0.8851695531945859,0.938319198149576,mean_gate_n1_rawq0p9995_idq0p997,mean_gate,303,1,1,0.9995,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8965343521078931
1.0,0.01,0.5928,0.594,0.9537,0.9486246543443458,0.9707016191210486,mean_gate_n1_rawq0p999_idq0p99,mean_gate,303,1,1,0.999,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8973827196429438
1.0592675954986797,0.005,0.37295,0.37633333333333335,0.9434,0.9369815165187018,0.9653045489591364,mean_gate_n1_rawq0p999_idq0p995,mean_gate,303,1,1,0.999,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8973827196429438
1.1392677429732552,0.003,0.1999,0.2022,0.9095,0.8947751419007423,0.9444872783346183,mean_gate_n1_rawq0p999_idq0p997,mean_gate,303,1,1,0.999,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8973827196429438
1.0000164844780437,0.01,0.644,0.6473333333333333,0.9544,0.9490612720128074,0.9714726291441789,mean_gate_n1_rawq0p998_idq0p99,mean_gate,303,1,1,0.998,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8982556639014214
1.0592675954986797,0.005,0.4106,0.4139333333333333,0.9455,0.9394556833066512,0.9676175790285274,mean_gate_n1_rawq0p998_idq0p995,mean_gate,303,1,1,0.998,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8982556639014214
1.1392677429732552,0.003,0.21855,0.2208,0.9161,0.9027797991558725,0.9514263685427911,mean_gate_n1_rawq0p998_idq0p997,mean_gate,303,1,1,0.998,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8982556639014214
0.9909460605388489,0.01,0.1709,0.16826666666666668,0.8043,0.7575316547809635,0.9568234387047032,mean_gate_n2_rawq0p9995_idq0p99,mean_gate,101+202,2,2,0.9995,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8197813806820937
1.0709546555811262,0.005,0.10395,0.10633333333333334,0.6874,0.6019502255857954,0.9198149575944488,mean_gate_n2_rawq0p9995_idq0p995,mean_gate,101+202,2,2,0.9995,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8197813806820937
1.1056005870271273,0.003,0.09095,0.09406666666666667,0.6375,0.5380585067675738,0.9028527370855821,mean_gate_n2_rawq0p9995_idq0p997,mean_gate,101+202,2,2,0.9995,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8197813806820937
0.9909460605388489,0.01,0.20125,0.1984,0.8183,0.7757240576335322,0.9599074787972244,mean_gate_n2_rawq0p999_idq0p99,mean_gate,101+202,2,2,0.999,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8208782224809587
1.0709546555811262,0.005,0.1061,0.10833333333333334,0.6972,0.6137389026342599,0.930609097918273,mean_gate_n2_rawq0p999_idq0p995,mean_gate,101+202,2,2,0.999,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8208782224809587
1.1056005870271273,0.003,0.0926,0.09573333333333334,0.6456,0.5485373308106535,0.9074787972243639,mean_gate_n2_rawq0p999_idq0p997,mean_gate,101+202,2,2,0.999,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8208782224809587
0.9909460605388489,0.01,0.46825,0.4704,0.8821,0.8611555814291951,0.9637625289128758,mean_gate_n2_rawq0p998_idq0p99,mean_gate,101+202,2,2,0.998,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8184304759132587
1.0709546555811262,0.005,0.1506,0.14973333333333333,0.7736,0.71692621161403,0.9506553585196608,mean_gate_n2_rawq0p998_idq0p995,mean_gate,101+202,2,2,0.998,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8184304759132587
1.1056005870271273,0.003,0.11395,0.1156,0.7174,0.6406636588560617,0.9398612181958366,mean_gate_n2_rawq0p998_idq0p997,mean_gate,101+202,2,2,0.998,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8184304759132587
1.0057733149783552,0.01,0.40055,0.4039333333333333,0.9401,0.9323242613884442,0.9745566692367,mean_gate_n2_rawq0p9995_idq0p99,mean_gate,101+303,2,2,0.9995,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8706964633968853
1.0593686352895222,0.005,0.1731,0.1746,0.9045,0.8866249454227915,0.9575944487278335,mean_gate_n2_rawq0p9995_idq0p995,mean_gate,101+303,2,2,0.9995,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8706964633968853
1.1048326145356728,0.003,0.11185,0.11366666666666667,0.8351,0.7959540096055887,0.9375481881264457,mean_gate_n2_rawq0p9995_idq0p997,mean_gate,101+303,2,2,0.9995,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8706964633968853
1.0057733149783552,0.01,0.43805,0.4396,0.9435,0.9369815165187018,0.9753276792598303,mean_gate_n2_rawq0p999_idq0p99,mean_gate,101+303,2,2,0.999,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.871666035996701
1.0593686352895222,0.005,0.1895,0.19066666666666668,0.9119,0.8962305341289477,0.961449498843485,mean_gate_n2_rawq0p999_idq0p995,mean_gate,101+303,2,2,0.999,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.871666035996701
1.1048326145356728,0.003,0.1175,0.119,0.8583,0.8259350895066221,0.9444872783346183,mean_gate_n2_rawq0p999_idq0p997,mean_gate,101+303,2,2,0.999,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.871666035996701
1.0069862960506035,0.01,0.6854,0.6895333333333333,0.9529,0.9486246543443458,0.9776407093292213,mean_gate_n2_rawq0p998_idq0p99,mean_gate,101+303,2,2,0.998,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8696058312715277
1.0593686352895222,0.005,0.41725,0.42033333333333334,0.9378,0.9298500946004948,0.9714726291441789,mean_gate_n2_rawq0p998_idq0p995,mean_gate,101+303,2,2,0.998,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8696058312715277
1.1048326145356728,0.003,0.1974,0.19873333333333335,0.9105,0.8946296026779217,0.961449498843485,mean_gate_n2_rawq0p998_idq0p997,mean_gate,101+303,2,2,0.998,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8696058312715277
0.9937726370198414,0.01,0.193,0.1936,0.9375,0.9295590161548537,0.9753276792598303,mean_gate_n2_rawq0p9995_idq0p99,mean_gate,202+303,2,2,0.9995,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.896801271042546
1.0458493785310026,0.005,0.1194,0.12046666666666667,0.9059,0.8886624945422792,0.9629915188897455,mean_gate_n2_rawq0p9995_idq0p995,mean_gate,202+303,2,2,0.9995,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.896801271042546
1.0783943057904504,0.003,0.10085,0.1028,0.8731,0.8455828845873963,0.9529683885890516,mean_gate_n2_rawq0p9995_idq0p997,mean_gate,202+303,2,2,0.9995,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.896801271042546
0.9937726370198414,0.01,0.2174,0.2188,0.9411,0.9345073497307524,0.976869699306091,mean_gate_n2_rawq0p999_idq0p99,mean_gate,202+303,2,2,0.999,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8976530247901809
1.0458493785310026,0.005,0.12805,0.1296,0.9156,0.901324406927667,0.9660755589822668,mean_gate_n2_rawq0p999_idq0p995,mean_gate,202+303,2,2,0.999,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8976530247901809
1.0783943057904504,0.003,0.10465,0.10606666666666667,0.8871,0.8645029835540678,0.9545104086353122,mean_gate_n2_rawq0p999_idq0p997,mean_gate,202+303,2,2,0.999,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8976530247901809
0.9937726370198414,0.01,0.2476,0.24853333333333333,0.9441,0.9381458303012662,0.9776407093292213,mean_gate_n2_rawq0p998_idq0p99,mean_gate,202+303,2,2,0.998,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8985278416533257
1.0458493785310026,0.005,0.13885,0.14006666666666667,0.9255,0.9144229369815166,0.9714726291441789,mean_gate_n2_rawq0p998_idq0p995,mean_gate,202+303,2,2,0.998,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8985278416533257
1.0783943057904504,0.003,0.109,0.11,0.9013,0.8828409256294572,0.9606784888203547,mean_gate_n2_rawq0p998_idq0p997,mean_gate,202+303,2,2,0.998,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8985278416533257
0.9941961527858334,0.01,0.20415,0.20426666666666668,0.9229,0.9110755348566438,0.9714726291441789,mean_gate_n3_rawq0p9995_idq0p99,mean_gate,101+202+303,3,3,0.9995,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8769834667442876
1.0492941266679798,0.005,0.12225,0.12306666666666667,0.8571,0.8244796972784165,0.9591364687740941,mean_gate_n3_rawq0p9995_idq0p995,mean_gate,101+202+303,3,3,0.9995,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8769834667442876
1.1005933975215991,0.003,0.09835,0.10066666666666667,0.7583,0.6956774850822297,0.9313801079414032,mean_gate_n3_rawq0p9995_idq0p997,mean_gate,101+202+303,3,3,0.9995,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8769834667442876
0.9941961527858334,0.01,0.23115,0.23073333333333335,0.9297,0.9202445058943385,0.9714726291441789,mean_gate_n3_rawq0p999_idq0p99,mean_gate,101+202+303,3,3,0.999,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8780930189686121
1.0492941266679798,0.005,0.1257,0.12606666666666666,0.8713,0.8444185708048318,0.9591364687740941,mean_gate_n3_rawq0p999_idq0p995,mean_gate,101+202+303,3,3,0.999,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8780930189686121
1.1005933975215991,0.003,0.1023,0.10433333333333333,0.7796,0.7230388589724931,0.9406322282189669,mean_gate_n3_rawq0p999_idq0p997,mean_gate,101+202+303,3,3,0.999,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8780930189686121
0.9941961527858334,0.01,0.48605,0.4866666666666667,0.944,0.9378547518556251,0.9776407093292213,mean_gate_n3_rawq0p998_idq0p99,mean_gate,101+202+303,3,3,0.998,0.99,fixed_id_q0p99,ID-only quantile of subset mean gate score,0.8779940814049385
1.0492941266679798,0.005,0.1753,0.175,0.9148,0.9008877892592053,0.969159599074788,mean_gate_n3_rawq0p998_idq0p995,mean_gate,101+202+303,3,3,0.998,0.995,fixed_id_q0p995,ID-only quantile of subset mean gate score,0.8779940814049385
1.1005933975215991,0.003,0.11855,0.11993333333333334,0.8526,0.818803667588415,0.9575944487278335,mean_gate_n3_rawq0p998_idq0p997,mean_gate,101+202+303,3,3,0.998,0.997,fixed_id_q0p997,ID-only quantile of subset mean gate score,0.8779940814049385
