head_id,representation,dataset,holdout,seed,seed_group,config_id,validation_target,support_train_size,support_validation_size,support_val_detection,support_val_margin_median,ood_val_alarm_at_selection,id_calib_alarm_at_selection,ood_val_q99,selection_feasible_on_ood_val,config_param_count,score_direction_fixed,score_direction_or_objective_warning,selection_used_final_eval,selected,selection_rule,rejection_reason
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,43,main_42_46,devscore_h16_m1_lamO2_lamS4_t0100,0.01,24,8,0.125,-0.021528205210483313,0.009,0.0098,0.029206239757643686,True,1633,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,43,main_42_46,devscore_h8_m2_lamO4_lamS2_t0075,0.0075,24,8,0.25,-0.025534692395125763,0.007,0.0028,0.021875962002396367,True,817,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,43,main_42_46,devscore_h16_m2_lamO4_lamS4_t0050,0.005,24,8,0.125,-0.04846901391412129,0.005,0.0012,0.04112369647823867,True,1633,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_7,44,main_42_46,devscore_h8_m1_lamO2_lamS2_t0100,0.01,24,8,0.375,-0.0007572180093432202,0.0065,0.01,0.011806357675864377,True,529,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_7,44,main_42_46,devscore_h16_m1_lamO2_lamS4_t0100,0.01,24,8,0.75,0.022360890876804367,0.007,0.0098,0.02468479109129664,True,1057,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_7,44,main_42_46,devscore_h8_m2_lamO4_lamS2_t0075,0.0075,24,8,0.25,-0.0025317113911149276,0.004,0.0072,0.015003300376160954,True,529,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_7,44,main_42_46,devscore_h16_m2_lamO4_lamS4_t0050,0.005,24,8,0.75,0.027735656891509627,0.0025,0.005,0.02995307838482321,True,1057,False,False,False,True,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,selected
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,44,main_42_46,devscore_h8_m1_lamO2_lamS2_t0100,0.01,24,8,0.375,-0.012625651495112928,0.001,0.0098,0.009251343297727999,True,817,False,False,False,True,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,selected
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,44,main_42_46,devscore_h16_m1_lamO2_lamS4_t0100,0.01,24,8,0.0,-0.03882080603901794,0.01,0.0016,0.05208096934892369,True,1633,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,44,main_42_46,devscore_h8_m2_lamO4_lamS2_t0075,0.0075,24,8,0.25,-0.019496990783935512,0.0,0.0074,0.014877027101194703,True,817,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,44,main_42_46,devscore_h16_m2_lamO4_lamS4_t0050,0.005,24,8,0.0,-0.05182898575040838,0.005,0.0022,0.06137079302040904,True,1633,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_8,42,main_42_46,devscore_h8_m1_lamO2_lamS2_t0100,0.01,24,8,0.375,-0.0123778004024481,0.01,0.003,0.016945212293669003,True,529,False,False,False,True,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,selected
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_8,42,main_42_46,devscore_h16_m1_lamO2_lamS4_t0100,0.01,24,8,0.25,-0.015051519416371117,0.01,0.01,0.032863241775867566,True,1057,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_8,42,main_42_46,devscore_h8_m2_lamO4_lamS2_t0075,0.0075,24,8,0.375,-0.017978232595662322,0.0075,0.0044,0.021825753847111405,True,529,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
