seed,active_label_budget,gate_name,radius_quantile,margin,id_calib_hard_alarm,id_calib_review,ood_val_hard_alarm,ood_val_review,support_medium_hard_detection,support_heavy_hard_detection,dev_support_attack_min,dev_feasible,dev_relaxed_feasible,dev_selection_score,selection_uses_final_ood,selection_uses_attack_eval,selection_uses_dev_heavy_query
42,128,soft_benign_veto,0.95,0.75,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,True,True,0.0,False,False,False
42,128,soft_benign_veto,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.75,-0.25,0.0,0.0,0.0,0.0,0.625,0.9375,0.625,True,True,0.625,False,False,False
42,128,attack_advantage_margin,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.9375,0.5,True,True,0.5,False,False,False
42,128,attack_advantage_margin,0.75,0.25,0.0,0.0,0.0,0.0,0.4375,0.9375,0.4375,True,True,0.4375,False,False,False
42,128,attack_advantage_margin,0.75,0.5,0.0,0.0,0.0,0.0,0.375,0.9375,0.375,True,True,0.375,False,False,False
42,128,attack_advantage_margin,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.9375,0.25,True,True,0.25,False,False,False
42,128,attack_advantage_margin,0.75,1.0,0.0,0.0,0.0,0.0,0.21875,0.9375,0.21875,True,True,0.21875,False,False,False
42,128,attack_advantage_margin,0.9,-0.25,0.0,0.0,0.0,0.0,0.25,0.9375,0.25,True,True,0.25,False,False,False
42,128,attack_advantage_margin,0.9,0.0,0.0,0.0,0.0,0.0,0.09375,0.9375,0.09375,True,True,0.09375,False,False,False
42,128,attack_advantage_margin,0.9,0.25,0.0,0.0,0.0,0.0,0.0625,0.9375,0.0625,True,True,0.0625,False,False,False
42,128,attack_advantage_margin,0.9,0.5,0.0,0.0,0.0,0.0,0.0625,0.90625,0.0625,True,True,0.0625,False,False,False
42,128,attack_advantage_margin,0.9,0.75,0.0,0.0,0.0,0.0,0.0625,0.90625,0.0625,True,True,0.0625,False,False,False
42,128,attack_advantage_margin,0.9,1.0,0.0,0.0,0.0,0.0,0.0625,0.90625,0.0625,True,True,0.0625,False,False,False
42,128,attack_advantage_margin,0.95,-0.25,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.95,0.25,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.95,0.5,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.95,0.75,0.0,0.0,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.84375,0.0,True,True,0.0,False,False,False
42,128,conflict_to_review,0.75,0.0,0.0,0.0,0.0,0.0,0.375,0.75,0.375,True,True,0.375,False,False,False
42,128,conflict_to_review,0.9,0.0,0.0,0.0,0.0,0.0,0.0625,0.875,0.0625,True,True,0.0625,False,False,False
42,128,conflict_to_review,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,True,True,0.0,False,False,False
43,64,no_gate,0.95,0.0,0.0033333333333333335,0.0,0.0,0.0,0.96875,1.0,0.96875,True,True,0.96875,False,False,False
43,64,soft_benign_veto,0.75,-0.25,0.0,0.0,0.0,0.0,0.6875,1.0,0.6875,True,True,0.6875,False,False,False
43,64,soft_benign_veto,0.75,0.0,0.0,0.0,0.0,0.0,0.53125,1.0,0.53125,True,True,0.53125,False,False,False
43,64,soft_benign_veto,0.75,0.25,0.0,0.0,0.0,0.0,0.53125,1.0,0.53125,True,True,0.53125,False,False,False
43,64,soft_benign_veto,0.75,0.5,0.0,0.0,0.0,0.0,0.46875,1.0,0.46875,True,True,0.46875,False,False,False
43,64,soft_benign_veto,0.75,0.75,0.0,0.0,0.0,0.0,0.46875,1.0,0.46875,True,True,0.46875,False,False,False
43,64,soft_benign_veto,0.75,1.0,0.0,0.0,0.0,0.0,0.46875,1.0,0.46875,True,True,0.46875,False,False,False
43,64,soft_benign_veto,0.9,-0.25,0.0,0.0016666666666666668,0.0,0.0,0.5625,1.0,0.5625,True,True,0.5625,False,False,False
43,64,soft_benign_veto,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.3125,1.0,0.3125,True,True,0.3125,False,False,False
43,64,soft_benign_veto,0.9,0.25,0.0,0.0016666666666666668,0.0,0.0,0.125,1.0,0.125,True,True,0.125,False,False,False
43,64,soft_benign_veto,0.9,0.5,0.0,0.0016666666666666668,0.0,0.0,0.09375,1.0,0.09375,True,True,0.09375,False,False,False
43,64,soft_benign_veto,0.9,0.75,0.0,0.0016666666666666668,0.0,0.0,0.09375,1.0,0.09375,True,True,0.09375,False,False,False
43,64,soft_benign_veto,0.9,1.0,0.0,0.0016666666666666668,0.0,0.0,0.09375,1.0,0.09375,True,True,0.09375,False,False,False
43,64,soft_benign_veto,0.95,-0.25,0.0,0.0033333333333333335,0.0,0.0,0.03125,1.0,0.03125,True,True,0.03125,False,False,False
43,64,soft_benign_veto,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,1.0,0.0,True,True,0.0,False,False,False
43,64,soft_benign_veto,0.95,0.25,0.0,0.0033333333333333335,0.0,0.0,0.0,1.0,0.0,True,True,0.0,False,False,False
43,64,soft_benign_veto,0.95,0.5,0.0,0.0033333333333333335,0.0,0.0,0.0,1.0,0.0,True,True,0.0,False,False,False
43,64,soft_benign_veto,0.95,0.75,0.0,0.0033333333333333335,0.0,0.0,0.0,1.0,0.0,True,True,0.0,False,False,False
43,64,soft_benign_veto,0.95,1.0,0.0,0.0033333333333333335,0.0,0.0,0.0,1.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.75,-0.25,0.0,0.0,0.0,0.0,0.6875,1.0,0.6875,True,True,0.6875,False,False,False
43,64,attack_advantage_margin,0.75,0.0,0.0,0.0,0.0,0.0,0.53125,1.0,0.53125,True,True,0.53125,False,False,False
43,64,attack_advantage_margin,0.75,0.25,0.0,0.0,0.0,0.0,0.53125,1.0,0.53125,True,True,0.53125,False,False,False
43,64,attack_advantage_margin,0.75,0.5,0.0,0.0,0.0,0.0,0.34375,1.0,0.34375,True,True,0.34375,False,False,False
43,64,attack_advantage_margin,0.75,0.75,0.0,0.0,0.0,0.0,0.3125,1.0,0.3125,True,True,0.3125,False,False,False
43,64,attack_advantage_margin,0.75,1.0,0.0,0.0,0.0,0.0,0.3125,1.0,0.3125,True,True,0.3125,False,False,False
43,64,attack_advantage_margin,0.9,-0.25,0.0,0.0016666666666666668,0.0,0.0,0.5625,1.0,0.5625,True,True,0.5625,False,False,False
43,64,attack_advantage_margin,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.3125,1.0,0.3125,True,True,0.3125,False,False,False
43,64,attack_advantage_margin,0.9,0.25,0.0,0.0016666666666666668,0.0,0.0,0.125,1.0,0.125,True,True,0.125,False,False,False
43,64,attack_advantage_margin,0.9,0.5,0.0,0.0016666666666666668,0.0,0.0,0.09375,1.0,0.09375,True,True,0.09375,False,False,False
43,64,attack_advantage_margin,0.9,0.75,0.0,0.0016666666666666668,0.0,0.0,0.09375,1.0,0.09375,True,True,0.09375,False,False,False
43,64,attack_advantage_margin,0.9,1.0,0.0,0.0016666666666666668,0.0,0.0,0.09375,1.0,0.09375,True,True,0.09375,False,False,False
43,64,attack_advantage_margin,0.95,-0.25,0.0,0.0033333333333333335,0.0,0.0,0.03125,1.0,0.03125,True,True,0.03125,False,False,False
43,64,attack_advantage_margin,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.9375,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.95,0.25,0.0,0.0033333333333333335,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.95,0.5,0.0,0.0033333333333333335,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.95,0.75,0.0,0.0033333333333333335,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.95,1.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
43,64,conflict_to_review,0.75,0.0,0.0,0.0,0.0,0.0,0.375,0.75,0.375,True,True,0.375,False,False,False
43,64,conflict_to_review,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0625,0.875,0.0625,True,True,0.0625,False,False,False
43,64,conflict_to_review,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.9375,0.0,True,True,0.0,False,False,False
43,128,no_gate,0.95,0.0,0.0033333333333333335,0.0,0.0,0.0,0.96875,1.0,0.96875,True,True,0.96875,False,False,False
43,128,soft_benign_veto,0.75,-0.25,0.0,0.0,0.0,0.0,0.6875,1.0,0.6875,True,True,0.6875,False,False,False
43,128,soft_benign_veto,0.75,0.0,0.0,0.0,0.0,0.0,0.53125,1.0,0.53125,True,True,0.53125,False,False,False
43,128,soft_benign_veto,0.75,0.25,0.0,0.0,0.0,0.0,0.53125,1.0,0.53125,True,True,0.53125,False,False,False
43,128,soft_benign_veto,0.75,0.5,0.0,0.0,0.0,0.0,0.46875,1.0,0.46875,True,True,0.46875,False,False,False
43,128,soft_benign_veto,0.75,0.75,0.0,0.0,0.0,0.0,0.46875,1.0,0.46875,True,True,0.46875,False,False,False
43,128,soft_benign_veto,0.75,1.0,0.0,0.0,0.0,0.0,0.46875,1.0,0.46875,True,True,0.46875,False,False,False
43,128,soft_benign_veto,0.9,-0.25,0.0,0.0016666666666666668,0.0,0.0,0.5625,0.9375,0.5625,True,True,0.5625,False,False,False
43,128,soft_benign_veto,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.3125,0.90625,0.3125,True,True,0.3125,False,False,False
43,128,soft_benign_veto,0.9,0.25,0.0,0.0016666666666666668,0.0,0.0,0.125,0.90625,0.125,True,True,0.125,False,False,False
43,128,soft_benign_veto,0.9,0.5,0.0,0.0016666666666666668,0.0,0.0,0.09375,0.90625,0.09375,True,True,0.09375,False,False,False
43,128,soft_benign_veto,0.9,0.75,0.0,0.0016666666666666668,0.0,0.0,0.09375,0.90625,0.09375,True,True,0.09375,False,False,False
43,128,soft_benign_veto,0.9,1.0,0.0,0.0016666666666666668,0.0,0.0,0.09375,0.90625,0.09375,True,True,0.09375,False,False,False
43,128,soft_benign_veto,0.95,-0.25,0.0,0.0033333333333333335,0.0,0.0,0.03125,0.875,0.03125,True,True,0.03125,False,False,False
43,128,soft_benign_veto,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
43,128,soft_benign_veto,0.95,0.25,0.0,0.0033333333333333335,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
43,128,soft_benign_veto,0.95,0.5,0.0,0.0033333333333333335,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
43,128,soft_benign_veto,0.95,0.75,0.0,0.0033333333333333335,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
43,128,soft_benign_veto,0.95,1.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.75,-0.25,0.0,0.0,0.0,0.0,0.6875,0.96875,0.6875,True,True,0.6875,False,False,False
43,128,attack_advantage_margin,0.75,0.0,0.0,0.0,0.0,0.0,0.53125,0.96875,0.53125,True,True,0.53125,False,False,False
43,128,attack_advantage_margin,0.75,0.25,0.0,0.0,0.0,0.0,0.53125,0.96875,0.53125,True,True,0.53125,False,False,False
43,128,attack_advantage_margin,0.75,0.5,0.0,0.0,0.0,0.0,0.34375,0.96875,0.34375,True,True,0.34375,False,False,False
43,128,attack_advantage_margin,0.75,0.75,0.0,0.0,0.0,0.0,0.3125,0.96875,0.3125,True,True,0.3125,False,False,False
43,128,attack_advantage_margin,0.75,1.0,0.0,0.0,0.0,0.0,0.3125,0.96875,0.3125,True,True,0.3125,False,False,False
43,128,attack_advantage_margin,0.9,-0.25,0.0,0.0016666666666666668,0.0,0.0,0.5625,0.9375,0.5625,True,True,0.5625,False,False,False
43,128,attack_advantage_margin,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.3125,0.90625,0.3125,True,True,0.3125,False,False,False
43,128,attack_advantage_margin,0.9,0.25,0.0,0.0016666666666666668,0.0,0.0,0.125,0.875,0.125,True,True,0.125,False,False,False
43,128,attack_advantage_margin,0.9,0.5,0.0,0.0016666666666666668,0.0,0.0,0.09375,0.875,0.09375,True,True,0.09375,False,False,False
43,128,attack_advantage_margin,0.9,0.75,0.0,0.0016666666666666668,0.0,0.0,0.09375,0.875,0.09375,True,True,0.09375,False,False,False
43,128,attack_advantage_margin,0.9,1.0,0.0,0.0016666666666666668,0.0,0.0,0.09375,0.875,0.09375,True,True,0.09375,False,False,False
43,128,attack_advantage_margin,0.95,-0.25,0.0,0.0033333333333333335,0.0,0.0,0.03125,0.875,0.03125,True,True,0.03125,False,False,False
43,128,attack_advantage_margin,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.84375,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.95,0.25,0.0,0.0033333333333333335,0.0,0.0,0.0,0.84375,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.95,0.5,0.0,0.0033333333333333335,0.0,0.0,0.0,0.84375,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.95,0.75,0.0,0.0033333333333333335,0.0,0.0,0.0,0.8125,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.95,1.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.75,0.0,True,True,0.0,False,False,False
43,128,conflict_to_review,0.75,0.0,0.0,0.0,0.0,0.0,0.375,0.75,0.375,True,True,0.375,False,False,False
43,128,conflict_to_review,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0625,0.8125,0.0625,True,True,0.0625,False,False,False
43,128,conflict_to_review,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.84375,0.0,True,True,0.0,False,False,False
44,64,no_gate,0.95,0.0,0.0033333333333333335,0.0,0.0,0.0,0.96875,1.0,0.96875,True,True,0.96875,False,False,False
44,64,soft_benign_veto,0.75,-0.25,0.0,0.0,0.0,0.0,0.78125,1.0,0.78125,True,True,0.78125,False,False,False
44,64,soft_benign_veto,0.75,0.0,0.0,0.0,0.0,0.0,0.59375,1.0,0.59375,True,True,0.59375,False,False,False
44,64,soft_benign_veto,0.75,0.25,0.0,0.0,0.0,0.0,0.5,1.0,0.5,True,True,0.5,False,False,False
44,64,soft_benign_veto,0.75,0.5,0.0,0.0,0.0,0.0,0.4375,1.0,0.4375,True,True,0.4375,False,False,False
44,64,soft_benign_veto,0.75,0.75,0.0,0.0,0.0,0.0,0.4375,1.0,0.4375,True,True,0.4375,False,False,False
44,64,soft_benign_veto,0.75,1.0,0.0,0.0,0.0,0.0,0.4375,1.0,0.4375,True,True,0.4375,False,False,False
44,64,soft_benign_veto,0.9,-0.25,0.0,0.0,0.0,0.0,0.40625,0.9375,0.40625,True,True,0.40625,False,False,False
44,64,soft_benign_veto,0.9,0.0,0.0,0.0,0.0,0.0,0.21875,0.9375,0.21875,True,True,0.21875,False,False,False
44,64,soft_benign_veto,0.9,0.25,0.0,0.0,0.0,0.0,0.1875,0.9375,0.1875,True,True,0.1875,False,False,False
44,64,soft_benign_veto,0.9,0.5,0.0,0.0,0.0,0.0,0.1875,0.9375,0.1875,True,True,0.1875,False,False,False
44,64,soft_benign_veto,0.9,0.75,0.0,0.0,0.0,0.0,0.1875,0.9375,0.1875,True,True,0.1875,False,False,False
44,64,soft_benign_veto,0.9,1.0,0.0,0.0,0.0,0.0,0.1875,0.9375,0.1875,True,True,0.1875,False,False,False
44,64,soft_benign_veto,0.95,-0.25,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,True,True,0.0,False,False,False
44,64,soft_benign_veto,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,True,True,0.0,False,False,False
44,64,soft_benign_veto,0.95,0.25,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,True,True,0.0,False,False,False
44,64,soft_benign_veto,0.95,0.5,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,True,True,0.0,False,False,False
44,64,soft_benign_veto,0.95,0.75,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,True,True,0.0,False,False,False
44,64,soft_benign_veto,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,True,True,0.0,False,False,False
44,64,attack_advantage_margin,0.75,-0.25,0.0,0.0,0.0,0.0,0.78125,1.0,0.78125,True,True,0.78125,False,False,False
44,64,attack_advantage_margin,0.75,0.0,0.0,0.0,0.0,0.0,0.59375,1.0,0.59375,True,True,0.59375,False,False,False
44,64,attack_advantage_margin,0.75,0.25,0.0,0.0,0.0,0.0,0.5,1.0,0.5,True,True,0.5,False,False,False
44,64,attack_advantage_margin,0.75,0.5,0.0,0.0,0.0,0.0,0.40625,1.0,0.40625,True,True,0.40625,False,False,False
44,64,attack_advantage_margin,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.9375,0.25,True,True,0.25,False,False,False
44,64,attack_advantage_margin,0.75,1.0,0.0,0.0,0.0,0.0,0.25,0.9375,0.25,True,True,0.25,False,False,False
44,64,attack_advantage_margin,0.9,-0.25,0.0,0.0,0.0,0.0,0.40625,0.9375,0.40625,True,True,0.40625,False,False,False
44,64,attack_advantage_margin,0.9,0.0,0.0,0.0,0.0,0.0,0.21875,0.9375,0.21875,True,True,0.21875,False,False,False
44,64,attack_advantage_margin,0.9,0.25,0.0,0.0,0.0,0.0,0.15625,0.9375,0.15625,True,True,0.15625,False,False,False
44,64,attack_advantage_margin,0.9,0.5,0.0,0.0,0.0,0.0,0.15625,0.9375,0.15625,True,True,0.15625,False,False,False
44,64,attack_advantage_margin,0.9,0.75,0.0,0.0,0.0,0.0,0.125,0.9375,0.125,True,True,0.125,False,False,False
44,64,attack_advantage_margin,0.9,1.0,0.0,0.0,0.0,0.0,0.125,0.9375,0.125,True,True,0.125,False,False,False
44,64,attack_advantage_margin,0.95,-0.25,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,True,True,0.0,False,False,False
44,64,attack_advantage_margin,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,True,True,0.0,False,False,False
44,64,attack_advantage_margin,0.95,0.25,0.0,0.0,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
44,64,attack_advantage_margin,0.95,0.5,0.0,0.0,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
44,64,attack_advantage_margin,0.95,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.0,True,True,0.0,False,False,False
44,64,attack_advantage_margin,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,True,True,0.0,False,False,False
44,64,conflict_to_review,0.75,0.0,0.0,0.0,0.0,0.0,0.3125,0.75,0.3125,True,True,0.3125,False,False,False
44,64,conflict_to_review,0.9,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.125,True,True,0.125,False,False,False
44,64,conflict_to_review,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,True,True,0.0,False,False,False
44,128,no_gate,0.95,0.0,0.0033333333333333335,0.0,0.0,0.0,0.96875,1.0,0.96875,True,True,0.96875,False,False,False
44,128,soft_benign_veto,0.75,-0.25,0.0,0.0,0.0,0.0,0.78125,1.0,0.78125,True,True,0.78125,False,False,False
44,128,soft_benign_veto,0.75,0.0,0.0,0.0,0.0,0.0,0.59375,1.0,0.59375,True,True,0.59375,False,False,False
