job_index,job_label,weighting,seed,role,role_kind,stage,rows,parent_raw_alarm_rate,parent_hard_alarm_rate,parent_suppress_rate,temporal_raw_alarm_rate,temporal_hard_alarm_rate,temporal_suppress_rate,temporal_review_rate,temporal_unknown_rate,attack_score_mean,ood_risk_mean
6,strict_weight4_seed42,strict_frozen_weight4,42,support_val,attack,calibration_select,69,1.0,0.9565217391304348,0.043478260869565216,0.9420289855072463,0.9420289855072463,0.0,0.0,0.057971014492753624,0.9418617553797188,0.058138244620281075
6,strict_weight4_seed42,strict_frozen_weight4,42,ood_stress,benign_ood,read_only,229900,0.9986254893431927,0.6829882557633754,0.3156372335798173,0.6829882557633754,0.6829882557633754,0.0,0.0,0.3170117442366246,0.6828750948708731,0.31712490512912683
6,strict_weight4_seed42,strict_frozen_weight4,42,same_file_query,attack,read_only,125679,1.0,0.9765354593846227,0.02346454061537727,0.9658813326013097,0.9658813326013097,0.0,0.0,0.034118667398690315,0.9657091238043574,0.034290876195642486
6,strict_weight4_seed42,strict_frozen_weight4,42,future_query,attack,read_only,378145,0.9828214044876965,0.542392468497534,0.44042893599016253,0.4845866003781618,0.4845866003781618,0.0,0.0,0.5154133996218382,0.48451485160546415,0.515485148394536
6,strict_weight4_seed42,strict_frozen_weight4,42,sealed_final_ood,benign_ood,report_only,154900,0.9994641704325371,0.9966107165913493,0.002853453841187863,0.9966107165913493,0.9966107165913493,0.0,0.0,0.0033892834086507425,0.9964320936899942,0.003567906310005655
6,strict_weight4_seed42,strict_frozen_weight4,42,sealed_final_attack,attack,report_only,110104,0.995595073748456,0.6993115599796556,0.2962835137688004,0.6993115599796556,0.6993115599796556,0.0,0.0,0.3006884400203444,0.6991949919450683,0.3008050080549317
7,strict_weight4_seed43,strict_frozen_weight4,43,id_calib,benign_id,calibration_select,51497,0.008524768433112609,0.0,0.008524768433112609,0.0,0.0,0.0,0.0,1.0,2.9398358920778937e-05,0.9999706016410792
7,strict_weight4_seed43,strict_frozen_weight4,43,ood_val,benign_ood,calibration_select,12205,0.1269971323228185,0.0,0.1269971323228185,0.0,0.0,0.0,0.0,1.0,2.939835892077894e-05,0.9999706016410793
7,strict_weight4_seed43,strict_frozen_weight4,43,support_val,attack,calibration_select,69,1.0,0.9565217391304348,0.043478260869565216,0.9565217391304348,0.9565217391304348,0.0,0.0,0.043478260869565216,0.9563514839492696,0.043648516050730356
7,strict_weight4_seed43,strict_frozen_weight4,43,ood_stress,benign_ood,read_only,229900,0.9988777729447585,0.9707438016528925,0.02813397129186603,0.9707438016528925,0.9707438016528925,0.0,0.0,0.029256198347107437,0.9705705779190914,0.029429422080908405
7,strict_weight4_seed43,strict_frozen_weight4,43,same_file_query,attack,read_only,125679,1.0,0.924370817718155,0.07562918228184502,0.924370817718155,0.924370817718155,0.0,0.0,0.07562918228184502,0.9242072733570521,0.07579272664294781
7,strict_weight4_seed43,strict_frozen_weight4,43,future_query,attack,read_only,378145,0.9903714183712597,0.5972285763397639,0.39314284203149585,0.5972285763397639,0.5972285763397639,0.0,0.0,0.40277142366023616,0.5971333159537456,0.4028666840462542
7,strict_weight4_seed43,strict_frozen_weight4,43,sealed_final_ood,benign_ood,report_only,154900,0.9994641704325371,0.9968689477081988,0.002595222724338283,0.9968689477081988,0.9968689477081988,0.0,0.0,0.003131052291801162,0.9966902709065978,0.0033097290934016523
7,strict_weight4_seed43,strict_frozen_weight4,43,sealed_final_attack,attack,report_only,110104,0.9991644263605318,0.7735504613819661,0.22561396497856573,0.7735504613819661,0.7735504613819661,0.0,0.0,0.22644953861803385,0.7734183975579256,0.22658160244207445
8,strict_weight4_seed44,strict_frozen_weight4,44,id_calib,benign_id,calibration_select,51497,0.006194535604015768,0.0,0.006194535604015768,0.0,0.0,0.0,0.0,1.0,2.9398358920778937e-05,0.9999706016410792
8,strict_weight4_seed44,strict_frozen_weight4,44,ood_val,benign_ood,calibration_select,12205,0.08701351904956985,0.0,0.08701351904956985,0.0,0.0,0.0,0.0,1.0,2.939835892077894e-05,0.9999706016410793
8,strict_weight4_seed44,strict_frozen_weight4,44,support_val,attack,calibration_select,69,1.0,0.9710144927536232,0.028985507246376812,0.9710144927536232,0.9710144927536232,0.0,0.0,0.028985507246376812,0.9708412125188204,0.02915878748117961
8,strict_weight4_seed44,strict_frozen_weight4,44,ood_stress,benign_ood,read_only,229900,0.9986646367986081,0.9888386254893432,0.009826011309264897,0.9888386254893432,0.9888386254893432,0.0,0.0,0.011161374510656807,0.9886616248464679,0.011338375153531952
8,strict_weight4_seed44,strict_frozen_weight4,44,same_file_query,attack,read_only,125679,1.0,0.9757238679492994,0.024276132050700595,0.9757238679492994,0.9757238679492994,0.0,0.0,0.024276132050700595,0.9755496047327293,0.02445039526727049
8,strict_weight4_seed44,strict_frozen_weight4,44,future_query,attack,read_only,378145,0.9879834455037089,0.5976146716206746,0.39036877388303426,0.5967314125533856,0.5967314125533856,0.0,0.0,0.40326858744661437,0.5966362559397188,0.4033637440602811
8,strict_weight4_seed44,strict_frozen_weight4,44,sealed_final_ood,benign_ood,report_only,154900,0.9994641704325371,0.9968689477081988,0.002595222724338283,0.9968689477081988,0.9968689477081988,0.0,0.0,0.003131052291801162,0.9966902709065978,0.0033097290934016523
8,strict_weight4_seed44,strict_frozen_weight4,44,sealed_final_attack,attack,report_only,110104,0.9988102157959747,0.765421783041488,0.23338843275448667,0.7653218774976386,0.7653218774976386,0.0,0.0,0.2346781225023614,0.7651915312152232,0.23480846878477676
9,strict_weight4_seed45,strict_frozen_weight4,45,id_calib,benign_id,calibration_select,51497,0.006932442666563101,0.0,0.006932442666563101,0.0,0.0,0.0,0.0,1.0,2.9398358920778937e-05,0.9999706016410792
9,strict_weight4_seed45,strict_frozen_weight4,45,ood_val,benign_ood,calibration_select,12205,0.11470708725931995,0.0,0.11470708725931995,0.0,0.0,0.0,0.0,1.0,2.939835892077894e-05,0.9999706016410793
9,strict_weight4_seed45,strict_frozen_weight4,45,support_val,attack,calibration_select,69,1.0,0.9565217391304348,0.043478260869565216,0.9565217391304348,0.9565217391304348,0.0,0.0,0.043478260869565216,0.9563514839492696,0.043648516050730356
9,strict_weight4_seed45,strict_frozen_weight4,45,ood_stress,benign_ood,read_only,229900,0.9987951283166594,0.9911657242279251,0.007629404088734232,0.9911657242279251,0.9911657242279251,0.0,0.0,0.008742931709438887,0.9909882378527529,0.00892043715073837
9,strict_weight4_seed45,strict_frozen_weight4,45,same_file_query,attack,read_only,125679,1.0,0.9767582491903978,0.02324175080960224,0.9758034357370762,0.9758034357370762,0.0,0.0,0.022318764471391403,0.9756291559124253,0.02249343624675351
9,strict_weight4_seed45,strict_frozen_weight4,45,future_query,attack,read_only,378145,0.982977429292996,0.5795607505057584,0.4034166787872377,0.5262796017400733,0.5262796017400733,0.0,0.0,0.44425815494056514,0.5261991504413606,0.4443447558550544
9,strict_weight4_seed45,strict_frozen_weight4,45,sealed_final_ood,benign_ood,report_only,154900,0.9994641704325371,0.9968689477081988,0.002595222724338283,0.9968689477081988,0.9968689477081988,0.0,0.0,0.003131052291801162,0.9966902709065978,0.0033097290934016523
9,strict_weight4_seed45,strict_frozen_weight4,45,sealed_final_attack,attack,report_only,110104,0.998764804185134,0.7739319189130277,0.22483288527210638,0.7629241444452518,0.7629241444452518,0.0,0.0,0.23343384436532733,0.7627942986385419,0.23356445036430196
10,strict_weight4_seed46,strict_frozen_weight4,46,id_calib,benign_id,calibration_select,51497,0.0014758141250946657,0.0,0.0014758141250946657,0.0,0.0,0.0,0.0,1.0,2.9398358920778937e-05,0.9999706016410792
10,strict_weight4_seed46,strict_frozen_weight4,46,ood_val,benign_ood,calibration_select,12205,0.06907005325686194,0.0,0.06907005325686194,0.0,0.0,0.0,0.0,1.0,2.939835892077894e-05,0.9999706016410793
10,strict_weight4_seed46,strict_frozen_weight4,46,support_val,attack,calibration_select,69,1.0,0.9565217391304348,0.043478260869565216,0.9565217391304348,0.9565217391304348,0.0,0.0,0.043478260869565216,0.9563514839492696,0.043648516050730356
10,strict_weight4_seed46,strict_frozen_weight4,46,ood_stress,benign_ood,read_only,229900,0.998260113092649,0.9901609395389299,0.008099173553719008,0.9901609395389299,0.9901609395389299,0.0,0.0,0.009839060461070031,0.9899836628911607,0.010016337108839061
10,strict_weight4_seed46,strict_frozen_weight4,46,same_file_query,attack,read_only,125679,1.0,0.9245697371875969,0.07543026281240303,0.9245697371875969,0.9245697371875969,0.0,0.0,0.07543026281240303,0.9244061513062917,0.07559384869370829
10,strict_weight4_seed46,strict_frozen_weight4,46,future_query,attack,read_only,378145,0.9789445847492364,0.5842600060823229,0.3946845786669135,0.5842600060823229,0.5842600060823229,0.0,0.0,0.4157399939176771,0.5841674526091284,0.4158325473908715
10,strict_weight4_seed46,strict_frozen_weight4,46,sealed_final_ood,benign_ood,report_only,154900,0.9994641704325371,0.9968689477081988,0.002595222724338283,0.9968689477081988,0.9968689477081988,0.0,0.0,0.003131052291801162,0.9966902709065978,0.0033097290934016523
10,strict_weight4_seed46,strict_frozen_weight4,46,sealed_final_attack,attack,report_only,110104,0.9975659376589406,0.7770380730945288,0.22052786456441184,0.7770380730945288,0.7770380730945288,0.0,0.0,0.2229619269054712,0.7769052813058261,0.22309471869417413
