evaluation_role,dataset,holdout,method,seed,seed_group,selected_config_id,threshold,ood_target,uses_id_calib,uses_ood_val,uses_final_ood_eval,uses_attack_eval,ood_val_alarm_at_selection,id_calib_alarm_at_selection
locked,locked_harder_holdout,holdout_bin_5,M6_OC_SVM_top64,46,main_42_46,sgd_ocsvm_nu001,-25.024490568628373,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_5,M7_HistGB_shallow_top64,46,main_42_46,histgb_depth2_iter50_lr005,0.00034788576239846406,0.01,True,True,False,False,0.0065,0.0014
locked,locked_harder_holdout,holdout_bin_5,M8_DevNet_like_MLP_top64,46,main_42_46,mlp_h16_alpha001,0.004172130947816192,0.01,True,True,False,False,0.001,0.0098
locked,locked_harder_holdout,holdout_bin_5,M9_DeepSAD_like_center_top64,46,main_42_46,center_lambda2,669.7069595642089,0.01,True,True,False,False,0.01,0.002
locked,locked_harder_holdout,holdout_bin_5,M0_V1_original100_fixed_guard_LR,47,heldout_47_51,fixed_lr,-2.4168281315697695,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_5,M1_V2_top32_fixed_guard_LR,47,heldout_47_51,fixed_lr,-2.7649186566996478,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_5,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,47,heldout_47_51,fixed_lr,-4.102580408336336,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_5,M3_top64_no_guard_LR,47,heldout_47_51,fixed_lr,52.191294881078356,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_5,M4_top64_random32_fixed_guard_LR,47,heldout_47_51,fixed_lr,-4.463547675996956,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_5,M5_Isolation_Forest_top64,47,heldout_47_51,iforest_n100_auto,0.6269312750546749,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_5,M6_OC_SVM_top64,47,heldout_47_51,sgd_ocsvm_nu001,-38.96297253854939,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_5,M7_HistGB_shallow_top64,47,heldout_47_51,histgb_depth3_iter50_lr005,0.00042551126427748087,0.01,True,True,False,False,0.0055,0.0032
locked,locked_harder_holdout,holdout_bin_5,M8_DevNet_like_MLP_top64,47,heldout_47_51,mlp_h16_alpha001,0.004970025389106039,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_5,M9_DeepSAD_like_center_top64,47,heldout_47_51,center_lambda1,461.7895325088493,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_5,M0_V1_original100_fixed_guard_LR,48,heldout_47_51,fixed_lr,-2.4168281315697695,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_5,M1_V2_top32_fixed_guard_LR,48,heldout_47_51,fixed_lr,-2.7649186566996478,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_5,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,48,heldout_47_51,fixed_lr,-4.102580408336336,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_5,M3_top64_no_guard_LR,48,heldout_47_51,fixed_lr,52.191294881078356,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_5,M4_top64_random32_fixed_guard_LR,48,heldout_47_51,fixed_lr,-3.160661869167332,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_5,M5_Isolation_Forest_top64,48,heldout_47_51,iforest_n100_auto,0.6225873644724027,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_5,M6_OC_SVM_top64,48,heldout_47_51,sgd_ocsvm_nu001,-34.24475648032043,0.01,True,True,False,False,0.0035,0.0098
locked,locked_harder_holdout,holdout_bin_5,M7_HistGB_shallow_top64,48,heldout_47_51,histgb_depth2_iter50_lr005,0.0005201751160554464,0.01,True,True,False,False,0.008,0.0014
locked,locked_harder_holdout,holdout_bin_5,M8_DevNet_like_MLP_top64,48,heldout_47_51,mlp_h16_alpha001,0.003887063970381862,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_5,M9_DeepSAD_like_center_top64,48,heldout_47_51,center_lambda2,669.7069595642089,0.01,True,True,False,False,0.01,0.002
locked,locked_harder_holdout,holdout_bin_5,M0_V1_original100_fixed_guard_LR,49,heldout_47_51,fixed_lr,-2.4168281315697695,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_5,M1_V2_top32_fixed_guard_LR,49,heldout_47_51,fixed_lr,-2.7649186566996478,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_5,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,49,heldout_47_51,fixed_lr,-4.102580408336336,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_5,M3_top64_no_guard_LR,49,heldout_47_51,fixed_lr,52.191294881078356,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_5,M4_top64_random32_fixed_guard_LR,49,heldout_47_51,fixed_lr,-4.835114868624272,0.01,True,True,False,False,0.001,0.0098
locked,locked_harder_holdout,holdout_bin_5,M5_Isolation_Forest_top64,49,heldout_47_51,iforest_n100_auto,0.5977386222613228,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_5,M6_OC_SVM_top64,49,heldout_47_51,sgd_ocsvm_nu001,-40.01853945367398,0.01,True,True,False,False,0.006,0.01
locked,locked_harder_holdout,holdout_bin_5,M7_HistGB_shallow_top64,49,heldout_47_51,histgb_depth2_iter50_lr005,0.0009078106781434506,0.01,True,True,False,False,0.007,0.0
locked,locked_harder_holdout,holdout_bin_5,M8_DevNet_like_MLP_top64,49,heldout_47_51,mlp_h16_alpha001,0.004445409325417132,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_5,M9_DeepSAD_like_center_top64,49,heldout_47_51,center_lambda1,461.7895325088493,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_5,M0_V1_original100_fixed_guard_LR,50,heldout_47_51,fixed_lr,-2.4168281315697695,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_5,M1_V2_top32_fixed_guard_LR,50,heldout_47_51,fixed_lr,-2.7649186566996478,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_5,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,50,heldout_47_51,fixed_lr,-4.102580408336336,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_5,M3_top64_no_guard_LR,50,heldout_47_51,fixed_lr,52.191294881078356,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_5,M4_top64_random32_fixed_guard_LR,50,heldout_47_51,fixed_lr,-4.34693132885098,0.01,True,True,False,False,0.01,0.0098
locked,locked_harder_holdout,holdout_bin_5,M5_Isolation_Forest_top64,50,heldout_47_51,iforest_n100_auto,0.6176297292668605,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_5,M6_OC_SVM_top64,50,heldout_47_51,sgd_ocsvm_nu001,-33.18423508467202,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_5,M7_HistGB_shallow_top64,50,heldout_47_51,histgb_depth3_iter50_lr005,0.00042452687247347833,0.01,True,True,False,False,0.0,0.0056
locked,locked_harder_holdout,holdout_bin_5,M8_DevNet_like_MLP_top64,50,heldout_47_51,mlp_h16_alpha001,0.004077842494007215,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_5,M9_DeepSAD_like_center_top64,50,heldout_47_51,center_lambda1,461.7895325088493,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_5,M0_V1_original100_fixed_guard_LR,51,heldout_47_51,fixed_lr,-2.4168281315697695,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_5,M1_V2_top32_fixed_guard_LR,51,heldout_47_51,fixed_lr,-2.7649186566996478,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_5,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,51,heldout_47_51,fixed_lr,-4.102580408336336,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_5,M3_top64_no_guard_LR,51,heldout_47_51,fixed_lr,52.191294881078356,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_5,M4_top64_random32_fixed_guard_LR,51,heldout_47_51,fixed_lr,-4.294735095840644,0.01,True,True,False,False,0.003,0.01
locked,locked_harder_holdout,holdout_bin_5,M5_Isolation_Forest_top64,51,heldout_47_51,iforest_n100_auto,0.6185036465998882,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_5,M6_OC_SVM_top64,51,heldout_47_51,sgd_ocsvm_nu001,-35.45778111710422,0.01,True,True,False,False,0.0095,0.0004
locked,locked_harder_holdout,holdout_bin_5,M7_HistGB_shallow_top64,51,heldout_47_51,histgb_depth3_iter50_lr005,0.00043591209236701074,0.01,True,True,False,False,0.0055,0.0042
locked,locked_harder_holdout,holdout_bin_5,M8_DevNet_like_MLP_top64,51,heldout_47_51,mlp_h16_alpha001,0.004455105887842365,0.01,True,True,False,False,0.001,0.0098
locked,locked_harder_holdout,holdout_bin_5,M9_DeepSAD_like_center_top64,51,heldout_47_51,center_lambda1,461.7895325088493,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_6,M0_V1_original100_fixed_guard_LR,42,main_42_46,fixed_lr,-2.3665623121180643,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M1_V2_top32_fixed_guard_LR,42,main_42_46,fixed_lr,-2.9855315406396192,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,42,main_42_46,fixed_lr,-4.118561382207412,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_6,M3_top64_no_guard_LR,42,main_42_46,fixed_lr,52.262188785100285,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M4_top64_random32_fixed_guard_LR,42,main_42_46,fixed_lr,-2.861432920775401,0.01,True,True,False,False,0.005,0.01
locked,locked_harder_holdout,holdout_bin_6,M5_Isolation_Forest_top64,42,main_42_46,iforest_n100_auto,0.5995569542388096,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M6_OC_SVM_top64,42,main_42_46,sgd_ocsvm_nu001,-38.83100235169995,0.01,True,True,False,False,0.01,0.0024
locked,locked_harder_holdout,holdout_bin_6,M7_HistGB_shallow_top64,42,main_42_46,histgb_depth3_iter50_lr005,0.0004461334346858862,0.01,True,True,False,False,0.006,0.0036
locked,locked_harder_holdout,holdout_bin_6,M8_DevNet_like_MLP_top64,42,main_42_46,mlp_h16_alpha001,0.0036390129338832954,0.01,True,True,False,False,0.0025,0.01
locked,locked_harder_holdout,holdout_bin_6,M9_DeepSAD_like_center_top64,42,main_42_46,center_lambda1,475.02895481109385,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_6,M0_V1_original100_fixed_guard_LR,43,main_42_46,fixed_lr,-2.3665623121180643,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M1_V2_top32_fixed_guard_LR,43,main_42_46,fixed_lr,-2.9855315406396192,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,43,main_42_46,fixed_lr,-4.118561382207412,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_6,M3_top64_no_guard_LR,43,main_42_46,fixed_lr,52.262188785100285,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M4_top64_random32_fixed_guard_LR,43,main_42_46,fixed_lr,-4.404487310202003,0.01,True,True,False,False,0.0025,0.01
locked,locked_harder_holdout,holdout_bin_6,M5_Isolation_Forest_top64,43,main_42_46,iforest_n100_auto,0.6009317130547851,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M6_OC_SVM_top64,43,main_42_46,sgd_ocsvm_nu001,-29.189423875627046,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M7_HistGB_shallow_top64,43,main_42_46,histgb_depth2_iter50_lr005,0.000681417445644381,0.01,True,True,False,False,0.0065,0.0002
locked,locked_harder_holdout,holdout_bin_6,M8_DevNet_like_MLP_top64,43,main_42_46,mlp_h16_alpha001,0.0041619560644030554,0.01,True,True,False,False,0.0035,0.0098
locked,locked_harder_holdout,holdout_bin_6,M9_DeepSAD_like_center_top64,43,main_42_46,center_lambda2,689.6371118164061,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M0_V1_original100_fixed_guard_LR,44,main_42_46,fixed_lr,-2.3665623121180643,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M1_V2_top32_fixed_guard_LR,44,main_42_46,fixed_lr,-2.9855315406396192,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,44,main_42_46,fixed_lr,-4.118561382207412,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_6,M3_top64_no_guard_LR,44,main_42_46,fixed_lr,52.262188785100285,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M4_top64_random32_fixed_guard_LR,44,main_42_46,fixed_lr,-4.775421226865066,0.01,True,True,False,False,0.0025,0.01
locked,locked_harder_holdout,holdout_bin_6,M5_Isolation_Forest_top64,44,main_42_46,iforest_n100_auto,0.6079784320927214,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M6_OC_SVM_top64,44,main_42_46,sgd_ocsvm_nu001,-44.5159374335674,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M7_HistGB_shallow_top64,44,main_42_46,histgb_depth3_iter50_lr005,0.0002717602363555813,0.01,True,True,False,False,0.0065,0.0098
locked,locked_harder_holdout,holdout_bin_6,M8_DevNet_like_MLP_top64,44,main_42_46,mlp_h16_alpha001,0.002534650275949386,0.01,True,True,False,False,0.0045,0.0098
locked,locked_harder_holdout,holdout_bin_6,M9_DeepSAD_like_center_top64,44,main_42_46,center_lambda1,475.02895481109385,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_6,M0_V1_original100_fixed_guard_LR,45,main_42_46,fixed_lr,-2.3665623121180643,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M1_V2_top32_fixed_guard_LR,45,main_42_46,fixed_lr,-2.9855315406396192,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,45,main_42_46,fixed_lr,-4.118561382207412,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_6,M3_top64_no_guard_LR,45,main_42_46,fixed_lr,52.262188785100285,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M4_top64_random32_fixed_guard_LR,45,main_42_46,fixed_lr,-4.172011929291324,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M5_Isolation_Forest_top64,45,main_42_46,iforest_n100_auto,0.6171285534306128,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M6_OC_SVM_top64,45,main_42_46,sgd_ocsvm_nu001,-31.727279810662544,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M7_HistGB_shallow_top64,45,main_42_46,histgb_depth3_iter50_lr005,0.0002645106827905242,0.01,True,True,False,False,0.0065,0.01
locked,locked_harder_holdout,holdout_bin_6,M8_DevNet_like_MLP_top64,45,main_42_46,mlp_h16_alpha001,0.0043622907961253345,0.01,True,True,False,False,0.002,0.0098
locked,locked_harder_holdout,holdout_bin_6,M9_DeepSAD_like_center_top64,45,main_42_46,center_lambda1,475.02895481109385,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_6,M0_V1_original100_fixed_guard_LR,46,main_42_46,fixed_lr,-2.3665623121180643,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M1_V2_top32_fixed_guard_LR,46,main_42_46,fixed_lr,-2.9855315406396192,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,46,main_42_46,fixed_lr,-4.118561382207412,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_6,M3_top64_no_guard_LR,46,main_42_46,fixed_lr,52.262188785100285,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M4_top64_random32_fixed_guard_LR,46,main_42_46,fixed_lr,-3.445819256563175,0.01,True,True,False,False,0.005,0.01
locked,locked_harder_holdout,holdout_bin_6,M5_Isolation_Forest_top64,46,main_42_46,iforest_n100_auto,0.6209405744171578,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M6_OC_SVM_top64,46,main_42_46,sgd_ocsvm_nu001,-25.02532408414951,0.01,True,True,False,False,0.003,0.01
locked,locked_harder_holdout,holdout_bin_6,M7_HistGB_shallow_top64,46,main_42_46,histgb_depth2_iter50_lr005,0.00034779444698170166,0.01,True,True,False,False,0.0065,0.0014
locked,locked_harder_holdout,holdout_bin_6,M8_DevNet_like_MLP_top64,46,main_42_46,mlp_h16_alpha001,0.0038880506226560336,0.01,True,True,False,False,0.001,0.0098
locked,locked_harder_holdout,holdout_bin_6,M9_DeepSAD_like_center_top64,46,main_42_46,center_lambda2,689.6371118164061,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M0_V1_original100_fixed_guard_LR,47,heldout_47_51,fixed_lr,-2.3665623121180643,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M1_V2_top32_fixed_guard_LR,47,heldout_47_51,fixed_lr,-2.9855315406396192,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,47,heldout_47_51,fixed_lr,-4.118561382207412,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_6,M3_top64_no_guard_LR,47,heldout_47_51,fixed_lr,52.262188785100285,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M4_top64_random32_fixed_guard_LR,47,heldout_47_51,fixed_lr,-4.704110653572184,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M5_Isolation_Forest_top64,47,heldout_47_51,iforest_n100_auto,0.6179189423857899,0.01,True,True,False,False,0.01,0.0
