evaluation_role,dataset,holdout,split_protocol,method,baseline_category,run_priority,fairness_layer,feature_input,model_kind,selected_config_id,uses_attack_supports,support_method,support_count,feature_selection_support_count,seed,seed_group,ood_target,ood_target_label,roc_auc,pr_auc,pauc_fpr_1pct,tpr_at_fpr_1pct,attack_high_detection,final_ood_high_alarm,feasible_final_1pct,threshold,attack_eval_size,final_ood_eval_size,feature_dim,train_time,inference_time,parameter_count,provenance_clean,hyperparameter_uses_final_eval,threshold_uses_final_eval
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M3_top64_no_guard_LR,component_ablation,required,representation_ablation,selected_source_rich_top64,no_guard_lr,fixed_lr,True,kcenter,32,32,43,main_42_46,0.01,1.0pct,0.9267826681870012,0.41135281277860847,0.49748743718592964,0.0,0.0,0.0082,True,52.191294881078356,877,10000,64,0.12715660000685602,0.011897200020030141,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M4_top64_random32_fixed_guard_LR,component_ablation,required,support_ablation,selected_source_rich_top64,guarded_lr,fixed_lr,True,random,32,32,43,main_42_46,0.01,1.0pct,0.9940645381984037,0.9856276380028164,0.985056410902861,0.9771949828962372,0.9726339794754846,0.0024,True,-3.051425195798858,877,10000,64,0.4533062999835238,0.013626700034365058,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M5_Isolation_Forest_top64,unsupervised_anomaly,required,method_level,selected_source_rich_top64_frozen_main_protocol,isolation_forest,iforest_n100_auto,False,none_for_model,0,32,43,main_42_46,0.01,1.0pct,0.9501537058152792,0.4429278494785237,0.4976077651656229,0.0034207525655644243,0.039908779931584946,0.0162,False,0.6113657021252706,877,10000,64,0.18238820001715794,0.10625790001358837,100,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M6_OC_SVM_top64,unsupervised_anomaly,required,method_level,selected_source_rich_top64_frozen_main_protocol,ocsvm_sgd,sgd_ocsvm_nu001,False,none_for_model,0,32,43,main_42_46,0.01,1.0pct,0.318966818700114,0.054612856355535117,0.49748743718592964,0.0,0.0,0.0002,True,-29.189144355048363,877,10000,64,0.03047960001276806,0.010612400015816092,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M7_HistGB_shallow_top64,nonlinear_tabular,required,adapter_level,selected_source_rich_top64,histgb,histgb_depth2_iter50_lr005,True,kcenter,32,32,43,main_42_46,0.01,1.0pct,0.997446180159635,0.9833758004576627,0.9828102886152542,0.9657924743443558,0.9657924743443558,0.0066,True,0.0006761771984515648,877,10000,64,0.23832259996561334,0.020674700033850968,50,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M8_DevNet_like_MLP_top64,fewshot_anomaly,required,adapter_level,selected_source_rich_top64,devnet_like_mlp,mlp_h16_alpha001,True,kcenter,32,32,43,main_42_46,0.01,1.0pct,0.9865144811858609,0.9779407481022957,0.9774986677973676,0.9680729760547321,0.9657924743443558,0.0064,True,0.0036309990682640114,877,10000,64,1.4569330000085756,0.013569500006269664,1057,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M9_DeepSAD_like_center_top64,semisupervised_anomaly,required,adapter_level,selected_source_rich_top64,deepsad_like_center,center_lambda2,True,kcenter,32,32,43,main_42_46,0.01,1.0pct,0.8261974914481185,0.2349829614422868,0.5131931034877925,0.07297605473204105,0.08095781071835804,0.0124,False,669.7069595642089,877,10000,64,0.017062600003555417,0.013874500000383705,128,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M0_V1_original100_fixed_guard_LR,existing_detector_baseline,required,representation_reference,original100,guarded_lr,fixed_lr,True,kcenter,32,0,44,main_42_46,0.01,1.0pct,0.9955963511972634,0.9750327295349486,0.9591572457498438,0.9828962371721779,0.9669327251995439,0.0019,True,-2.4168281315697695,877,10000,100,1.2233982000034302,0.020913699991069734,101,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M1_V2_top32_fixed_guard_LR,existing_detector_baseline,required,representation_reference,selected_source_rich_top32,guarded_lr,fixed_lr,True,kcenter,32,32,44,main_42_46,0.01,1.0pct,0.971021094640821,0.9684459575495559,0.9742555422494457,0.9669327251995439,0.9680729760547321,0.0169,False,-2.7649186566996478,877,10000,32,0.16523909999523312,0.006090199982281774,33,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,main_method,required,main_method,selected_source_rich_top64,guarded_lr,fixed_lr,True,kcenter,32,32,44,main_42_46,0.01,1.0pct,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,True,-4.102580408336336,877,10000,64,0.37026469997363165,0.010521300020627677,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M3_top64_no_guard_LR,component_ablation,required,representation_ablation,selected_source_rich_top64,no_guard_lr,fixed_lr,True,kcenter,32,32,44,main_42_46,0.01,1.0pct,0.9267826681870012,0.41135281277860847,0.49748743718592964,0.0,0.0,0.0082,True,52.191294881078356,877,10000,64,0.12176820001332089,0.00990170001750812,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M4_top64_random32_fixed_guard_LR,component_ablation,required,support_ablation,selected_source_rich_top64,guarded_lr,fixed_lr,True,random,32,32,44,main_42_46,0.01,1.0pct,0.9897002280501711,0.9802917035260804,0.9804323785403644,0.9680729760547321,0.9498289623717218,0.0005,True,-2.0478718143187327,877,10000,64,0.8398995000170544,0.010508400038816035,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M5_Isolation_Forest_top64,unsupervised_anomaly,required,method_level,selected_source_rich_top64_frozen_main_protocol,isolation_forest,iforest_n100_auto,False,none_for_model,0,32,44,main_42_46,0.01,1.0pct,0.9505413911060433,0.4448459523733637,0.5022719068546839,0.021664766248574687,0.03078677309007982,0.0124,False,0.6152037819829398,877,10000,64,0.1723031000001356,0.09545639995485544,100,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M6_OC_SVM_top64,unsupervised_anomaly,required,method_level,selected_source_rich_top64_frozen_main_protocol,ocsvm_sgd,sgd_ocsvm_nu001,False,none_for_model,0,32,44,main_42_46,0.01,1.0pct,0.2644726909920182,0.053299258872884135,0.49910899995989066,0.0034207525655644243,0.0,0.0003,True,-44.496709469651584,877,10000,64,0.027939499996136874,0.007861700025387108,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M7_HistGB_shallow_top64,nonlinear_tabular,required,adapter_level,selected_source_rich_top64,histgb,histgb_depth2_iter50_lr005,True,kcenter,32,32,44,main_42_46,0.01,1.0pct,0.9960570125427594,0.9783861057000445,0.9831999220733083,0.9680729760547321,0.9680729760547321,0.0075,True,0.00028388495930907785,877,10000,64,0.20889890001853928,0.020147999981418252,50,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M8_DevNet_like_MLP_top64,fewshot_anomaly,required,adapter_level,selected_source_rich_top64,devnet_like_mlp,mlp_h16_alpha001,True,kcenter,32,32,44,main_42_46,0.01,1.0pct,0.9846717217787915,0.9727170457267679,0.9740378059052388,0.9669327251995439,0.9669327251995439,0.0066,True,0.003914566083112733,877,10000,64,1.5547106000012718,0.019200899987481534,1057,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M9_DeepSAD_like_center_top64,semisupervised_anomaly,required,adapter_level,selected_source_rich_top64,deepsad_like_center,center_lambda1,True,kcenter,32,32,44,main_42_46,0.01,1.0pct,0.8265279361459521,0.22264665645230236,0.5017103762827823,0.03534777651083238,0.03876852907639681,0.0115,False,461.7895325088493,877,10000,64,0.021851099969353527,0.011843700020108372,128,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M0_V1_original100_fixed_guard_LR,existing_detector_baseline,required,representation_reference,original100,guarded_lr,fixed_lr,True,kcenter,32,0,45,main_42_46,0.01,1.0pct,0.9955963511972634,0.9750327295349486,0.9591572457498438,0.9828962371721779,0.9669327251995439,0.0019,True,-2.4168281315697695,877,10000,100,1.4227448999881744,0.020239099976606667,101,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M1_V2_top32_fixed_guard_LR,existing_detector_baseline,required,representation_reference,selected_source_rich_top32,guarded_lr,fixed_lr,True,kcenter,32,32,45,main_42_46,0.01,1.0pct,0.971021094640821,0.9684459575495559,0.9742555422494457,0.9669327251995439,0.9680729760547321,0.0169,False,-2.7649186566996478,877,10000,32,0.19763819995569065,0.00858300004620105,33,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,main_method,required,main_method,selected_source_rich_top64,guarded_lr,fixed_lr,True,kcenter,32,32,45,main_42_46,0.01,1.0pct,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,True,-4.102580408336336,877,10000,64,0.34479470003861934,0.01011350000044331,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M3_top64_no_guard_LR,component_ablation,required,representation_ablation,selected_source_rich_top64,no_guard_lr,fixed_lr,True,kcenter,32,32,45,main_42_46,0.01,1.0pct,0.9267826681870012,0.41135281277860847,0.49748743718592964,0.0,0.0,0.0082,True,52.191294881078356,877,10000,64,0.168159699998796,0.01765920000616461,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M4_top64_random32_fixed_guard_LR,component_ablation,required,support_ablation,selected_source_rich_top64,guarded_lr,fixed_lr,True,random,32,32,45,main_42_46,0.01,1.0pct,0.9944013683010262,0.986242693546702,0.9803407000796457,0.9692132269099202,0.9623717217787914,0.0072,True,-3.380211100786366,877,10000,64,0.4697687000152655,0.01707870000973344,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M5_Isolation_Forest_top64,unsupervised_anomaly,required,method_level,selected_source_rich_top64_frozen_main_protocol,isolation_forest,iforest_n100_auto,False,none_for_model,0,32,45,main_42_46,0.01,1.0pct,0.952274914481186,0.4566676836870754,0.5004956366782601,0.02508551881413911,0.04104903078677309,0.0147,False,0.6137021936879196,877,10000,64,0.17287269997177646,0.09913270000834018,100,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M6_OC_SVM_top64,unsupervised_anomaly,required,method_level,selected_source_rich_top64_frozen_main_protocol,ocsvm_sgd,sgd_ocsvm_nu001,False,none_for_model,0,32,45,main_42_46,0.01,1.0pct,0.061619156214367164,0.04251309478338125,0.49748743718592964,0.0,0.0,0.0091,True,-31.732437595295885,877,10000,64,0.024191400036215782,0.009468600037507713,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M7_HistGB_shallow_top64,nonlinear_tabular,required,adapter_level,selected_source_rich_top64,histgb,histgb_depth3_iter50_lr005,True,kcenter,32,32,45,main_42_46,0.01,1.0pct,0.9960911060433295,0.9783126650822517,0.9830738641898203,0.9680729760547321,0.9680729760547321,0.0067,True,0.0002644976526401188,877,10000,64,0.23769320000428706,0.02777539996895939,50,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M8_DevNet_like_MLP_top64,fewshot_anomaly,required,adapter_level,selected_source_rich_top64,devnet_like_mlp,mlp_h16_alpha001,True,kcenter,32,32,45,main_42_46,0.01,1.0pct,0.9850863169897377,0.9757077765887255,0.9753384940666846,0.9680729760547321,0.9680729760547321,0.0068,True,0.004441840880317632,877,10000,64,1.3897835000534542,0.008737399999517947,1057,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M9_DeepSAD_like_center_top64,semisupervised_anomaly,required,adapter_level,selected_source_rich_top64,deepsad_like_center,center_lambda2,True,kcenter,32,32,45,main_42_46,0.01,1.0pct,0.8261974914481185,0.2349829614422868,0.5131931034877925,0.07297605473204105,0.08095781071835804,0.0124,False,669.7069595642089,877,10000,64,0.02566290000686422,0.013032899994868785,128,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M0_V1_original100_fixed_guard_LR,existing_detector_baseline,required,representation_reference,original100,guarded_lr,fixed_lr,True,kcenter,32,0,46,main_42_46,0.01,1.0pct,0.9955963511972634,0.9750327295349486,0.9591572457498438,0.9828962371721779,0.9669327251995439,0.0019,True,-2.4168281315697695,877,10000,100,1.283472899987828,0.020725200010929257,101,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M1_V2_top32_fixed_guard_LR,existing_detector_baseline,required,representation_reference,selected_source_rich_top32,guarded_lr,fixed_lr,True,kcenter,32,32,46,main_42_46,0.01,1.0pct,0.971021094640821,0.9684459575495559,0.9742555422494457,0.9669327251995439,0.9680729760547321,0.0169,False,-2.7649186566996478,877,10000,32,0.18484860000899062,0.004736899980343878,33,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,main_method,required,main_method,selected_source_rich_top64,guarded_lr,fixed_lr,True,kcenter,32,32,46,main_42_46,0.01,1.0pct,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,True,-4.102580408336336,877,10000,64,0.3596559999859892,0.011338999960571527,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M3_top64_no_guard_LR,component_ablation,required,representation_ablation,selected_source_rich_top64,no_guard_lr,fixed_lr,True,kcenter,32,32,46,main_42_46,0.01,1.0pct,0.9267826681870012,0.41135281277860847,0.49748743718592964,0.0,0.0,0.0082,True,52.191294881078356,877,10000,64,0.11742429999867454,0.014240299991797656,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M4_top64_random32_fixed_guard_LR,component_ablation,required,support_ablation,selected_source_rich_top64,guarded_lr,fixed_lr,True,random,32,32,46,main_42_46,0.01,1.0pct,0.9836237172177879,0.9778483774250982,0.984168275814649,0.9703534777651083,0.9692132269099202,0.0034,True,-4.1531408717731715,877,10000,64,0.4001034999964759,0.012169499997980893,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M5_Isolation_Forest_top64,unsupervised_anomaly,required,method_level,selected_source_rich_top64_frozen_main_protocol,isolation_forest,iforest_n100_auto,False,none_for_model,0,32,46,main_42_46,0.01,1.0pct,0.9494820980615736,0.43231866698074434,0.49748743718592964,0.0,0.009122006841505131,0.0144,False,0.6109656853543345,877,10000,64,0.17560780001804233,0.09120860003167763,100,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M6_OC_SVM_top64,unsupervised_anomaly,required,method_level,selected_source_rich_top64_frozen_main_protocol,ocsvm_sgd,sgd_ocsvm_nu001,False,none_for_model,0,32,46,main_42_46,0.01,1.0pct,0.33690182440136834,0.07177352925378813,0.510047386304384,0.043329532497149374,0.021664766248574687,0.0028,True,-25.024490568628373,877,10000,64,0.03022350004175678,0.009007000015117228,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M7_HistGB_shallow_top64,nonlinear_tabular,required,adapter_level,selected_source_rich_top64,histgb,histgb_depth2_iter50_lr005,True,kcenter,32,32,46,main_42_46,0.01,1.0pct,0.9775936716077538,0.9247207703420349,0.8881207634523816,0.9247434435575826,0.9247434435575826,0.0076,True,0.00034788576239846406,877,10000,64,0.19557360000908375,0.018520900048315525,50,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M8_DevNet_like_MLP_top64,fewshot_anomaly,required,adapter_level,selected_source_rich_top64,devnet_like_mlp,mlp_h16_alpha001,True,kcenter,32,32,46,main_42_46,0.01,1.0pct,0.9882799315849486,0.9743509435907591,0.9685829374924795,0.9635119726339795,0.9600912200684151,0.0045,True,0.004172130947816192,877,10000,64,1.4455731000052765,0.01075650000711903,1057,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M9_DeepSAD_like_center_top64,semisupervised_anomaly,required,adapter_level,selected_source_rich_top64,deepsad_like_center,center_lambda2,True,kcenter,32,32,46,main_42_46,0.01,1.0pct,0.8261974914481185,0.2349829614422868,0.5131931034877925,0.07297605473204105,0.08095781071835804,0.0124,False,669.7069595642089,877,10000,64,0.01853939995635301,0.01034320000326261,128,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M0_V1_original100_fixed_guard_LR,existing_detector_baseline,required,representation_reference,original100,guarded_lr,fixed_lr,True,kcenter,32,0,47,heldout_47_51,0.01,1.0pct,0.9955963511972634,0.9750327295349486,0.9591572457498438,0.9828962371721779,0.9669327251995439,0.0019,True,-2.4168281315697695,877,10000,100,1.241974999953527,0.01842839998425916,101,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M1_V2_top32_fixed_guard_LR,existing_detector_baseline,required,representation_reference,selected_source_rich_top32,guarded_lr,fixed_lr,True,kcenter,32,32,47,heldout_47_51,0.01,1.0pct,0.971021094640821,0.9684459575495559,0.9742555422494457,0.9669327251995439,0.9680729760547321,0.0169,False,-2.7649186566996478,877,10000,32,0.18836089997785166,0.0075731000397354364,33,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,main_method,required,main_method,selected_source_rich_top64,guarded_lr,fixed_lr,True,kcenter,32,32,47,heldout_47_51,0.01,1.0pct,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,True,-4.102580408336336,877,10000,64,0.3929459000355564,0.011127899982966483,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M3_top64_no_guard_LR,component_ablation,required,representation_ablation,selected_source_rich_top64,no_guard_lr,fixed_lr,True,kcenter,32,32,47,heldout_47_51,0.01,1.0pct,0.9267826681870012,0.41135281277860847,0.49748743718592964,0.0,0.0,0.0082,True,52.191294881078356,877,10000,64,0.11752549995435402,0.013520499982405454,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M4_top64_random32_fixed_guard_LR,component_ablation,required,support_ablation,selected_source_rich_top64,guarded_lr,fixed_lr,True,random,32,32,47,heldout_47_51,0.01,1.0pct,0.9722535917901938,0.9614184270188256,0.9701414713246964,0.9486887115165337,0.9395667046750285,0.002,True,-4.463547675996956,877,10000,64,0.33747599995695055,0.010875799984205514,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M5_Isolation_Forest_top64,unsupervised_anomaly,required,method_level,selected_source_rich_top64_frozen_main_protocol,isolation_forest,iforest_n100_auto,False,none_for_model,0,32,47,heldout_47_51,0.01,1.0pct,0.939797377423033,0.38408917186171554,0.49789999025916354,0.002280501710376283,0.009122006841505131,0.0154,False,0.6269312750546749,877,10000,64,0.17584450001595542,0.09849309996934608,100,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M6_OC_SVM_top64,unsupervised_anomaly,required,method_level,selected_source_rich_top64_frozen_main_protocol,ocsvm_sgd,sgd_ocsvm_nu001,False,none_for_model,0,32,47,heldout_47_51,0.01,1.0pct,0.7175898517673889,0.49215677794243273,0.6791712267151034,0.4127708095781072,0.2919042189281642,0.0004,True,-38.96297253854939,877,10000,64,0.026934499968774617,0.011350100045092404,65,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M7_HistGB_shallow_top64,nonlinear_tabular,required,adapter_level,selected_source_rich_top64,histgb,histgb_depth3_iter50_lr005,True,kcenter,32,32,47,heldout_47_51,0.01,1.0pct,0.9959069555302167,0.9769816620235516,0.9839562693742372,0.9680729760547321,0.9680729760547321,0.0056,True,0.00042551126427748087,877,10000,64,0.19595320004737005,0.01956169999903068,50,True,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,M8_DevNet_like_MLP_top64,fewshot_anomaly,required,adapter_level,selected_source_rich_top64,devnet_like_mlp,mlp_h16_alpha001,True,kcenter,32,32,47,heldout_47_51,0.01,1.0pct,0.985363968072976,0.9759954765974523,0.9748915615706812,0.9669327251995439,0.9646522234891676,0.0036,True,0.004970025389106039,877,10000,64,1.1488991000223905,0.01043800002662465,1057,True,False,False
