stage,epoch,memory_resets,memory_updates,history_update_batches,link_loss,reverse_response_loss,edge_retry_survival_loss,ack_rst_completion_loss,finite_losses,candidate,seed,loss,all_support_used,family_balanced_examples_per_family,optimizer_attack_steps,benign_examples
verifier,16,,,,,,,,True,M1-Random,27,0.20592545879694324,True,60.0,600.0,2400.0
verifier,17,,,,,,,,True,M1-Random,27,0.20340368572156875,True,60.0,600.0,2400.0
verifier,18,,,,,,,,True,M1-Random,27,0.20198118889238686,True,60.0,600.0,2400.0
verifier,19,,,,,,,,True,M1-Random,27,0.20204212732225035,True,60.0,600.0,2400.0
verifier,20,,,,,,,,True,M1-Random,27,0.19966164583650728,True,60.0,600.0,2400.0
verifier,21,,,,,,,,True,M1-Random,27,0.20020960740900287,True,60.0,600.0,2400.0
verifier,22,,,,,,,,True,M1-Random,27,0.19299867830704898,True,60.0,600.0,2400.0
verifier,23,,,,,,,,True,M1-Random,27,0.20033507070348908,True,60.0,600.0,2400.0
verifier,24,,,,,,,,True,M1-Random,27,0.19821295503837366,True,60.0,600.0,2400.0
verifier,25,,,,,,,,True,M1-Random,27,0.1972508328120845,True,60.0,600.0,2400.0
verifier,26,,,,,,,,True,M1-Random,27,0.19269284716652085,True,60.0,600.0,2400.0
verifier,27,,,,,,,,True,M1-Random,27,0.1954994245416795,True,60.0,600.0,2400.0
verifier,28,,,,,,,,True,M1-Random,27,0.1966946583474055,True,60.0,600.0,2400.0
verifier,29,,,,,,,,True,M1-Random,27,0.19350075870907554,True,60.0,600.0,2400.0
verifier,30,,,,,,,,True,M1-Random,27,0.19316133682305614,True,60.0,600.0,2400.0
verifier,1,,,,,,,,True,TGN-only,27,0.43998868606984615,True,60.0,600.0,2400.0
verifier,2,,,,,,,,True,TGN-only,27,0.37041136720528206,True,60.0,600.0,2400.0
verifier,3,,,,,,,,True,TGN-only,27,0.34720488482465345,True,60.0,600.0,2400.0
verifier,4,,,,,,,,True,TGN-only,27,0.33576794336239496,True,60.0,600.0,2400.0
verifier,5,,,,,,,,True,TGN-only,27,0.32468233096723753,True,60.0,600.0,2400.0
verifier,6,,,,,,,,True,TGN-only,27,0.31898951893672345,True,60.0,600.0,2400.0
verifier,7,,,,,,,,True,TGN-only,27,0.32820271973187726,True,60.0,600.0,2400.0
verifier,8,,,,,,,,True,TGN-only,27,0.320496000184988,True,60.0,600.0,2400.0
verifier,9,,,,,,,,True,TGN-only,27,0.311690560815235,True,60.0,600.0,2400.0
verifier,10,,,,,,,,True,TGN-only,27,0.3153362993647655,True,60.0,600.0,2400.0
verifier,11,,,,,,,,True,TGN-only,27,0.31177273085030416,True,60.0,600.0,2400.0
verifier,12,,,,,,,,True,TGN-only,27,0.31270263032987716,True,60.0,600.0,2400.0
verifier,13,,,,,,,,True,TGN-only,27,0.3085960297410687,True,60.0,600.0,2400.0
verifier,14,,,,,,,,True,TGN-only,27,0.30645143110305073,True,60.0,600.0,2400.0
verifier,15,,,,,,,,True,TGN-only,27,0.30317140626410644,True,60.0,600.0,2400.0
verifier,16,,,,,,,,True,TGN-only,27,0.30844221701845526,True,60.0,600.0,2400.0
verifier,17,,,,,,,,True,TGN-only,27,0.3107054850459099,True,60.0,600.0,2400.0
verifier,18,,,,,,,,True,TGN-only,27,0.30592214765648046,True,60.0,600.0,2400.0
verifier,19,,,,,,,,True,TGN-only,27,0.30236578311771156,True,60.0,600.0,2400.0
verifier,20,,,,,,,,True,TGN-only,27,0.30791555166089285,True,60.0,600.0,2400.0
verifier,21,,,,,,,,True,TGN-only,27,0.3021089949458837,True,60.0,600.0,2400.0
verifier,22,,,,,,,,True,TGN-only,27,0.3033563011729469,True,60.0,600.0,2400.0
verifier,23,,,,,,,,True,TGN-only,27,0.306403644233942,True,60.0,600.0,2400.0
verifier,24,,,,,,,,True,TGN-only,27,0.2995540169253945,True,60.0,600.0,2400.0
verifier,25,,,,,,,,True,TGN-only,27,0.2981248770778378,True,60.0,600.0,2400.0
verifier,26,,,,,,,,True,TGN-only,27,0.2947275611758232,True,60.0,600.0,2400.0
verifier,27,,,,,,,,True,TGN-only,27,0.29819007652190826,True,60.0,600.0,2400.0
verifier,28,,,,,,,,True,TGN-only,27,0.30115255269842844,True,60.0,600.0,2400.0
verifier,29,,,,,,,,True,TGN-only,27,0.2987519447443386,True,60.0,600.0,2400.0
verifier,30,,,,,,,,True,TGN-only,27,0.3031996846695741,True,60.0,600.0,2400.0
verifier,1,,,,,,,,True,M1-SSL,27,0.3451859019262095,True,60.0,600.0,2400.0
verifier,2,,,,,,,,True,M1-SSL,27,0.3020830224951108,True,60.0,600.0,2400.0
verifier,3,,,,,,,,True,M1-SSL,27,0.27572848574568826,True,60.0,600.0,2400.0
verifier,4,,,,,,,,True,M1-SSL,27,0.26693159056206545,True,60.0,600.0,2400.0
verifier,5,,,,,,,,True,M1-SSL,27,0.257267977045849,True,60.0,600.0,2400.0
verifier,6,,,,,,,,True,M1-SSL,27,0.24649686912695568,True,60.0,600.0,2400.0
verifier,7,,,,,,,,True,M1-SSL,27,0.24684534921621282,True,60.0,600.0,2400.0
verifier,8,,,,,,,,True,M1-SSL,27,0.23771613693485658,True,60.0,600.0,2400.0
verifier,9,,,,,,,,True,M1-SSL,27,0.2392420214228332,True,60.0,600.0,2400.0
verifier,10,,,,,,,,True,M1-SSL,27,0.2194392929567645,True,60.0,600.0,2400.0
verifier,11,,,,,,,,True,M1-SSL,27,0.21512014562574525,True,60.0,600.0,2400.0
verifier,12,,,,,,,,True,M1-SSL,27,0.20632449893591304,True,60.0,600.0,2400.0
verifier,13,,,,,,,,True,M1-SSL,27,0.21589743038949868,True,60.0,600.0,2400.0
verifier,14,,,,,,,,True,M1-SSL,27,0.2023650651766608,True,60.0,600.0,2400.0
verifier,15,,,,,,,,True,M1-SSL,27,0.19905184590568145,True,60.0,600.0,2400.0
verifier,16,,,,,,,,True,M1-SSL,27,0.19828121815497676,True,60.0,600.0,2400.0
verifier,17,,,,,,,,True,M1-SSL,27,0.20190484378331652,True,60.0,600.0,2400.0
verifier,18,,,,,,,,True,M1-SSL,27,0.19873038545250893,True,60.0,600.0,2400.0
verifier,19,,,,,,,,True,M1-SSL,27,0.18819131095272798,True,60.0,600.0,2400.0
verifier,20,,,,,,,,True,M1-SSL,27,0.1919905444793403,True,60.0,600.0,2400.0
verifier,21,,,,,,,,True,M1-SSL,27,0.19457715974810222,True,60.0,600.0,2400.0
verifier,22,,,,,,,,True,M1-SSL,27,0.18849542525907356,True,60.0,600.0,2400.0
verifier,23,,,,,,,,True,M1-SSL,27,0.19173229383149495,True,60.0,600.0,2400.0
verifier,24,,,,,,,,True,M1-SSL,27,0.18655641899444164,True,60.0,600.0,2400.0
verifier,25,,,,,,,,True,M1-SSL,27,0.18584370266956587,True,60.0,600.0,2400.0
verifier,26,,,,,,,,True,M1-SSL,27,0.17795266988531996,True,60.0,600.0,2400.0
verifier,27,,,,,,,,True,M1-SSL,27,0.1860964542844643,True,60.0,600.0,2400.0
verifier,28,,,,,,,,True,M1-SSL,27,0.18604458775060873,True,60.0,600.0,2400.0
verifier,29,,,,,,,,True,M1-SSL,27,0.175538347940892,True,60.0,600.0,2400.0
verifier,30,,,,,,,,True,M1-SSL,27,0.18181449363473803,True,60.0,600.0,2400.0
verifier,1,,,,,,,,True,M1-Random,27,0.39604919446011383,True,60.0,600.0,2400.0
verifier,2,,,,,,,,True,M1-Random,27,0.30075789041196305,True,60.0,600.0,2400.0
verifier,3,,,,,,,,True,M1-Random,27,0.2796626375615597,True,60.0,600.0,2400.0
verifier,4,,,,,,,,True,M1-Random,27,0.2639685264788568,True,60.0,600.0,2400.0
verifier,5,,,,,,,,True,M1-Random,27,0.25748688882216814,True,60.0,600.0,2400.0
verifier,6,,,,,,,,True,M1-Random,27,0.23935501352262994,True,60.0,600.0,2400.0
verifier,7,,,,,,,,True,M1-Random,27,0.23772963925885657,True,60.0,600.0,2400.0
verifier,8,,,,,,,,True,M1-Random,27,0.23683477334988615,True,60.0,600.0,2400.0
verifier,9,,,,,,,,True,M1-Random,27,0.2298776523489505,True,60.0,600.0,2400.0
verifier,10,,,,,,,,True,M1-Random,27,0.22660929473272215,True,60.0,600.0,2400.0
verifier,11,,,,,,,,True,M1-Random,27,0.22093659607072672,True,60.0,600.0,2400.0
verifier,12,,,,,,,,True,M1-Random,27,0.22155450728411477,True,60.0,600.0,2400.0
verifier,13,,,,,,,,True,M1-Random,27,0.21750565266857544,True,60.0,600.0,2400.0
verifier,14,,,,,,,,True,M1-Random,27,0.21492998038729033,True,60.0,600.0,2400.0
verifier,15,,,,,,,,True,M1-Random,27,0.21358500699667882,True,60.0,600.0,2400.0
verifier,16,,,,,,,,True,M1-Random,27,0.21375388669626166,True,60.0,600.0,2400.0
verifier,17,,,,,,,,True,M1-Random,27,0.21457490829440454,True,60.0,600.0,2400.0
verifier,18,,,,,,,,True,M1-Random,27,0.21383359806456914,True,60.0,600.0,2400.0
verifier,19,,,,,,,,True,M1-Random,27,0.21030297329649328,True,60.0,600.0,2400.0
verifier,20,,,,,,,,True,M1-Random,27,0.2101267647681137,True,60.0,600.0,2400.0
verifier,21,,,,,,,,True,M1-Random,27,0.20989232413315526,True,60.0,600.0,2400.0
verifier,22,,,,,,,,True,M1-Random,27,0.21639197558009376,True,60.0,600.0,2400.0
verifier,23,,,,,,,,True,M1-Random,27,0.2074425799306482,True,60.0,600.0,2400.0
verifier,24,,,,,,,,True,M1-Random,27,0.2029413503439476,True,60.0,600.0,2400.0
verifier,25,,,,,,,,True,M1-Random,27,0.2037927428431188,True,60.0,600.0,2400.0
verifier,26,,,,,,,,True,M1-Random,27,0.20601269588728124,True,60.0,600.0,2400.0
verifier,27,,,,,,,,True,M1-Random,27,0.2051806958500917,True,60.0,600.0,2400.0
verifier,28,,,,,,,,True,M1-Random,27,0.2023658817804729,True,60.0,600.0,2400.0
verifier,29,,,,,,,,True,M1-Random,27,0.20234432672383262,True,60.0,600.0,2400.0
verifier,30,,,,,,,,True,M1-Random,27,0.20237796562568594,True,60.0,600.0,2400.0
verifier,1,,,,,,,,True,TGN-only,27,0.35070637254665293,True,60.0,600.0,2400.0
verifier,2,,,,,,,,True,TGN-only,27,0.3051565326998631,True,60.0,600.0,2400.0
verifier,3,,,,,,,,True,TGN-only,27,0.28701639274756113,True,60.0,600.0,2400.0
verifier,4,,,,,,,,True,TGN-only,27,0.2704591241851449,True,60.0,600.0,2400.0
verifier,5,,,,,,,,True,TGN-only,27,0.25461011424350244,True,60.0,600.0,2400.0
verifier,6,,,,,,,,True,TGN-only,27,0.2449456999823451,True,60.0,600.0,2400.0
verifier,7,,,,,,,,True,TGN-only,27,0.23436409002480407,True,60.0,600.0,2400.0
verifier,8,,,,,,,,True,TGN-only,27,0.230203398236384,True,60.0,600.0,2400.0
verifier,9,,,,,,,,True,TGN-only,27,0.2178053716228654,True,60.0,600.0,2400.0
verifier,10,,,,,,,,True,TGN-only,27,0.21905247897220154,True,60.0,600.0,2400.0
verifier,11,,,,,,,,True,TGN-only,27,0.21688123956943553,True,60.0,600.0,2400.0
verifier,12,,,,,,,,True,TGN-only,27,0.21785169032402338,True,60.0,600.0,2400.0
verifier,13,,,,,,,,True,TGN-only,27,0.2096041264447073,True,60.0,600.0,2400.0
verifier,14,,,,,,,,True,TGN-only,27,0.2026312672595183,True,60.0,600.0,2400.0
verifier,15,,,,,,,,True,TGN-only,27,0.1918087003317972,True,60.0,600.0,2400.0
verifier,16,,,,,,,,True,TGN-only,27,0.1968298336227114,True,60.0,600.0,2400.0
verifier,17,,,,,,,,True,TGN-only,27,0.19597489725332706,True,60.0,600.0,2400.0
verifier,18,,,,,,,,True,TGN-only,27,0.19187575845668714,True,60.0,600.0,2400.0
verifier,19,,,,,,,,True,TGN-only,27,0.1889873257263874,True,60.0,600.0,2400.0
verifier,20,,,,,,,,True,TGN-only,27,0.1877400565240532,True,60.0,600.0,2400.0
verifier,21,,,,,,,,True,TGN-only,27,0.1923553620480622,True,60.0,600.0,2400.0
verifier,22,,,,,,,,True,TGN-only,27,0.18073306256594757,True,60.0,600.0,2400.0
verifier,23,,,,,,,,True,TGN-only,27,0.18894558732397854,True,60.0,600.0,2400.0
verifier,24,,,,,,,,True,TGN-only,27,0.18396056147137035,True,60.0,600.0,2400.0
verifier,25,,,,,,,,True,TGN-only,27,0.18885958461556585,True,60.0,600.0,2400.0
verifier,26,,,,,,,,True,TGN-only,27,0.18207579876606664,True,60.0,600.0,2400.0
verifier,27,,,,,,,,True,TGN-only,27,0.18335266258878014,True,60.0,600.0,2400.0
verifier,28,,,,,,,,True,TGN-only,27,0.17408263847231864,True,60.0,600.0,2400.0
verifier,29,,,,,,,,True,TGN-only,27,0.17787564972726008,True,60.0,600.0,2400.0
verifier,30,,,,,,,,True,TGN-only,27,0.18059027045189094,True,60.0,600.0,2400.0
verifier,1,,,,,,,,True,M1-SSL,27,0.4409545460343361,True,60.0,600.0,2400.0
verifier,2,,,,,,,,True,M1-SSL,27,0.367443474046886,True,60.0,600.0,2400.0
verifier,3,,,,,,,,True,M1-SSL,27,0.3369878808160623,True,60.0,600.0,2400.0
verifier,4,,,,,,,,True,M1-SSL,27,0.3237323753225307,True,60.0,600.0,2400.0
verifier,5,,,,,,,,True,M1-SSL,27,0.31152804465343553,True,60.0,600.0,2400.0
verifier,6,,,,,,,,True,M1-SSL,27,0.2984379832943281,True,60.0,600.0,2400.0
verifier,7,,,,,,,,True,M1-SSL,27,0.28855477381497624,True,60.0,600.0,2400.0
verifier,8,,,,,,,,True,M1-SSL,27,0.27862858675730723,True,60.0,600.0,2400.0
verifier,9,,,,,,,,True,M1-SSL,27,0.27593730979288617,True,60.0,600.0,2400.0
verifier,10,,,,,,,,True,M1-SSL,27,0.2737262247999509,True,60.0,600.0,2400.0
verifier,11,,,,,,,,True,M1-SSL,27,0.26883923505743346,True,60.0,600.0,2400.0
verifier,12,,,,,,,,True,M1-SSL,27,0.26648667024448514,True,60.0,600.0,2400.0
verifier,13,,,,,,,,True,M1-SSL,27,0.2670528527519976,True,60.0,600.0,2400.0
verifier,14,,,,,,,,True,M1-SSL,27,0.2631957105950763,True,60.0,600.0,2400.0
verifier,15,,,,,,,,True,M1-SSL,27,0.2587280940140287,True,60.0,600.0,2400.0
verifier,16,,,,,,,,True,M1-SSL,27,0.25740154736985765,True,60.0,600.0,2400.0
verifier,17,,,,,,,,True,M1-SSL,27,0.25174640397386006,True,60.0,600.0,2400.0
verifier,18,,,,,,,,True,M1-SSL,27,0.24876779070744912,True,60.0,600.0,2400.0
verifier,19,,,,,,,,True,M1-SSL,27,0.2531492855027318,True,60.0,600.0,2400.0
verifier,20,,,,,,,,True,M1-SSL,27,0.2527551285394778,True,60.0,600.0,2400.0
verifier,21,,,,,,,,True,M1-SSL,27,0.24775863899228473,True,60.0,600.0,2400.0
verifier,22,,,,,,,,True,M1-SSL,27,0.24885260459346076,True,60.0,600.0,2400.0
verifier,23,,,,,,,,True,M1-SSL,27,0.25101183464129767,True,60.0,600.0,2400.0
verifier,24,,,,,,,,True,M1-SSL,27,0.2478383462379376,True,60.0,600.0,2400.0
verifier,25,,,,,,,,True,M1-SSL,27,0.2476694811973721,True,60.0,600.0,2400.0
verifier,26,,,,,,,,True,M1-SSL,27,0.25024641803776226,True,60.0,600.0,2400.0
verifier,27,,,,,,,,True,M1-SSL,27,0.24376012184346715,True,60.0,600.0,2400.0
verifier,28,,,,,,,,True,M1-SSL,27,0.24453108290210365,True,60.0,600.0,2400.0
verifier,29,,,,,,,,True,M1-SSL,27,0.2392347099383672,True,60.0,600.0,2400.0
verifier,30,,,,,,,,True,M1-SSL,27,0.24369166992759952,True,60.0,600.0,2400.0
verifier,1,,,,,,,,True,M1-Random,27,0.39577744103968143,True,60.0,600.0,2400.0
verifier,2,,,,,,,,True,M1-Random,27,0.3107886784647902,True,60.0,600.0,2400.0
verifier,3,,,,,,,,True,M1-Random,27,0.29202528874079386,True,60.0,600.0,2400.0
verifier,4,,,,,,,,True,M1-Random,27,0.2763934969902039,True,60.0,600.0,2400.0
verifier,5,,,,,,,,True,M1-Random,27,0.267545276057596,True,60.0,600.0,2400.0
verifier,6,,,,,,,,True,M1-Random,27,0.26299029542754093,True,60.0,600.0,2400.0
verifier,7,,,,,,,,True,M1-Random,27,0.2573230298484365,True,60.0,600.0,2400.0
verifier,8,,,,,,,,True,M1-Random,27,0.25029065808591744,True,60.0,600.0,2400.0
verifier,9,,,,,,,,True,M1-Random,27,0.24617861565202476,True,60.0,600.0,2400.0
verifier,10,,,,,,,,True,M1-Random,27,0.25036528557538984,True,60.0,600.0,2400.0
verifier,11,,,,,,,,True,M1-Random,27,0.2475471687099586,True,60.0,600.0,2400.0
verifier,12,,,,,,,,True,M1-Random,27,0.24596488379252454,True,60.0,600.0,2400.0
verifier,13,,,,,,,,True,M1-Random,27,0.24053450257517398,True,60.0,600.0,2400.0
verifier,14,,,,,,,,True,M1-Random,27,0.23450475994497538,True,60.0,600.0,2400.0
verifier,15,,,,,,,,True,M1-Random,27,0.2349390127013127,True,60.0,600.0,2400.0
verifier,16,,,,,,,,True,M1-Random,27,0.23476589287320773,True,60.0,600.0,2400.0
verifier,17,,,,,,,,True,M1-Random,27,0.23624903553320717,True,60.0,600.0,2400.0
verifier,18,,,,,,,,True,M1-Random,27,0.2367756325363492,True,60.0,600.0,2400.0
verifier,19,,,,,,,,True,M1-Random,27,0.2330670256121084,True,60.0,600.0,2400.0
verifier,20,,,,,,,,True,M1-Random,27,0.2276098943594843,True,60.0,600.0,2400.0
verifier,21,,,,,,,,True,M1-Random,27,0.22216634718701245,True,60.0,600.0,2400.0
verifier,22,,,,,,,,True,M1-Random,27,0.225154678497153,True,60.0,600.0,2400.0
verifier,23,,,,,,,,True,M1-Random,27,0.23108491787066063,True,60.0,600.0,2400.0
verifier,24,,,,,,,,True,M1-Random,27,0.22495219544507564,True,60.0,600.0,2400.0
verifier,25,,,,,,,,True,M1-Random,27,0.22732837149873375,True,60.0,600.0,2400.0
verifier,26,,,,,,,,True,M1-Random,27,0.2181156118835012,True,60.0,600.0,2400.0
verifier,27,,,,,,,,True,M1-Random,27,0.2348033266173055,True,60.0,600.0,2400.0
verifier,28,,,,,,,,True,M1-Random,27,0.22847822696280976,True,60.0,600.0,2400.0
verifier,29,,,,,,,,True,M1-Random,27,0.22582230995409192,True,60.0,600.0,2400.0
verifier,30,,,,,,,,True,M1-Random,27,0.2280422646862765,True,60.0,600.0,2400.0
verifier,1,,,,,,,,True,TGN-only,27,0.4409684150169293,True,60.0,600.0,2400.0
verifier,2,,,,,,,,True,TGN-only,27,0.3717280781765779,True,60.0,600.0,2400.0
verifier,3,,,,,,,,True,TGN-only,27,0.3438046779980262,True,60.0,600.0,2400.0
verifier,4,,,,,,,,True,TGN-only,27,0.31818167721231777,True,60.0,600.0,2400.0
verifier,5,,,,,,,,True,TGN-only,27,0.30744665760546924,True,60.0,600.0,2400.0
verifier,6,,,,,,,,True,TGN-only,27,0.291216136260579,True,60.0,600.0,2400.0
verifier,7,,,,,,,,True,TGN-only,27,0.28633965477347373,True,60.0,600.0,2400.0
verifier,8,,,,,,,,True,TGN-only,27,0.2769140249366562,True,60.0,600.0,2400.0
verifier,9,,,,,,,,True,TGN-only,27,0.2777157987747341,True,60.0,600.0,2400.0
verifier,10,,,,,,,,True,TGN-only,27,0.2728730328660458,True,60.0,600.0,2400.0
verifier,11,,,,,,,,True,TGN-only,27,0.2729763798570881,True,60.0,600.0,2400.0
verifier,12,,,,,,,,True,TGN-only,27,0.2656105295786013,True,60.0,600.0,2400.0
verifier,13,,,,,,,,True,TGN-only,27,0.26305480731340747,True,60.0,600.0,2400.0
verifier,14,,,,,,,,True,TGN-only,27,0.2651375418963532,True,60.0,600.0,2400.0
verifier,15,,,,,,,,True,TGN-only,27,0.25367087677742045,True,60.0,600.0,2400.0
verifier,16,,,,,,,,True,TGN-only,27,0.25617779485260445,True,60.0,600.0,2400.0
verifier,17,,,,,,,,True,TGN-only,27,0.2579540355441471,True,60.0,600.0,2400.0
verifier,18,,,,,,,,True,TGN-only,27,0.25515493100509046,True,60.0,600.0,2400.0
verifier,19,,,,,,,,True,TGN-only,27,0.24740482185967266,True,60.0,600.0,2400.0
verifier,20,,,,,,,,True,TGN-only,27,0.2496520635175208,True,60.0,600.0,2400.0
verifier,21,,,,,,,,True,TGN-only,27,0.2505796654180934,True,60.0,600.0,2400.0
verifier,22,,,,,,,,True,TGN-only,27,0.24884204011100033,True,60.0,600.0,2400.0
verifier,23,,,,,,,,True,TGN-only,27,0.24758622222269575,True,60.0,600.0,2400.0
