candidate,regime,feature_set,architecture,model,role,phase,role_kind,rows,attack_threshold,hard_ood_gate,raw_alarm_rate,conflict_review_rate,hard_alarm_rate,attack_score_mean,hard_ood_score_mean,conflict_score_mean
C4_fewshot_multiclass_raw115,fewshot_direct,raw115,multiclass_id_ood_hardood_attack,histgb_shallow,future_query,select,attack,120000,0.02311787888407519,nan,0.9991333333333333,0.008983333333333333,0.99015,0.9152021476880391,0.009352478213353669,0.06674576362398017
C4_fewshot_multiclass_raw115,fewshot_direct,raw115,multiclass_id_ood_hardood_attack,histgb_shallow,sealed_final_ood,all,benign_ood_report,120000,0.02311787888407519,nan,0.05723333333333333,0.050091666666666666,0.007141666666666667,0.013652054426977103,0.9829645839675362,0.9836157827437468
C4_fewshot_multiclass_raw115,fewshot_direct,raw115,multiclass_id_ood_hardood_attack,histgb_shallow,sealed_final_attack,all,attack_report,110104,0.02311787888407519,nan,0.9985740754196033,0.0018618760444670493,0.9967121993751362,0.9763235884945113,0.015492963169358331,0.01933319343453932
C5_fewshot_multihead_raw_plus_evidence,fewshot_direct,raw_plus_evidence,multihead_attack_hardood_conflict,histgb_stronger,id_calib,select,benign_id,51497,0.013166403574231034,0.002720655265965473,7.767442763656135e-05,0.0,7.767442763656135e-05,0.00025001029786665864,0.00016768219311314985,0.00016386269842195568
C5_fewshot_multihead_raw_plus_evidence,fewshot_direct,raw_plus_evidence,multihead_attack_hardood_conflict,histgb_stronger,ood_val,select,benign_ood,12205,0.013166403574231034,0.002720655265965473,0.003932814420319541,0.0,0.003932814420319541,0.001117049462799032,0.0001804929074733427,0.00016722613846243645
C5_fewshot_multihead_raw_plus_evidence,fewshot_direct,raw_plus_evidence,multihead_attack_hardood_conflict,histgb_stronger,ood_stress,select,hard_ood,79950,0.013166403574231034,0.002720655265965473,0.009843652282676673,0.009806128830519074,3.75234521575985e-05,0.001171421195852113,0.9973941882575499,0.0010644842266069416
C5_fewshot_multihead_raw_plus_evidence,fewshot_direct,raw_plus_evidence,multihead_attack_hardood_conflict,histgb_stronger,support_val,select,attack,69,0.013166403574231034,0.002720655265965473,1.0,0.043478260869565216,0.9565217391304348,0.9818850658947931,0.001639921090945002,0.001639921090945002
C5_fewshot_multihead_raw_plus_evidence,fewshot_direct,raw_plus_evidence,multihead_attack_hardood_conflict,histgb_stronger,same_file_query,select,attack,67749,0.013166403574231034,0.002720655265965473,0.9610178748025802,0.05790491372566385,0.9031129610769163,0.9589407621980128,0.0031678251618302063,0.0026766581196796366
C5_fewshot_multihead_raw_plus_evidence,fewshot_direct,raw_plus_evidence,multihead_attack_hardood_conflict,histgb_stronger,future_query,select,attack,120000,0.013166403574231034,0.002720655265965473,0.7851,0.024316666666666667,0.7607833333333334,0.7771043113184297,0.0035484797883162983,0.003510446388450339
C5_fewshot_multihead_raw_plus_evidence,fewshot_direct,raw_plus_evidence,multihead_attack_hardood_conflict,histgb_stronger,sealed_final_ood,all,benign_ood_report,120000,0.013166403574231034,0.002720655265965473,0.07575833333333333,0.07428333333333334,0.001475,0.008063527012916284,0.9923333209683682,0.006308993045900384
C5_fewshot_multihead_raw_plus_evidence,fewshot_direct,raw_plus_evidence,multihead_attack_hardood_conflict,histgb_stronger,sealed_final_attack,all,attack_report,110104,0.013166403574231034,0.002720655265965473,0.9323003705587445,0.21977403182445687,0.7125263387342876,0.9048607479565673,0.08631839454774438,0.08620801914052434
U1_devlabel_binary_raw_plus_temporal_mlp,dev_label_upper,raw_plus_temporal,binary_attack_vs_all_benign,mlp_small,id_calib,select,benign_id,51497,0.46375488281249744,nan,0.0001553488552731227,0.0,0.0001553488552731227,0.00046370995356948057,0.0,0.0
U1_devlabel_binary_raw_plus_temporal_mlp,dev_label_upper,raw_plus_temporal,binary_attack_vs_all_benign,mlp_small,ood_val,select,benign_ood,12205,0.46375488281249744,nan,0.010077836952068825,0.0,0.010077836952068825,0.0100743456829755,0.0,0.0
U1_devlabel_binary_raw_plus_temporal_mlp,dev_label_upper,raw_plus_temporal,binary_attack_vs_all_benign,mlp_small,ood_stress,select,hard_ood,79950,0.46375488281249744,nan,0.00450281425891182,0.0,0.00450281425891182,0.006346442999981871,0.0,0.0
U1_devlabel_binary_raw_plus_temporal_mlp,dev_label_upper,raw_plus_temporal,binary_attack_vs_all_benign,mlp_small,support_val,select,attack,69,0.46375488281249744,nan,0.9855072463768116,0.0,0.9855072463768116,0.9877251583165017,0.0,0.0
U1_devlabel_binary_raw_plus_temporal_mlp,dev_label_upper,raw_plus_temporal,binary_attack_vs_all_benign,mlp_small,same_file_query,select,attack,67749,0.46375488281249744,nan,0.9959556598621382,0.0,0.9959556598621382,0.994375565199879,0.0,0.0
U1_devlabel_binary_raw_plus_temporal_mlp,dev_label_upper,raw_plus_temporal,binary_attack_vs_all_benign,mlp_small,future_query,select,attack,120000,0.46375488281249744,nan,0.9629416666666667,0.0,0.9629416666666667,0.9598022245958016,0.0,0.0
U1_devlabel_binary_raw_plus_temporal_mlp,dev_label_upper,raw_plus_temporal,binary_attack_vs_all_benign,mlp_small,sealed_final_ood,all,benign_ood_report,120000,0.46375488281249744,nan,0.0025666666666666667,0.0,0.0025666666666666667,0.0073728967803522154,0.0,0.0
U1_devlabel_binary_raw_plus_temporal_mlp,dev_label_upper,raw_plus_temporal,binary_attack_vs_all_benign,mlp_small,sealed_final_attack,all,attack_report,110104,0.46375488281249744,nan,0.999518636925089,0.0,0.999518636925089,0.9977677027790408,0.0,0.0
U2_devlabel_multihead_raw_plus_temporal,dev_label_upper,raw_plus_temporal,multihead_attack_hardood_conflict,histgb_stronger,id_calib,select,benign_id,51497,0.0035772994339895474,0.004392984937241671,0.0005825582072742101,0.0,0.0005825582072742101,0.0002743952771082662,0.0009971010540517826,0.0002416428017362016
U2_devlabel_multihead_raw_plus_temporal,dev_label_upper,raw_plus_temporal,multihead_attack_hardood_conflict,histgb_stronger,ood_val,select,benign_ood,12205,0.0035772994339895474,0.004392984937241671,0.010077836952068825,0.0,0.010077836952068825,0.0020608736298832263,0.0009979610123646454,0.00027959863138385274
U2_devlabel_multihead_raw_plus_temporal,dev_label_upper,raw_plus_temporal,multihead_attack_hardood_conflict,histgb_stronger,ood_stress,select,hard_ood,79950,0.0035772994339895474,0.004392984937241671,0.0063914946841776114,0.0041400875547217015,0.00225140712945591,0.002076649684546078,0.9962067048910002,0.0011752656553702624
U2_devlabel_multihead_raw_plus_temporal,dev_label_upper,raw_plus_temporal,multihead_attack_hardood_conflict,histgb_stronger,support_val,select,attack,69,0.0035772994339895474,0.004392984937241671,1.0,0.014492753623188406,0.9855072463768116,0.9819465663608897,0.009948690358619871,0.009948690358619871
U2_devlabel_multihead_raw_plus_temporal,dev_label_upper,raw_plus_temporal,multihead_attack_hardood_conflict,histgb_stronger,same_file_query,select,attack,67749,0.0035772994339895474,0.004392984937241671,0.9999852396345333,0.009417113167722032,0.9905681264668114,0.999449310942247,0.0015030252824037994,0.0014946271706018513
U2_devlabel_multihead_raw_plus_temporal,dev_label_upper,raw_plus_temporal,multihead_attack_hardood_conflict,histgb_stronger,future_query,select,attack,120000,0.0035772994339895474,0.004392984937241671,0.99995,0.016275,0.983675,0.9788924246654451,0.003281962206672551,0.00313345445101989
U2_devlabel_multihead_raw_plus_temporal,dev_label_upper,raw_plus_temporal,multihead_attack_hardood_conflict,histgb_stronger,sealed_final_ood,all,benign_ood_report,120000,0.0035772994339895474,0.004392984937241671,0.015116666666666667,0.010883333333333333,0.004233333333333334,0.0029017177901951526,0.9232667267712094,0.0012217479259207455
U2_devlabel_multihead_raw_plus_temporal,dev_label_upper,raw_plus_temporal,multihead_attack_hardood_conflict,histgb_stronger,sealed_final_attack,all,attack_report,110104,0.0035772994339895474,0.004392984937241671,0.9999636707113275,0.2169675942745041,0.7829960764368233,0.9799502653988431,0.11787841441659953,0.11756689324115796
