candidate,verifier_threshold,threshold_frontier,support_val_c1_recall,support_val_hard_recall,select_benign_hard_rate,eligible,support_val_rows_used,select_benign_rows_used,report_rows_used,held_value,c1_candidate_threshold,gate_constraint_pass,seed,selected,selected_despite_constraint_failure
M3-TabM-CSR,0.9310874342918396,exact_support_val_attack_scores,1.0,0.9130434782608695,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9967780709266663,exact_support_val_attack_scores,1.0,0.8985507246376812,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9968935251235962,exact_support_val_attack_scores,1.0,0.8840579710144928,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9984209537506104,exact_support_val_attack_scores,1.0,0.8695652173913043,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999388456344604,exact_support_val_attack_scores,1.0,0.855072463768116,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999486207962036,exact_support_val_attack_scores,1.0,0.8405797101449275,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999714493751526,exact_support_val_attack_scores,1.0,0.8260869565217391,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.99997878074646,exact_support_val_attack_scores,1.0,0.8115942028985508,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999799728393555,exact_support_val_attack_scores,1.0,0.7971014492753623,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999823570251465,exact_support_val_attack_scores,1.0,0.782608695652174,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999841451644897,exact_support_val_attack_scores,1.0,0.7681159420289855,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999877214431763,exact_support_val_attack_scores,1.0,0.7536231884057971,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999885559082031,exact_support_val_attack_scores,1.0,0.7391304347826086,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999892711639404,exact_support_val_attack_scores,1.0,0.7246376811594203,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999939203262329,exact_support_val_attack_scores,1.0,0.7101449275362319,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999957084655762,exact_support_val_attack_scores,1.0,0.6956521739130435,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999959468841553,exact_support_val_attack_scores,1.0,0.6811594202898551,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999960064888,exact_support_val_attack_scores,1.0,0.6666666666666666,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999970197677612,exact_support_val_attack_scores,1.0,0.6521739130434783,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999977350234985,exact_support_val_attack_scores,1.0,0.6376811594202898,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999978542327881,exact_support_val_attack_scores,1.0,0.6086956521739131,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999980926513672,exact_support_val_attack_scores,1.0,0.5942028985507246,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999986290931702,exact_support_val_attack_scores,1.0,0.5797101449275363,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999989867210388,exact_support_val_attack_scores,1.0,0.5652173913043478,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999992847442627,exact_support_val_attack_scores,1.0,0.5507246376811594,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999993443489075,exact_support_val_attack_scores,1.0,0.5217391304347826,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999995827674866,exact_support_val_attack_scores,1.0,0.5072463768115942,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999996423721313,exact_support_val_attack_scores,1.0,0.4782608695652174,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9999997019767761,exact_support_val_attack_scores,1.0,0.463768115942029,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
