setting,dataset,holdout,seed,seed_group,support_pool_size,support_size,support_holdout_size,v1_validation_ood_alarm,v2_validation_ood_alarm,support_holdout_detection_v1,support_holdout_detection_v2,delta_support_holdout_detection,v1_attack_median,v2_attack_median,v1_attack_q25,v2_attack_q25,v1_ood_q99,v2_ood_q99,sep_v1,sep_v2,delta_sep,sep_sigma,disagreement_rate,v2_only_rate,v1_only_rate,estimated_review_burden,source_rich_shift_score,original100_shift_score,relative_shift_score,proxy_inputs_use_final_ood_eval,proxy_inputs_use_final_attack_eval,v1_final_detection_report_only,v2_final_detection_report_only,v1_final_ood_alarm_report_only,v2_final_ood_alarm_report_only
chrono_late_train_early_eval,harder_holdout,chrono_late_train_early_eval,42,main_42_46,2568,32,2536,0.0,0.01,1.0,0.9838328075709779,-0.016167192429022093,15.135150142080104,10.805563878126014,10.476630601116192,3.722493088842793,-4.616695994610668,-0.48480019888931747,19.751846136690773,11.290364077015331,-8.461482059675442,6.963346461521399,0.01,0.01,0.0,0.0,2.0005698204040527,1.0727101564407349,0.9278596639633179,False,False,0.6798015178050204,0.7314652656158785,0.0018,0.0097
chrono_late_train_early_eval,harder_holdout,chrono_late_train_early_eval,43,main_42_46,2568,32,2536,0.0,0.01,1.0,0.9838328075709779,-0.016167192429022093,15.135150142080104,10.805563878126014,10.476630601116192,3.722493088842793,-4.616695994610668,-0.48480019888931747,19.751846136690773,11.290364077015331,-8.461482059675442,6.963346461521399,0.01,0.01,0.0,0.0,2.0005698204040527,1.0727101564407349,0.9278596639633179,False,False,0.6798015178050204,0.7314652656158785,0.0018,0.0097
chrono_late_train_early_eval,harder_holdout,chrono_late_train_early_eval,44,main_42_46,2568,32,2536,0.0,0.01,1.0,0.9838328075709779,-0.016167192429022093,15.135150142080104,10.805563878126014,10.476630601116192,3.722493088842793,-4.616695994610668,-0.48480019888931747,19.751846136690773,11.290364077015331,-8.461482059675442,6.963346461521399,0.01,0.01,0.0,0.0,2.0005698204040527,1.0727101564407349,0.9278596639633179,False,False,0.6798015178050204,0.7314652656158785,0.0018,0.0097
chrono_late_train_early_eval,harder_holdout,chrono_late_train_early_eval,45,main_42_46,2568,32,2536,0.0,0.01,1.0,0.9838328075709779,-0.016167192429022093,15.135150142080104,10.805563878126014,10.476630601116192,3.722493088842793,-4.616695994610668,-0.48480019888931747,19.751846136690773,11.290364077015331,-8.461482059675442,6.963346461521399,0.01,0.01,0.0,0.0,2.0005698204040527,1.0727101564407349,0.9278596639633179,False,False,0.6798015178050204,0.7314652656158785,0.0018,0.0097
chrono_late_train_early_eval,harder_holdout,chrono_late_train_early_eval,46,main_42_46,2568,32,2536,0.0,0.01,1.0,0.9838328075709779,-0.016167192429022093,15.135150142080104,10.805563878126014,10.476630601116192,3.722493088842793,-4.616695994610668,-0.48480019888931747,19.751846136690773,11.290364077015331,-8.461482059675442,6.963346461521399,0.01,0.01,0.0,0.0,2.0005698204040527,1.0727101564407349,0.9278596639633179,False,False,0.6798015178050204,0.7314652656158785,0.0018,0.0097
chrono_late_train_early_eval,harder_holdout,chrono_late_train_early_eval,47,heldout_47_51,2568,32,2536,0.0,0.01,1.0,0.9838328075709779,-0.016167192429022093,15.135150142080104,10.805563878126014,10.476630601116192,3.722493088842793,-4.616695994610668,-0.48480019888931747,19.751846136690773,11.290364077015331,-8.461482059675442,6.963346461521399,0.01,0.01,0.0,0.0,2.0005698204040527,1.0727101564407349,0.9278596639633179,False,False,0.6798015178050204,0.7314652656158785,0.0018,0.0097
chrono_late_train_early_eval,harder_holdout,chrono_late_train_early_eval,48,heldout_47_51,2568,32,2536,0.0,0.01,1.0,0.9838328075709779,-0.016167192429022093,15.135150142080104,10.805563878126014,10.476630601116192,3.722493088842793,-4.616695994610668,-0.48480019888931747,19.751846136690773,11.290364077015331,-8.461482059675442,6.963346461521399,0.01,0.01,0.0,0.0,2.0005698204040527,1.0727101564407349,0.9278596639633179,False,False,0.6798015178050204,0.7314652656158785,0.0018,0.0097
chrono_late_train_early_eval,harder_holdout,chrono_late_train_early_eval,49,heldout_47_51,2568,32,2536,0.0,0.01,1.0,0.9838328075709779,-0.016167192429022093,15.135150142080104,10.805563878126014,10.476630601116192,3.722493088842793,-4.616695994610668,-0.48480019888931747,19.751846136690773,11.290364077015331,-8.461482059675442,6.963346461521399,0.01,0.01,0.0,0.0,2.0005698204040527,1.0727101564407349,0.9278596639633179,False,False,0.6798015178050204,0.7314652656158785,0.0018,0.0097
chrono_late_train_early_eval,harder_holdout,chrono_late_train_early_eval,50,heldout_47_51,2568,32,2536,0.0,0.01,1.0,0.9838328075709779,-0.016167192429022093,15.135150142080104,10.805563878126014,10.476630601116192,3.722493088842793,-4.616695994610668,-0.48480019888931747,19.751846136690773,11.290364077015331,-8.461482059675442,6.963346461521399,0.01,0.01,0.0,0.0,2.0005698204040527,1.0727101564407349,0.9278596639633179,False,False,0.6798015178050204,0.7314652656158785,0.0018,0.0097
chrono_late_train_early_eval,harder_holdout,chrono_late_train_early_eval,51,heldout_47_51,2568,32,2536,0.0,0.01,1.0,0.9838328075709779,-0.016167192429022093,15.135150142080104,10.805563878126014,10.476630601116192,3.722493088842793,-4.616695994610668,-0.48480019888931747,19.751846136690773,11.290364077015331,-8.461482059675442,6.963346461521399,0.01,0.01,0.0,0.0,2.0005698204040527,1.0727101564407349,0.9278596639633179,False,False,0.6798015178050204,0.7314652656158785,0.0018,0.0097
holdout_bin_2,harder_holdout,holdout_bin_2,42,main_42_46,5523,32,5491,0.0,0.006,1.0,0.9610271353123293,-0.038972864687670694,15.301594480964347,10.14605254476515,11.286891858999427,5.817176576190731,-4.873100800691157,-3.091419825879352,20.174695281655502,13.237472370644502,-6.937222911011,4.721178406071505,0.006,0.006,0.0,0.0,2.1075363159179688,1.064892292022705,1.0426440238952637,False,False,0.3264094955489614,0.8093471810089021,0.0011,0.0068
holdout_bin_2,harder_holdout,holdout_bin_2,43,main_42_46,5523,32,5491,0.0,0.006,1.0,0.9610271353123293,-0.038972864687670694,15.301594480964347,10.14605254476515,11.286891858999427,5.817176576190731,-4.873100800691157,-3.091419825879352,20.174695281655502,13.237472370644502,-6.937222911011,4.721178406071505,0.006,0.006,0.0,0.0,2.1075363159179688,1.064892292022705,1.0426440238952637,False,False,0.3264094955489614,0.8093471810089021,0.0011,0.0068
holdout_bin_2,harder_holdout,holdout_bin_2,44,main_42_46,5523,32,5491,0.0,0.006,1.0,0.9610271353123293,-0.038972864687670694,15.301594480964347,10.14605254476515,11.286891858999427,5.817176576190731,-4.873100800691157,-3.091419825879352,20.174695281655502,13.237472370644502,-6.937222911011,4.721178406071505,0.006,0.006,0.0,0.0,2.1075363159179688,1.064892292022705,1.0426440238952637,False,False,0.3264094955489614,0.8093471810089021,0.0011,0.0068
holdout_bin_2,harder_holdout,holdout_bin_2,45,main_42_46,5523,32,5491,0.0,0.006,1.0,0.9610271353123293,-0.038972864687670694,15.301594480964347,10.14605254476515,11.286891858999427,5.817176576190731,-4.873100800691157,-3.091419825879352,20.174695281655502,13.237472370644502,-6.937222911011,4.721178406071505,0.006,0.006,0.0,0.0,2.1075363159179688,1.064892292022705,1.0426440238952637,False,False,0.3264094955489614,0.8093471810089021,0.0011,0.0068
holdout_bin_2,harder_holdout,holdout_bin_2,46,main_42_46,5523,32,5491,0.0,0.006,1.0,0.9610271353123293,-0.038972864687670694,15.301594480964347,10.14605254476515,11.286891858999427,5.817176576190731,-4.873100800691157,-3.091419825879352,20.174695281655502,13.237472370644502,-6.937222911011,4.721178406071505,0.006,0.006,0.0,0.0,2.1075363159179688,1.064892292022705,1.0426440238952637,False,False,0.3264094955489614,0.8093471810089021,0.0011,0.0068
holdout_bin_2,harder_holdout,holdout_bin_2,47,heldout_47_51,5523,32,5491,0.0,0.006,1.0,0.9610271353123293,-0.038972864687670694,15.301594480964347,10.14605254476515,11.286891858999427,5.817176576190731,-4.873100800691157,-3.091419825879352,20.174695281655502,13.237472370644502,-6.937222911011,4.721178406071505,0.006,0.006,0.0,0.0,2.1075363159179688,1.064892292022705,1.0426440238952637,False,False,0.3264094955489614,0.8093471810089021,0.0011,0.0068
holdout_bin_2,harder_holdout,holdout_bin_2,48,heldout_47_51,5523,32,5491,0.0,0.006,1.0,0.9610271353123293,-0.038972864687670694,15.301594480964347,10.14605254476515,11.286891858999427,5.817176576190731,-4.873100800691157,-3.091419825879352,20.174695281655502,13.237472370644502,-6.937222911011,4.721178406071505,0.006,0.006,0.0,0.0,2.1075363159179688,1.064892292022705,1.0426440238952637,False,False,0.3264094955489614,0.8093471810089021,0.0011,0.0068
holdout_bin_2,harder_holdout,holdout_bin_2,49,heldout_47_51,5523,32,5491,0.0,0.006,1.0,0.9610271353123293,-0.038972864687670694,15.301594480964347,10.14605254476515,11.286891858999427,5.817176576190731,-4.873100800691157,-3.091419825879352,20.174695281655502,13.237472370644502,-6.937222911011,4.721178406071505,0.006,0.006,0.0,0.0,2.1075363159179688,1.064892292022705,1.0426440238952637,False,False,0.3264094955489614,0.8093471810089021,0.0011,0.0068
holdout_bin_2,harder_holdout,holdout_bin_2,50,heldout_47_51,5523,32,5491,0.0,0.006,1.0,0.9610271353123293,-0.038972864687670694,15.301594480964347,10.14605254476515,11.286891858999427,5.817176576190731,-4.873100800691157,-3.091419825879352,20.174695281655502,13.237472370644502,-6.937222911011,4.721178406071505,0.006,0.006,0.0,0.0,2.1075363159179688,1.064892292022705,1.0426440238952637,False,False,0.3264094955489614,0.8093471810089021,0.0011,0.0068
holdout_bin_2,harder_holdout,holdout_bin_2,51,heldout_47_51,5523,32,5491,0.0,0.006,1.0,0.9610271353123293,-0.038972864687670694,15.301594480964347,10.14605254476515,11.286891858999427,5.817176576190731,-4.873100800691157,-3.091419825879352,20.174695281655502,13.237472370644502,-6.937222911011,4.721178406071505,0.006,0.006,0.0,0.0,2.1075363159179688,1.064892292022705,1.0426440238952637,False,False,0.3264094955489614,0.8093471810089021,0.0011,0.0068
