seed,region_policy,subspace_name,prototype_budget,region_max,top_k,inner_radius_q,outer_radius_q,score_floor_q,region_balance,review_budget,attack_outer_norm,benign_core_norm,conflict_slack,role,rows,attack_outer_p50,attack_outer_p95,benign_outer_p50,conflict_uncapped_rate,benign_core_rate,attack_shell_rate,hard_alarm_rate
44,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,9,0.42981278896331787,0.4813310384750366,0.013317299075424671,1.0,1.0,1.0,1.0
44,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,34,0.36183126270771027,0.676911473274231,0.0010957936756312847,0.8823529411764706,1.0,0.9705882352941176,0.7941176470588235
44,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,31,0.6765246987342834,0.8383304178714752,0.021223431453108788,0.967741935483871,1.0,0.967741935483871,0.967741935483871
44,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,medium_attack_eval_report_only,2250,0.3924192190170288,0.40191859751939774,0.0008614691905677319,0.9893333333333333,0.9982222222222222,0.9968888888888889,0.8644444444444445
44,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,dev_heavy_query_report_only,4000,0.6800470054149628,6.223160076141344,0.013538473285734653,0.879,1.0,0.8795,0.86125
44,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,final_ood_report_only,3000,0.41197261214256287,1.1964651465415952,0.0006447070045396686,0.042333333333333334,0.996,0.6736666666666666,0.037333333333333336
45,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,id_calib,600,0.5020116716623306,2.5431068301200863,0.0008982758154161274,0.0,1.0,0.5883333333333334,0.0
45,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_val,1500,0.7343806326389313,21415.85908203125,0.0005205014022067189,0.0,1.0,0.622,0.0
45,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,2850,0.4831686168909073,665.9232360839837,0.0006632967852056026,0.0,0.8901754385964912,0.7133333333333334,0.0
45,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,25,0.4852958917617798,0.9325643539428702,0.0011203120229765773,0.96,1.0,0.96,0.92
45,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,8,0.45187853276729584,0.9382299572229384,0.021221045404672623,1.0,1.0,1.0,1.0
45,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,28,0.4731828272342682,0.6817383944988251,0.0010406742803752422,0.6428571428571429,1.0,1.0,0.6428571428571429
45,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,33,0.7589507102966309,1.0310881853103637,0.013395333662629128,0.8787878787878788,1.0,0.8787878787878788,0.8787878787878788
45,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,medium_attack_eval_report_only,2250,0.3022877871990204,0.5882267445325848,0.0008614691905677319,0.9333333333333333,0.9982222222222222,0.9951111111111111,0.6724444444444444
45,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,dev_heavy_query_report_only,4000,0.7286962568759918,17.784454536437977,0.013538473285734653,0.664,1.0,0.6645,0.6415
45,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,final_ood_report_only,3000,0.4102689176797867,3.6884840369224503,0.0006447070045396686,0.0006666666666666666,0.996,0.6443333333333333,0.0006666666666666666
46,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,id_calib,600,0.13968148082494736,0.3872699454426765,0.0008982758154161274,0.0016666666666666668,1.0,1.0,0.0
46,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_val,1500,0.12915730476379395,3081.2258544921874,0.0005205014022067189,0.0,1.0,0.8626666666666667,0.0
46,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,2850,0.13632187992334366,108.26024208068847,0.0006632967852056026,0.004210526315789474,0.8901754385964912,0.7270175438596491,0.0
46,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,16,0.10456465184688568,0.12872527912259102,0.0012170441914349794,0.9375,1.0,1.0,0.75
46,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,8,0.3017485588788986,0.3116869628429413,0.013429545797407627,1.0,1.0,1.0,1.0
46,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,66,0.1254315823316574,0.5636133179068565,0.0011692888801917434,0.9242424242424242,1.0,0.9848484848484849,0.803030303030303
46,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,35,0.3277648091316223,0.4329732626676551,0.021217122673988342,0.9714285714285714,1.0,0.9714285714285714,0.9428571428571428
46,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,medium_attack_eval_report_only,2250,0.1251404657959938,0.13379072695970534,0.0008614691905677319,0.9902222222222222,0.9982222222222222,0.9973333333333333,0.9382222222222222
46,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,dev_heavy_query_report_only,4000,0.32862599194049835,3.65980584621429,0.013538473285734653,0.90175,1.0,0.90225,0.90125
46,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,final_ood_report_only,3000,0.13387136161327362,0.7079131335020065,0.0006447070045396686,0.226,0.996,0.8586666666666667,0.032
