seed,region_policy,subspace_name,prototype_budget,region_max,top_k,inner_radius_q,outer_radius_q,score_floor_q,region_balance,review_budget,attack_outer_norm,benign_core_norm,conflict_slack,role,region_id,source_family,top1_route_rate,hard_alarm_rate_with_top1_region,attack_shell_rate_with_top1_region,rows
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r3,heavy,0.0,0.0,0.0,2850
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r4,heavy,0.0,0.0,0.0,2850
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r5,heavy,0.0,0.0,0.0,2850
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r6,medium,0.0,0.0,0.0,2850
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r7,medium,0.0,0.0,0.0,2850
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.12,0.12,0.12,25
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r1,heavy,0.84,0.8,0.84,25
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r2,heavy,0.0,0.0,0.0,25
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r3,heavy,0.0,0.0,0.0,25
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r4,heavy,0.0,0.0,0.0,25
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r5,heavy,0.0,0.0,0.0,25
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r6,medium,0.0,0.0,0.0,25
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r7,medium,0.04,0.04,0.04,25
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.0,0.0,0.0,8
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r1,heavy,0.75,0.75,0.75,8
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r2,heavy,0.25,0.25,0.25,8
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r3,heavy,0.0,0.0,0.0,8
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r4,heavy,0.0,0.0,0.0,8
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r5,heavy,0.0,0.0,0.0,8
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r6,medium,0.0,0.0,0.0,8
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r7,medium,0.0,0.0,0.0,8
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.07142857142857142,0.07142857142857142,0.07142857142857142,28
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r1,heavy,0.9285714285714286,0.5714285714285714,0.9285714285714286,28
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r2,heavy,0.0,0.0,0.0,28
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r3,heavy,0.0,0.0,0.0,28
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r4,heavy,0.0,0.0,0.0,28
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r5,heavy,0.0,0.0,0.0,28
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r6,medium,0.0,0.0,0.0,28
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r7,medium,0.0,0.0,0.0,28
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.0,0.0,0.0,32
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r1,heavy,1.0,0.96875,0.96875,32
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r2,heavy,0.0,0.0,0.0,32
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r3,heavy,0.0,0.0,0.0,32
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r4,heavy,0.0,0.0,0.0,32
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r5,heavy,0.0,0.0,0.0,32
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r6,medium,0.0,0.0,0.0,32
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r7,medium,0.0,0.0,0.0,32
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,medium_attack_eval_report_only,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.068,0.068,0.068,2250
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,medium_attack_eval_report_only,cluster_kcenter_r1,heavy,0.9297777777777778,0.8746666666666667,0.9257777777777778,2250
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,medium_attack_eval_report_only,cluster_kcenter_r2,heavy,0.0,0.0,0.0,2250
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,medium_attack_eval_report_only,cluster_kcenter_r3,heavy,0.0,0.0,0.0,2250
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,medium_attack_eval_report_only,cluster_kcenter_r4,heavy,0.0,0.0,0.0,2250
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,medium_attack_eval_report_only,cluster_kcenter_r5,heavy,0.0,0.0,0.0,2250
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,medium_attack_eval_report_only,cluster_kcenter_r6,medium,0.0,0.0,0.0,2250
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,medium_attack_eval_report_only,cluster_kcenter_r7,medium,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,2250
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,dev_heavy_query_report_only,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.0365,0.0365,0.0365,4000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,dev_heavy_query_report_only,cluster_kcenter_r1,heavy,0.95875,0.87975,0.88025,4000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,dev_heavy_query_report_only,cluster_kcenter_r2,heavy,0.00125,0.00125,0.00125,4000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,dev_heavy_query_report_only,cluster_kcenter_r3,heavy,0.0,0.0,0.0,4000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,dev_heavy_query_report_only,cluster_kcenter_r4,heavy,0.0,0.0,0.0,4000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,dev_heavy_query_report_only,cluster_kcenter_r5,heavy,0.0035,0.0035,0.0035,4000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,dev_heavy_query_report_only,cluster_kcenter_r6,medium,0.0,0.0,0.0,4000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,dev_heavy_query_report_only,cluster_kcenter_r7,medium,0.0,0.0,0.0,4000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,final_ood_report_only,cluster_kcenter_r0,mixed:heavy:1|medium:65,0.0,0.0,0.0,3000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,final_ood_report_only,cluster_kcenter_r1,heavy,1.0,0.13133333333333333,0.7046666666666667,3000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,final_ood_report_only,cluster_kcenter_r2,heavy,0.0,0.0,0.0,3000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,final_ood_report_only,cluster_kcenter_r3,heavy,0.0,0.0,0.0,3000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,final_ood_report_only,cluster_kcenter_r4,heavy,0.0,0.0,0.0,3000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,final_ood_report_only,cluster_kcenter_r5,heavy,0.0,0.0,0.0,3000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,final_ood_report_only,cluster_kcenter_r6,medium,0.0,0.0,0.0,3000
42,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,final_ood_report_only,cluster_kcenter_r7,medium,0.0,0.0,0.0,3000
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,id_calib,cluster_kcenter_r0,medium,0.04666666666666667,0.0,0.04666666666666667,600
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,id_calib,cluster_kcenter_r1,heavy,0.0,0.0,0.0,600
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,id_calib,cluster_kcenter_r2,heavy,0.0,0.0,0.0,600
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,id_calib,cluster_kcenter_r3,heavy,0.0,0.0,0.0,600
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,id_calib,cluster_kcenter_r4,heavy,0.0,0.0,0.0,600
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,id_calib,cluster_kcenter_r5,heavy,0.0,0.0,0.0,600
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,id_calib,cluster_kcenter_r6,medium,0.9533333333333334,0.0,0.9533333333333334,600
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,id_calib,cluster_kcenter_r7,heavy,0.0,0.0,0.0,600
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_val,cluster_kcenter_r0,medium,0.0,0.0,0.0,1500
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_val,cluster_kcenter_r1,heavy,0.0,0.0,0.0,1500
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_val,cluster_kcenter_r2,heavy,0.0,0.0,0.0,1500
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_val,cluster_kcenter_r3,heavy,0.0,0.0,0.0,1500
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_val,cluster_kcenter_r4,heavy,0.0,0.0,0.0,1500
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_val,cluster_kcenter_r5,heavy,0.0,0.0,0.0,1500
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_val,cluster_kcenter_r6,medium,1.0,0.0,0.8633333333333333,1500
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_val,cluster_kcenter_r7,heavy,0.0,0.0,0.0,1500
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r0,medium,0.16210526315789472,0.0,0.16210526315789472,2850
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r1,heavy,0.0,0.0,0.0,2850
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r2,heavy,0.0,0.0,0.0,2850
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r3,heavy,0.0,0.0,0.0,2850
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r4,heavy,0.0,0.0,0.0,2850
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r5,heavy,0.0,0.0,0.0,2850
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r6,medium,0.8378947368421052,0.0007017543859649122,0.5789473684210527,2850
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,ood_stress_val,cluster_kcenter_r7,heavy,0.0,0.0,0.0,2850
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r0,medium,0.1875,0.1875,0.1875,16
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r1,heavy,0.0,0.0,0.0,16
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r2,heavy,0.0,0.0,0.0,16
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r3,heavy,0.0,0.0,0.0,16
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r4,heavy,0.0,0.0,0.0,16
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r5,heavy,0.0,0.0,0.0,16
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r6,medium,0.8125,0.6875,0.8125,16
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_medium_val,cluster_kcenter_r7,heavy,0.0,0.0,0.0,16
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r0,medium,0.0,0.0,0.0,8
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r1,heavy,0.0,0.0,0.0,8
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r2,heavy,0.25,0.25,0.25,8
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r3,heavy,0.0,0.0,0.0,8
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r4,heavy,0.0,0.0,0.0,8
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r5,heavy,0.0,0.0,0.0,8
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r6,medium,0.625,0.625,0.625,8
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,support_heavy_val,cluster_kcenter_r7,heavy,0.125,0.125,0.125,8
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r0,medium,0.07575757575757576,0.030303030303030304,0.07575757575757576,66
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r1,heavy,0.0,0.0,0.0,66
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r2,heavy,0.0,0.0,0.0,66
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r3,heavy,0.0,0.0,0.0,66
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r4,heavy,0.0,0.0,0.0,66
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r5,heavy,0.0,0.0,0.0,66
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r6,medium,0.9242424242424242,0.696969696969697,0.9090909090909091,66
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_medium_query,cluster_kcenter_r7,heavy,0.0,0.0,0.0,66
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r0,medium,0.0,0.0,0.0,35
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r1,heavy,0.0,0.0,0.0,35
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r2,heavy,0.0,0.0,0.0,35
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r3,heavy,0.0,0.0,0.0,35
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r4,heavy,0.0,0.0,0.0,35
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r5,heavy,0.0,0.0,0.0,35
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r6,medium,1.0,1.0,1.0,35
43,cluster_kcenter,HH_HpHp,128,8,3,0.75,0.95,0.0,equal_region_total,0.03,1.0,0.75,1.0,pseudo_heavy_query,cluster_kcenter_r7,heavy,0.0,0.0,0.0,35
