split,seed,role,group_field,group_value,rows,raw_alarm_rate,conflict_review_rate,hard_alarm_rate,raw_alarm_count,review_count,hard_count,attack_score_mean,attack_score_p95,variant
main,42,sealed_final_ood,attack_family,benign,154900,0.0403098773402195,0.0370303421562298,0.0032795351839896,6244,5736,508,0.0056325957405003,0.0091790339988699,baseline_cap20000
main,42,sealed_final_ood,support_seen,unseen,154900,0.0403098773402195,0.0370303421562298,0.0032795351839896,6244,5736,508,0.0056325957405003,0.0091790339988699,baseline_cap20000
main,42,sealed_final_attack,source_group,processed/iotsim-ip-camera-street-1.csv,110104,0.9983651820097362,0.0061850613964978,0.9921801206132383,109924,681,109243,0.9702413288825302,0.9995032696754405,baseline_cap20000
main,42,sealed_final_attack,device_family,ip-camera-street,110104,0.9983651820097362,0.0061850613964978,0.9921801206132383,109924,681,109243,0.9702413288825302,0.9995032696754405,baseline_cap20000
main,42,sealed_final_attack,time_block,q1,27526,0.9999636707113276,0.0015258301242461,0.9984378405870812,27525,42,27483,0.9934515344988596,0.9995032696754405,baseline_cap20000
main,42,sealed_final_attack,time_block,q2,27526,0.9948775702971736,0.0224878296882947,0.9723897406088788,27385,619,26766,0.897256102638237,0.9990190753588488,baseline_cap20000
main,42,sealed_final_attack,time_block,q3,27526,0.998619487030444,0.0006539271961055,0.9979655598343384,27488,18,27470,0.9909599698575798,0.9994611400010838,baseline_cap20000
main,42,sealed_final_attack,time_block,q4,27526,1.0,7.265857734505559e-05,0.9999273414226548,27526,2,27524,0.9992977085354444,0.9995146063725217,baseline_cap20000
main,42,sealed_final_attack,attack_label,C&C Communication,90,0.7222222222222222,0.1666666666666666,0.5555555555555556,65,15,50,0.5109131007580816,0.9949572367591586,baseline_cap20000
main,42,sealed_final_attack,attack_label,File Download,1231,1.0,0.0024370430544272,0.9975629569455728,1231,3,1228,0.9967537310820624,0.9990877696593228,baseline_cap20000
main,42,sealed_final_attack,attack_label,Ingress Tool Transfer,3702,1.0,0.0005402485143165,0.9994597514856834,3702,2,3700,0.9935170717745208,0.9981351202878196,baseline_cap20000
main,42,sealed_final_attack,attack_label,Merlin ICMP Flooding,10011,1.0,0.0012985715712716,0.9987014284287284,10011,13,9998,0.9979570261622518,0.9995032696754405,baseline_cap20000
main,42,sealed_final_attack,attack_label,Merlin TCP Flooding,15000,1.0,0.0018666666666666,0.9981333333333332,15000,28,14972,0.9918779992295162,0.9994563224990892,baseline_cap20000
main,42,sealed_final_attack,attack_label,Merlin UDP Flooding,4996,0.9997998398718976,0.0002001601281024,0.999599679743795,4995,1,4994,0.9913633529997348,0.9926582995729516,baseline_cap20000
main,42,sealed_final_attack,attack_label,Mirai GRE Flooding,15000,1.0,0.0001333333333333,0.9998666666666668,15000,2,14998,0.9992632907728564,0.9993830174908616,baseline_cap20000
main,42,sealed_final_attack,attack_label,Mirai TCP Flooding,15000,1.0,0.0,1.0,15000,0,15000,0.995794418405495,0.9995146063725217,baseline_cap20000
main,42,sealed_final_attack,attack_label,Mirai UDP Flooding,15000,0.9996,0.0,0.9996,14994,0,14994,0.9947940827905418,0.9951955508823088,baseline_cap20000
main,42,sealed_final_attack,attack_label,Reporting,74,0.6891891891891891,0.054054054054054,0.6351351351351351,51,4,47,0.4995545695184062,0.9973950851907694,baseline_cap20000
main,42,sealed_final_attack,attack_label,TCP Scan,15000,0.9922,0.0353333333333333,0.9568666666666666,14883,530,14353,0.8241883837202632,0.999226184315695,baseline_cap20000
main,42,sealed_final_attack,attack_label,Telnet Brute Force,15000,0.9994666666666666,0.0055333333333333,0.9939333333333332,14992,83,14909,0.9871550860747432,0.9980664170895576,baseline_cap20000
main,42,sealed_final_attack,attack_family,C&C Communication,90,0.7222222222222222,0.1666666666666666,0.5555555555555556,65,15,50,0.5109131007580816,0.9949572367591586,baseline_cap20000
main,42,sealed_final_attack,attack_family,File Download,1231,1.0,0.0024370430544272,0.9975629569455728,1231,3,1228,0.9967537310820624,0.9990877696593228,baseline_cap20000
main,42,sealed_final_attack,attack_family,Ingress Tool,3702,1.0,0.0005402485143165,0.9994597514856834,3702,2,3700,0.9935170717745208,0.9981351202878196,baseline_cap20000
main,42,sealed_final_attack,attack_family,Merlin ICMP,10011,1.0,0.0012985715712716,0.9987014284287284,10011,13,9998,0.9979570261622518,0.9995032696754405,baseline_cap20000
