evaluation_role,dataset,holdout,adapter,seed_group,pauc_fpr_1pct_mean,tpr_at_fpr_1pct_mean,attack_high_detection_mean,final_ood_high_alarm_max,feasible_rate
consistency,primary_lowood,primary_lowood,A0_lr_baseline,main_42_46,0.9670278666057561,0.9512727272727272,0.9476363636363636,0.0037,1.0
consistency,primary_lowood,primary_lowood,A1_low_fpr_weighted_lr,heldout_47_51,0.9676264961169483,0.9527272727272728,0.9476363636363636,0.0038,1.0
consistency,primary_lowood,primary_lowood,A1_low_fpr_weighted_lr,main_42_46,0.9676096847875743,0.9527272727272728,0.9476363636363636,0.0038,1.0
consistency,primary_lowood,primary_lowood,A2_linear_svm_margin,heldout_47_51,0.8522101416171768,0.8733090909090908,0.7259636363636364,0.0164,0.8
consistency,primary_lowood,primary_lowood,A2_linear_svm_margin,main_42_46,0.844149474645957,0.8469818181818182,0.8029090909090909,0.0139,0.8
locked,locked_harder_holdout,holdout_bin_5,A0_lr_baseline,heldout_47_51,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,1.0
locked,locked_harder_holdout,holdout_bin_5,A0_lr_baseline,main_42_46,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,1.0
locked,locked_harder_holdout,holdout_bin_5,A1_low_fpr_weighted_lr,heldout_47_51,0.9831070976318307,0.9680729760547321,0.9680729760547321,0.0042,1.0
locked,locked_harder_holdout,holdout_bin_5,A1_low_fpr_weighted_lr,main_42_46,0.9831082436125896,0.9680729760547321,0.9680729760547321,0.0039,1.0
locked,locked_harder_holdout,holdout_bin_5,A2_linear_svm_margin,heldout_47_51,0.8569134154237551,0.8834663625997721,0.7464082098061573,0.0087,1.0
locked,locked_harder_holdout,holdout_bin_5,A2_linear_svm_margin,main_42_46,0.8721257370088757,0.8925883694412772,0.8462941847206386,0.011,0.8
locked,locked_harder_holdout,holdout_bin_6,A0_lr_baseline,heldout_47_51,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,1.0
locked,locked_harder_holdout,holdout_bin_6,A0_lr_baseline,main_42_46,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,1.0
locked,locked_harder_holdout,holdout_bin_6,A1_low_fpr_weighted_lr,heldout_47_51,0.9841073499364956,0.97002997002997,0.97002997002997,0.0044,1.0
locked,locked_harder_holdout,holdout_bin_6,A1_low_fpr_weighted_lr,main_42_46,0.9841093579787048,0.97002997002997,0.97002997002997,0.0044,1.0
locked,locked_harder_holdout,holdout_bin_6,A2_linear_svm_margin,heldout_47_51,0.8540303917188339,0.8785214785214785,0.7762237762237761,0.0144,0.6
locked,locked_harder_holdout,holdout_bin_6,A2_linear_svm_margin,main_42_46,0.8451156883317686,0.8757242757242757,0.7596403596403596,0.0135,0.8
locked,locked_harder_holdout,holdout_bin_7,A0_lr_baseline,heldout_47_51,0.9873292844591053,0.9780893952673095,0.9780893952673095,0.0041,1.0
locked,locked_harder_holdout,holdout_bin_7,A0_lr_baseline,main_42_46,0.9873292844591053,0.9780893952673095,0.9780893952673095,0.0041,1.0
locked,locked_harder_holdout,holdout_bin_7,A1_low_fpr_weighted_lr,heldout_47_51,0.9872138959477492,0.9780893952673095,0.9780893952673095,0.0036,1.0
locked,locked_harder_holdout,holdout_bin_7,A1_low_fpr_weighted_lr,main_42_46,0.9872262275443827,0.9780893952673095,0.9780893952673095,0.0036,1.0
locked,locked_harder_holdout,holdout_bin_7,A2_linear_svm_margin,heldout_47_51,0.7973812973720487,0.7661700262927257,0.7333917616126204,0.018,0.6
locked,locked_harder_holdout,holdout_bin_7,A2_linear_svm_margin,main_42_46,0.7853993895859667,0.736897458369851,0.7244522348816828,0.0145,0.6
locked,locked_harder_holdout,holdout_bin_8,A0_lr_baseline,heldout_47_51,0.9369853964658976,0.8896713615023474,0.8826291079812206,0.0042,1.0
locked,locked_harder_holdout,holdout_bin_8,A0_lr_baseline,main_42_46,0.9369853964658976,0.8896713615023474,0.8826291079812206,0.0042,1.0
locked,locked_harder_holdout,holdout_bin_8,A1_low_fpr_weighted_lr,heldout_47_51,0.9372685021350886,0.8896713615023474,0.8826291079812206,0.0037,1.0
locked,locked_harder_holdout,holdout_bin_8,A1_low_fpr_weighted_lr,main_42_46,0.9372968127020078,0.8896713615023474,0.8826291079812206,0.0037,1.0
locked,locked_harder_holdout,holdout_bin_8,A2_linear_svm_margin,heldout_47_51,0.6881779790973648,0.5915492957746479,0.355868544600939,0.0105,0.8
locked,locked_harder_holdout,holdout_bin_8,A2_linear_svm_margin,main_42_46,0.7117276523462382,0.7154929577464789,0.4380281690140845,0.0059,1.0
