base_detector,seed,seed_group,review_policy,review_budget_target,review_budget_count_target,review_budget_used,attack_high_detection,OOD_high_alarm,high_alert_attack_count,high_alert_ood_count,high_alert_attack_fraction,attack_review_rate,OOD_review_rate,review_count_attack,review_count_ood,review_attack_fraction,incremental_attack_captured_by_review,incremental_ood_burden_by_review,attack_total_captured,OOD_total_burden,feasible_high_alarm,feasible_total_burden_1pct,feasible_total_burden_2pct,attack_captured_per_100_review,ood_review_per_attack_review
dA,44,main_paired_42_46,review_top_1pct,0.01,100,86,0.9301818181818182,0.0058,1279,58,0.9566192969334331,0.0014545454545454545,0.0084,2,84,0.023255813953488372,0.0014545454545454545,0.0084,0.9316363636363636,0.0142,True,False,True,2.3255813953488373,42.0
dA,44,main_paired_42_46,review_top_2pct,0.02,200,86,0.9301818181818182,0.0058,1279,58,0.9566192969334331,0.0014545454545454545,0.0084,2,84,0.023255813953488372,0.0014545454545454545,0.0084,0.9316363636363636,0.0142,True,False,True,2.3255813953488373,42.0
dA,44,main_paired_42_46,review_all,all,84,86,0.9301818181818182,0.0058,1279,58,0.9566192969334331,0.0014545454545454545,0.0084,2,84,0.023255813953488372,0.0014545454545454545,0.0084,0.9316363636363636,0.0142,True,False,True,2.3255813953488373,42.0
dA,45,main_paired_42_46,review_off,0.0,0,0,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.0,0,0,,0.0,0.0,1.0,0.0021,True,True,True,,
dA,45,main_paired_42_46,review_top_0.25pct,0.0025,25,25,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.0025,0,25,0.0,0.0,0.0025,1.0,0.0046,True,True,True,0.0,
dA,45,main_paired_42_46,review_top_0.5pct,0.005,50,50,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.005,0,50,0.0,0.0,0.005,1.0,0.0071,True,True,True,0.0,
dA,45,main_paired_42_46,review_top_1pct,0.01,100,100,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.01,0,100,0.0,0.0,0.01,1.0,0.0121,True,False,True,0.0,
dA,45,main_paired_42_46,review_top_2pct,0.02,200,108,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.0108,0,108,0.0,0.0,0.0108,1.0,0.0129,True,False,True,0.0,
dA,45,main_paired_42_46,review_all,all,108,108,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.0108,0,108,0.0,0.0,0.0108,1.0,0.0129,True,False,True,0.0,
dA,46,main_paired_42_46,review_off,0.0,0,0,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0,0.0,0,0,,0.0,0.0,0.9112727272727272,0.0051,True,True,True,,
dA,46,main_paired_42_46,review_top_0.25pct,0.0025,25,25,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0,0.0025,0,25,0.0,0.0,0.0025,0.9112727272727272,0.0076,True,True,True,0.0,
dA,46,main_paired_42_46,review_top_0.5pct,0.005,50,50,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0014545454545454545,0.0048,2,48,0.04,0.0014545454545454545,0.0048,0.9127272727272727,0.0099,True,True,True,4.0,24.0
dA,46,main_paired_42_46,review_top_1pct,0.01,100,100,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0014545454545454545,0.0098,2,98,0.02,0.0014545454545454545,0.0098,0.9127272727272727,0.0149,True,False,True,2.0,49.0
dA,46,main_paired_42_46,review_top_2pct,0.02,200,108,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0014545454545454545,0.0106,2,106,0.018518518518518517,0.0014545454545454545,0.0106,0.9127272727272727,0.0157,True,False,True,1.8518518518518519,53.0
dA,46,main_paired_42_46,review_all,all,106,108,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0014545454545454545,0.0106,2,106,0.018518518518518517,0.0014545454545454545,0.0106,0.9127272727272727,0.0157,True,False,True,1.8518518518518519,53.0
dA,47,heldout_support_47_51,review_off,0.0,0,0,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.0,0,0,,0.0,0.0,0.9963636363636363,0.0019,True,True,True,,
dA,47,heldout_support_47_51,review_top_0.25pct,0.0025,25,25,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.0025,0,25,0.0,0.0,0.0025,0.9963636363636363,0.0044,True,True,True,0.0,
dA,47,heldout_support_47_51,review_top_0.5pct,0.005,50,50,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.005,0,50,0.0,0.0,0.005,0.9963636363636363,0.0069,True,True,True,0.0,
dA,47,heldout_support_47_51,review_top_1pct,0.01,100,100,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.01,0,100,0.0,0.0,0.01,0.9963636363636363,0.0119,True,False,True,0.0,
dA,47,heldout_support_47_51,review_top_2pct,0.02,200,108,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.0108,0,108,0.0,0.0,0.0108,0.9963636363636363,0.0127,True,False,True,0.0,
dA,47,heldout_support_47_51,review_all,all,108,108,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.0108,0,108,0.0,0.0,0.0108,0.9963636363636363,0.0127,True,False,True,0.0,
dA,48,heldout_support_47_51,review_off,0.0,0,0,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0,0.0,0,0,,0.0,0.0,0.9847272727272727,0.0043,True,True,True,,
dA,48,heldout_support_47_51,review_top_0.25pct,0.0025,25,25,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0,0.0025,0,25,0.0,0.0,0.0025,0.9847272727272727,0.0068,True,True,True,0.0,
dA,48,heldout_support_47_51,review_top_0.5pct,0.005,50,50,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0007272727272727272,0.0049,1,49,0.02,0.0007272727272727272,0.0049,0.9854545454545455,0.0092,True,True,True,2.0,49.0
dA,48,heldout_support_47_51,review_top_1pct,0.01,100,100,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0014545454545454545,0.0098,2,98,0.02,0.0014545454545454545,0.0098,0.9861818181818182,0.0141,True,False,True,2.0,49.0
dA,48,heldout_support_47_51,review_top_2pct,0.02,200,109,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0014545454545454545,0.0107,2,107,0.01834862385321101,0.0014545454545454545,0.0107,0.9861818181818182,0.015,True,False,True,1.834862385321101,53.5
dA,48,heldout_support_47_51,review_all,all,107,109,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0014545454545454545,0.0107,2,107,0.01834862385321101,0.0014545454545454545,0.0107,0.9861818181818182,0.015,True,False,True,1.834862385321101,53.5
dA,49,heldout_support_47_51,review_off,0.0,0,0,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.0,0,0,,0.0,0.0,0.9963636363636363,0.0045,True,True,True,,
dA,49,heldout_support_47_51,review_top_0.25pct,0.0025,25,25,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.0025,0,25,0.0,0.0,0.0025,0.9963636363636363,0.007,True,True,True,0.0,
dA,49,heldout_support_47_51,review_top_0.5pct,0.005,50,50,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.005,0,50,0.0,0.0,0.005,0.9963636363636363,0.0095,True,True,True,0.0,
dA,49,heldout_support_47_51,review_top_1pct,0.01,100,100,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.01,0,100,0.0,0.0,0.01,0.9963636363636363,0.0145,True,False,True,0.0,
dA,49,heldout_support_47_51,review_top_2pct,0.02,200,108,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.0108,0,108,0.0,0.0,0.0108,0.9963636363636363,0.0153,True,False,True,0.0,
dA,49,heldout_support_47_51,review_all,all,108,108,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.0108,0,108,0.0,0.0,0.0108,0.9963636363636363,0.0153,True,False,True,0.0,
dA,50,heldout_support_47_51,review_off,0.0,0,0,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.0,0,0,,0.0,0.0,1.0,0.0031,True,True,True,,
dA,50,heldout_support_47_51,review_top_0.25pct,0.0025,25,25,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.0025,0,25,0.0,0.0,0.0025,1.0,0.0056,True,True,True,0.0,
dA,50,heldout_support_47_51,review_top_0.5pct,0.005,50,50,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.005,0,50,0.0,0.0,0.005,1.0,0.0081,True,True,True,0.0,
dA,50,heldout_support_47_51,review_top_1pct,0.01,100,100,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.01,0,100,0.0,0.0,0.01,1.0,0.0131,True,False,True,0.0,
dA,50,heldout_support_47_51,review_top_2pct,0.02,200,108,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.0108,0,108,0.0,0.0,0.0108,1.0,0.0139,True,False,True,0.0,
dA,50,heldout_support_47_51,review_all,all,108,108,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.0108,0,108,0.0,0.0,0.0108,1.0,0.0139,True,False,True,0.0,
dA,51,heldout_support_47_51,review_off,0.0,0,0,0.984,0.0083,1353,83,0.942200557103064,0.0,0.0,0,0,,0.0,0.0,0.984,0.0083,True,True,True,,
dA,51,heldout_support_47_51,review_top_0.25pct,0.0025,25,25,0.984,0.0083,1353,83,0.942200557103064,0.0,0.0025,0,25,0.0,0.0,0.0025,0.984,0.0108,True,False,True,0.0,
dA,51,heldout_support_47_51,review_top_0.5pct,0.005,50,50,0.984,0.0083,1353,83,0.942200557103064,0.0,0.005,0,50,0.0,0.0,0.005,0.984,0.0133,True,False,True,0.0,
dA,51,heldout_support_47_51,review_top_1pct,0.01,100,100,0.984,0.0083,1353,83,0.942200557103064,0.0,0.01,0,100,0.0,0.0,0.01,0.984,0.0183,True,False,True,0.0,
dA,51,heldout_support_47_51,review_top_2pct,0.02,200,107,0.984,0.0083,1353,83,0.942200557103064,0.0,0.0107,0,107,0.0,0.0,0.0107,0.984,0.019,True,False,True,0.0,
dA,51,heldout_support_47_51,review_all,all,107,107,0.984,0.0083,1353,83,0.942200557103064,0.0,0.0107,0,107,0.0,0.0,0.0107,0.984,0.019,True,False,True,0.0,
Transformer,42,main_paired_42_46,review_off,0.0,0,0,0.9272727272727272,0.0038,1275,38,0.9710586443259711,0.0,0.0,0,0,,0.0,0.0,0.9272727272727272,0.0038,True,True,True,,
Transformer,42,main_paired_42_46,review_top_0.25pct,0.0025,25,25,0.9272727272727272,0.0038,1275,38,0.9710586443259711,0.0,0.0025,0,25,0.0,0.0,0.0025,0.9272727272727272,0.0063,True,True,True,0.0,
Transformer,42,main_paired_42_46,review_top_0.5pct,0.005,50,50,0.9272727272727272,0.0038,1275,38,0.9710586443259711,0.0014545454545454545,0.0048,2,48,0.04,0.0014545454545454545,0.0048,0.9287272727272727,0.0086,True,True,True,4.0,24.0
Transformer,42,main_paired_42_46,review_top_1pct,0.01,100,86,0.9272727272727272,0.0038,1275,38,0.9710586443259711,0.0014545454545454545,0.0084,2,84,0.023255813953488372,0.0014545454545454545,0.0084,0.9287272727272727,0.0122,True,False,True,2.3255813953488373,42.0
Transformer,42,main_paired_42_46,review_top_2pct,0.02,200,86,0.9272727272727272,0.0038,1275,38,0.9710586443259711,0.0014545454545454545,0.0084,2,84,0.023255813953488372,0.0014545454545454545,0.0084,0.9287272727272727,0.0122,True,False,True,2.3255813953488373,42.0
Transformer,42,main_paired_42_46,review_all,all,84,86,0.9272727272727272,0.0038,1275,38,0.9710586443259711,0.0014545454545454545,0.0084,2,84,0.023255813953488372,0.0014545454545454545,0.0084,0.9287272727272727,0.0122,True,False,True,2.3255813953488373,42.0
Transformer,43,main_paired_42_46,review_off,0.0,0,0,0.9221818181818182,0.0047,1268,47,0.9642585551330799,0.0,0.0,0,0,,0.0,0.0,0.9221818181818182,0.0047,True,True,True,,
Transformer,43,main_paired_42_46,review_top_0.25pct,0.0025,25,25,0.9221818181818182,0.0047,1268,47,0.9642585551330799,0.0,0.0025,0,25,0.0,0.0,0.0025,0.9221818181818182,0.0072,True,True,True,0.0,
Transformer,43,main_paired_42_46,review_top_0.5pct,0.005,50,50,0.9221818181818182,0.0047,1268,47,0.9642585551330799,0.0014545454545454545,0.0048,2,48,0.04,0.0014545454545454545,0.0048,0.9236363636363636,0.0095,True,True,True,4.0,24.0
Transformer,43,main_paired_42_46,review_top_1pct,0.01,100,95,0.9221818181818182,0.0047,1268,47,0.9642585551330799,0.0014545454545454545,0.0093,2,93,0.021052631578947368,0.0014545454545454545,0.0093,0.9236363636363636,0.014,True,False,True,2.1052631578947367,46.5
Transformer,43,main_paired_42_46,review_top_2pct,0.02,200,95,0.9221818181818182,0.0047,1268,47,0.9642585551330799,0.0014545454545454545,0.0093,2,93,0.021052631578947368,0.0014545454545454545,0.0093,0.9236363636363636,0.014,True,False,True,2.1052631578947367,46.5
Transformer,43,main_paired_42_46,review_all,all,93,95,0.9221818181818182,0.0047,1268,47,0.9642585551330799,0.0014545454545454545,0.0093,2,93,0.021052631578947368,0.0014545454545454545,0.0093,0.9236363636363636,0.014,True,False,True,2.1052631578947367,46.5
Transformer,44,main_paired_42_46,review_off,0.0,0,0,0.9301818181818182,0.0058,1279,58,0.9566192969334331,0.0,0.0,0,0,,0.0,0.0,0.9301818181818182,0.0058,True,True,True,,
Transformer,44,main_paired_42_46,review_top_0.25pct,0.0025,25,25,0.9301818181818182,0.0058,1279,58,0.9566192969334331,0.0,0.0025,0,25,0.0,0.0,0.0025,0.9301818181818182,0.0083,True,True,True,0.0,
Transformer,44,main_paired_42_46,review_top_0.5pct,0.005,50,50,0.9301818181818182,0.0058,1279,58,0.9566192969334331,0.0014545454545454545,0.0048,2,48,0.04,0.0014545454545454545,0.0048,0.9316363636363636,0.0106,True,False,True,4.0,24.0
Transformer,44,main_paired_42_46,review_top_1pct,0.01,100,87,0.9301818181818182,0.0058,1279,58,0.9566192969334331,0.0014545454545454545,0.0085,2,85,0.022988505747126436,0.0014545454545454545,0.0085,0.9316363636363636,0.0143,True,False,True,2.2988505747126435,42.5
Transformer,44,main_paired_42_46,review_top_2pct,0.02,200,87,0.9301818181818182,0.0058,1279,58,0.9566192969334331,0.0014545454545454545,0.0085,2,85,0.022988505747126436,0.0014545454545454545,0.0085,0.9316363636363636,0.0143,True,False,True,2.2988505747126435,42.5
Transformer,44,main_paired_42_46,review_all,all,85,87,0.9301818181818182,0.0058,1279,58,0.9566192969334331,0.0014545454545454545,0.0085,2,85,0.022988505747126436,0.0014545454545454545,0.0085,0.9316363636363636,0.0143,True,False,True,2.2988505747126435,42.5
Transformer,45,main_paired_42_46,review_off,0.0,0,0,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.0,0,0,,0.0,0.0,1.0,0.0021,True,True,True,,
Transformer,45,main_paired_42_46,review_top_0.25pct,0.0025,25,25,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.0025,0,25,0.0,0.0,0.0025,1.0,0.0046,True,True,True,0.0,
Transformer,45,main_paired_42_46,review_top_0.5pct,0.005,50,50,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.005,0,50,0.0,0.0,0.005,1.0,0.0071,True,True,True,0.0,
Transformer,45,main_paired_42_46,review_top_1pct,0.01,100,100,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.01,0,100,0.0,0.0,0.01,1.0,0.0121,True,False,True,0.0,
Transformer,45,main_paired_42_46,review_top_2pct,0.02,200,109,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.0109,0,109,0.0,0.0,0.0109,1.0,0.013,True,False,True,0.0,
Transformer,45,main_paired_42_46,review_all,all,109,109,1.0,0.0021,1375,21,0.9849570200573066,0.0,0.0109,0,109,0.0,0.0,0.0109,1.0,0.013,True,False,True,0.0,
Transformer,46,main_paired_42_46,review_off,0.0,0,0,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0,0.0,0,0,,0.0,0.0,0.9112727272727272,0.0051,True,True,True,,
Transformer,46,main_paired_42_46,review_top_0.25pct,0.0025,25,25,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0,0.0025,0,25,0.0,0.0,0.0025,0.9112727272727272,0.0076,True,True,True,0.0,
Transformer,46,main_paired_42_46,review_top_0.5pct,0.005,50,50,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0007272727272727272,0.0049,1,49,0.02,0.0007272727272727272,0.0049,0.912,0.01,True,True,True,2.0,49.0
Transformer,46,main_paired_42_46,review_top_1pct,0.01,100,100,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0014545454545454545,0.0098,2,98,0.02,0.0014545454545454545,0.0098,0.9127272727272727,0.0149,True,False,True,2.0,49.0
Transformer,46,main_paired_42_46,review_top_2pct,0.02,200,109,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0014545454545454545,0.0107,2,107,0.01834862385321101,0.0014545454545454545,0.0107,0.9127272727272727,0.0158,True,False,True,1.834862385321101,53.5
Transformer,46,main_paired_42_46,review_all,all,107,109,0.9112727272727272,0.0051,1253,51,0.9608895705521472,0.0014545454545454545,0.0107,2,107,0.01834862385321101,0.0014545454545454545,0.0107,0.9127272727272727,0.0158,True,False,True,1.834862385321101,53.5
Transformer,47,heldout_support_47_51,review_off,0.0,0,0,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.0,0,0,,0.0,0.0,0.9963636363636363,0.0019,True,True,True,,
Transformer,47,heldout_support_47_51,review_top_0.25pct,0.0025,25,25,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.0025,0,25,0.0,0.0,0.0025,0.9963636363636363,0.0044,True,True,True,0.0,
Transformer,47,heldout_support_47_51,review_top_0.5pct,0.005,50,50,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.005,0,50,0.0,0.0,0.005,0.9963636363636363,0.0069,True,True,True,0.0,
Transformer,47,heldout_support_47_51,review_top_1pct,0.01,100,100,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.01,0,100,0.0,0.0,0.01,0.9963636363636363,0.0119,True,False,True,0.0,
Transformer,47,heldout_support_47_51,review_top_2pct,0.02,200,109,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.0109,0,109,0.0,0.0,0.0109,0.9963636363636363,0.0128,True,False,True,0.0,
Transformer,47,heldout_support_47_51,review_all,all,109,109,0.9963636363636363,0.0019,1370,19,0.986321094312455,0.0,0.0109,0,109,0.0,0.0,0.0109,0.9963636363636363,0.0128,True,False,True,0.0,
Transformer,48,heldout_support_47_51,review_off,0.0,0,0,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0,0.0,0,0,,0.0,0.0,0.9847272727272727,0.0043,True,True,True,,
Transformer,48,heldout_support_47_51,review_top_0.25pct,0.0025,25,25,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0,0.0025,0,25,0.0,0.0,0.0025,0.9847272727272727,0.0068,True,True,True,0.0,
Transformer,48,heldout_support_47_51,review_top_0.5pct,0.005,50,50,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0007272727272727272,0.0049,1,49,0.02,0.0007272727272727272,0.0049,0.9854545454545455,0.0092,True,True,True,2.0,49.0
Transformer,48,heldout_support_47_51,review_top_1pct,0.01,100,100,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0014545454545454545,0.0098,2,98,0.02,0.0014545454545454545,0.0098,0.9861818181818182,0.0141,True,False,True,2.0,49.0
Transformer,48,heldout_support_47_51,review_top_2pct,0.02,200,110,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0014545454545454545,0.0108,2,108,0.01818181818181818,0.0014545454545454545,0.0108,0.9861818181818182,0.0151,True,False,True,1.8181818181818181,54.0
Transformer,48,heldout_support_47_51,review_all,all,108,110,0.9847272727272727,0.0043,1354,43,0.9692197566213314,0.0014545454545454545,0.0108,2,108,0.01818181818181818,0.0014545454545454545,0.0108,0.9861818181818182,0.0151,True,False,True,1.8181818181818181,54.0
Transformer,49,heldout_support_47_51,review_off,0.0,0,0,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.0,0,0,,0.0,0.0,0.9963636363636363,0.0045,True,True,True,,
Transformer,49,heldout_support_47_51,review_top_0.25pct,0.0025,25,25,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.0025,0,25,0.0,0.0,0.0025,0.9963636363636363,0.007,True,True,True,0.0,
Transformer,49,heldout_support_47_51,review_top_0.5pct,0.005,50,50,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.005,0,50,0.0,0.0,0.005,0.9963636363636363,0.0095,True,True,True,0.0,
Transformer,49,heldout_support_47_51,review_top_1pct,0.01,100,100,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.01,0,100,0.0,0.0,0.01,0.9963636363636363,0.0145,True,False,True,0.0,
Transformer,49,heldout_support_47_51,review_top_2pct,0.02,200,109,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.0109,0,109,0.0,0.0,0.0109,0.9963636363636363,0.0154,True,False,True,0.0,
Transformer,49,heldout_support_47_51,review_all,all,109,109,0.9963636363636363,0.0045,1370,45,0.9681978798586572,0.0,0.0109,0,109,0.0,0.0,0.0109,0.9963636363636363,0.0154,True,False,True,0.0,
Transformer,50,heldout_support_47_51,review_off,0.0,0,0,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.0,0,0,,0.0,0.0,1.0,0.0031,True,True,True,,
Transformer,50,heldout_support_47_51,review_top_0.25pct,0.0025,25,25,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.0025,0,25,0.0,0.0,0.0025,1.0,0.0056,True,True,True,0.0,
Transformer,50,heldout_support_47_51,review_top_0.5pct,0.005,50,50,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.005,0,50,0.0,0.0,0.005,1.0,0.0081,True,True,True,0.0,
Transformer,50,heldout_support_47_51,review_top_1pct,0.01,100,100,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.01,0,100,0.0,0.0,0.01,1.0,0.0131,True,False,True,0.0,
Transformer,50,heldout_support_47_51,review_top_2pct,0.02,200,109,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.0109,0,109,0.0,0.0,0.0109,1.0,0.014,True,False,True,0.0,
Transformer,50,heldout_support_47_51,review_all,all,109,109,1.0,0.0031,1375,31,0.9779516358463727,0.0,0.0109,0,109,0.0,0.0,0.0109,1.0,0.014,True,False,True,0.0,
Transformer,51,heldout_support_47_51,review_off,0.0,0,0,0.984,0.0083,1353,83,0.942200557103064,0.0,0.0,0,0,,0.0,0.0,0.984,0.0083,True,True,True,,
Transformer,51,heldout_support_47_51,review_top_0.25pct,0.0025,25,25,0.984,0.0083,1353,83,0.942200557103064,0.0,0.0025,0,25,0.0,0.0,0.0025,0.984,0.0108,True,False,True,0.0,
Transformer,51,heldout_support_47_51,review_top_0.5pct,0.005,50,50,0.984,0.0083,1353,83,0.942200557103064,0.0,0.005,0,50,0.0,0.0,0.005,0.984,0.0133,True,False,True,0.0,
Transformer,51,heldout_support_47_51,review_top_1pct,0.01,100,100,0.984,0.0083,1353,83,0.942200557103064,0.0,0.01,0,100,0.0,0.0,0.01,0.984,0.0183,True,False,True,0.0,
Transformer,51,heldout_support_47_51,review_top_2pct,0.02,200,108,0.984,0.0083,1353,83,0.942200557103064,0.0,0.0108,0,108,0.0,0.0,0.0108,0.984,0.0191,True,False,True,0.0,
Transformer,51,heldout_support_47_51,review_all,all,108,108,0.984,0.0083,1353,83,0.942200557103064,0.0,0.0108,0,108,0.0,0.0,0.0108,0.984,0.0191,True,False,True,0.0,
