candidate_rank_ascending,threshold,global_rows,baseline_global_hard,candidate_global_hard,baseline_global_recall,candidate_global_recall,global_recall_loss_pp,eligible_family_count,max_eligible_family_recall_loss_pp,global_gate_pass,all_family_gates_pass,admissible
51,0.99996299231197894,4385,4385,4197,1,0.95712656784492589,4.2873432155074109,11,100,false,false,false
52,0.99996445759050923,4385,4385,4196,1,0.95689851767388823,4.3101482326111773,11,100,false,false,false
53,0.99996552555652396,4385,4385,4195,1,0.95667046750285067,4.332953249714933,11,100,false,false,false
54,0.99996563025803054,4385,4385,4194,1,0.95644241733181301,4.3557582668186985,11,100,false,false,false
55,0.99996770956623948,4385,4385,4193,1,0.95621436716077535,4.3785632839224657,11,100,false,false,false
56,0.9999685459576535,4385,4385,4192,1,0.95598631698973779,4.4013683010262206,11,100,false,false,false
57,0.99997045374883053,4385,4385,4191,1,0.95575826681870013,4.4241733181299869,11,100,false,false,false
58,0.99997270191234544,4385,4385,4190,1,0.95553021664766247,4.4469783352337533,11,100,false,false,false
59,0.99997344011780454,4385,4385,4189,1,0.9553021664766248,4.4697833523375197,11,100,false,false,false
60,0.99997368622355753,4385,4385,4188,1,0.95507411630558725,4.4925883694412754,11,100,false,false,false
61,0.99997368624598715,4385,4385,4187,1,0.95484606613454959,4.5153933865450409,11,100,false,false,false
62,0.99997382376596455,4385,4385,4184,1,0.95416191562143671,4.5838084378563293,11,100,false,false,false
63,0.99997525922111885,4385,4385,4183,1,0.95393386545039904,4.6066134549600957,11,100,false,false,false
64,0.99997530063339934,4385,4385,4182,1,0.95370581527936149,4.6294184720638505,11,100,false,false,false
65,0.99997680207849748,4385,4385,4181,1,0.95347776510832383,4.6522234891676177,11,100,false,false,false
66,0.99997778526359715,4385,4385,4180,1,0.95324971493728616,4.6750285062713832,11,100,false,false,false
67,0.99997781829610721,4385,4385,4179,1,0.95302166476624861,4.6978335233751389,11,100,false,false,false
68,0.99997812062871094,4385,4385,4178,1,0.95279361459521095,4.7206385404789053,11,100,false,false,false
69,0.9999782567147355,4385,4385,4177,1,0.95256556442417328,4.7434435575826717,11,100,false,false,false
70,0.99997899712041471,4385,4385,4176,1,0.95233751425313573,4.7662485746864274,11,100,false,false,false
71,0.99997900958911867,4385,4385,4175,1,0.95210946408209807,4.7890535917901929,11,100,false,false,false
72,0.99997923523591936,4385,4385,4174,1,0.9518814139110604,4.8118586088939601,11,100,false,false,false
73,0.99997974840524162,4385,4385,4173,1,0.95165336374002285,4.8346636259977149,11,100,false,false,false
74,0.99997989545692623,4385,4385,4172,1,0.95142531356898519,4.8574686431014813,11,100,false,false,false
75,0.99997991747414472,4385,4385,4171,1,0.95119726339794752,4.8802736602052477,11,100,false,false,false
76,0.99998003174914274,4385,4385,4170,1,0.95096921322690997,4.9030786773090025,11,100,false,false,false
77,0.99998018623308271,4385,4385,4169,1,0.95074116305587231,4.9258836944127697,11,100,false,false,false
78,0.99998019487643242,4385,4385,4168,1,0.95051311288483464,4.9486887115165352,11,100,false,false,false
79,0.99998195143366042,4385,4385,4167,1,0.95028506271379709,4.9714937286202909,11,100,false,false,false
80,0.99998326695950901,4385,4385,4166,1,0.95005701254275943,4.9942987457240573,11,100,false,false,false
81,0.99998384473807544,4385,4385,4165,1,0.94982896237172176,5.0171037628278237,11,100,false,false,false
82,0.9999844482272775,4385,4385,4164,1,0.9496009122006841,5.03990877993159,11,100,false,false,false
83,0.99998479166593812,4385,4385,4163,1,0.94937286202964655,5.0627137970353449,11,100,false,false,false
84,0.99998534221537383,4385,4385,4162,1,0.94914481185860888,5.0855188141391121,11,100,false,false,false
85,0.99998543397194273,4385,4385,4161,1,0.94891676168757122,5.1083238312428776,11,100,false,false,false
86,0.99998567808978434,4385,4385,4160,1,0.94868871151653367,5.1311288483466333,11,100,false,false,false
87,0.99998694690150003,4385,4385,4159,1,0.948460661345496,5.1539338654503997,11,100,false,false,false
88,0.99998695567631168,4385,4385,4158,1,0.94823261117445834,5.176738882554166,11,100,false,false,false
89,0.99998823013635196,4385,4385,4157,1,0.94800456100342079,5.1995438996579217,11,100,false,false,false
90,0.99998823188987596,4385,4385,4156,1,0.94777651083238312,5.2223489167616872,11,100,false,false,false
91,0.99998828357686098,4385,4385,4155,1,0.94754846066134546,5.2451539338654545,11,100,false,false,false
92,0.9999885132234978,4385,4385,4154,1,0.94732041049030791,5.2679589509692093,11,100,false,false,false
93,0.99998874218683076,4385,4385,4153,1,0.94709236031927024,5.2907639680729757,11,100,false,false,false
94,0.99998885311790464,4385,4385,4152,1,0.94686431014823258,5.313568985176742,11,100,false,false,false
95,0.99998983831331056,4385,4385,4151,1,0.94663625997719503,5.3363740022804969,11,100,false,false,false
96,0.99999022177955765,4385,4385,4150,1,0.94640820980615736,5.3591790193842641,11,100,false,false,false
97,0.99999055647112112,4385,4385,4149,1,0.9461801596351197,5.3819840364880296,11,100,false,false,false
98,0.99999055854990115,4385,4385,4134,1,0.9427594070695553,5.72405929304447,11,100,false,false,false
99,0.9999909768566585,4385,4385,4133,1,0.94253135689851764,5.7468643101482364,11,100,false,false,false
100,0.99999099268303449,4385,4385,4132,1,0.94230330672748008,5.7696693272519912,11,100,false,false,false
101,0.99999100357196913,4385,4385,4131,1,0.94207525655644242,5.7924743443557585,11,100,false,false,false
102,0.99999129629692363,4385,4385,4130,1,0.94184720638540476,5.815279361459524,11,100,false,false,false
103,0.99999141357869403,4385,4385,4129,1,0.9416191562143672,5.8380843785632797,11,100,false,false,false
104,0.99999156478543483,4385,4385,4128,1,0.94139110604332954,5.860889395667046,11,100,false,false,false
105,0.99999156549452106,4385,4385,4127,1,0.94116305587229188,5.8836944127708124,11,100,false,false,false
106,0.99999191926286213,4385,4385,4126,1,0.94093500570125432,5.9064994298745681,11,100,false,false,false
107,0.9999922520722313,4385,4385,4125,1,0.94070695553021666,5.9293044469783336,11,100,false,false,false
108,0.99999254243313218,4385,4385,4124,1,0.940478905359179,5.9521094640821008,11,100,false,false,false
109,0.99999279264485386,4385,4385,4123,1,0.94025085518814144,5.9749144811858557,11,100,false,false,false
110,0.99999284637631003,4385,4385,4122,1,0.94002280501710378,5.997719498289622,11,100,false,false,false
111,0.99999285389692627,4385,4385,4121,1,0.93979475484606612,6.0205245153933884,11,100,false,false,false
112,0.99999286146761257,4385,4385,4120,1,0.93956670467502845,6.0433295324971548,11,100,false,false,false
113,0.99999297156329392,4385,4385,4119,1,0.9393386545039909,6.0661345496009105,11,100,false,false,false
114,0.99999300817250192,4385,4385,4118,1,0.93911060433295324,6.088939566704676,11,100,false,false,false
115,0.99999312079847447,4385,4385,4117,1,0.93888255416191557,6.1117445838084432,11,100,false,false,false
116,0.99999312276759067,4385,4385,4116,1,0.93865450399087802,6.134549600912198,11,100,false,false,false
117,0.99999327211310207,4385,4385,4115,1,0.93842645381984036,6.1573546180159644,11,100,false,false,false
118,0.99999352288480248,4385,4385,4114,1,0.93819840364880269,6.1801596351197308,11,100,false,false,false
119,0.99999355166345649,4385,4385,4113,1,0.93797035347776514,6.2029646522234856,11,100,false,false,false
120,0.99999365795187067,4385,4385,4112,1,0.93774230330672748,6.2257696693272528,11,100,false,false,false
121,0.99999370807165688,4385,4385,4111,1,0.93751425313568981,6.2485746864310183,11,100,false,false,false
122,0.99999380428088436,4385,4385,4110,1,0.93728620296465226,6.271379703534774,11,100,false,false,false
123,0.99999400553888729,4385,4385,4109,1,0.9370581527936146,6.2941847206385404,11,100,false,false,false
124,0.99999408936429179,4385,4385,4108,1,0.93683010262257693,6.3169897377423068,11,100,false,false,false
125,0.99999414045294555,4385,4385,4107,1,0.93660205245153938,6.3397947548460625,11,100,false,false,false
126,0.99999418183294531,4385,4385,4106,1,0.93637400228050172,6.362599771949828,11,100,false,false,false
127,0.99999419475201934,4385,4385,4105,1,0.93614595210946405,6.3854047890535952,11,100,false,false,false
128,0.99999419480814933,4385,4385,4092,1,0.93318129988597487,6.6818700114025127,11,100,false,false,false
129,0.99999427650454431,4385,4385,4089,1,0.93249714937286199,6.7502850627138011,11,100,false,false,false
130,0.99999453181844333,4385,4385,4088,1,0.93226909920182444,6.7730900798175568,11,100,false,false,false
131,0.99999459864791451,4385,4385,4087,1,0.93204104903078677,6.7958950969213223,11,100,false,false,false
132,0.99999460806214469,4385,4385,4086,1,0.93181299885974911,6.8187001140250896,11,100,false,false,false
133,0.99999476206883231,4385,4385,4085,1,0.93158494868871156,6.8415051311288444,11,100,false,false,false
134,0.99999482067038759,4385,4385,4084,1,0.93135689851767389,6.8643101482326108,11,100,false,false,false
135,0.99999488916175128,4385,4385,4083,1,0.93112884834663623,6.8871151653363771,11,100,false,false,false
136,0.99999493027995878,4385,4385,4082,1,0.93090079817559868,6.909920182440132,11,100,false,false,false
137,0.99999496836178103,4385,4385,4081,1,0.93067274800456101,6.9327251995438992,11,100,false,false,false
138,0.99999501242871858,4385,4385,4080,1,0.93044469783352335,6.9555302166476647,11,100,false,false,false
139,0.99999523479376451,4385,4385,4079,1,0.9302166476624858,6.9783352337514204,11,100,false,false,false
140,0.99999525742831341,4385,4385,4078,1,0.92998859749144813,7.0011402508551868,11,100,false,false,false
141,0.99999529904440265,4385,4385,4077,1,0.92976054732041047,7.0239452679589531,11,100,false,false,false
142,0.99999538628158069,4385,4385,4076,1,0.92953249714937292,7.0467502850627088,11,100,false,false,false
143,0.99999540573476331,4385,4385,4075,1,0.92930444697833525,7.0695553021664743,11,100,false,false,false
144,0.9999954655834794,4385,4385,4074,1,0.92907639680729759,7.0923603192702416,11,100,false,false,false
145,0.99999548737906674,4385,4385,4073,1,0.92884834663625993,7.1151653363740071,11,100,false,false,false
146,0.99999553602116431,4385,4385,4072,1,0.92862029646522237,7.1379703534777628,11,100,false,false,false
147,0.99999565593422035,4385,4385,4071,1,0.92839224629418471,7.1607753705815291,11,100,false,false,false
148,0.99999576958802516,4385,4385,4070,1,0.92816419612314705,7.1835803876852955,11,100,false,false,false
149,0.99999595315367562,4385,4385,4069,1,0.92793614595210949,7.2063854047890512,11,100,false,false,false
150,0.99999597293900666,4385,4385,4068,1,0.92770809578107183,7.2291904218928167,11,100,false,false,false
151,0.99999597397595419,4385,4385,4067,1,0.92748004561003417,7.2519954389965839,11,100,false,false,false
152,0.99999598705240711,4385,4385,4066,1,0.92725199543899661,7.2748004561003388,11,100,false,false,false
153,0.99999610731252264,4385,4385,4065,1,0.92702394526795895,7.2976054732041051,11,100,false,false,false
154,0.99999617016073372,4385,4385,4064,1,0.92679589509692129,7.3204104903078715,11,100,false,false,false
155,0.99999623898670797,4385,4385,4063,1,0.92656784492588373,7.3432155074116263,11,100,false,false,false
156,0.99999624358899752,4385,4385,4062,1,0.92633979475484607,7.3660205245153936,11,100,false,false,false
157,0.99999643309613873,4385,4385,4061,1,0.92611174458380841,7.3888255416191591,11,100,false,false,false
158,0.99999644946020361,4385,4385,4060,1,0.92588369441277085,7.4116305587229148,11,100,false,false,false
159,0.99999652425282182,4385,4385,4059,1,0.92565564424173319,7.4344355758266811,11,100,false,false,false
160,0.99999652455862087,4385,4385,4058,1,0.92542759407069553,7.4572405929304475,11,100,false,false,false
161,0.99999659112471795,4385,4385,4057,1,0.92519954389965797,7.4800456100342032,11,100,false,false,false
162,0.99999666960127076,4385,4385,4056,1,0.92497149372862031,7.5028506271379687,11,100,false,false,false
163,0.99999666989854075,4385,4385,4055,1,0.92474344355758265,7.5256556442417359,11,100,false,false,false
164,0.99999673623005914,4385,4385,4054,1,0.92451539338654509,7.5484606613454908,11,100,false,false,false
165,0.99999675036575264,4385,4385,4053,1,0.92428734321550743,7.5712656784492571,11,100,false,false,false
166,0.99999684471665007,4385,4385,4052,1,0.92405929304446977,7.5940706955530235,11,100,false,false,false
167,0.99999684471744632,4385,4385,4046,1,0.92269099201824401,7.7309007981755995,11,100,false,false,false
168,0.99999684471870864,4385,4385,4037,1,0.92063854047890537,7.9361459521094631,11,100,false,false,false
169,0.99999684472454886,4385,4385,4031,1,0.91927023945267961,8.0729760547320399,11,100,false,false,false
170,0.99999688528846165,4385,4385,4019,1,0.91653363740022809,8.3466362599771919,11,100,false,false,false
171,0.999996891145572,4385,4385,4018,1,0.91630558722919042,8.3694412770809574,11,100,false,false,false
172,0.99999689360017718,4385,4385,4017,1,0.91607753705815276,8.3922462941847247,11,100,false,false,false
173,0.99999691812266267,4385,4385,4016,1,0.91584948688711521,8.4150513112884795,11,100,false,false,false
174,0.99999693245839016,4385,4385,4015,1,0.91562143671607754,8.4378563283922468,11,100,false,false,false
175,0.99999703660602368,4385,4385,4014,1,0.91539338654503988,8.4606613454960122,11,100,false,false,false
176,0.99999712866158441,4385,4385,4013,1,0.91516533637400233,8.4834663625997671,11,100,false,false,false
177,0.99999723220284098,4385,4385,4012,1,0.91493728620296466,8.5062713797035343,11,100,false,false,false
178,0.99999723852439104,4385,4385,4011,1,0.914709236031927,8.5290763968072998,11,100,false,false,false
179,0.99999727520243642,4385,4385,4010,1,0.91448118586088945,8.5518814139110546,11,100,false,false,false
180,0.99999735169235393,4385,4385,4009,1,0.91425313568985178,8.5746864310148219,11,100,false,false,false
181,0.99999738874269861,4385,4385,4008,1,0.91402508551881412,8.5974914481185891,11,100,false,false,false
182,0.99999741553576971,4385,4385,4007,1,0.91379703534777657,8.6202964652223439,11,100,false,false,false
183,0.9999974313496095,4385,4385,4006,1,0.9135689851767389,8.6431014823261094,11,100,false,false,false
184,0.99999743181069944,4385,4385,4005,1,0.91334093500570124,8.6659064994298767,11,100,false,false,false
185,0.99999744881601216,4385,4385,4004,1,0.91311288483466357,8.6887115165336422,11,100,false,false,false
186,0.99999745371332993,4385,4385,4003,1,0.91288483466362602,8.711516533637397,11,100,false,false,false
187,0.99999752187692126,4385,4385,4002,1,0.91265678449258836,8.7343215507411642,11,100,false,false,false
188,0.99999752862772484,4385,4385,4001,1,0.91242873432155069,8.7571265678449315,11,100,false,false,false
189,0.99999754174234001,4385,4385,4000,1,0.91220068415051314,8.7799315849486863,11,100,false,false,false
190,0.99999755197787732,4385,4385,3999,1,0.91197263397947548,8.8027366020524518,11,100,false,false,false
191,0.99999759741009697,4385,4385,3998,1,0.91174458380843781,8.825541619156219,11,100,false,false,false
192,0.99999760977003493,4385,4385,3997,1,0.91151653363740026,8.8483466362599739,11,100,false,false,false
193,0.99999762333301856,4385,4385,3996,1,0.9112884834663626,8.8711516533637393,11,100,false,false,false
194,0.9999976259763016,4385,4385,3995,1,0.91106043329532493,8.8939566704675066,11,100,false,false,false
195,0.99999762844830797,4385,4385,3994,1,0.91083238312428738,8.9167616875712614,11,100,false,false,false
196,0.99999770595988569,4385,4385,3993,1,0.91060433295324972,8.9395667046750287,11,100,false,false,false
197,0.9999977234077001,4385,4385,3992,1,0.91037628278221205,8.9623717217787942,11,100,false,false,false
198,0.99999780080834622,4385,4385,3991,1,0.9101482326111745,8.9851767388825508,11,100,false,false,false
199,0.99999780827541662,4385,4385,3990,1,0.90992018244013684,9.0079817559863162,11,100,false,false,false
200,0.99999780935129545,4385,4385,3989,1,0.90969213226909917,9.0307867730900817,11,100,false,false,false
201,0.99999780935290394,4385,4385,3985,1,0.90877993158494874,9.1220068415051259,11,100,false,false,false
202,0.99999783419291544,4385,4385,3973,1,0.90604332953249711,9.3956670467502885,11,100,false,false,false
203,0.99999783953708676,4385,4385,3972,1,0.90581527936145956,9.4184720638540433,11,100,false,false,false
204,0.99999790055829696,4385,4385,3971,1,0.90558722919042189,9.4412770809578106,11,100,false,false,false
205,0.99999791559285467,4385,4385,3970,1,0.90535917901938423,9.4640820980615779,11,100,false,false,false
206,0.99999792866160353,4385,4385,3969,1,0.90513112884834668,9.4868871151653327,11,100,false,false,false
207,0.99999793564041795,4385,4385,3968,1,0.90490307867730901,9.5096921322690982,11,100,false,false,false
208,0.99999798760026171,4385,4385,3967,1,0.90467502850627135,9.5324971493728654,11,100,false,false,false
209,0.99999800760830715,4385,4385,3966,1,0.9044469783352338,9.5553021664766202,11,100,false,false,false
210,0.99999802052554976,4385,4385,3965,1,0.90421892816419613,9.5781071835803857,11,100,false,false,false
211,0.99999802202597121,4385,4385,3964,1,0.90399087799315847,9.600912200684153,11,100,false,false,false
212,0.99999803874102289,4385,4385,3963,1,0.90376282782212092,9.6237172177879078,11,100,false,false,false
213,0.99999806384764611,4385,4385,3962,1,0.90353477765108325,9.646522234891675,11,100,false,false,false
214,0.99999808983976746,4385,4385,3961,1,0.90330672748004559,9.6693272519954405,11,100,false,false,false
215,0.99999809009655771,4385,4385,3960,1,0.90307867730900793,9.6921322690992078,11,100,false,false,false
216,0.99999809431891318,4385,4385,3959,1,0.90285062713797037,9.7149372862029626,11,100,false,false,false
217,0.99999813520280245,4385,4385,3958,1,0.90262257696693271,9.7377423033067281,11,100,false,false,false
218,0.99999813569620488,4385,4385,3957,1,0.90239452679589505,9.7605473204104953,11,100,false,false,false
219,0.99999813655263103,4385,4385,3956,1,0.90216647662485749,9.7833523375142502,11,100,false,false,false
220,0.99999814369057427,4385,4385,3955,1,0.90193842645381983,9.8061573546180174,11,100,false,false,false
221,0.99999816984388834,4385,4385,3954,1,0.90171037628278217,9.8289623717217829,11,100,false,false,false
222,0.99999817191144713,4385,4385,3953,1,0.90148232611174461,9.8517673888255395,11,100,false,false,false
223,0.99999817603650887,4385,4385,3952,1,0.90125427594070695,9.874572405929305,11,100,false,false,false
224,0.99999819137100388,4385,4385,3951,1,0.90102622576966929,9.8973774230330704,11,100,false,false,false
225,0.99999819339365636,4385,4385,3950,1,0.90079817559863173,9.920182440136827,11,100,false,false,false
226,0.99999820548254159,4385,4385,3949,1,0.90057012542759407,9.9429874572405925,11,100,false,false,false
227,0.99999821426249869,4385,4385,3948,1,0.90034207525655641,9.9657924743443598,11,100,false,false,false
228,0.99999822235759106,4385,4385,3947,1,0.90011402508551885,9.9885974914481146,11,100,false,false,false
229,0.99999823620228179,4385,4385,3946,1,0.89988597491448119,10.011402508551882,11,100,false,false,false
230,0.99999824007659543,4385,4385,3945,1,0.89965792474344353,10.034207525655647,11,100,false,false,false
231,0.99999824383280111,4385,4385,3944,1,0.89942987457240597,10.057012542759402,11,100,false,false,false
232,0.99999827180599576,4385,4385,3943,1,0.89920182440136831,10.079817559863169,11,100,false,false,false
233,0.9999982820539387,4385,4385,3942,1,0.89897377423033065,10.102622576966935,11,100,false,false,false
234,0.99999829157370068,4385,4385,3941,1,0.89874572405929309,10.12542759407069,11,100,false,false,false
235,0.99999829506173121,4385,4385,3940,1,0.89851767388825543,10.148232611174457,11,100,false,false,false
236,0.99999830529028111,4385,4385,3939,1,0.89828962371721777,10.171037628278224,11,100,false,false,false
237,0.99999830928155953,4385,4385,3938,1,0.89806157354618021,10.193842645381979,11,100,false,false,false
238,0.99999831246123605,4385,4385,3937,1,0.89783352337514255,10.216647662485745,11,100,false,false,false
239,0.99999831976522968,4385,4385,3936,1,0.89760547320410489,10.239452679589512,11,100,false,false,false
240,0.99999832954696699,4385,4385,3935,1,0.89737742303306722,10.262257696693277,11,100,false,false,false
241,0.99999833035254948,4385,4385,3934,1,0.89714937286202967,10.285062713797032,11,100,false,false,false
242,0.9999983311929932,4385,4385,3933,1,0.89692132269099201,10.307867730900799,11,100,false,false,false
243,0.99999833344971945,4385,4385,3932,1,0.89669327251995434,10.330672748004567,11,100,false,false,false
244,0.99999834191263137,4385,4385,3931,1,0.89646522234891679,10.353477765108321,11,100,false,false,false
245,0.99999834333641402,4385,4385,3929,1,0.89600912200684146,10.399087799315854,11,100,false,false,false
246,0.99999834370866225,4385,4385,3928,1,0.89578107183580391,10.421892816419609,11,100,false,false,false
247,0.999998360048032,4385,4385,3927,1,0.89555302166476625,10.444697833523374,11,100,false,false,false
248,0.99999837162515814,4385,4385,3926,1,0.89532497149372858,10.467502850627142,11,100,false,false,false
249,0.99999837750828846,4385,4385,3925,1,0.89509692132269103,10.490307867730897,11,100,false,false,false
250,0.99999840050338484,4385,4385,3924,1,0.89486887115165337,10.513112884834664,11,100,false,false,false
251,0.99999840206857404,4385,4385,3923,1,0.8946408209806157,10.535917901938429,11,100,false,false,false
252,0.99999840952903873,4385,4385,3922,1,0.89441277080957815,10.558722919042186,11,100,false,false,false
253,0.99999841353610797,4385,4385,3921,1,0.89418472063854049,10.581527936145951,11,100,false,false,false
254,0.99999843510680164,4385,4385,3920,1,0.89395667046750282,10.604332953249717,11,100,false,false,false
255,0.99999843560622392,4385,4385,3919,1,0.89372862029646527,10.627137970353473,11,100,false,false,false
256,0.99999844719988662,4385,4385,3918,1,0.89350057012542761,10.649942987457239,11,100,false,false,false
257,0.99999844899685231,4385,4385,3917,1,0.89327251995438994,10.672748004561006,11,100,false,false,false
258,0.99999844978601327,4385,4385,3916,1,0.89304446978335239,10.695553021664761,11,100,false,false,false
259,0.9999984693033519,4385,4385,3915,1,0.89281641961231473,10.718358038768528,11,100,false,false,false
260,0.99999847917692797,4385,4385,3914,1,0.89258836944127706,10.741163055872294,11,100,false,false,false
261,0.99999848452170459,4385,4385,3913,1,0.8923603192702394,10.763968072976059,11,100,false,false,false
262,0.99999848543504499,4385,4385,3912,1,0.89213226909920185,10.786773090079816,11,100,false,false,false
263,0.99999849504262062,4385,4385,3911,1,0.89190421892816418,10.809578107183581,11,100,false,false,false
264,0.99999849711990785,4385,4385,3910,1,0.89167616875712652,10.832383124287349,11,100,false,false,false
265,0.99999850067108409,4385,4385,3909,1,0.89144811858608897,10.855188141391103,11,100,false,false,false
266,0.99999852837014835,4385,4385,3908,1,0.8912200684150513,10.877993158494871,11,100,false,false,false
267,0.9999985299721228,4385,4385,3907,1,0.89099201824401364,10.900798175598636,11,100,false,false,false
268,0.99999853185274479,4385,4385,3906,1,0.89076396807297609,10.923603192702391,11,100,false,false,false
269,0.9999985507324699,4385,4385,3905,1,0.89053591790193842,10.946408209806158,11,100,false,false,false
270,0.99999856733822579,4385,4385,3904,1,0.89030786773090076,10.969213226909924,11,100,false,false,false
271,0.99999856792204644,4385,4385,3903,1,0.89007981755986321,10.992018244013678,11,100,false,false,false
272,0.9999985893996135,4385,4385,3902,1,0.88985176738882554,11.014823261117446,11,100,false,false,false
273,0.99999859918489908,4385,4385,3901,1,0.88962371721778788,11.037628278221213,11,100,false,false,false
274,0.9999986208180266,4385,4385,3900,1,0.88939566704675033,11.060433295324968,11,100,false,false,false
275,0.99999864207939948,4385,4385,3899,1,0.88916761687571266,11.083238312428733,11,100,false,false,false
276,0.99999864529600058,4385,4385,3898,1,0.888939566704675,11.106043329532501,11,100,false,false,false
