fit_label,threshold_rule,score_role,mean_rate,min_rate,max_rate,std_rate,n_seeds,is_report_only
id_support_only_w4,id_calib_alarm_0.01,medium_attack_eval_report_only,0.992,0.992,0.992,0.0,5,True
id_support_only_w4,id_calib_alarm_0.01,ood_val_reported_not_gate,0.5686666666666667,0.5686666666666667,0.5686666666666667,0.0,5,False
id_support_only_w4,id_calib_alarm_0.01,pseudo_query_dev,0.9990234375,0.9990234375,0.9990234375,0.0,5,False
id_support_only_w4,id_calib_alarm_0.01,support_train,0.9921875,0.9921875,0.9921875,0.0,5,False
id_support_only_w4,id_calib_alarm_0.01,support_val,0.953125,0.953125,0.953125,0.0,5,False
id_support_only_w4,support_val_recall_0.9,dev_heavy_query_report_only,0.999,0.999,0.999,0.0,5,True
id_support_only_w4,support_val_recall_0.9,final_ood_benign_eval_report_only,0.37833333333333335,0.37833333333333335,0.37833333333333335,0.0,5,True
id_support_only_w4,support_val_recall_0.9,id_calib,0.0016666666666666666,0.0016666666666666668,0.0016666666666666668,2.168404344971009e-19,5,False
id_support_only_w4,support_val_recall_0.9,medium_attack_eval_report_only,0.9875555555555555,0.9875555555555555,0.9875555555555555,0.0,5,True
id_support_only_w4,support_val_recall_0.9,ood_val_reported_not_gate,0.5606666666666666,0.5606666666666666,0.5606666666666666,0.0,5,False
id_support_only_w4,support_val_recall_0.9,pseudo_query_dev,0.9990234375,0.9990234375,0.9990234375,0.0,5,False
id_support_only_w4,support_val_recall_0.9,support_train,0.9921875,0.9921875,0.9921875,0.0,5,False
id_support_only_w4,support_val_recall_0.9,support_val,0.890625,0.890625,0.890625,0.0,5,False
id_support_only_w4,support_val_recall_0.93,dev_heavy_query_report_only,0.999,0.999,0.999,0.0,5,True
id_support_only_w4,support_val_recall_0.93,final_ood_benign_eval_report_only,0.38866666666666666,0.38866666666666666,0.38866666666666666,0.0,5,True
id_support_only_w4,support_val_recall_0.93,id_calib,0.0016666666666666666,0.0016666666666666668,0.0016666666666666668,2.168404344971009e-19,5,False
id_support_only_w4,support_val_recall_0.93,medium_attack_eval_report_only,0.9879999999999999,0.988,0.988,1.1102230246251565e-16,5,True
id_support_only_w4,support_val_recall_0.93,ood_val_reported_not_gate,0.5686666666666667,0.5686666666666667,0.5686666666666667,0.0,5,False
id_support_only_w4,support_val_recall_0.93,pseudo_query_dev,0.9990234375,0.9990234375,0.9990234375,0.0,5,False
id_support_only_w4,support_val_recall_0.93,support_train,0.9921875,0.9921875,0.9921875,0.0,5,False
id_support_only_w4,support_val_recall_0.93,support_val,0.921875,0.921875,0.921875,0.0,5,False
id_support_only_w4,support_val_recall_0.95,dev_heavy_query_report_only,0.99925,0.99925,0.99925,0.0,5,True
id_support_only_w4,support_val_recall_0.95,final_ood_benign_eval_report_only,0.4096666666666667,0.4096666666666667,0.4096666666666667,0.0,5,True
id_support_only_w4,support_val_recall_0.95,id_calib,0.003333333333333333,0.0033333333333333335,0.0033333333333333335,4.336808689942018e-19,5,False
id_support_only_w4,support_val_recall_0.95,medium_attack_eval_report_only,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.0,5,True
id_support_only_w4,support_val_recall_0.95,ood_val_reported_not_gate,0.5686666666666667,0.5686666666666667,0.5686666666666667,0.0,5,False
id_support_only_w4,support_val_recall_0.95,pseudo_query_dev,0.9990234375,0.9990234375,0.9990234375,0.0,5,False
id_support_only_w4,support_val_recall_0.95,support_train,0.9921875,0.9921875,0.9921875,0.0,5,False
id_support_only_w4,support_val_recall_0.95,support_val,0.9375,0.9375,0.9375,0.0,5,False
old_weighted_id_ood_support_w4,id_calib_alarm_0.01,dev_heavy_query_report_only,0.9995,0.9995,0.9995,0.0,5,True
old_weighted_id_ood_support_w4,id_calib_alarm_0.01,final_ood_benign_eval_report_only,0.26966666666666667,0.26966666666666667,0.26966666666666667,0.0,5,True
old_weighted_id_ood_support_w4,id_calib_alarm_0.01,id_calib,0.01,0.01,0.01,0.0,5,False
old_weighted_id_ood_support_w4,id_calib_alarm_0.01,medium_attack_eval_report_only,0.992,0.992,0.992,0.0,5,True
old_weighted_id_ood_support_w4,id_calib_alarm_0.01,ood_val_reported_not_gate,0.8273333333333334,0.8273333333333334,0.8273333333333334,0.0,5,False
old_weighted_id_ood_support_w4,id_calib_alarm_0.01,pseudo_query_dev,0.9990234375,0.9990234375,0.9990234375,0.0,5,False
old_weighted_id_ood_support_w4,id_calib_alarm_0.01,support_train,0.96875,0.96875,0.96875,0.0,5,False
old_weighted_id_ood_support_w4,id_calib_alarm_0.01,support_val,0.984375,0.984375,0.984375,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.9,dev_heavy_query_report_only,0.9995,0.9995,0.9995,0.0,5,True
old_weighted_id_ood_support_w4,support_val_recall_0.9,final_ood_benign_eval_report_only,0.08766666666666667,0.08766666666666667,0.08766666666666667,0.0,5,True
old_weighted_id_ood_support_w4,support_val_recall_0.9,id_calib,0.0,0.0,0.0,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.9,medium_attack_eval_report_only,0.984888888888889,0.9848888888888889,0.9848888888888889,1.1102230246251565e-16,5,True
old_weighted_id_ood_support_w4,support_val_recall_0.9,ood_val_reported_not_gate,0.182,0.182,0.182,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.9,pseudo_query_dev,0.994140625,0.994140625,0.994140625,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.9,support_train,0.90625,0.90625,0.90625,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.9,support_val,0.890625,0.890625,0.890625,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.93,dev_heavy_query_report_only,0.9995,0.9995,0.9995,0.0,5,True
old_weighted_id_ood_support_w4,support_val_recall_0.93,final_ood_benign_eval_report_only,0.18766666666666668,0.18766666666666668,0.18766666666666668,0.0,5,True
old_weighted_id_ood_support_w4,support_val_recall_0.93,id_calib,0.0,0.0,0.0,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.93,medium_attack_eval_report_only,0.9902222222222223,0.9902222222222222,0.9902222222222222,1.1102230246251565e-16,5,True
old_weighted_id_ood_support_w4,support_val_recall_0.93,ood_val_reported_not_gate,0.22733333333333333,0.22733333333333333,0.22733333333333333,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.93,pseudo_query_dev,0.9990234375,0.9990234375,0.9990234375,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.93,support_train,0.921875,0.921875,0.921875,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.93,support_val,0.90625,0.90625,0.90625,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.95,dev_heavy_query_report_only,0.9995,0.9995,0.9995,0.0,5,True
old_weighted_id_ood_support_w4,support_val_recall_0.95,final_ood_benign_eval_report_only,0.192,0.192,0.192,0.0,5,True
old_weighted_id_ood_support_w4,support_val_recall_0.95,id_calib,0.0,0.0,0.0,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.95,medium_attack_eval_report_only,0.9911111111111112,0.9911111111111112,0.9911111111111112,0.0,5,True
old_weighted_id_ood_support_w4,support_val_recall_0.95,ood_val_reported_not_gate,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.95,pseudo_query_dev,0.9990234375,0.9990234375,0.9990234375,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.95,support_train,0.921875,0.921875,0.921875,0.0,5,False
old_weighted_id_ood_support_w4,support_val_recall_0.95,support_val,0.9375,0.9375,0.9375,0.0,5,False
support_emphasis_id_ood_support_w16,id_calib_alarm_0.01,dev_heavy_query_report_only,0.9995,0.9995,0.9995,0.0,5,True
support_emphasis_id_ood_support_w16,id_calib_alarm_0.01,final_ood_benign_eval_report_only,0.27,0.27,0.27,0.0,5,True
support_emphasis_id_ood_support_w16,id_calib_alarm_0.01,id_calib,0.01,0.01,0.01,0.0,5,False
support_emphasis_id_ood_support_w16,id_calib_alarm_0.01,medium_attack_eval_report_only,0.9924444444444445,0.9924444444444445,0.9924444444444445,0.0,5,True
support_emphasis_id_ood_support_w16,id_calib_alarm_0.01,ood_val_reported_not_gate,0.8346666666666668,0.8346666666666667,0.8346666666666667,1.1102230246251565e-16,5,False
support_emphasis_id_ood_support_w16,id_calib_alarm_0.01,pseudo_query_dev,0.9990234375,0.9990234375,0.9990234375,0.0,5,False
support_emphasis_id_ood_support_w16,id_calib_alarm_0.01,support_train,0.9765625,0.9765625,0.9765625,0.0,5,False
support_emphasis_id_ood_support_w16,id_calib_alarm_0.01,support_val,0.984375,0.984375,0.984375,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.9,dev_heavy_query_report_only,0.875,0.875,0.875,0.0,5,True
support_emphasis_id_ood_support_w16,support_val_recall_0.9,final_ood_benign_eval_report_only,0.10066666666666665,0.10066666666666667,0.10066666666666667,1.3877787807814457e-17,5,True
support_emphasis_id_ood_support_w16,support_val_recall_0.9,id_calib,0.0,0.0,0.0,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.9,medium_attack_eval_report_only,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.0,5,True
support_emphasis_id_ood_support_w16,support_val_recall_0.9,ood_val_reported_not_gate,0.5746666666666667,0.5746666666666667,0.5746666666666667,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.9,pseudo_query_dev,0.880859375,0.880859375,0.880859375,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.9,support_train,0.9375,0.9375,0.9375,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.9,support_val,0.890625,0.890625,0.890625,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.93,dev_heavy_query_report_only,0.875,0.875,0.875,0.0,5,True
support_emphasis_id_ood_support_w16,support_val_recall_0.93,final_ood_benign_eval_report_only,0.119,0.119,0.119,0.0,5,True
support_emphasis_id_ood_support_w16,support_val_recall_0.93,id_calib,0.0,0.0,0.0,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.93,medium_attack_eval_report_only,0.992,0.992,0.992,0.0,5,True
support_emphasis_id_ood_support_w16,support_val_recall_0.93,ood_val_reported_not_gate,0.6606666666666666,0.6606666666666666,0.6606666666666666,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.93,pseudo_query_dev,0.880859375,0.880859375,0.880859375,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.93,support_train,0.953125,0.953125,0.953125,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.93,support_val,0.921875,0.921875,0.921875,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.95,dev_heavy_query_report_only,0.875,0.875,0.875,0.0,5,True
support_emphasis_id_ood_support_w16,support_val_recall_0.95,final_ood_benign_eval_report_only,0.227,0.227,0.227,0.0,5,True
support_emphasis_id_ood_support_w16,support_val_recall_0.95,id_calib,0.0,0.0,0.0,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.95,medium_attack_eval_report_only,0.992,0.992,0.992,0.0,5,True
support_emphasis_id_ood_support_w16,support_val_recall_0.95,ood_val_reported_not_gate,0.6606666666666666,0.6606666666666666,0.6606666666666666,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.95,pseudo_query_dev,0.880859375,0.880859375,0.880859375,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.95,support_train,0.953125,0.953125,0.953125,0.0,5,False
support_emphasis_id_ood_support_w16,support_val_recall_0.95,support_val,0.921875,0.921875,0.921875,0.0,5,False
