ablation_variant,holdout,seed,feature_count,removed_features,diagnostic_only,attack_detection,final_ood_alarm,id_calib_alarm,ood_val_alarm,threshold,feasible_under_1pct,roc_auc_attack_vs_ood,pr_auc_attack_vs_ood,tpr_at_fpr_1pct,pauc_fpr_1pct,train_time,inference_time,param_count,frozen_config_id,final_eval_used_for_selection,threshold_uses_final_eval,notes
remove_top3_separators,holdout_bin_6,44,97,46;47;39,False,0.8191808191808192,0.0028,0.0022,0.0035,0.0010709270414668082,True,0.9290206293706293,0.8769659294991972,0.8521478521478522,0.9083353832097552,0.24302679998800159,0.021608699986245483,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_6,44,97,46;47;39,False,0.8191808191808192,0.0028,0.0022,0.0035,0.0010709270414668082,True,0.9290206293706293,0.8769659294991972,0.8521478521478522,0.9083353832097552,0.25656720000552014,0.024469399999361485,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_6,44,97,46;47;39,False,0.8191808191808192,0.0028,0.0022,0.0035,0.0010709270414668082,True,0.9290206293706293,0.8769659294991972,0.8521478521478522,0.9083353832097552,0.23779629997443408,0.02244040003279224,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_6,44,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.03512844102345045,True,0.9999835164835165,0.9998371194023368,1.0,0.999171682588768,0.09502649999922141,0.0148932000156492,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_6,45,100,,False,1.0,0.0001,0.005,0.0,0.0023734587186125147,True,1.0,1.0,1.0,1.0,0.2390665999846533,0.021299900021404028,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_6,45,99,46,False,1.0,0.0,0.003,0.0,0.0031195367143792116,True,1.0,1.0,1.0,1.0,0.23269650002475828,0.020719300024211407,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_6,45,98,46;47,False,0.996003996003996,0.0088,0.0042,0.005,0.0006054503379448884,True,0.9979465534465535,0.996045746924961,0.996003996003996,0.9964005843402828,0.18328789999941364,0.018167899979744107,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_6,45,97,46;47;39,False,0.8281718281718282,0.004,0.005,0.005,0.000874745750432161,True,0.9284314685314684,0.8709528759170324,0.8371628371628371,0.9027856565545008,0.23664689995348454,0.021377499972004443,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_6,45,97,46;47;39,False,0.8281718281718282,0.004,0.005,0.005,0.000874745750432161,True,0.9284314685314684,0.8709528759170324,0.8371628371628371,0.9027856565545008,0.2370801999932155,0.018238300050143152,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_6,45,97,46;47;39,False,0.8281718281718282,0.004,0.005,0.005,0.000874745750432161,True,0.9284314685314684,0.8709528759170324,0.8371628371628371,0.9027856565545008,0.2298088000388816,0.01852749998215586,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_6,45,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.028722170766080038,True,0.9999835164835165,0.9998371194023368,1.0,0.9991716825887681,0.08923969999887049,0.016638999979477376,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_6,46,100,,False,1.0,0.0001,0.005,0.0,0.0019565829003135764,True,1.0,1.0,1.0,1.0,0.22651790000963956,0.024464700021781027,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_6,46,99,46,False,1.0,0.0,0.005,0.0,0.003268781387066845,True,1.0,1.0,1.0,1.0,0.253415200044401,0.021160000003874302,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_6,46,98,46;47,False,0.988011988011988,0.0034,0.0,0.005,0.002139299953141781,True,0.9944183316683316,0.9897680075348156,0.989010989010989,0.9932730585996918,0.2146801000344567,0.01731389999622479,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_6,46,97,46;47;39,False,0.6733266733266733,0.0041,0.002,0.005,0.001568449911590996,True,0.9293122377622378,0.863683481921615,0.8131868131868132,0.844481649004262,0.24231100000906736,0.02143119997344911,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_6,46,97,46;47;39,False,0.6733266733266733,0.0041,0.002,0.005,0.001568449911590996,True,0.9293122377622378,0.863683481921615,0.8131868131868132,0.844481649004262,0.22786380001343787,0.01725610002176836,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_6,46,97,46;47;39,False,0.6733266733266733,0.0041,0.002,0.005,0.001568449911590996,True,0.9293122377622378,0.863683481921615,0.8131868131868132,0.844481649004262,0.2351687999907881,0.020177300029899925,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_6,46,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.03620358870092875,True,0.9999758241758242,0.9997611084567606,1.0,0.9987851344635263,0.09107369999401271,0.017133000015746802,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_6,47,100,,False,1.0,0.0001,0.001,0.0,0.0029312078410059063,True,1.0,1.0,1.0,1.0,0.2456061999546364,0.017945999978110194,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_6,47,99,46,False,1.0,0.0,0.0048,0.0,0.004731407053341775,True,0.9999999999999999,1.0,1.0,1.0,0.2390288999886252,0.01951709995046258,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_6,47,98,46;47,False,0.996003996003996,0.0089,0.0028,0.005,0.00030388526638075924,True,0.9996427072927073,0.9976833639241126,0.996003996003996,0.996320262651921,0.23020439996616915,0.020934300031512976,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_6,47,97,46;47;39,False,0.9790209790209791,0.0024,0.004,0.0015,0.0012033013753508493,True,0.9998051948051948,0.9978574344474648,1.0,0.9902107942308949,0.24321840004995465,0.017289600044023246,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_6,47,97,46;47;39,False,0.9790209790209791,0.0024,0.004,0.0015,0.0012033013753508493,True,0.9998051948051948,0.9978574344474648,1.0,0.9902107942308949,0.2233672000002116,0.019998200004920363,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_6,47,97,46;47;39,False,0.9790209790209791,0.0024,0.004,0.0015,0.0012033013753508493,True,0.9998051948051948,0.9978574344474648,1.0,0.9902107942308949,0.23377699998673052,0.021239699970465153,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_6,47,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.03665292197061979,True,0.9999835164835164,0.9998371194023368,1.0,0.999171682588768,0.10478920000605285,0.014815100003033876,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_6,48,100,,False,1.0,0.0001,0.0048,0.0,0.0022686094669538415,True,1.0,1.0,1.0,1.0,0.23243579996051267,0.023775000008754432,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_6,48,99,46,False,1.0,0.0,0.005,0.0,0.0037709162452466433,True,1.0,1.0,1.0,1.0,0.2475117000285536,0.021254700026474893,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_6,48,98,46;47,False,0.991008991008991,0.0088,0.0014,0.0045,0.0002632600747835776,True,0.9952272727272726,0.9902053930906374,0.991008991008991,0.9876053594646559,0.23834290000377223,0.021828999975696206,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_6,48,97,46;47;39,False,0.6343656343656343,0.0053,0.0,0.0045,0.00265780751729245,True,0.8327946053946054,0.7077128278001057,0.6343656343656343,0.8109076852795445,0.18763950001448393,0.015281100000720471,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_6,48,97,46;47;39,False,0.6343656343656343,0.0053,0.0,0.0045,0.00265780751729245,True,0.8327946053946054,0.7077128278001057,0.6343656343656343,0.8109076852795445,0.20390019996557385,0.014771299960557371,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_6,48,97,46;47;39,False,0.6343656343656343,0.0053,0.0,0.0045,0.00265780751729245,True,0.8327946053946054,0.7077128278001057,0.6343656343656343,0.8109076852795445,0.20184460002928972,0.014405799971427768,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_6,48,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.03517147539081874,True,0.9999835164835165,0.9998371194023368,1.0,0.999171682588768,0.09766410000156611,0.014896399981807917,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_6,49,100,,False,1.0,0.0,0.005,0.0,0.002160139841689872,True,1.0,1.0,1.0,1.0,0.23319729999639094,0.022980300011113286,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_6,49,99,46,False,1.0,0.0,0.0042,0.0,0.004244207572699588,True,1.0,1.0,1.0,0.9999999999999999,0.2243968000402674,0.021285100025124848,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_6,49,98,46;47,False,0.99000999000999,0.0041,0.0014,0.0045,0.0004955373256670114,True,0.9947059940059941,0.9894346325556268,0.99000999000999,0.9875601785149524,0.21598450001329184,0.016531300032511353,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_6,49,97,46;47;39,False,0.6083916083916084,0.0065,0.0026,0.005,0.002434533090241148,True,0.8374162837162837,0.709312819888509,0.6093906093906094,0.8026947926445414,0.18267379997996613,0.013763599970843643,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_6,49,97,46;47;39,False,0.6083916083916084,0.0065,0.0026,0.005,0.002434533090241148,True,0.8374162837162837,0.709312819888509,0.6093906093906094,0.8026947926445414,0.17630150000331923,0.013955899979919195,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_6,49,97,46;47;39,False,0.6083916083916084,0.0065,0.0026,0.005,0.002434533090241148,True,0.8374162837162837,0.709312819888509,0.6093906093906094,0.8026947926445414,0.19190919998800382,0.01629020000109449,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_6,49,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.0282289767931137,True,0.9999802197802198,0.9998045432828041,1.0,0.9990060191065215,0.10080860002199188,0.015593199990689754,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_6,50,100,,False,1.0,0.0001,0.0026,0.0,0.002762884070268424,True,1.0,1.0,1.0,1.0,0.23881429998436943,0.020329500024672598,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_6,50,99,46,False,1.0,0.0,0.005,0.0,0.004418713030292387,True,1.0,1.0,1.0,1.0,0.24441529996693134,0.021229000005405396,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_6,50,98,46;47,False,0.986013986013986,0.0073,0.0034,0.0045,0.0002621575948464234,True,0.992363936063936,0.9871840792517472,0.986013986013986,0.9924598015050277,0.24283360003028065,0.02140020002843812,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_6,50,97,46;47;39,False,0.7002997002997003,0.0021,0.0026,0.003,0.001300525533900033,True,0.997775024975025,0.9777201729673527,1.0,0.8881922098002499,0.24835159996291623,0.02009659999748692,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_6,50,97,46;47;39,False,0.7002997002997003,0.0021,0.0026,0.003,0.001300525533900033,True,0.997775024975025,0.9777201729673527,1.0,0.8881922098002499,0.24067210004432127,0.021776000037789345,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
keep_only_non_separator_features,holdout_bin_6,50,97,46;47;39,False,0.7002997002997003,0.0021,0.0026,0.003,0.001300525533900033,True,0.997775024975025,0.9777201729673527,1.0,0.8881922098002499,0.22540949995163828,0.019547499949112535,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,same feature set as remove_all_high_risk_separator_candidates; included for explicit protocol coverage
train_using_only_top3_separators,holdout_bin_6,50,3,all_except_46;47;39,True,1.0,0.0011,0.0,0.0,0.035188189004596956,True,0.9999692307692308,0.9996959562176954,1.0,0.9984538074990336,0.08876539999619126,0.014508099993690848,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,diagnostic only; not a candidate method
full_original100_reference,holdout_bin_6,51,100,,False,1.0,0.0001,0.0042,0.0,0.0031695591298066053,True,1.0,1.0,1.0,1.0,0.25583259999984875,0.019073200004640967,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,full frozen candidate rerun
remove_top1_separator,holdout_bin_6,51,99,46,False,1.0,0.0,0.0042,0.0,0.005154571207402128,True,1.0,1.0,1.0,1.0,0.2225239000399597,0.019953300012275577,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-1 separator removed
remove_top2_separators,holdout_bin_6,51,98,46;47,False,0.995004995004995,0.008,0.0028,0.005,0.00035051738086673117,True,0.999411088911089,0.9966873168450816,0.995004995004995,0.9945080045582558,0.23141920001944527,0.01919139997335151,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-2 separators removed
remove_top3_separators,holdout_bin_6,51,97,46;47;39,False,1.0,0.0044,0.0048,0.004,0.0005702297219280528,True,0.9997887112887112,0.9977600991612631,1.0,0.9893824768196628,0.22527569998055696,0.01835119997849688,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,predefined top-3 separators removed
remove_all_high_risk_separator_candidates,holdout_bin_6,51,97,46;47;39,False,1.0,0.0044,0.0048,0.004,0.0005702297219280528,True,0.9997887112887112,0.9977600991612631,1.0,0.9893824768196628,0.23715260002063587,0.019792000006418675,60,histgb_d2_lr005_l2p1_ood4_sup4_t0050,False,False,all issue27g high-cardinality near-perfect separators removed
